0,0.0059612,0.0084058,0.001929,0.0064858,0.0039214,0.004619,0,0,0.0059991,0.0023416,0,0,0,0.0040777,0.0016554,0,0,0.004938,0.0072121,0
0,0.0061762,0.010728,0.0092247,0.0031517,0.0021606,0.0064953,0,0.0012004,0,0.0021465,0.0019998,0.0068408,0,0,0.0002863,0,0.0019791,0,0,0
0.013265,0.0019833,0.017545,0,0.029627,0,0,0.00044673,0.00088618,0.011689,0,0,0.0051203,0,0,0,0,0,0.011096,0.010453,0
0,0.013278,0.021937,0.0011014,0,0.0034316,0,0.014638,0,0.0064886,0,0,0,0,0.0053659,0.0010667,0.0033382,0.0035222,0,0,0
0,0,0.0013255,0,0.0069674,0.0067539,0.0046195,0,0,0,0,0,0.00082096,0,0,0,0,0,0.012583,0.0022149,0
0,0.0038716,0.0016163,0.0010246,0.0056493,0.00071965,0,0.0063307,0,0.0007011,0,0,0.0011892,0.0019879,0,0,0,0,0.0019519,0.01042,0.0034712
0,0,0,0,0,0,0,0,0.0050105,0,0,0.0032881,0,0.0032782,0,0,0.0073008,0.0049892,0,0,0
0,0,0.092252,0.0075767,0,0.0057259,0,0.0042119,0.0040729,0,0.0054141,0,0.00018138,0.0076514,0,0,0.0073341,0.0085386,0,0,0.0080112
0.0014888,0,0.039355,0,0,0.018759,0.0078645,0,0,0.026006,0,0,0,0.0059933,0.027641,0.005622,0,0.013953,0.078976,0.012106,0
0.0017297,0.0021787,0.0038797,0,0,0,0,0,0.00044342,0.007532,0.0013173,0.00077379,0,0.0007617,0,0,0,0.00055458,0.01146,0.012266,0
0.0029975,0.018669,0.021429,0,0.011691,0.0060315,0.06576,0,0.0040983,0.011173,0,0,0.017485,0,0.010435,0,0,0,0,0.0012456,0.0074693
0,0,0.0019111,0,0.00095934,0.010275,0.0051925,0,0,0,0,0.0025882,0.0027068,0.0024381,0.0044312,0.00062493,0,0,0.024138,0.0057846,0.0016397
0,0,0.081129,0,0,0,0,0,0.00019972,0,0.0041188,0,0.011515,0.0060755,0,0,0,0.0079331,0,0,0
0.014083,0.0021441,0.032508,0,0,0.015015,0,0.0082801,0,0.00099651,0,0,0,0.0010225,0.0017466,0.017713,0,0.0035005,0.018028,0,0
0.00045557,0.008093,0.016909,0.00030361,0.01014,0.00083977,0,0,0,0,0.0016837,0,0.0038974,0,0,0,0.00098801,0,0.0027304,0.020672,0.00595
