0.00040159,0.092046,0.0045094,0.00075521,0.0059033,0,0,0.0020116,0.00058039,0,0.0023873,0,0,0.10392,0,0
0,0.0015534,0.017124,0.00021968,0.0032049,0.0044559,0,0.0004071,0.10331,0,0.0016213,0,0,0.00063394,0.0020948,0
0.00073798,0.0004463,0.0065964,0,0.0010271,0.00051616,0,0.0023524,0.00012157,0,0.00067623,0.00023784,0,0.00032379,0.00015576,0
0.0025197,0.00060123,0.0078623,0.0001933,0.0052496,0.0039016,0,0.0011157,0.00036897,0,0.0039237,0,0.0010269,0.00080348,0.00093728,0
0,0.00098852,0.0016493,0.00015637,0.00097415,0.0023025,0,0.00068787,0.0015069,0,0.0016716,0.00027643,0.0038428,0.00091067,0.0011464,0
0.0022473,0.0019704,0.018894,0.0013106,0.0017783,0.00027932,0.00030735,0,0.0005363,0,0,0,0,0.0021887,0.016082,0
0.0010556,0.00055057,0.0055921,0,0,0.0025511,0.00041393,0.0011714,0.00081192,0.00078423,0.10333,0.0019435,0.0025308,0,0.00093611,0
0.00018204,0,0.0065495,0.0018366,0.0010018,0.00088115,0,0,0.00065231,0,0.0024825,0,0.00072819,0.0026366,0.00251,0
0.00083836,0,0.0081969,0.00060402,0.0022684,0,0.0001693,0,0,0,0,0,0.00010447,0,0.00060621,0
0.0003638,0.00060792,0.0020702,0.089223,0.0021405,0.00041277,0,0.00024846,0.0012069,0,0,0,0.00018546,0.0013124,0.00063909,0
0,0,0.0011883,0.00030546,0,0.093561,0,0.00079327,0,0,0,0.0011002,0,0.00030571,0,0
0.0004731,0,0.0067225,0.00092222,0.0014621,0,0,0.00078195,0.00024067,0.013457,0,0,0,0.00080124,0.1079,0
0,0.00039208,0.0015998,0.00065185,0.003122,0.002871,0,0,0.00072784,0,0.0010511,0,0.0010397,0.00054334,0.0018003,0.00012257
0.0022552,0.0014604,0.010323,0.001257,0.0014827,0.0066764,0.00021431,0.0015842,0,0,0.0057106,0,0.0021267,0.003837,0.00028247,0
0.0030784,0.093785,0.018996,0.0022662,0.091824,0.0069266,0.00060891,0.004718,0.0024272,0,0.0092282,0.0020461,0.11023,0.0068192,0,0
0.0019523,0,0.0071703,0,0.001021,0.00044646,0,0,0.00073982,0,0.00011566,0.00068418,0,0.00079795,0,0
0.00011052,0.0003433,0.0061758,0.00050114,0.00023398,0,0.00015789,0.00064573,0.00022156,0,0.00041287,0.00056647,0,0.00098151,0,0.00029899
0,0.00081018,0.0065501,0.00043349,0.00027869,0,0.00035049,0.00024121,0,0,0,0.00020283,0,0.00053077,0,0
0.0010812,0.0018013,0.02461,0.00042736,0.00075823,0,0,0.0011951,0.00059918,0,0.0016838,0.00036223,0.0037027,0.0013698,0.0023006,0
