0,0,0.043772,0,0,0.0020006,0.0083481,0,0,0.015201,0.0042983,0,0.0024667,0,0,0.0021581,0,0.013009,0.0093876,0.0098052,0.0052771,0,0,0.016023,0,0.015861,0.006074,0,0,0.0027609,0.0057509,0,0.010105,0.0099607,0.0081036,0,0,0.01891,0,0.0044583,0,0.011278,0,0.0087965,0,0.017219,0,0,0,0.0057574,0.0083072,0,0.0092647,0.0089854,0,0,0.025219,0.002442,0.0024914,0.011092,0.01124,0,0.017827,0.007454
0.0016149,0,0.14992,0.018927,0.022549,0,0,0,0.0099084,0.0026424,0.0091905,0.0070926,0,0.0077594,0,0,0,0,0.011967,0,0.048688,0,0,0.024317,0.0052688,0.0040637,0,0.0098844,0.018211,0,0.025423,0.009394,0,0,0,0,0,0,0.014649,0.022291,0.010638,0,0,0.019767,0.032633,0,0,0,0,0,0.015405,0.022894,0,0.004223,0.0052186,0,0,0,0.017608,0,0.00091246,0.048045,0.01139,0
0,0.0046811,0.02411,0,0,0,0,0,0,0.0084753,0,0,0,0,0,0.013384,0,0,0.0099231,0,0.010247,0.017095,0.0047256,0.0049039,0.0016999,0.013368,0,0.013939,0.00099592,0,0.015879,0,0,0,0,0,0,0.041589,0,0.0029608,0,0,0.0047837,0,0.031383,0.011099,0.0075255,0,0.043803,0,0.018649,0,0,0,0.012158,0,0,0,0.01803,0.0040533,0,0,0.021197,0.0084749
0.006317,0,0,0.012745,0.00090583,0.002953,0.0041167,0,0,0.0047497,0,0,0.00014114,0,0,0.0059667,0,0.0015616,0,0.0023479,0,0,0.00092806,0,0.00070541,0.00067819,0,0,0.0055523,0,0,0,0,0,0.00020232,0,0,0.0020374,0,0.005513,0,0.0046749,0.0064652,0.0034199,0,0.0049885,0,0.0011004,0,0,0,0,0,0,0.0070761,0,0,0.00057895,0.0020921,0.0043689,0.0069699,0.0010234,0.0034757,0
0,0,0.053658,0,0.0030284,0,0.0085262,0,0.0048233,0,0.011613,0.010969,0.0057428,0.0042842,0,0,0.0033173,0.013239,0.0060582,0.0061544,0,0.018931,0.0074375,0.023248,0,0,0.0045496,0.006804,0.0095832,0,0,0.0059307,0,0,0.0031523,0.0012017,0.0048637,0.011015,0,0.018572,0,0,0,0.0086906,0.0001854,0.0063506,0.0077677,0.0038362,0,0.017185,0,0,0.0048325,0.012317,0.012506,0.008862,0,0,0,0,0,0.0063319,0,0.0060169
0,0,0.061611,0.0093215,0,0,0.0021906,0,0,0,0.0058428,0,0,0,0.0062766,0,0.0047937,0.0040619,0.004126,0.011673,0,0.010808,0.0095722,0,0,0.0044029,0.00099247,0.0066073,0,0,0,0.014823,0,0.047509,0.0073419,0.0068972,0.0026016,0,0,0.017954,0,0,0,0.0052536,0.012708,0,0.0069537,0.0064276,0,0,0.016882,0.019361,0,0.046367,0,0.023712,0.0016888,0.0019175,0.012941,0,0,0,0.0013052,0
0,0,0,0,0,0.011292,0,0.013269,0.016349,0.0091355,0,0.031801,0,0.032162,0,0,0.009464,0.0090268,0,0.032442,0.020852,0.055204,0,0,0,0,0.030773,0.029176,0.028413,0,0.020395,0.04507,0.0097097,0,0.0028808,0.011917,0.017235,0,0,0,0.02678,0.017036,0,0.0012349,0.02604,0,0,0.0015938,0,0,0.011174,0.010261,0.00074208,0.036606,0,0.010451,0.02093,0.032606,0,0.0073276,0,0,0,0.012094
0,0,0.080551,0,0.013907,0,0.0069988,0,0.020005,0.0039941,0.0083962,0,0.013621,0.0055364,0,0,0,0,0.0047999,0.0065383,0.0025509,0,0.026099,0.017893,0.011552,0.024997,0,0,0.027967,0,0,0,0,0.003466,0.00040916,0.026946,0.0051537,0,0,0.032111,0,0.0091493,0,0.012783,0.0094291,0,0.0094849,0.011001,0,0.017914,0,0.0071454,0.0025994,0.0015499,0,0.0020384,0,0,0.010689,0,0.01412,0,0.0043377,0
0,0,0.10858,0,0.017877,0,0.015164,0,0,0.015003,0,0.0011738,0,0,0,0,0.0060163,0,0,0,0.0063611,0.017368,0.026289,0.034133,0.036681,0,0.038585,0.016938,0.0080596,0,0,0.017434,0,0,0.01199,0,0,0.037139,0.029474,0.045285,0,0.028416,0,0.025581,0,0.013085,0.029565,0.0089409,0.016574,0,0.0077377,0,0.018197,0.006563,0,0,0,0.039731,0,0,0.0071146,0,0,0
0.00020631,0.0065636,0,0.013469,0.0055999,0.0023298,0.0042388,0,0,0.0063226,0,0.0047262,0,0.0083895,0,0.002064,0,0,0,0.0029273,0,0,0,0,0,0,0,0,0.0029726,0.0027661,0.002475,0.0013082,0,0.0079642,0.011461,0.0039852,0,0.00027393,0,0.00014583,0.00032105,0.0029807,0,0,0.0050693,0,0,0.0013489,0,0,0,0,0.0015624,0,0,0,0,0.0089971,0,0,0,0.0015132,0.0083004,0
