0.027894,0.23974,0.12347,0.023336,0.008917,0.0058566,0.0049814,0,0.0042889,0,0.24804,0.0049395,0.012164,0,0.0037903,0.0082555,0.012143,0.0061412,0.23494,0.23547,0.0035521,0.24212,0.012403,0.010438,0.011626,0.010788,0,0.22933,0.0052379,0.012214,0.0073149,0.0084581,0.0039246,0.020822,0.004099,0,0.0039301,0.16784,0.22865,0,0.0014436,0.20294,0.0072694,0.0094836,0.22738,0.017806,0.0030001,0.0030468,0.018062,0.0059945,0.22887,0.0016008,0.012256,0.011604,0.0040079,0,0.0098352,0.23685,0.010429,0.0079977,0.21258,0.014297,0.012367,0.040021
0.30985,0.0071497,0.080675,0.095651,0.0067551,0.016185,0.25142,0.25985,0.014335,0.25723,0.0052508,0.020945,0.0073069,0.25584,0.0089804,0.26337,0.017799,0.25168,0.2567,0.24457,0.0067728,0.25676,0.2619,0.016366,0.012649,0.0082016,0.0093169,0.24061,0.012311,0.0041209,0.24607,0.26422,0.24702,0.041095,0.25685,0.25701,0.25134,0.29783,0.0078575,0.23062,0.26782,0.26989,0.003717,0.25704,0.2457,0.045341,0.26415,0.01422,0.0052462,0.012314,0.26439,0.015783,0.028615,0.035559,0.0055645,0.030827,0.018616,0.26694,0.016547,0.25924,0.25568,0.019192,0.25321,0.1088
0.073591,0.25358,0.28455,0.25463,0.2572,0.24459,0.024236,0.0075081,0.26019,0.011497,0.25895,0.2463,0.26636,0.0095086,0.25347,0.0064612,0.25524,0.0047215,0.0058017,0.011227,0.26214,0.004057,0.013159,0.26466,0.2637,0.25732,0.25965,0.018692,0.2587,0.26671,0.01607,0.0046663,0.033105,0.24234,0.018263,0.0080186,0.016245,0.043157,0.25117,0.058122,0.0039442,0.027228,0.27259,0.01805,0.024847,0.24109,0.017752,0.25804,0.26936,0.25917,0.014201,0.26394,0.251,0.25192,0.26914,0.25318,0.26713,0.0066251,0.25976,0.020851,0.023307,0.26564,0.01975,0.2289
0.0088897,0.0025289,0.014608,0.0070265,0,0,0.0057561,0,0,0,0,0.0041303,0,0,0.0026179,0,0,0,0,0,0,0.0026819,0,0,0,0.0039792,0,0.0019006,0,0.0038885,0,0,0,0,0.0022654,0.0012702,0,0.0019879,0.0012737,0.0036722,0.0027442,0.0039531,0,0,0.0019704,0.0042004,0,0.0020573,0.0083621,0,0.0021695,0,0,0,0,0.0012284,0,0,0,0,0,0,0.0026074,0.036168
0.11312,0,0.012494,0.014989,0,0.0091457,0.019853,0.0051721,0.0080662,0.0011604,0.004681,0.0085365,0.0043207,0,0.0019305,0.0017402,0.0027393,0.24294,0.001347,0,0.0033774,0.0079626,0,0,0.0048382,0.0066968,0.0052329,0.0079864,0,0,0,0.0038702,0.0090555,0,0,0,0,0.020175,0.0030183,0.015784,0,0.0035986,0.0030129,0,0.0090015,0.019017,0,0.25094,0.016423,0.0010218,0,0.0028621,0.0077384,0.23727,0.247,0.0040751,0.0067791,0.0098661,0.0068205,0,0.0059084,0.0093894,0.0049295,0.001326
0.23144,0.011618,0.28004,0.27202,0.26371,0.25065,0.047157,0.26083,0.2587,0.25955,0.018931,0.25069,0.26337,0.25253,0.25624,0.26522,0.26745,0.012975,0.25931,0.24966,0.25522,0.006294,0.24504,0.26148,0.26609,0.25284,0.26013,0.24887,0.26792,0.27118,0.26227,0.25733,0.27196,0.28703,0.25341,0.25346,0.26452,0.28614,0.25142,0.2631,0.25795,0.27386,0.019903,0.27166,0.26531,0.26031,0.27546,0.017458,0.022695,0.26522,0.27545,0.27219,0.26997,0.02764,0.015205,0.26707,0.25128,0.03422,0.26212,0.27066,0.26921,0.27107,0.2528,0.29761
0.24793,0.24731,0.032792,0.25108,0.24954,0.0080794,0.022603,0.011829,0.0033997,0.0078924,0.25166,0.25986,0.011814,0.25312,0.011166,0.012238,0.010624,0.25039,0.25423,0.010213,0.014468,0.24816,0.013889,0.01838,0.01858,0.24298,0.010626,0.23939,0.010177,0.0098618,0.24144,0.0088325,0.024729,0.26689,0.021912,0.25496,0.017162,0.28163,0.23742,0.25494,0.25031,0.039533,0.0053829,0.25135,0.016585,0.25478,0.030712,0.25494,0.011785,0.25142,0.035163,0.011224,0.024449,0.034253,0.26274,0.26207,0.012203,0.26115,0.0075244,0.015579,0.027049,0.25539,0.23931,0.018026
0.05702,0.006474,0.24244,0.046812,0.0035306,0.0051513,0.0087661,0.0060292,0.012703,0.0030432,0.012339,0.0038461,0.0066191,0.011354,0,0.0042509,0.25019,0.0024967,0.0044578,0.004843,0.0019293,0.010108,0.018446,0.023525,0.24997,0.0097089,0.0039791,0.007244,0.0077914,0.0030872,0.0075752,0.25482,0,0.012367,0.0059486,0.0044927,0,0.032315,0.0093562,0,0.014645,0.023301,0.0097096,0.0031915,0.0060153,0.0089767,0.0078137,0,0,0.010456,0.015986,0.012915,0.020535,0.013826,0.0060615,0.0013765,0.006162,0.0089116,0.010343,0.25301,0.24843,0.013237,0.014142,0.085108
0.067283,0.0081166,0.079613,0.050207,0.008278,0.23999,0.24687,0.24709,0.25212,0.25406,0.0023006,0.0028674,0.2581,0.0012555,0.25568,0.25153,0.0099571,0,0.0027113,0.2412,0.25268,0.0021104,0.24493,0.024737,0.010473,0.012487,0.25054,0.012062,0.020149,0.26283,0.0075285,0.0072783,0.25611,0.0029352,0.24851,0.0019493,0.24809,0.018253,0.0092806,0.029218,0.0071457,0.23388,0.26268,0.017712,0.24159,0.017004,0.2408,0.017273,0.26909,0.010884,0.22735,0.018043,0.015537,0.027003,0.0048852,0.018662,0.27176,0,0.25935,0.0091708,0.0057106,0.01145,0.015649,0.15992
0.0089208,0.0017527,0.018655,0.0080903,0.0017596,0.0042713,0.0014323,0.0029721,0.002384,0.005757,0,0.0014434,0,0,0.0010477,0.0039543,0.0042547,0.0029386,0.0020311,0,0.0020057,0.0013482,0,0,0,0.0029807,0.0016231,0,0.0055622,0,0.0028727,0,0,0.0010967,0,0.002427,0.002634,0.0022715,0.0014755,0.0093031,0,0.005384,0.0014824,0,0.0031789,0.0035377,0.0069321,0,0,0,0.0041934,0.23808,0.21471,0.0049076,0,0.0042761,0.0013083,0.0017395,0.0035694,0.0065683,0.0021565,0.0036259,0.0048085,0.081422
