0.24075,0.0089795,0.11296,0.0033026,0,0.24481,0,0.0072079,0.0052128,0.0059945,0.0019275,0.010112,0.016718,0.0080742,0.0041267,0.0081561,0.23967,0.0042037,0.23582,0.11405,0.015774,0.24266,0.0059455,0.0076301,0.0055191,0.22625,0,0.0037489,0.008083,0.0097797,0.0027673,0.010158,0.0023785,0.0047495,0.019089,0.18306,0.0030335,0,0.231,0.0036876,0,0.003196,0.021024,0.010334,0,0,0.0046689,0.20405,0.23041,0,0.024371,0.023307,0.0033226,0.23317,0,0.0014782,0.23362,0,0.0065834,0.010114,0.0023608,0.0043061,0.041642,0.023235,0.0078362,0.0086702,0.014782,0.0141,0.027399,0.057361
0.0049851,0.0096902,0.29079,0.26029,0.015733,0.0028491,0.25444,0.021585,0.014807,0.25403,0.25242,0.013419,0.0082708,0.2613,0.010884,0.015156,0.25788,0.25181,0.24417,0.12987,0.027243,0.25576,0.0081723,0.25179,0.013134,0.24514,0.0097035,0.0069064,0.0037308,0.26033,0.0095721,0.25473,0.25583,0.25048,0.042948,0.017849,0.25602,0.25287,0.010964,0.012731,0.0021979,0.25598,0.26152,0.2757,0.26696,0.2268,0.26232,0.26322,0.25175,0.0089767,0.26035,0.2479,0.011861,0.013459,0.015044,0.25226,0.26113,0.025495,0,0.25583,0.018224,0.24902,0.19604,0.25333,0.01342,0.26274,0.020182,0.24228,0.26,0.21325
0.25634,0.25252,0.10165,0.0067304,0.25734,0.26014,0.014949,0.24197,0.25024,0.013027,0.013718,0.2583,0.27336,0.0067526,0.25128,0.25853,0.0064731,0.0068228,0.011124,0.22457,0.2837,0.0023857,0.25835,0.017851,0.26362,0.016262,0.25711,0.25881,0.27177,0.010436,0.26,0.016316,0.0045668,0.028713,0.247,0.27533,0.0063272,0.014755,0.24791,0.25979,0.27732,0.013574,0.012123,0.015772,0.015434,0.064656,0.023477,0.041568,0.016519,0.26,0.028536,0.036739,0.25953,0.24821,0.26584,0.023549,0.020051,0.25466,0.27421,0.013923,0.25724,0.032905,0.13855,0.033701,0.26971,0.012109,0.26741,0.041824,0.044852,0.15211
0.0026184,0,0.010055,0,0,0,0,0,0.0011742,0,0,0,0.0016075,0,0.001263,0,0.0011285,0.0027871,0,0.012915,0.0045471,0,0,0,0,0.0025255,0,0,0,0,0,0.0014344,0.0010738,0.0019033,0.0030732,0,0,0,0.0012201,0,0,0.0030681,0,0.0062483,0.0015819,0.0048965,0,0,0.0035152,0,0.0030055,0.0041317,0,0,0,0,0.0030403,0.20255,0,0,0,0,0.01089,0,0.002749,0.0012006,0,0,0,0.0036138
0.003894,0.0028116,0.020614,0.0013117,0.0042337,0.0046497,0.0033531,0.0079112,0,0.012805,0.0043686,0,0.010399,0,0.0051943,0.0067958,0.0067746,0.24058,0,0.017099,0.016635,0,0.00358,0,0,0.0085045,0.011185,0,0,0.0068767,0.0029623,0,0,0.014158,0.0034562,0.19518,0,0,0.0024537,0.0071491,0.0050732,0,0,0.22409,0.0096219,0.021995,0,0,0.0039803,0.24242,0,0.02072,0,0,0.013877,0,0,0.0095667,0.010116,0.23433,0.0050572,0.22773,0,0,0.0027376,0.23022,0.0016909,0.0044935,0.017889,0.02662
0.011475,0.25469,0.2848,0.26441,0.26328,0.022539,0.26214,0.24939,0.25684,0.02975,0.25111,0.27091,0.26511,0.26867,0.25242,0.2642,0.25374,0.014306,0.25217,0.29601,0.27847,0.014971,0.25036,0.25523,0.27118,0.24958,0.25743,0.26177,0.27181,0.25887,0.26286,0.25459,0.25704,0.26324,0.27905,0.06682,0.25977,0.26541,0.25256,0.26171,0.023788,0.2673,0.26378,0.049766,0.017454,0.25619,0.27407,0.29104,0.26208,0.021267,0.27757,0.25112,0.26904,0.2541,0.26463,0.27119,0.27196,0.045534,0.012362,0.019313,0.26756,0.044594,0.29016,0.28007,0.27494,0.032879,0.27795,0.27336,0.27023,0.30775
0.24578,0.24993,0.26754,0.0088547,0.0061642,0.25413,0.01287,0.0060198,0.25673,0.010176,0.25409,0.012803,0.0019789,0.0071758,0.011405,0.0078922,0.25997,0.25441,0.0064037,0.049889,0.19068,0.25402,0.0086081,0.016507,0.022639,0.2393,0.0059608,0.24791,0.017047,0.0086596,0.010393,0.013365,0.24746,0.020332,0.27048,0.016575,0.25179,0.020172,0.23638,0.016707,0.0098808,0.25522,0.25025,0.25518,0.011996,0.25589,0.035447,0.03591,0.014623,0.25732,0.017874,0.24625,0.25346,0.0097613,0.010368,0.023424,0.027415,0.019397,0.0059922,0.25362,0.021724,0.25757,0.24053,0.017362,0.25886,0.24888,0.25245,0.24968,0.15993,0.12456
0.011167,0,0.083939,0.0021377,0.011586,0.010557,0,0.0098282,0.0022017,0.0069729,0.0094032,0.0071193,0.026203,0.006021,0,0.25453,0.0022052,0,0.011509,0.2296,0.011391,0.0013444,0.0075225,0.013547,0.25856,0.012814,0.0043189,0.015087,0.022949,0.25294,0.004947,0.017219,0.0050049,0.0049541,0.010997,0.015951,0.0028981,0,0.011126,0,0.0076089,0.012263,0.003604,0.015591,0.0019825,0,0.0018969,0.057821,0.0099506,0,0.23555,0.012731,0.0085372,0.0062058,0.012008,0.0057726,0.023346,0,0.26293,0.0071698,0.014232,0.0020235,0.025801,0.237,0.0092556,0.010013,0.019982,0.016258,0.017435,0.084762
0.006959,0.0097983,0.018758,0.25292,0.2493,0,0.2548,0.23491,0.0064504,0.24726,0,0.25371,0.26335,0.252,0.25034,0.0087337,0.0013853,0,0.23776,0.04539,0.11495,0.0028369,0.25064,0.24573,0,0.0081948,0.25064,0.0050304,0.013996,0.010147,0.015449,0.24128,0,0.25116,0.0074104,0.2518,0.0054053,0.24565,0.0081878,0.25682,0.26403,0.0051321,0.019413,0.018368,0.2588,0.032333,0.24639,0.21235,0.23788,0.0089052,0.02569,0.0080467,0.010486,0.24468,0.020799,0.24903,0.23224,0.25499,0.0036558,0.0042443,0.012593,0.014929,0.050109,0.023,0.014039,0.011613,0.014616,0.0139,0.12016,0.11692
0,0.00146,0.0070342,0.0032268,0.0026526,0,0.0057114,0.0029873,0.0010282,0.001001,0,0,0,0.0045688,0.0012837,0.0040838,0.0017253,0.0039697,0,0.049163,0.0061715,0,0.0017585,0,0,0,0.0024583,0.0025205,0.0013502,0,0.0058108,0,0.0031375,0,0.0010529,0.0060391,0.0032409,0.0026745,0.0026496,0.0043285,0,0,0,0,0.0019019,0.0074353,0.0076344,0.0076808,0.0032932,0,0.0074044,0.0036989,0,0.001744,0.23314,0,0.0042957,0.018882,0,0.0029285,0.22358,0.0054719,0.011553,0.012339,0.0031709,0.0021831,0.0033034,0.0031635,0.0044014,0.040268
