0,0.0021189,0,0,0
0.35703,0.45608,0.34042,0.38286,0.36007
0.0027099,0.077108,0.32405,0.004109,0.34923
0.35286,0.29046,0.3348,0.0049658,0.0086137
0,0.0076815,0,0,0
0,0.0010903,0,0,0
0,0.27058,0,0.0029216,0
0.35665,0.21541,0.3411,0.38053,0.36026
0,0.0010938,0,0,0
0.0027077,0.35187,0.0049285,0.0030589,0.0030551
0.355,0.13947,0.33633,0.38075,0.35896
0,0.013185,0,0,0
0.3555,0.37976,0.01308,0.37988,0.35909
0.001609,0.087533,0.32878,0.0038407,0.0020765
0.35532,0.42887,0.33896,0.38142,0.3577
0.0015464,0.019816,0.0014521,0.0016509,0.0026547
0,0.0010595,0,0,0
0,0.001812,0,0,0
0,0,0,0,0
0,0.014396,0,0,0
0.34884,0.21718,0.32947,0.0020396,0.0050153
0.0015555,0.053902,0.0036761,0.0036961,0.34723
0.0028499,0.10894,0.0024668,0.37522,0.006266
0.0018233,0.054445,0.0020849,0.0017936,0.002533
0.0024017,0.041349,0.0033321,0.0012753,0.0013442
0,0.0040557,0,0,0
0,0.027732,0.0012853,0,0.0012522
0,0.0015462,0,0,0
0,0.025568,0.001224,0,0.33464
0.0012094,0.0532,0.0024385,0.0052009,0.002578
0,0.039905,0,0.001955,0.0059968
0.34699,0.064706,0.0015747,0.0014268,0.0022203
0.0022467,0.11563,0.003884,0.0014396,0.0014959
0.00227,0.079387,0.32516,0.0044058,0.0056101
0.0021312,0.056243,0.0023612,0.0034066,0.0039395
0.0013124,0.023836,0.0022128,0.36455,0.0028363
0.0010256,0.041699,0.0027684,0.0017688,0.0042075
0,0.018429,0,0,0.0012306
