0,0,0.0039309,0,0,0,0.00035233,0,0.00063242,0,0.09288,0.0052686,0.0044824,0.0030315,0.0034269,0,0.0014817,0,0.0086388,0,0.0036445,0,0,0,0.0012001,0,0
0.0019557,0,0.0038443,0,0,0.0029047,0.01829,0,0.0013981,0.0015655,0,0.00078291,0.0053267,0,0.0043252,0.025991,0,0.084413,0.013043,0.031673,0,0.0052286,0,0.091342,0.076789,0,0
0.0023655,0,0.00012987,0,0.00065106,0.00022994,0.0050431,0,0,0.00061619,0,0.00086119,0.001129,0.0032889,0,0.0023513,0.00048457,0,0,0.006226,0,0,0,0,0.0025015,0,0
0.0052298,0,0.0029736,0,0.0014086,0,0,0.00094777,0.0023346,0,0.0021513,0.0037824,0.0077764,0.0059747,0.0014256,0,0.00139,0.001934,0,0.0019643,0.0031937,0,0,0.0016457,0.0060761,0,0.00091602
0.0026288,0,0,0,0.00061992,0,0,0.0010918,0,0,0.00016148,0.0021791,0.0008115,0.0013558,0,0,0.00021822,0.0022817,0.0070953,0.0065572,0,0,0,0,0.0010493,0,0
0,0,0,0,0,0.00097657,0.0056578,0,0.099757,0.0040836,0.0020195,0.11038,0.00011246,0.0021952,0,0,0,0,0.0089849,0.0011399,0,0.0034001,0.012093,0,0.003008,0,0
0.004994,0.00032836,0,0,0,0,0.0005167,0.0022399,0.00091141,0,0.0013255,0.00023151,0,0.00033854,0,0,0.00023222,0.011827,0.0033429,0,0.10322,0,0.0031189,0,0,0,0
0,0,0.00063337,0,0,0,0.0016071,0,0.0010705,0,0,0.005608,0.0040552,0,0,0,0.0076083,0.00012641,0,0,0.0012762,0,0,0,0,0,0
0.0011694,0,0.00093198,0,0,0,0.007515,0.00037607,0.0012029,0,0,0.00138,0.0015169,0.0039423,0,0.0022173,0,0,0,0.0001825,0,0.00057723,0,0,0.0013746,0,0
0.001791,0.085723,0.00040544,0,0,0.00056774,0,0,0.00066895,0,0.0015643,0.0030701,0.0049443,0,0.0015881,0,0,0.0018103,0.00095953,0.0039864,0,0,0,0,0.0027447,0,0
0.0031557,0,0,0,0.091518,0.001824,0.00031048,0,0,0,0.004966,0.001934,0,0.0014574,0,0,0,0.041274,0,0,0,0.0064905,0,0.00011752,0,0,0
0.0027626,0,0.0032681,0,0,0,0.00035609,0,0.0054187,0.0031679,0.00182,0.0014028,0.0010146,0.0046122,0,0.004887,0.11075,0,0,0.0088002,0,0,0,0,0.0037568,0,0.0036565
0.00016092,0,0.0019873,0,0.0014426,0,0.00095322,0,0,0,0,0.0054528,0.0072074,0.0010839,0.0023112,0,0.0014062,0,0.0039556,0.0085452,0.00090705,0.00016135,0,0.0014094,0.00073288,0,0
0.0081111,0,0,0.00052779,0.002085,0,0.0072767,0,0.0040749,0,0.0024378,0.0023554,0.0044602,0,0,0,0,0.010761,0.0003931,0.020582,0.003664,0,0,0,0.0016453,0.0042054,0
0.0019383,0,0.08908,0,0.032454,0,0.020566,0,0,0,0.091268,0.020318,0.011301,0.0044665,0,0,0,0,0.023872,0.11153,0.01275,0.010824,0,0,0.0043549,0,0
0.0019158,0,0.00074705,0,0.00041433,0,0.0037534,0,0.001362,0,0.00092823,0.0017484,0.00033131,0.00034465,0,0.00023764,0,0.00058544,0,0.0014077,0,0,0.0049244,0,0.0011824,0,0.0034869
0,0.00019221,0,0,0,0,0.0026298,0,0,0,0.0011685,0.0016715,0.00034471,0,0,0.00097991,0.0019291,0.0001574,0.00022078,0,0,0,0.0017564,0.000183,0.002266,0,0
0.00068989,0,0,0.0002678,0,0.00038447,0.0045457,0,0.00013991,0,0.0013441,0,0,0.0015812,0,0.0005027,0,0,0,0,0.0046632,0,0,0,0,0,0
0.0015465,0,0,0,0,0,0.0084603,0,0,0.00073,0.0024116,0.0033296,0,0.0047204,0,0,0.0022601,0,0.0057035,0.0036019,0.00023054,0.004709,0.003653,0,0.10099,0,0
0.00313,0,0.00011161,0,0.0040237,0,0,0.0022508,0.013325,0,0.00055496,0.0068691,0.0038884,0,0.015274,0,0,0.0020433,0,0.0070472,0.00020903,0,0,0.0030351,0.0049508,0,0.038885
0.0012922,0.0015328,0.00073415,0,0,0.00046944,0.0014252,0,0.0001697,0,0,0.0043908,0.0011554,0.0042317,0.0010114,0,0.0001013,0.0016162,0,0.0012485,0.0015534,0,0,0,0,0,0
0,0.00040963,0.00062721,0,0.0060898,0,0,0,0.0053331,0,0,0.0028436,0.00082943,0,0.10113,0.0074212,0.00068759,0,0,0,0,0,0.039155,0,0.0013436,0.017155,0
0.01,0.0017659,0,0,0,0.0013354,0.003647,0.0075,0,0,0.0014475,0.0045622,0.0030727,0.00026908,0,0,0,0,0.008712,0,0.0020555,0,0,0,0.00057838,0,0
0.001934,0,0.00060681,0.00028734,0,0,0,0,0,0,0,0.00074726,0.00084428,0.096673,0.0015979,0.0017373,0.00054552,0,0.00060833,0,0.0001484,0,0,0.016919,0,0,0
0.0033219,0,0,0,0.00096853,0,0,0.00054394,0.00014278,0,0.0004713,0.0027832,0.0072502,0.0012828,0,0,0,0.0010096,0.00059827,0.0043189,0.0033705,0,0,0.00086791,0.0044,0,0.0016182
0.0033023,0,0.0015056,0,0.0010295,0.00014157,0.0066664,0,0,0,0.00050352,0.0040663,0.0091802,0.00115,0.00020977,0,0.0022175,0,0.010416,0.014785,0.0087023,0,0.003891,0.00080455,0.00086014,0,0
0.021121,0.08808,0,0,0.00011202,0,0.029772,0,0.0094755,0,0.012708,0.0068335,0.0042478,0,0,0,0,0.0031673,0,0,0,0,0,0,0.012145,0,0.0084623
0.0052036,0.00014691,0.00036239,0,0.00078154,0.00010532,0,0,0,0,0.0038679,0.0016953,0.0010135,0.0011099,0,0,0.0014922,0.010361,0,0.018795,0.0022605,0.0010536,0,0.0020447,0.00026162,0.0014551,0
0.0050003,0,0.0072812,0,0.054197,0.00073251,0.024464,0,0.0048523,0,0.093857,0.0053202,0.012825,0,0.0072548,0.024478,0.0035729,0.12347,0.022269,0.0080844,0,0.0041358,0,0.095715,0.080813,0,0
0.013952,0.00051687,0,0,0,0,0.077432,0,0,0,0.089188,0.0020598,0.0094695,0.0073241,0.019849,0,0.0027517,0,0.0064291,0,0.0047902,0,0,0.0076015,0,0,0
0.0016198,0,0.00091565,0,0.0010309,0.00056814,0.00955,0,0,0,0,0.00093506,0.002653,0.0020604,0,0.0024538,0.0041807,0.0042157,0.0012884,0.0053382,0.0030047,0,0,0.0014451,0.0010246,0,0
0.003666,0,0,0,0.0005538,0,0.010234,0,0,0,0.0034401,0.0025188,0.0014812,0.098232,0,0.00098517,0.0036992,0,0,0.0047661,0,0,0.013634,0.016448,0,0.00084595,0.008538
0.011199,0.0016675,0.0011319,0.00041137,0,0,0.013591,0,0,0,0.0020552,0.0014198,0.0017633,0.0066573,0,0,0,0,0.0099611,0,0.00091602,0,0,0,0,0,0
0.0012277,0.00061739,0,0.00019314,0.00087145,0,0.0022564,0,0.0014255,0,0.0011606,0.0021886,0.0026819,0.00053728,0,0,0,0,0,0.00083613,0.0048393,0,0,0,0.00025048,0,0
0,0,0.0012038,0.00026625,0,0,0.0033035,0.00037643,0,0,0,0.00071119,0.1022,0.00044241,0.001101,0,0.00023335,0,0,0,0,0,0,0,0,0.00074561,0.0015357
0.0024771,0.00062423,0.00042019,0,0.00068519,0.00012967,0.0074573,0,0,0.00061658,0.00034857,0,0.0011589,0.0025693,0,0.0018913,0.0010872,0,0.00035689,0.01145,0.0016325,0,0.002051,0.0005959,0.00085903,0,0.00070721
0,0.084531,0.089423,0,0,0,0.0040344,0,0,0.0017331,0.00013337,0.017144,0.0048176,0,0,0,0.0062767,0.0017214,0.0024072,0.0061229,0.00082864,0,0,0,0.0079194,0.00024722,0
0.016381,0,0.0040562,0,0,0,0.030236,0.0041668,0,0,0.0064747,0,0.11648,0,0,0,0,0.050917,0.039933,0.024401,0.0014705,0,0,0,0,0,0
0.0024677,0,0.09073,0,0.089276,0.00075068,0.011457,0.000641,0.0001797,0,0.0031213,0.019749,0.0035677,0.0010628,0,0.0011345,0,0.035809,0.0056086,0,0.0024916,0,0,0,0.0014354,0,0
0.00057221,0,0.00023754,0.00085647,0.028438,0.0012099,0.00079946,0,0.0018056,0,0.00032764,0.00071417,0.00037109,0.0004865,0.005587,0,0,0,0.0059901,0.091781,0.0063069,0.0061692,0,0,0.002307,0,0.0056468
