0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24882,0,0,0,0,0,0,0,0,0,0,0.0012262,0.24071,0,0,0.24961,0.001197,0.2484,0,0,0.24779,0,0.0011917,0.0011956,0,0.0017278,0.2414,0,0.0044349,0.0013311,0,0.001037,0,0.002631,0,0,0.23921,0,0,0,0.2488,0,0.24146,0.0014332,0.0021988,0,0.050976,0.0012607,0,0,0.0017421,0.0055513,0.24828,0.0011221,0.24671,0.0012117,0,0.24533,0.001079,0.0032279
0,0.25934,0,0,0.25094,0.0013051,0,0.0010014,0.25972,0,0,0.0012555,0.2444,0.2592,0.25261,0.001296,0.001387,0.25196,0.25093,0,0.25234,0.0023908,0.25203,0.2516,0.0013694,0.25145,0,0.25248,0.25516,0.0014368,0,0.25975,0.0014456,0.25642,0.25277,0.25181,0.24521,0.25166,0,0.0012442,0.0024966,0.0019364,0.0013287,0.25285,0.0046778,0.0019685,0.17428,0.003426,0.001546,0.25177,0.0049088,0.25239,0.25255,0.0016413,0.25373,0.25247,0.00593,0.25431,0.0066145,0.0073215
0.25118,0,0.25129,0.25094,0,0.25039,0.25123,0.2587,0,0.25098,0.25094,0.2594,0.0010564,0.0011942,0,0.25121,0.25949,0.0011159,0,0.25175,0.001266,0.25984,0.0013415,0.0018659,0.2516,0.0019549,0.24456,0.0012889,0.0032712,0.25206,0.2601,0.0016291,0.26,0.0023614,0,0.0027219,0.0026476,0.001493,0.26042,0.25177,0.25076,0.25843,0.24425,0,0.25844,0.25969,0.1564,0.25175,0.26076,0.0025476,0.25293,0.0030668,0.002448,0.26007,0.0016309,0.0089868,0.2525,0.0028196,0.25408,0.24988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046242,0,0,0,0,0,0,0,0,0,0,0.0011692,0,0
0.0012143,0,0,0.001107,0.25013,0,0.0010805,0,0,0,0,0.0010641,0.0012424,0.0010175,0.0016718,0.0011256,0.0011603,0,0.0010003,0.0011498,0.0026625,0.0013503,0.0013484,0.0010199,0,0,0,0.0021868,0.0016318,0,0,0.0012751,0.0015176,0.0024833,0,0.0015449,0.0021003,0.0011421,0,0.0031248,0,0.0015184,0,0.0019172,0.00203,0.001189,0.001195,0.24971,0.0021589,0.0023293,0.003484,0,0.0018643,0.0013059,0.0015358,0.0052484,0.0016916,0.0021185,0.007289,0.0037035
0,0.2584,0.24973,0.25016,0,0.25048,0.25019,0.25849,0.25882,0.25002,0.25057,0.25884,0.24331,0.2582,0.24954,0.0018166,0.25864,0.25087,0.0021528,0.25091,0.0013561,0.25822,0.25113,0.24962,0.25002,0.25083,0.24384,0.25043,0.25304,0.2509,0.2594,0.25905,0.25886,0.23872,0.25076,0.25097,0.24432,0.2514,0.0014017,0.0018186,0.25184,0,0.24403,0.25069,0.26033,0.25917,0.27972,0.0029072,0.25662,0.2503,0.25209,0.25544,0.25165,0.25983,0.25262,0.25286,0.25357,0.25213,0.25065,0.25139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014665,0,0,0,0,0,0.24606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24461,0,0,0,0,0,0,0,0,0,0,0,0
