0,0,0,0,0,0,0.006487,0,0,0,0,0,0,0,0.0037993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013454,0,0.0018429,0
0.33629,0.356,0.35725,0.38216,0.35656,0.35673,0.4376,0.35767,0.35672,0.35727,0.3575,0.35923,0.35793,0.35802,0.41774,0.35872,0.35813,0.34082,0.36632,0.38522,0.38359,0.35904,0.35714,0.36363,0.3586,0.35934,0.38398,0.38476,0.3607,0.36496,0.36661,0.39462,0.39612,0.39143,0.36961
0.3301,0.0023789,0.35163,0.0022005,0.0011882,0.35184,0.15412,0.0021866,0.0010305,0.0019956,0.0022443,0.0025864,0.002036,0.0014904,0.045823,0.0017441,0.0028946,0.3287,0.0096639,0.0030648,0.0023955,0.0033017,0.001003,0.0041408,0.34834,0.34892,0.0054476,0.0036309,0.34671,0.0045191,0.0081709,0.02298,0.025914,0.022549,0.0078864
0.3338,0.3532,0.0033422,0.0021983,0.3528,0.0028929,0.20291,0.35373,0.35369,0.35277,0.35326,0.35223,0.35337,0.35432,0.33863,0.3541,0.35388,0.33399,0.35714,0.008059,0.0070057,0.35126,0.35292,0.35461,0.0049796,0.0047273,0.0060588,0.0082813,0.0092492,0.35451,0.35082,0.35151,0.34552,0.32619,0.3516
0,0,0,0,0,0,0.013081,0,0,0,0,0,0,0,0.013551,0,0,0,0.0025564,0,0.0014263,0,0,0.0013676,0,0,0.0010233,0,0,0.001059,0,0.002369,0.0034311,0.0034095,0.0022367
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0017014,0.0033409,0.0041637,0.35189,0.0021374,0.016495,0.0026023,0.35429,0.0021119,0.0039696,0.35543,0.0022185,0.0022069,0.054325,0.0034247,0.0046706,0.0064849,0.0054428,0.0027774,0.3778,0.35526,0.35312,0.35904,0.0021057,0.0037874,0.37686,0.37804,0.0046712,0.0058228,0.0040216,0.010624,0.013417,0.0052062,0.0060709
0.33544,0.35504,0.35408,0.37881,0.0048911,0.35481,0.43371,0.35553,0.0030011,0.35522,0.35388,0.0046684,0.35606,0.3561,0.39705,0.35574,0.35428,0.33561,0.36378,0.38329,0.0076205,0.004844,0.0047362,0.0077938,0.35713,0.35669,0.010701,0.0070847,0.35779,0.35933,0.36335,0.39055,0.3846,0.38835,0.36409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402,0
0.0013917,0.0024168,0.35263,0.0081951,0.35423,0.0031401,0.037955,0.0035555,0.35488,0.0029973,0.35435,0.35509,0.0026347,0.35135,0.084712,0.3516,0.35414,0.33354,0.012803,0.36543,0.38068,0.35496,0.35349,0.35964,0.0031454,0.0055335,0.38051,0.37751,0.005588,0.0076133,0.0083347,0.029763,0.034289,0.011269,0.013157
0.33487,0.35401,0.0046586,0.37469,0.0025126,0.35379,0.41254,0.35457,0.0022337,0.35408,0.0034451,0.0049258,0.35555,0.0068427,0.36579,0.0075306,0.004421,0.00791,0.35642,0.020425,0.0038716,0.0048036,0.0041916,0.006059,0.35613,0.35484,0.0061548,0.0075223,0.35687,0.35788,0.35895,0.37101,0.36367,0.38093,0.35649
0,0,0,0,0,0,0.0083629,0,0.35044,0,0,0,0,0,0.006036,0,0,0.0010553,0.0011861,0,0,0,0,0,0,0,0,0,0,0,0,0.001509,0.0014351,0.0017975,0.0011898
0.0054525,0.35488,0.35664,0.37968,0.35538,0.35599,0.39697,0.0078687,0.0043446,0.35602,0.0052955,0.35772,0.35637,0.35732,0.3636,0.35644,0.0085048,0.010703,0.36046,0.38208,0.38212,0.35754,0.0059502,0.35927,0.35681,0.35759,0.38151,0.38349,0.36041,0.022163,0.3635,0.37462,0.38253,0.37711,0.36327
0.33117,0.0012979,0,0.0030856,0,0,0.040644,0.35011,0.0025138,0.0010816,0.35228,0.0020805,0.0017304,0,0.068989,0.002611,0.35016,0.33043,0.0065923,0.003504,0.0027281,0.0022792,0.35201,0.0065301,0.0023401,0.0017962,0.0051122,0.0013743,0.0018394,0.34274,0.0025158,0.02189,0.013308,0.013892,0.0057502
0.3356,0.35512,0.35509,0.38131,0.35573,0.35588,0.38579,0.35737,0.35635,0.35584,0.35722,0.35795,0.35612,0.0069836,0.39982,0.35679,0.35601,0.33988,0.36286,0.38316,0.38122,0.35842,0.35672,0.36128,0.3572,0.3577,0.38274,0.38363,0.35915,0.012214,0.35988,0.36296,0.36907,0.38156,0.36283
0,0,0.0020923,0,0,0,0.042651,0,0,0,0,0,0.0016525,0.34992,0.01059,0.0013241,0.0016414,0,0.0015542,0.0016603,0.0018601,0,0,0.0018085,0.0017991,0.0014401,0,0.0010582,0.0024326,0.35119,0.0047157,0.022449,0.020713,0.0087893,0.0039185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008218,0,0,0,0,0,0,0,0.0032676,0,0,0,0.0018439,0,0,0,0,0,0,0,0,0,0,0,0.0012171,0.0065581,0,0.001329,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0073785,0,0,0,0,0.0014916,0,0.0011873,0.011927,0,0,0,0,0,0.001058,0,0,0.0019971,0,0,0.0016623,0,0,0.0019278,0.0011315,0.0042216,0.0062225,0,0.0027502
0.33226,0.35161,0.0015753,0,0.35297,0.0022333,0.11625,0.35121,0.0019738,0.0041471,0.0034472,0.0071747,0.0029212,0.35196,0.2604,0.0034506,0.35212,0.33117,0.34344,0.005615,0.37399,0.34872,0.35352,0.01845,0.0034794,0.0028895,0.01096,0.0085779,0.0051143,0.34938,0.014759,0.32896,0.31863,0.037915,0.34132
