0,0,0,0.0014964,0.0008806,0.072387,0.0029703,0.06751,0.06534,0.0051861,0,0,0,0.076344,0.0009915,0.00060425,0,0.011486,0,0,0,0.0029158,0,0,0,0,0,0,0,0,0,0.084304,0.00045873,0.0054991,0,0,0.0016944,0.0010678,0.084257,0,0,0.091323,0.088235,0.0029415,0,0.088152,0.0037962,0.0038894,0,0.0048112,0,0,0.0063349,0.0066968,0.0010309,0,0
0,0,0,0.0032816,0.064717,0.0042832,0.071551,0.0018929,0.076779,0.0078341,0,0,0,0.077682,0.0028341,0.0011068,0,0.01671,0,0,0.00079933,0.0035061,0,0,0,0,0,0,0,0,0,0.013318,0.0086484,0.0081328,0,0,0.090819,0.001012,0.089103,0,0,0.0024431,0.00029493,0.08686,0,0,0.0093884,0.01062,0,0.098875,0.00085844,0,0.0055608,0.002642,0.013617,0,0.0044508
0,0,0,0.06951,0,0.0097214,0.06975,0.0079826,0.011985,0.070361,0,0,0,0.08518,0,0.0054085,0,0.012874,0,0,0.0025721,0,0,0,0,0,0.01128,0,0.0018655,0,0,0.0044372,0.0051431,0,0,0,0.015074,0,0.003692,0,0,0.087739,0.0055441,0.097409,0,0.0095135,0,0.0080047,0,0.017871,0,0.0083552,0.012752,0.0040455,0.0019142,0,0.005948
0,0,0,0.0041938,0,0.0019126,0.001134,0,0.001114,0.009868,0,0,0,0,0.0026911,0.081039,0,0.040052,0.00088839,0,0.0042063,0.0046123,0,0,0,0,0.083597,0,0,0,0.0013151,0.0032998,0.00127,0.0026909,0,0,0.010115,0.00037091,0.011318,0,0,0.011032,0.0053817,0.0098325,0,0,0.01023,0.01658,0,0.0037618,0,0,0.10039,0,0.0052335,0.00048189,0.010997
0.0019921,0,0,0.0041353,0.075531,0,0.072024,0,0,0.0076397,0,0,0,0.0010389,0.077883,0.077786,0,0.022085,0,0,0.00062436,0.080221,0,0,0,0,0.081333,0.001121,0,0,0,0.0046201,0.0026933,0.0045709,0,0,0.084279,0,0.0021894,0,0,0.00082804,0.0091495,0.006927,0,0.1016,0,0.0068076,0.00084151,0.00029491,0.00024343,0.010719,0.00049385,0.010556,0.016386,0,0.010513
0,0,0,0,0.070002,0.0026486,0.0023679,0.0036713,0.008643,0.0076483,0.00067889,0,0,0.080232,0.074327,0.079172,0,0.010202,0,0,0.0042382,0.08394,0,0,0,0,0.0025085,0,0,0,0,0.0080552,0.0066624,0,0,0,0.005996,0,0.0027555,0,0,0.0019115,0.0022184,0.0035075,0,0.015563,0.0057686,0.0053515,0,0.010157,0.00019522,0,0.0061312,0,0.0032366,0,0.010805
0,0,0,0.078,0.072227,0.072665,0.066717,0.010184,0.079603,0.088743,0,0,0,0.079493,0.086231,0,0,0.083383,0,0,0.082588,0.079518,0,0,0,0,0.0091591,0,0,0,0,0.014064,0.0093034,0.0075777,0,0,0,0,0.013182,0,0,0.10185,0.10942,0.10562,0,0.090849,0.018253,0.0034752,0,0.015531,0,0,0.0062755,0.029736,0.0010156,0,0.096646
0,0,0,0.0064043,0.07101,0.0088597,0.0010077,0.014611,0.075627,0.081448,0,0,0,0.004242,0.011041,0.08119,0,0.015656,0,0,0,0.0041648,0,0,0,0,0.013365,0,0,0,0,0.08453,0.0021828,0.083091,0,0,0.019175,0,0.025438,0,0,0.015986,0.0056889,0.0068769,0,0.011532,0.0057784,0.0066286,0.0017238,0.013759,0,0,0.0013584,0.0085126,0.0074558,0.010985,0.0010394
0,0,0,0.0052783,0.070815,0.0035335,0.072531,0.013065,0.071887,0.013726,0,0,0,0.0018773,0.0071456,0.0044524,0,0.012571,0,0,0.077567,0,0,0,0,0,0.080712,0,0.0051029,0,0,0.084695,0.0039936,0.083367,0,0,0.0051636,0,0.013009,0,0,0.0043461,0,0.0042148,0,0.0017828,0.00052694,0.0064708,0,0.0048815,0,0,0,0.0045481,0.0095646,0,0
0,0,0,0.07198,0,0.0064354,0.076376,0.080423,0.087581,0.014853,0,0,0,0.081553,0.078792,0.086058,0,0.050899,0,0,0.015878,0.011401,0,0,0,0,0.089218,0,0,0,0,0.013921,0.088539,0.0053365,0,0,0.025483,0,0.017611,0,0,0.091526,0.032453,0.099418,0,0.10327,0.020637,0.021689,0.003023,0.10544,0,0,0.0059252,0.13982,0.11494,0,0.0053994
