0.23734,0.093441,0.039859,0.0077095,0.005116,0.005246,0.003164,0.0024671,0.0049822,0.030025,0.24807,0.078559,0,0.0020183,0.01461,0.0044248,0.0027811,0.020757,0.23479,0.011937,0.0065414,0.23518,0.071645,0.24133,0.01397,0.010729,0.0034447,0.0080093,0.22465,0,0.012421,0,0.0070978,0.0032409,0,0.066893,0,0.023823,0,0.0024311,0.23277,0.01048,0.22512,0,0.0097023,0.014067,0.014567,0.01087,0.23354,0.0098116,0.0017268,0.14739,0.0093509,0.030145,0.010525,0,0.009415
0.016129,0.32914,0.10838,0.0072642,0.020839,0.26748,0.018723,0.27272,0.028908,0.25564,0,0.17561,0.25567,0.015999,0.013567,0.019753,0.2535,0.047744,0.26192,0.013965,0.25821,0.25033,0.28128,0.25615,0.0096613,0.0097435,0.011466,0.25758,0.24609,0.25668,0.013313,0.0094753,0.26816,0.011123,0.12722,0.1729,0.25864,0.037314,0.014969,0.25526,0.0093872,0.020084,0.2514,0.26509,0.00321,0.25825,0.033094,0.020012,0.016733,0.25891,0.017086,0.18879,0.28213,0.049694,0.03073,0.2505,0.016824
0.24712,0.056056,0.26082,0.25508,0.24102,0.0026887,0.25668,0.0032084,0.25091,0.032553,0.26634,0.17327,0.012454,0.24751,0.26335,0.24304,0.0047173,0.28206,0.002494,0.27335,0.014307,0.0060239,0.072771,0.0059194,0.2639,0.25962,0.25827,0.019106,0.013114,0.0092862,0.26266,0.2597,0.0072626,0.25953,0.19611,0.17178,0.012766,0.24935,0.26109,0.0095669,0.25142,0.25412,0.020765,0.006404,0.27708,0.018437,0.26251,0.2561,0.24671,0.014574,0.263,0.18084,0.0050262,0.23673,0.25242,0.02397,0.26207
0.0025486,0.0042499,0.019818,0,0,0,0,0,0.0018616,0.0030481,0,0.013875,0,0.0043952,0,0.0028572,0.0015748,0.0041358,0,0,0.0052873,0,0,0.0027651,0.0043049,0,0.0035357,0.0010107,0.0021947,0,0,0,0,0,0,0.021418,0.0011372,0,0,0.0015774,0.00117,0,0.0015923,0.0029648,0.001052,0.0058291,0,0.0080807,0.0010815,0.0049558,0.0011222,0.0065522,0,0,0.0019697,0.0010384,0
0.0032703,0.074964,0.047378,0,0.0072875,0,0.0088746,0.0067,0.0045637,0,0.0050746,0.012235,0.0017392,0.005797,0.0054252,0.0040455,0.24241,0.21454,0.0066611,0,0.011369,0,0.011288,0.0076341,0.0020856,0.0041049,0.011666,0,0.0092866,0.0063116,0.0012472,0.0033603,0.010027,0,0.023143,0,0.0017718,0,0,0,0.0026659,0.0038893,0,0,0.0018361,0,0.23017,0.01217,0.0025435,0.23961,0.003391,0.0065153,0.0038483,0.0021514,0,0,0.0073585
0.012417,0.24437,0.27545,0.26175,0.25426,0.26794,0.25779,0.26428,0.26782,0.24658,0.02046,0.29367,0.25191,0.25171,0.26678,0.25459,0.015531,0.088416,0.25724,0.25878,0.027662,0.25463,0.32919,0.0081786,0.2683,0.25359,0.24956,0.2438,0.24788,0.25687,0.26748,0.26362,0.25767,0.26852,0.28142,0.30778,0.26019,0.28653,0.25652,0.25749,0.25374,0.26617,0.27159,0.25647,0.023849,0.26283,0.039348,0.026852,0.25549,0.026567,0.27092,0.30472,0.28257,0.28018,0.27436,0.26709,0.26249
0.2432,0.33252,0.11136,0.25162,0.014013,0.012573,0.0049962,0.0099707,0.014126,0.014331,0.24991,0.20516,0.24784,0.25208,0.01246,0.011944,0.25307,0.22567,0.25408,0.022713,0.013683,0.0092342,0.055351,0.25148,0.0095424,0.012736,0.24323,0.0059797,0.24064,0.24711,0.014246,0.01321,0.012262,0.015827,0.25046,0.015798,0.022113,0.26433,0.25311,0.25319,0.23797,0.017598,0.023832,0.25087,0.011493,0.24524,0.037595,0.018696,0.013285,0.25575,0.013898,0.075756,0.25763,0.2562,0.24567,0.023377,0.010233
0.01169,0.051089,0.11255,0.0055558,0,0,0.013673,0,0.0042887,0.020533,0.016013,0.045019,0.014332,0.0044955,0.25216,0,0,0.0033821,0.0016115,0.034039,0,0.0074453,0.15421,0.0046454,0.013802,0.008579,0.0079474,0.019634,0.011894,0.0035456,0.25969,0.0033658,0.2489,0.0083466,0,0.17748,0,0.015772,0.0054482,0.0056818,0.012736,0,0.0048244,0.011611,0.011435,0.0087992,0.020811,0,0.0065848,0.011172,0.013124,0.22916,0.014311,0.019109,0.0054037,0.010081,0.018127
0.010473,0,0.11302,0.0026366,0.24354,0.25597,0.24904,0.26309,0.26228,0.25505,0.0045188,0.094949,0.0086236,0.0075706,0.011045,0.25387,0.004363,0.083646,0.0072502,0.027416,0.26255,0.24049,0.13893,0.002882,0.2565,0.24878,0.018612,0.2523,0.0045841,0.0053729,0.0035158,0.24087,0.017699,0.011665,0.094342,0.099275,0.25226,0.0078624,0.017233,0.0017347,0.0051168,0.25465,0.23877,0.010822,0.26058,0.017961,0.037776,0.26043,0.24136,0.0034858,0.014967,0.064335,0.02073,0.0082221,0.028804,0.23686,0.25256
0,0,0.023394,0.0018521,0.0021147,0.0024459,0.0050149,0.0058568,0.0011607,0,0,0.0074688,0,0,0.0037216,0.0011742,0.0026613,0.016371,0.00157,0.0069583,0,0,0.01755,0.004398,0,0.0011213,0.0031501,0.0022326,0.0018784,0.0063352,0.0022089,0.010128,0,0.010183,0.0027368,0.06228,0.0038909,0,0.0052302,0.0040734,0.0039149,0.0039323,0.0030178,0,0,0.0060775,0.0082494,0.0041696,0.0019577,0,0.23828,0.01686,0,0.0017302,0.0044272,0.0058561,0.0029304
