0.0013027,0,0,0.0047666,0.0028108,0,0,0,0.0040307,0,0,0,0.0066215,0,0,0,0.012721,0.051941,0.014036,0,0,0,0.013307,0.0042315,0,0,0.014031,0.025783,0,0,0.0028038,0.0068723,0,0.016834,0,0,0,0,0,0,0.017746,0,0.0065156,0,0,0.015982,0.0095037,0,0.012463,0,0.019539,0,0.0051985,0,0,0.0074433,0.0046188
0,0.022643,0,0,0,0,0.0099678,0,0,0.084838,0,0.022047,0,0.014701,0.023003,0,0.0023515,0,0.017823,0,0.034279,0.0076376,0,0.013809,0.018783,0,0.0019188,0.023293,0.019026,0,0,0,0.0033214,0,0.0048065,0.014426,0,0.0058382,0,0,0,0,0,0.0066266,0,0.025839,0.0077445,0,0.0011949,0,0,0,0,0.04397,0,0,0.016823
0.004967,0,0,0.0037622,0,0,0,0.0099073,0,0.010225,0.0054975,0,0.0091252,0,0,0,0,0.016309,0.012541,0,0.031117,0.010305,0.013292,0,0.012892,0,0.0099653,0,0.0099978,0,0,0,0,0.00064485,0.015536,0,0,0.0096803,0,0,0.011088,9.629e-05,0,0,0.0011851,0.031739,0,0.044552,0,0.0005786,0.0012442,0,0,0,0,0,0.019021
0,0.010312,0.01754,0,0.00083654,0,0,8.0874e-05,0.0007523,0,0.0074375,0,0.011184,0,0,0,0,0,0.004184,0,0,0.001537,0.0036544,0.0083829,0,0.0084128,0,0.0046143,0,0.0011565,0,0.0047223,0,0,0.0032267,0.015094,0,0,0,3.4428e-05,0.0041966,0,0.0036984,0,0.011095,0.0037921,0.0024782,0,0.003134,0,0.003359,0.019726,0.0059654,0,0,0,0.0066358
0,0,0,0,0,0,0.0062316,0,0.0085811,0.0078073,0,0.010087,0,0.011265,0,0,0.013728,0,0.0070903,0,0,0,0,0,0.0094159,0.0040667,0,0,0.0061958,0.013764,0,0.0042861,0.0061604,0,0.013119,0,0.0057927,0,0,0.00053301,0,0,0.00034377,0,0,0,0.0124,0,0.0023909,0,0.0092215,0,0.0023953,0.0061144,0.010675,0.011849,0
0,0.046202,0,0.0054831,0,0,0,0,0,0,0,0,0.018848,0,0,0.0085559,0.0049842,0.0053297,0.002242,0.00038268,0,0,0,0,0.015161,2.7176e-05,0.0064027,0,0.0081308,0.0041407,0.0076098,0.0031779,0.013427,0.020567,0.030563,0.0020113,0.0054978,0,0.00035208,0.0037743,0.020549,0,0,0,0,0,0.049387,0,0.018595,0.03077,0,0,0.0073586,0,0.028478,0,0.013455
0,0,0.01916,0,0.0065821,0.0031593,0.019739,0,0,0,0.013491,0,0,0.023191,0,0,0.0061687,0.0075979,0,0.02131,0.026486,0,0.024685,0,0,0,0,0,0.031182,0,0.014468,0.034391,0.04277,0,0,0,0.025793,0.0079441,0.0039161,0.016373,0.0049532,0,0,0.02389,0,0.0050553,0.02695,0.010389,0.011852,0.061266,0,0.0079974,0,0,0.0071386,0.0016689,0
4.6371e-05,0.0011647,0,0,0,0,0.019601,0,0.014794,0,0,0,0,0,0.021939,0,0,0,0.0097088,0,0,0,0.059477,0,0.0081049,0.00085911,0.025052,0,0,0.0097961,0,0,0,0,0.024932,0.0039585,0.0095512,0,0,0.018097,0.014188,0,0,0.0027111,0,0.0045476,0,0,0,0,0,0,0,0,0,0.0036603,0.023759
0,0,0,0,0,0,0,0,0,0,0,0,0.0067845,0,0.0065777,0,0,0,0,0,0,0.030761,0.022553,0,0.0062373,0,0.00070681,0,0.018146,0.014798,0,0.037988,0.017577,0,0.038653,0.024715,0,0.015792,0.022413,0,0,0,0,0,0,0,0.010754,0.0063803,0,0,0.017754,0,0,0,0,0.0074181,0
0.010886,0.0032771,0.007884,0,0.0030985,0,0,0.0014796,0,0,0.0093972,0,0,0.0011704,0.0034136,0.0017248,0,0,0,0.0084808,0,0,0.0038387,0.010124,0,0.0064947,0,0.016235,0,0,0.0046199,0,0.0044547,0,0.00064294,0.0051073,0,0,0,0.0085916,0.007037,0,0,0.0013621,0,0.006954,0,0,0.0099174,0.0073229,0.001989,0.015449,0.0038646,0.0060123,0,0.0079642,0
