0,0,0,0,0,0,0
0.069775,0,0,0.2567,0.0010937,0,0.0083933
0.22374,0.012657,0.24695,0,0.0027603,0,0.017949
0.16589,0.25014,0.022079,0.24899,0.24813,0.25199,0.25971
0.0011002,0,0,0,0,0,0
0.0039859,0,0,0,0,0,0.0024283
0.031371,0,0,0,0.0013091,0.0016277,0.0015622
0.2975,0.25648,0.26422,0,0.2415,0.24352,0.26317
0.014615,0,0,0.00119,0,0,0
0.0023673,0,0,0,0,0,0
0.0026103,0,0,0,0,0,0
0.14403,0.012885,0.0040376,0.25323,0.25557,0.2522,0.22887
0.060278,0.0025277,0,0.0043469,0,0,0.01333
0.16312,0.24783,0.26584,0,0,0.0011599,0.03321
0.017304,0.0013905,0.0014425,0,0.0018898,0,0.0058309
0.25498,0.02702,0.2457,0,0.2493,0.0032075,0.24439
0.0022402,0,0,0,0,0,0.001002
0,0.24116,0.016955,0,0,0,0.02233
0.0069347,0,0,0,0,0.0013275,0.0022431
0,0,0,0,0,0,0
0.1001,0.0010736,0,0.25875,0,0.0036486,0.0030032
0.0078462,0,0.0013375,0,0,0,0
0.0027223,0,0,0,0,0,0
0,0,0,0,0,0.25197,0.0013905
0.0026853,0,0,0,0,0,0
0.0091952,0,0,0,0,0,0
0,0,0,0,0,0,0
0.27635,0.2538,0.25965,0.24403,0.24249,0.24774,0.25702
0.0089532,0,0,0,0,0,0
0.078096,0.0019765,0,0,0.0040117,0,0.010064
0.0010077,0,0,0,0,0,0
0.0068981,0,0,0.0016851,0,0,0.0021857
0.24695,0.24636,0.021963,0.24165,0.24352,0.24481,0.26435
0.0135,0,0,0.002918,0,0,0.0024052
0.34878,0.25229,0.25711,0.23745,0.23969,0.24302,0.26043
0.0054318,0,0.0012236,0,0,0,0.0021806
0,0,0,0,0,0,0
0.26066,0.25662,0.26371,0.2427,0.24603,0.24624,0.26164
0.074936,0,0,0,0,0,0.0067596
0.041898,0.0013804,0.0037395,0,0,0,0.0025637
0.0029927,0,0,0,0,0,0
0.13923,0,0,0,0,0,0.010363
0.21477,0.2492,0.024603,0.24806,0.24906,0,0.25912
0.031159,0.012564,0.2551,0,0.0013158,0.25607,0.0065766
0.0095556,0,0,0,0,0.0011294,0
0.22186,0.24756,0.021391,0.24947,0.25007,0.0021973,0.25823
0.050485,0,0,0,0,0,0
0.059353,0.012943,0.25411,0.0011794,0,0.2553,0.013279
0.042408,0,0.0012641,0,0.0013007,0,0.0028201
0.0061372,0,0,0,0,0,0
0.013966,0,0,0.0030448,0,0,0.0017561
0.074929,0.0017057,0,0.0042934,0,0,0.0095266
0.072562,0.0019994,0.0014745,0.25697,0.0015162,0,0.011892
0.15287,0.25966,0.27037,0.0013144,0.0031528,0.25306,0.24972
0.072391,0.0010679,0,0,0.0031722,0,0.0076725
0.033763,0,0,0,0.25489,0.0014616,0.0026518
0.025255,0,0,0,0,0,0.0028841
0.041007,0.0013836,0.0016173,0.002807,0.0012693,0,0.0072821
0.055818,0,0,0.0014933,0,0,0.0054899
0.12864,0.012838,0.24942,0,0.25337,0.25371,0.008
0.070538,0.012803,0.0053721,0.25446,0,0.004718,0.23485
0.019607,0,0,0.0021314,0,0,0.003791
0.043482,0,0,0,0,0,0
0.010827,0,0,0,0,0,0
0.012167,0.2424,0.017923,0,0.0018198,0,0.024111
0.0048009,0,0,0,0,0,0.0015834
0.022445,0,0,0,0,0,0.0012624
0.038087,0,0,0.004184,0.001064,0,0.0034699
0.044218,0.011982,0.0038007,0.25715,0.25403,0.0018325,0.22536
0.17289,0.014527,0.25217,0.0021393,0.0018256,0.25446,0.017525
0.031414,0,0,0,0.0013809,0,0.0022277
0.045418,0,0,0,0,0,0.0042262
0.023536,0.24196,0.018087,0,0.0017288,0,0.027032
0.017498,0.0015829,0.0015521,0.0011447,0,0,0.0071453
0.0084242,0,0,0,0,0,0.0013004
0.002982,0,0,0,0,0,0
0,0,0,0,0,0,0
0.003031,0.011171,0.0030049,0.0035811,0,0.0021023,0.22506
0.013604,0,0,0.0021563,0,0,0.0041625
0.014061,0,0,0,0,0,0.0034435
0.016659,0,0,0.0012392,0.0010958,0,0.0021691
0.27345,0.24613,0.26303,0.23419,0.002214,0.24524,0.046041
0.037831,0,0,0,0.0022597,0,0.0055773
0.0062809,0,0,0.0022452,0.25798,0.0018514,0
0.012334,0,0,0.0028354,0,0.0014162,0.0019059
0.0054971,0,0,0,0,0,0
0.017794,0.001319,0.0018096,0,0,0,0.0037642
0.034799,0,0,0,0,0,0
0.062284,0.0014921,0.0011447,0,0,0.25069,0.0049067
0.054934,0.25207,0.022463,0,0.0019573,0,0.25193
0.036068,0.012633,0.25141,0.0060093,0.0029964,0.0021256,0.0071006
0.043856,0,0,0.0044948,0,0,0.0096021
0.051078,0.0025313,0.0041239,0.25725,0.25639,0,0.0079334
0.05541,0,0,0.0013981,0.0020621,0.0025691,0
0.042181,0,0,0.0025508,0.0018095,0.0025488,0.0029221
0.02016,0,0.0035017,0,0,0.0010527,0.00129
0.016628,0,0,0.0027684,0,0.0024992,0.0020114
0.028116,0.013398,0.0045573,0,0,0,0.23149
0.066941,0,0.0032937,0,0,0,0.0043236
0.13904,0.25028,0.26539,0.0045817,0.0039018,0.24904,0.041227
0.070694,0.0010181,0,0,0.25653,0.0018528,0.0023393
0.029524,0,0,0.25629,0,0,0.0041614
0.021649,0,0,0,0,0,0
0.026464,0.0011909,0,0.0025811,0,0,0.004236
0.011562,0,0,0,0,0.0010828,0
0.0012915,0,0,0.0011229,0,0,0
