0.059658,0.060779,0.063253,0.059086,0.044502,0.067992,0.13843,0.047714,0,0.024788,0.27902,0.0018041
0.15999,0.14285,0.11437,0.17209,0.10114,0.23323,0.37863,0.26867,0.23527,0,0.0090185,0
0.19197,0.22417,0.25122,0.17433,0.28075,0.11333,0,0.04544,0.054208,0.30087,0.26528,0.24754
0.0017797,0.0049443,0.0058682,0.0026385,0.0051107,0.0030903,0.0058027,0,0.0019211,0,0.0028524,0.0033211
0.039996,0.020389,0.034832,0.042772,0.031608,0.010338,0.04658,0.0037772,0,0.0029296,0.0054639,0
0.26021,0.2848,0.26082,0.21319,0.26819,0.24876,0.26562,0.26686,0.27141,0.28794,0.0016061,0.22898
0.067681,0.028103,0.2453,0.0064963,0.098654,0.040076,0.23784,0.056852,0.02236,0.043077,0.28569,0.21985
0.067489,0.068559,0.031262,0.042759,0.070116,0.053363,0.09934,0.013419,0,0.2453,0.0246,0.01684
0.20851,0.24691,0.079034,0.2946,0.15448,0.2528,0.033509,0.22762,0.27993,0.0070035,0,0.0069008
0.011264,0.017249,0.010286,0.007887,0.024,0.0031945,0.0047902,0.0081085,0.0051249,0.0081915,0,0.0078541
0.23557,0.27729,0.27125,0.22724,0.18406,0.23845,0.22537,0.034957,0.066132,0.2491,0,0.21537
0.0030575,0.0092164,0.011576,0,0.012124,0.0077928,0.01124,0.0058164,0,0.0027003,0.0016985,0.0048651
0.065029,0.031585,0.047674,0.094262,0.12807,0.060469,0.10462,0.25896,0.21184,0.017998,0.33338,0.0054667
0.0059251,0.0073633,0.0038321,0.0034556,0.0093623,0.0058485,0.012874,0.0048103,0,0.0030846,0.0014619,0
0.0089957,0.0020966,0.008352,0.0043762,0.017182,0.0030961,0,0,0.015743,0,0,0
0.011661,0.0072061,0.0052314,0.0059616,0.012546,0.0080225,0.014867,0.0080853,0,0.016741,0.004201,0
0.2555,0.19967,0.27513,0.26103,0.20376,0.19162,0.1938,0.27749,0.27809,0.26065,0.22861,0.24309
0.0016432,0.009514,0.0067036,0.0085828,0.013428,0.0029517,0.0059254,0.015941,0.0047101,0,0.0014226,0
0.063882,0.1437,0.060384,0.044441,0.13798,0.13331,0.16338,0.011419,0,0.020593,0.016447,0
0.012122,0.0064637,0.0046118,0.013728,0.016803,0.0071423,0.0089793,0,0,0.0088427,0.011672,0.0067847
0.24067,0.2527,0.26475,0.28295,0.3005,0.21425,0.28526,0.11298,0.022177,0.028054,0.27768,0.25927
0.0045436,0.0066247,0.01735,0.0072284,0.0093582,0.0032213,0.007612,0.0019244,0.0047836,0.014757,0,0
0.30367,0.32355,0.31665,0.29915,0.33446,0.29579,0.33679,0.28985,0.26262,0.28644,0.23554,0.22548
0.002328,0,0.0056974,0.0014574,0.0068433,0.0029983,0.0030634,0,0.0065473,0,0.0066875,0.0035414
0.21733,0.25385,0.30527,0.089685,0.14898,0.23896,0.20758,0.26267,0.26545,0.032242,0.23629,0.23609
0.074643,0.055455,0.024791,0.20369,0.10237,0.049247,0.084035,0,0.0080913,0.27025,0.046492,0.0047204
0.044881,0.041339,0.023655,0.049004,0.13109,0.035998,0.078856,0.03999,0.0052949,0.0037025,0,0
0.25011,0.18444,0.079964,0.26448,0.074084,0.095816,0.22009,0.0099435,0,0.002345,0.020733,0
0.064784,0.1567,0.25483,0.044536,0.23338,0.20334,0.11731,0.31056,0.021801,0.29923,0.25128,0.25646
0.035995,0.020305,0.028025,0.031402,0.046894,0.038286,0.0237,0,0.28921,0,0,0.0089731
