0.0059358,0.00088272,0.0045779,0.0082585,0,0,0,0,0.0044674,0.0072072,0,0,0,0.013689,0.014048,0,0,0.0044122,0,0.0081917,0.01687,0,0.026932,0.021518,0.0084731,0.0063682,0.018798,0,0,0.021149,0,0,0.0064001,0,0.018101,0.0032814,0,0.013874,0.051446,0.0060872,0,0,0,0,0.019986,0,0,0.0067186,0.0075341,0,0,0,0.012329,0,0.0020502,0.0043755,0.0041959,0,0,0,0,0,0.022951,0,0.0050215,0,0,0,0.0080171,0,0.0052217,0,0,0.0151,0,0,0,0.012652,0,0.019473,0,0.019523
0.010985,0,0,0.012069,0.018096,0,0,0.005542,0.011052,0,0.007179,0.017354,0,0.0041591,0,0.011658,0,0.014394,0,0.059017,0,0,0.024814,0.0054376,0,0,0.03157,0.011549,0.018347,0,0.063315,0,0.013769,0,0,0.013146,0,0,0,0,0.012134,0,0,0,0,0,0.018705,0.00024102,0,0,0,0.019757,0,0,0,0.0015119,0,0.0081231,0.024725,0,0,0.012212,0,0,0,0,0,0.0090848,0.010269,0,0,0.0082299,0.00095343,0.016883,0.00473,0.073224,0.050292,0,0,0.007358,0,0.021143
0,0,0.0079278,0.015558,0,0,0,0,0,0,0,0,0.00031352,0.0080773,0,0.0089451,0,0,0,0.012575,0,0,0,0.015023,0,0,0.0067257,0,0.0083388,0.0042638,0.0056811,0,0.0098963,0,0,0.0085619,0,0.011603,0.037826,0,0.010092,0,0,5.7937e-05,0.019956,0,0.0018906,0.0036133,0,0,0.0079894,0,0,0.018351,0,0.0026038,0.01037,0.010942,0.0012357,0.0090411,0.0052076,0.0016211,0.017135,0,0.0018746,0,0.0059087,0.0049934,0,0,0.0041014,0,0,0.0071365,0,0,0,0.0069701,0,0.0023011,0.016495,0
0.96938,0,0,0.0034716,0,0.015776,0,0,0,0.0027006,0,0,0.003485,0,0,0.00080684,0.0011108,0.0019718,0,0,0.0024319,0,0,0,0,0.002982,0,0,0.0016389,0.00021978,0.00019241,0,0,0,0.0014253,0.0061659,0,0.0040152,0,0,0,0,0.0011226,0,0,0.0069283,0.0013534,0.0037691,0.00080461,0.0008759,0,0,0.00040869,0.0034566,0.013353,0,0,0.0059873,0,0.0040887,0,0.0044865,0.00016182,0.0029581,0.003176,0.0024153,0.0019183,0,0.0018541,0.0020641,0.00093188,0,0.0071576,0.0012675,0,0,0.00067702,0.0012584,0,0.0046232,0.00088121,0.0035434
0.020373,0,0,0.011657,0.010606,0,0.0054864,0.0096682,0.011157,0.0037348,0.0038744,0.012926,0.0020791,0.0093071,0.012559,0,0,0,0,0,0.0033069,0,0,0,0.0067081,0,0.02497,0.012641,0.0088153,0,0,0.0027015,0,0.017342,0,0.011134,0.0024227,0.0012497,0.0031489,0.0010879,0,0,0,0,0.012953,0,0,0,0.0018149,0.0061072,0.011441,0,0.0011704,0.010798,0,0.0043794,0,0.012041,0.0057751,0.016571,0.0027977,0,0.011369,0.0054536,0.0026164,0,0,0,0.0019915,0.0019443,0,0.0044187,0.0019345,0,0,0,0.0053505,0,0.0016284,0.00070826,0,0.014432
0.036683,0,0.0053323,0.014416,0,0.028178,0.0095524,0,0.0032837,0,0,0.011571,0.0047446,0,0.0042847,0,0,0,0.0078013,0.001537,0.0012059,0.0044091,0,0.0047845,0.0092876,0,0.0039108,0.013856,0.01586,0.022431,0,0.0082528,0,9.8923e-05,0.0060017,0.017181,0.0067532,0.017997,0.072499,0,0,0,0,0,0.0084371,0,0.015062,0,0,0.0028831,0.0028587,0.039682,0.018196,0,0,0,0,0,0.0018029,0,0,0,0,0,0.0032003,0.010485,0,0,0,0,0.0048359,0.029177,0,0,0,0.015852,0,0.042427,0,0.0089677,0,0
0.043701,0.0076436,0.00097488,0.0035713,0.017919,0,0,0.036573,0,0,0.027998,0.014226,0.012643,0.0055035,0.0066013,0,0.032183,0,0.062018,0.025164,0,0.013288,0,0,0.03222,0,0,0.032241,0,0,0,0.0048563,0.03256,0.0004297,0.013726,0,0.039932,0,0.16696,0,0.0021089,0.048542,0,0.0029322,0,0,0.0093181,0,0,0,0,0.034962,0.0088721,0,0.0017104,0,0.0032175,0,0.025125,0,0.007016,0.019384,0.029021,0.028868,0,0,0.031865,0.027648,0,0,0.042804,0.034561,0.018371,0.0050344,0,0,0,0.025598,0,0.016624,0,0.025701
0.0037213,0,0,0.010154,0.021744,0.02355,0,0,0.010219,0.0063063,0.0063549,0.011228,0,0.013121,0,0,0.0035641,0.0059572,0,0.002554,0.013782,0,0,0.03231,0,0.013311,0.01295,0,0.0034355,0,0.0040435,0.026368,0,0.0040035,0,0.024015,0.0036969,0.0091604,0.071801,0,0,0,0,0,0.0072619,0,0,0,0,0.0063899,0.011085,0.008554,0,0.02018,0,0.011271,0,0.002272,0,0,0.023869,0.032813,0.020995,0,0,0,0.0048346,0,0.02502,0.016122,0,0.010532,0.028897,0.0005835,0.0058016,0,0,0,0,0,0,0.0076017
0.01549,0,0,0.01787,0,0,0,0.0043588,0,0,0,0.026403,0,0,0,0.024984,0.012903,0,0.035733,0.013132,0.0084311,0,0,0.0050927,0.029808,0,0.027935,0.011827,0.0045605,0.0014411,0,0,0,0.026037,0,0.040074,0,0,0.017326,0.035106,0.010056,0.0046364,0,0,0.017433,0,0,0,0.0041046,0.010605,0.030568,0,0,0.018211,0,0.002214,0,0,0.0078311,0,0.011828,0,0.022437,0.0079191,0,0,0.0069727,0,0.02939,0,0,0,0.00082554,0,0.01208,0.0022199,0,0.022008,0.037826,0.012568,0,0
0,0,0,0.0053124,0.002402,0.010819,0,0,0,0.0001873,0.0047442,0,0,0.001179,0,0,0.0041174,0.0068059,0.017705,0,6.5954e-05,0.0034597,0.0049489,0,0,0.0038497,0,0.0011412,0,0.00065068,0,0.003592,0.0018055,0,0.00209,0.00061018,0.0014504,0.0020414,0,0,0,0,0.0020178,0.0064184,0,0,0.0023565,0.0019497,0,0.0019651,0.00063455,0,0.0025841,0.0081849,0.00013472,0,0,0,0.00039324,0.0065806,0.0013561,0.011915,0.00028093,0,0.0037102,0.0090164,0.00093955,0,0,0.00044794,0.00027298,0.0074082,0,0,0.0011276,0,0.00072156,0,0,0.0013145,0.00049354,0.001299
0,0,0.0027519,0.0011814,0,0.01028,0,0.00038481,0.00072246,0,0,0.0035352,0.0010933,0.00052373,0.0019502,0,0.0004468,0.0014882,0,0,0.0021189,0.00014351,0.0016862,0,0,0,0,0,0.0005587,0.0016287,0,0,0,0,3.7299e-05,0.0019665,0,0,0,0,0.00027501,0,0.00065683,0.00033501,0.0039534,0.0031161,0,0,0,0,0.0014266,0,0.0017506,0.00057818,0,0,0,0.00098721,0.0029105,0.0031271,0,0.0017147,0,0.00038696,0.0002329,0.0029273,0,0,0.0013906,0.00018749,0,0.00062023,0.00274,0,0.0038059,0,0.0012814,0,0,0,0.0011653,0.00099125
0.0007463,0.0058476,0,0,0.00046621,0,0.0011542,0,0.0021145,0,0,0.00057278,0.0048729,0.00099875,0,0,0.013828,0,0,0.0066941,0.0018959,0.0027431,0.0028621,0.0028691,0,0.0047328,0.0051499,0,0.0055526,0,0.0058304,0.0074124,0,0.0049824,0.0017141,0,0.012125,0,0,0.0023206,0.0060454,0,0.0032927,0,0.0043382,0.0059036,0.0097778,0,0,0,0,0.010822,0.005384,0.0053512,0.013204,0,0,0,0.0041592,0,0,0,0.001312,0,0,0.0044735,0.0079722,0,0,0.0014611,0,0,0,0,0,0,0,0,0.0080791,0,0.016753,0.0026824
0.0035165,0,0,0.0069015,0.029916,0,0,0,0,0,0,0,0,0,0.0044783,0,0,0,0.02575,0.017859,0.013425,0.0038994,0,0.013297,0.011891,0,0.02123,0,0,0,0,0.013541,0.0029136,0.013356,0.0037144,0,0.0059013,0.001539,0.04233,0,0.0083432,0,0,0.01263,0.0048435,0.0023095,0.00073212,0,0,0.010026,0,0,0.0011822,0,0,0.0090663,0.005606,0,0,0,0,0.016438,0.026076,0,0,0,0,0,0,0.0037655,0.0018201,0,0.0030872,0.0010273,0,0.0030472,0,0,0,0.010978,0,0
0.072289,0.012369,0.050484,0,0,0,0.012124,0.0019668,0.0057545,0,0,0.012077,0,0.01154,0.012031,0,0.016045,0,0.047455,0.029503,0,0.032751,0,0,0,0,0.0056634,0,0.0011321,0.0017807,0.0066776,0,0.0098614,0,0,0.0051379,0,0.002795,0,0,0.031675,0.040871,0,0.078109,0,0,0.013607,0.014928,0.031475,0.0031479,0.015352,0,0.0033712,0,0,0.015044,0,0,0.022985,0.0023945,0.023691,0.0049474,0,0.01645,0,0.020173,0,0,0,0.026223,0,0.027346,0,0,0,0,0,0,0,0,0.033256,0.013195
0,0,0,0.0019076,0.001602,0.010303,0,0,0.97286,0.00068647,0,0,0.0025999,0.00022959,0.0010788,0.0026415,0,0.0019492,0.0030055,0,0,0.0017565,0,0,0,0,0,0,0.0011657,0.00321,0.0016759,0.0002931,0,0.00039391,0,0,0.0021753,0.0036604,0.0004748,0.0004143,0.0044649,0.0018353,9.8296e-05,0,0.00026378,0.0057886,0.0046302,0,0,0.0012217,0,0,0,0.00097059,0.0068461,0,0,0.0031803,0,0.0040602,0.00032613,0.0010909,0.0009091,0.0031539,0.0010428,0.0034306,0,0.0020078,0,0,0.0031726,0,0.0047153,0,0,0.00073139,0,0.0026452,0,0,0.0013066,0
