0,0.043507,0,0,0.020283,0.011283,0.01481,0.024753,0.0098746,0.021574,0.044486,0.0095338,0.00025919,0.019692,0,0,0,0.0037898,0.094034,0,0.0090717,0,0
0,0.035225,0,0,0.0040204,0,0.04976,0.054088,0.059334,0.016085,0.051852,0.039582,0.0025468,0.012457,0,0,0,0.0069637,0.019134,0,0.015942,0,0
0,0.03065,0,0,0.026454,0.014715,0.040498,0.032709,0.069984,0.06254,0.025986,0.038662,0,0.0020885,0,0,0,0.0050976,0.095651,0,0,0,0
0,0.020303,0,0,0.026857,0.016148,0.010483,0.027254,0.009471,0.010455,0.027888,0.083528,0,0.0056895,0,0.0014776,0.0039718,0.0042417,0.0042549,0,0.0011287,0,0.032423
0,0.049235,0,0,0.036725,0.022778,0.064722,0.058719,0,0.010517,0.025063,0.046732,0,0.005267,0,0,0.0013869,0.077625,0.086215,0,0.06704,0,0.00074469
0,0.034386,0,0,0.021105,0,0.055043,0.0205,0.057354,0.010893,0.035359,0.021656,0.005379,0.010327,0,0,0.0023222,0.074933,0.088837,0,0.072549,0,0
0,0.070898,0,0,0.099734,0.084045,0.080073,0.075924,0.022208,0.012618,0.043706,0.035655,0,0.020802,0,0,0,0.013755,0.08933,0,0.090223,0,0.0048708
0,0.055748,0,0,0.050535,0.045723,0.041576,0.024731,0.006945,0.056304,0.020962,0.027938,0,0.079527,0,0.00054186,0,0.0045311,0.098196,0,0.022835,0,0
0,0.061103,0,0,0.024021,0.039835,0.037218,0.015112,0.0098995,0.067047,0.041209,0.011986,0,0.065456,0,0.0032105,0.002775,0.0056935,0.0096679,0,0.011252,0,0
0,0.062641,0,0,0.080566,0.056301,0.059513,0.045141,0.062689,0.083221,0.071086,0.032829,0,0.09374,0,0,0,0.083147,0.018321,0,0.081234,0,0.03728
0,0.068382,0,0,0.052644,0.04284,0.03659,0.056469,0.077587,0.068179,0.063593,0.082642,0,0.078134,0,0,0,0.086975,0.017007,0,0.070682,0,0
0,0.028911,0,0,0.064974,0.064332,0.031337,0.034269,0.071195,0.01495,0.015936,0.0071451,0,0.014503,0,0.0063378,0,0.079606,0.0075858,0,0,0,0
0,0.051973,0,0,0.019146,0.029426,0.047528,0.035449,0.06154,0.078197,0.090204,0.037762,0.0018837,0.092927,0,0,0,0.0047364,0.015769,0,0.018434,0,0
0,0.083751,0,0,0.097501,0.056006,0.081959,0.098424,0.066367,0.035556,0.10859,0.10008,0,0.09106,0,0,0,0.080919,0.10234,0,0.091006,0,0
0,0.048966,0,0,0.042096,0.03757,0.052876,0.039964,0,0.075559,0.021143,0.06112,0,0,0,0,0.0021968,0,0.013658,0,0.0065209,0,0.011019
0,0.0524,0,0,0.028894,0.019711,0.028026,0.012241,0.0038874,0.0030798,0.01501,0.01695,0.00185,0.0067414,0,0,0.0034389,0.08346,0,0,0.06361,0,0.00067944
0,0.080477,0,0,0.035412,0.027479,0.050011,0.0129,0.055931,0.07305,0.013887,0.0069816,0,0.003843,0,0,0.003038,0.00053579,0.0091728,0,0.014084,0,0.013295
0,0.062152,0,0,0.077124,0.066033,0.067673,0.071635,0.071636,0.085325,0.061105,0.034961,0,0.068005,0,0,0.0033677,0.079882,0.01252,0,0.080404,0,0.001838
0,0.10637,0,0,0.066156,0.05018,0.087948,0.10224,0.072086,0.092891,0.083397,0.086589,0,0.023797,0,0,0,0.002902,0.094039,0,0.096849,0,0
0,0.053259,0,0,0.059604,0.092041,0.045762,0.034897,0.071347,0.0056363,0.028993,0.053056,0,0.091445,0,0,0,0.00971,0.01858,0,0.093734,0,0
0,0.024613,0,0,0.013334,0.030053,0.0083888,0.014749,0.0043432,0.071423,0.018235,0.047788,0,0.0017779,0.00030308,0.011118,0,0.00063728,0.0024647,0,0.009719,0,0
0,0.015808,0,0,0.0076714,0.011515,0.037637,0.012801,0.062188,0.0035005,0.023751,0.011358,0,0.0010192,0,0,0.00033964,0.077044,0.084293,0,0.070913,0,0
0,0.070838,0,0,0.085508,0.12229,0.090186,0.094233,0.080848,0.032068,0.073689,0.068645,0,0.094497,0,0.0041279,0,0.092094,0.021111,0,0.093068,0,0
0,0.043785,0,0,0.031305,0.018612,0.035266,0.016039,0.0090366,0.018015,0.021714,0.023723,0,0.016015,0,0,0,0.0045459,0,0,0.017768,0,0.0044997
0,0.050779,0,0,0.027598,0.043834,0.052187,0.036512,0.0022359,0.068365,0.060883,0.060251,0,0.020308,0,0,0,0.0058496,0.10058,0,0.017795,0,0
0,0.060972,0,0,0.090139,0.04741,0.053329,0.069321,0.010072,0.088334,0.069102,0.062053,0,0.023943,0,0.0080919,0,0.085103,0.10007,0,0.088177,0,0.0050298
0,0.067169,0,0,0.085114,0.073859,0.087435,0.039244,0.074179,0.081505,0.079278,0.032586,0,0.018222,0,0,0,0.088341,0.12223,0,0.081693,0,0
0,0.050744,0,0,0.046462,0.059244,0.082438,0.052133,0.062418,0.086721,0.059801,0.080782,0,0.096915,0,0,0,0.0061491,0.018535,0,0.080829,0,0
0,0.06476,0,0,0.09015,0.077503,0.089777,0.074477,0.015001,0.027504,0.077045,0.056143,0,0.030654,0,0,0,0.014555,0.09147,0,0.081081,0,0
0,0.059003,0,0,0.050143,0.057508,0.053104,0.035262,0.068875,0.075479,0.074019,0.032842,0,0.095008,0,0,0,0.0033066,0.031221,0,0.01668,0,0
0,0.036794,0,0,0.040772,0.084231,0.07365,0.055965,0.016572,0.012046,0.032033,0.04715,0,0.0041787,0,0,0,0.010306,0.012459,0,0.017184,0,0.012086
0,0.029256,0,0,0.046614,0.057779,0.02616,0.047779,0.074475,0.013561,0.048458,0.023892,0,0.00066835,0,0.0080383,0,0.077813,0.0038037,0,0.022564,0,0
0,0.024479,0,0,0.028784,0.024931,0.016685,0.029481,0.010431,0.014254,0.04885,0.036279,0,0.081816,0,0,0,0.0043462,0,0,0.069155,0,0
0,0.069766,0,0,0.047145,0.033999,0.075928,0.034704,0.066326,0.021254,0.036804,0.049919,0,0.0685,0,0,0,0.082077,0.0093253,0,0.07042,0,0.027488
