0,0.01134,0,0,0,0.0156,0.0092982,0,0.0060128,0,0,0,0,0,0,0.0091496,0,0,0,0.021636,0.004706,0,0.022754,0,0,0,0,0,0.010968,0,0.026356,0.0064786,0.0086744,0,0.0040713,0,0.016528,0,0.0087994,0,0.020429,0.0069136,0.0085556,0.01088,0.011339,0.013048,0.031379,0.0057514,0.013232,0,0.01163,0,0.019769,0,0.0023803,0.021717,0,0,0,0,0,0,0.020141,0,0.039655,0.014237,0,0
0,0,0.028049,0,0.011658,0.0092645,0,0,0.016901,0.0099591,0.0071306,0.026256,0.048684,0.016063,0,0.019587,0.010989,0,0,0.041964,0.058098,0,0.0029553,0,0.016053,0.0021977,0.0065783,0,0,0.00020047,0,0.031446,0.010078,0.0033538,0,0.013603,0.027861,0.016019,0,0,0,0,0,0.048863,0,0.016014,0,0,0,0,0.0027084,0.079526,0,0,0.0026537,0.0056754,0.015921,0,0,0,0.0082454,0,0,0.010209,0,0,0,0.065127
0.00090853,0.0094915,0.0027383,0,0,0.0098128,0.012229,0,0,0,0.0062191,0.00047852,0.031389,0,0.013512,0.013152,0.013712,0,0.018617,0.010136,0.015462,0.013457,0.014608,0,0.0066202,0.0083793,0.0092435,0,0.012867,0.006758,0.00053298,0,0.020405,0.0069105,0,0,0.038483,0,0,0.0012523,0.01179,0,0,0.0036435,0.00052191,0,0,0,0,0,0,0.0067071,0,0,0,0,0.00045086,0.019399,0.0076896,0,0.0017744,0,0,0.018851,0,0.012812,0,0
0,0,0,0,0,0.00056067,0.0058111,0,0,0,0,0,0,0,0,0,0,0.019914,0,0,0,0.00053,0,0.0037064,0.0016535,0.0055094,0.0040521,0.0019502,0.0055165,0.00016298,0,0.001794,0.0045715,8.1126e-05,0,0,0.0035729,0.0024809,0.00041108,0,0.0031637,0.0045935,0,0,0.0067475,0.0037822,0.0015198,0.0051992,0.0036632,0.00084725,0,0,0,0.0061761,0.0034129,0,0.0075854,0,0.0082435,0.00092325,0.00034667,0,0,0,0,0,0.011263,0
0,0.0027225,0.0082752,0,0.0061951,0.013556,0,0.0048786,0.016245,0.0092002,0,0.0016916,0,0.01024,0,0.0062329,0,0,0.019403,0.034159,0,0.0064413,0,0,0.0006255,0,0.0067599,0.011911,0,0,0,0,0,0,2.2958e-05,0,0,0,0,0.0036729,0.011396,0,0.0032709,0.024488,0,0.0053246,0,0,6.8038e-05,0.0058011,0,0,0.0070139,0.0091653,0,0,0,0.013534,0.01346,0,0.0033151,0.01348,0,0.0078235,0.020227,0,0,0.036117
0,0,0.01028,0,0,0,0.021576,0.012437,0.0047483,0,0.0055475,0,0.0037247,0.018085,0,0.0096183,0,0,0.0054926,0,0,0.003184,0.0044374,0,0,0,0.012447,0.0078344,0,0,0.009911,0,0,0,0,0,0,0.029883,0.0052578,0,0,0,0,0.023289,0,0.0065947,0,0,0.011342,0,0.028376,0.026553,0.0051434,0,0.0087057,0,0,0,0,0.0066175,0,0.0038585,0.0077647,0,0,0.015427,0,0.033164
0,0,0,0.0097896,0.026113,0.0035161,0,0.0017049,0,0.034585,0.01906,0,0.028185,0.018295,0,0,0,0,0.064911,0,0.025912,0.0014864,0,0,0,0,0.0042864,0,0,0.024142,0,0,0,0,0.00096346,0.00023281,0.013821,0,0.021349,0,0,0,0,0.016291,0,0.0046791,0,0.013393,0.012599,0,0.0080835,0.00017612,0,0.017511,0.00074829,0,0,0,0,0,0,0,0.033093,0,0.022336,0.014051,0.009349,0
0,0,0,0,0.01996,0.016015,0,0,0.016808,0,0,0.030003,0,0.013328,0.022207,0.005157,0,0,0,0.03231,0.0057536,0.024731,0.039211,0.0048232,0.023356,0,0.0051688,0.0075763,0.013133,0,0,0,0,0.014913,0,0,0,0.01112,0,0,0,0,0.0013888,0.012031,0,0.015786,0.06125,0,0,0.0020425,0,0,0,0,0,0,0,0.0077906,0,0,0.0063651,0.00072837,0,0,0.055805,0,0,0
0,0,0.0023219,0,0,0.0017558,0.0023167,0,0.00013358,0,0.013509,0.00047367,0,0.01751,0.0059381,0,0.033866,0,0.011563,0.047899,0.016623,0.029538,0.0037694,0,0.043573,0,0.0016324,0.0082653,0,0.0055846,0,0.011258,0.010247,0,0.033605,0.031103,0,0,0.0026409,0,0.0027528,0.0031782,0.017122,0.057024,0.0087015,0.021751,0,0,0,0.0071886,0,0.00012187,0.037522,0,0,0,0.0044919,0,0,0,0,0.001804,0,0.0075699,0.04311,0.006022,0,0
0.0075736,0,0.0051785,0,0,0.0020725,0,0,0,0,0,0.00078297,0,0,0.0057893,0,0,0.0057688,0,0,0,0,0.0002735,0.0024937,0,0.0065335,0,0,0.0021929,0.00042606,0,0.00022042,0,0.00060399,0,0,0.0046703,0.0038111,0.0076856,0.00052165,0.0031286,0,0.0048711,0.95526,0,0,0,0.001084,0.0073479,0.00074154,0,0,0,0.0035606,0.010794,0,0,0,0.0079406,0.0020148,0,0.004459,0,0,0,0,0.0059015,0
