0.24362,0.0029971,0.0042101,0.0073288,0,0.0043663,0,0,0.24848,0.0025709,0.0084877,0.0080629,0.0021971,0.0073875,0.0013574,0.23243,0.23541,0.09345,0.24187,0.011154,0.0065031,0.0094529,0,0.22812,0.0094976,0.0015747,0.011479,0,0.011078,0.034054,0.0028804,0.0019968,0.0061438,0.0082832,0,0.2306,0.016236,0.1591,0.0075093,0.0082262,0.0048563,0.22633,0.0095637,0.0068759,0.023201,0.014393,0.0022369,0.0089752,0.23525,0,0.013069,0,0.22246,0,0.0043162,0,0.043798,0.0071427,0.0088014,0,0.24166,0.016731,0,0.0097007,0.044783,0.23297,0.12139,0.056103
0.0054466,0.0040928,0.0065543,0.26609,0.015366,0.017406,0.25129,0.26331,0.0022302,0.013753,0.011151,0.0095879,0.25776,0.26366,0.25157,0.2592,0.24873,0.21267,0.26164,0.010356,0.0078708,0.25665,0.0071999,0.24445,0.01538,0.0058952,0,0.25722,0.26018,0.037669,0.0132,0.25509,0.25817,0.25701,0.019608,0.008956,0.26114,0.2815,0.24959,0.015856,0.26604,0.24896,0.038263,0.0022581,0.052972,0.25221,0.24354,0.26673,0.013257,0.018454,0.017747,0.2567,0.01461,0.036913,0.0082303,0.035572,0.24628,0.027772,0.0048006,0.27355,0.26213,0.25155,0.026094,0.26021,0.18351,0.26202,0.18512,0.17726
0.25556,0.25518,0.25581,0.0031197,0.25626,0.2512,0.019006,0.0044726,0.26006,0.25097,0.26035,0.26412,0.010093,0.0042557,0.0072049,0.0068007,0.0071649,0.12306,0,0.27261,0.26042,0.014226,0.25887,0.013154,0.25943,0.26236,0.27077,0.0071709,0.012553,0.2547,0.25711,0.014686,0.0057507,0.019529,0.25543,0.25251,0.019587,0.05907,0.01946,0.25731,0.0086014,0.021551,0.25515,0.27732,0.24073,0.021387,0.031744,0.014613,0.25093,0.25538,0.26021,0.032456,0.2616,0.2647,0.26275,0.2561,0.075195,0.25668,0.27461,0.017198,0.011772,0.028223,0.25886,0.015863,0.16595,0.014789,0.19312,0.18317
0.0026899,0,0,0,0,0.0013318,0,0,0,0.0013003,0,0,0,0,0.0028628,0.0014831,0,0.010409,0.0010052,0,0,0.0015283,0,0.002341,0,0,0,0.0010133,0.0012894,0.0033384,0,0,0,0.0019841,0,0.0014331,0.004894,0.0050745,0,0,0.0031992,0.004134,0,0,0.008562,0,0,0,0,0,0,0,0.00133,0.0033295,0,0.002884,0.0029059,0.20196,0,0.0017548,0.0027905,0,0,0,0,0.0014092,0.0042216,0.0046959
0,0,0.017284,0.007767,0.0049971,0.0050858,0.010054,0.0026875,0.0041702,0.0023429,0,0.0032053,0.015861,0,0.24607,0.008533,0,0.0071582,0.0091475,0,0.0045034,0,0.0056693,0.010181,0,0.0081392,0.0031771,0.008299,0.010307,0.0035502,0,0,0,0.011509,0,0,0.0091354,0.022271,0,0.0033196,0,0,0.012522,0.0065966,0.018595,0,0.0032451,0,0,0.2523,0.0021308,0.029519,0.22006,0.033681,0.003543,0.020609,0.025648,0.0095181,0.011627,0.24422,0.010196,0,0.0061803,0,0.011253,0,0.00876,0.038432
0.014804,0.25934,0.24152,0.26137,0.26168,0.25677,0.24827,0.25767,0.02042,0.25569,0.26732,0.26911,0.021537,0.26639,0.0088274,0.25364,0.24743,0.30198,0.010787,0.26842,0.25154,0.24977,0.25569,0.24626,0.26994,0.25971,0.26612,0.24972,0.25433,0.28149,0.26971,0.2649,0.25995,0.26186,0.25899,0.25717,0.2559,0.28441,0.25755,0.2678,0.25881,0.26902,0.27171,0.01639,0.25786,0.2693,0.26843,0.27385,0.25657,0.018908,0.26975,0.2482,0.035966,0.25726,0.023271,0.25248,0.26525,0.051059,0.012677,0.028345,0.028842,0.27474,0.26602,0.26944,0.3091,0.2711,0.32586,0.29848
0.24049,0.25505,0.0087519,0.011078,0.0061318,0.01422,0.25599,0.0070877,0.24683,0.25673,0.010074,0.0079204,0.0075632,0.0087644,0.2537,0.26059,0.0069985,0.022013,0.25795,0.019799,0.0093171,0.014389,0.24928,0.24115,0.014157,0.0077767,0,0.25124,0.010975,0.26442,0.015583,0.026054,0.25606,0.012215,0.25795,0.23578,0.24325,0.28357,0.010999,0.015347,0.24988,0.022087,0.03025,0.0085656,0.25913,0.25034,0.033214,0.027482,0.0099565,0.25998,0.011816,0.036667,0.024285,0.26247,0.013435,0.2719,0.23424,0.016758,0.0064626,0.27176,0.26028,0.022755,0.02205,0.2567,0.22007,0.022667,0.10577,0.1893
0.012297,0,0.0032816,0.0033692,0.010007,0,0.0088662,0.0039627,0.013202,0.0039167,0.0086441,0.25093,0.0048313,0.0042761,0,0.0011456,0.0097812,0.25537,0.0031337,0.030717,0.0084024,0.014665,0.010617,0.0069825,0.26379,0.0054113,0.014843,0.0017102,0.25331,0.020935,0.0053973,0,0.0053223,0.0077341,0.0011401,0.015058,0.012323,0.041676,0.01221,0,0.012866,0.0075106,0.019655,0.0090383,0.017767,0.0047656,0.0013445,0.0047181,0.010328,0.0022222,0.016439,0.016206,0.01135,0.011146,0.0064214,0,0.045301,0,0.26189,0.0074209,0.015173,0.23756,0.0044657,0.0085754,0.061469,0.014726,0.18313,0.070691
0.0089896,0.0052235,0.23667,0.25213,0.23972,0.25334,0.0022052,0.2558,0,0.0019314,0.25598,0.0086625,0.25003,0.25305,0.0013652,0.0013672,0.24129,0.033571,0,0.019583,0.24915,0.24451,0.0044746,0.007576,0.0012713,0.24953,0.25818,0.0044695,0.0065277,0.0062455,0.016093,0.24238,0.0017061,0.25578,0.015773,0.0075233,0.0094719,0.0080324,0.24694,0.25321,0.014312,0.23693,0.022237,0.25818,0.0099456,0.015488,0.23693,0.2472,0.24011,0.0076647,0.25531,0.23402,0.23439,0.021243,0.257,0.027601,0.029898,0.2558,0.0082346,0.0088084,0,0.01471,0.2497,0.010849,0.075255,0.23551,0.094159,0.065413
0.0028505,0,0.0069439,0.0027142,0.012518,0.0010621,0.0014985,0.0043484,0.002578,0.0034645,0,0.0090553,0.0027282,0.0039455,0.0028122,0.0026836,0,0.041238,0,0.0051765,0.0036078,0,0.0057127,0,0,0.0042504,0,0.0035487,0.0029382,0.0020434,0.0040232,0.0027926,0,0,0.0024546,0.0036538,0.0097417,0.0015717,0,0.0066009,0.00127,0.0028315,0.19507,0.0037612,0.0082313,0.0012629,0.0058802,0.0066028,0.0049443,0,0.0017385,0.0056515,0.0027966,0.0065019,0,0.0081065,0.0034161,0.019729,0,0,0,0.0085228,0.0088042,0,0,0.0076221,0.009582,0.050153
