0,0,0,0.0061532,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35595,0.33761,0.35827,0.43875,0.38532,0.36091,0.38486,0.35841,0.35797,0.36388,0.35882,0.36001,0.36069,0.36054,0.36089,0.39324,0.34418
0,0.32839,0.35082,0.15265,0.006625,0.34591,0.0086542,0.0021623,0.0017442,0.0067747,0.0021323,0.0055498,0.0022114,0.0014478,0.0031678,0.012671,0.32487
0.35313,0.33391,0.0041398,0.21311,0.0072759,0.011247,0.33453,0.35441,0.35369,0.35223,0.35445,0.35199,0.35528,0.355,0.3539,0.32556,0.33549
0,0,0,0.01208,0,0,0.0016031,0,0,0,0,0.0010882,0,0,0,0.0028945,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0018679,0.0019222,0.0037784,0.019668,0.0062959,0.0029703,0.37296,0.0028278,0.35443,0.002159,0.0037793,0.0036885,0.0020765,0.0051519,0.0078656,0.38723,0.0085148
0.35422,0.33625,0.35481,0.43372,0.38124,0.35857,0.025131,0.35651,0.0044133,0.36214,0.3555,0.35764,0.35916,0.35589,0.35521,0.029452,0.33832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002885,0.0027843,0.35229,0.046794,0.0062602,0.0044983,0.37675,0.0045134,0.35514,0.003545,0.3531,0.0043992,0.0032101,0.35101,0.35413,0.39164,0.33169
0.35301,0.33539,0.0062107,0.40863,0.38147,0.3572,0.019305,0.35495,0.0035791,0.36059,0.0062121,0.35741,0.35807,0.01004,0.0089227,0.020884,0.01512
0,0,0,0.0094769,0,0,0,0,0.34924,0,0,0,0,0,0,0,0.0012878
0.35463,0.0080305,0.35734,0.39172,0.38062,0.35983,0.37487,0.010462,0.0058468,0.36213,0.0076887,0.35648,0.35921,0.3571,0.015079,0.38273,0.017612
0.0012076,0.33038,0.0010371,0.048407,0.0060316,0.0013041,0.015305,0.3486,0.003634,0.0017621,0.35128,0.0043275,0.0016896,0.0038063,0.3472,0.020659,0.32782
0.35491,0.33679,0.35537,0.38425,0.38268,0.35936,0.37876,0.35748,0.35745,0.36085,0.35734,0.35734,0.35866,0.35812,0.3576,0.38598,0.34238
0,0,0.0029015,0.046363,0.0026645,0.0013916,0.0031593,0,0,0.0021836,0.0015747,0.0028364,0.0020206,0.0019223,0.0027598,0.0065323,0.0010426
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0075914,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.008054,0,0,0.0051842,0,0,0,0,0,0,0,0.0012934,0.0055475,0.0011594
0.35202,0.33231,0.0022828,0.12631,0.0039856,0.0036386,0.31563,0.35127,0.0028306,0.0068187,0.0049979,0.34605,0.0039026,0.0052287,0.35202,0.29405,0.33081
0,0.0019056,0.34966,0.098958,0.0056259,0.3451,0.0053899,0.0011174,0.0014836,0.0059807,0,0.0029506,0.0014684,0,0.0019955,0.0087329,0.0048997
0.0015385,0.0017295,0.0044498,0.14264,0.37435,0.0034902,0.032976,0.0031682,0.0031657,0.0046139,0.0031995,0.0057148,0.0039574,0.0044053,0.0054562,0.046872,0.0034077
0.0012991,0.0015333,0,0.039339,0.002849,0.0021347,0.040165,0.001701,0.0012775,0.002518,0.001701,0.0040182,0.0033821,0.0024824,0.0018591,0.068046,0.0049126
0,0,0,0.036711,0,0.0061158,0.0047683,0.0020779,0,0.3431,0,0.0016652,0.34411,0.34556,0.0015213,0.0040952,0.0023518
0,0,0,0.0034833,0,0,0.0011268,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0084091,0,0.0011526,0.0029169,0,0.34958,0,0.34822,0.0011886,0.0044209,0.0020391,0,0.0021847,0.0018836
0,0,0,0.0050589,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.013019,0,0.34048,0.010651,0,0,0.31979,0,0.0016852,0.016173,0,0,0.019217,0
0,0.0013806,0.0011366,0.043677,0.0071123,0.0017122,0.013628,0.34634,0.0015338,0.0026722,0.0013603,0.0025775,0.0022856,0.0019996,0.0020114,0.015387,0.0044021
0,0,0,0.049669,0.0032316,0.0044842,0.029133,0,0.0012248,0,0,0.0048218,0.0011151,0.0013736,0,0.06817,0.0020899
0.35049,0.0011926,0,0.055846,0.0031997,0.0018148,0.027032,0.0022891,0,0.0028645,0.0019167,0.0014007,0.0021976,0.0031232,0.0042305,0.033561,0.0040891
0,0.0018299,0,0.046675,0.0023555,0.0018848,0.2599,0.0021351,0.0018493,0.028145,0.0017086,0.0038533,0.33167,0.0032245,0.003565,0.18167,0.32258
0.0014302,0.32866,0.34959,0.085664,0.0053507,0.0030755,0.018546,0.0019568,0,0.0027472,0.0015847,0.34074,0.0023304,0.0017432,0.34657,0.036619,0.0030898
0.0011951,0.0015621,0,0.065942,0.0052726,0.0025258,0.037303,0.0028558,0.001214,0.0032745,0.0018246,0.0028155,0.0018057,0.0018609,0.0024901,0.06666,0.0024517
0,0.0015404,0.0030078,0.043161,0.35887,0.0020946,0.0044875,0,0,0.0023356,0,0,0.0020594,0.0019462,0.0019857,0.0048993,0.0024012
0,0.0012235,0.0012922,0.05032,0.0028755,0.0031022,0.0040501,0.0013913,0.35066,0.0010075,0.34933,0.0029236,0,0,0.0020872,0.0044226,0.0064051
0,0,0,0.010379,0,0.0010312,0.0023211,0.0010622,0,0.0012321,0,0.0016471,0.0011231,0.34452,0.0012664,0.0018004,0
