0.0053634,0.05216,0.013945,0.0033579,0.007483,0.0014919,0.0098458,0,0.011386,0,0,0.0017844,0.0092457,0,0.0020126,0,0.013909,0,0,0.0013665,0,0,0.019472,0.0038459,0,0.00046339,0.021449,0.008759,0.013183,0.0054318,0.017816,0,0,0,0.0065844,0.013733,0,0,0,0.0034384,0,0,0.011591,0.011131,0,0.0052172,0,0,0,0,0,0,0.012721,0.015432,0,0.012019,0,0,0.0084958,0,0,0,0.010141,0.004648,0.0071111,0,0.02804,0,0,0,0.010344,0,0,0.033675,0,0
0.00075153,0.13783,0,0.023385,0,0.0075471,0,0,0,0,0.0080881,0.018364,0,0.047658,0,0,0.0038364,0,0.011628,0,0,0,0.0018563,0,0,0,0.021989,0,0,0.018444,0,0.01616,0,0.01047,0,0,0.066237,0.0070195,0,0,0.005414,0,0.024203,0.048749,0.01258,0,0.019728,0,0,0.037141,0,0.014371,0,0.01192,0,0.0049655,0.01156,0,0.033858,0.028123,0,0,0.0096293,0.0024884,0,0.042275,0,0.015053,0,0,0.015398,0,0.064993,0,0,0.025756
0,0.038155,0.028156,0.006991,0.0088873,0.011944,0.016906,0,0.0074665,0.0076122,0,0,0,0.033354,0.0062088,0,0,0,0.010721,0.017026,0,0,0.009502,0,0.0090236,0,0.0070472,0,0.010535,0.014621,0,0.0078092,0,0,0.043901,0.011117,0.0036629,0.00059134,0.0048488,0,0.0075172,0,0,0.001846,0,0.0038942,0,0.021137,0,0.032674,0,0.0036056,0,0,0.0034425,0.019911,0.00025948,0.019836,0,0,0.016189,0,0.013587,0,0,0.0078388,0.023379,0,0.010282,0.0033512,0.016303,0,0,0.0109,0,0
0.96811,0,0,0.0012946,0,0.0044112,0.00015053,0,0.00010581,0.0036142,0,0,0.0032109,0,0.0038486,0,0,0,0,0,0,0.0057469,0,0.0050926,0.0022455,0,0,0,0.0028019,0,0,0.00033384,0,0.0046125,0,0.0023787,0,0.0012715,0.00012752,0,0,0,0.0056122,0,0,0.0034475,0,0,0,0,0.0020815,0,0,0.0039242,6.4056e-05,0.0014048,0,0.0056551,0.0053428,0,0.0046818,0.0032838,0,0,0.0009073,0,0,0,0.0043182,0,0,0,0.00026815,0,0.002096,0.00037302
0.017085,0.088902,0,0.010521,0,0.011046,0,0.0051344,0,0,0.004388,0,0.0042461,0,0,0,0.013951,0,0,0.021141,0.0014659,0.0071167,0,0,0.008289,0,0.021482,0.0038352,0,0,0,0.00017186,0,0.015999,0,0.0076197,0.00024089,0,0.0047566,0.0055565,0,0,0.0086322,0.015499,0,0,0.001582,0,0.015692,0,0.00493,0,0.005168,0,0.0044472,0,0,0.014605,0,0.005734,0.0060858,0.012776,0.024492,0.0040494,0.003306,0.020659,0.015089,0,0.021771,0.0018333,0.0037686,0.0063033,0.01931,0,0,0.011448
0.031463,0.045677,0.03145,0.012047,0,0.0093707,0.016708,0.01424,0.035317,0.0029568,0,0,0,0,0,0.013137,0.0073291,0,0,0.0080189,0.007279,0.00077372,0.010359,0,0.007747,0,0,0.0030349,0,0,0.018803,0.0020192,0.0078451,0.0056688,0,0.023034,0.0022047,0,0.0097455,0,0,0,0.0096933,0.017474,0.000306,0,0,0,0,0.017251,0.0015112,0.018431,0.016087,0,0,0.010031,0.019914,0,0,0.0055941,0,0,0,0,0.0017365,0.02208,0,0,0,0.0061228,0.022528,0,0.024294,0.0043677,0,0.022906
0.050362,0,0.21585,0,0,0.0038978,0,0.007166,0,0.017926,0.015851,0,0,0.015313,0,0,0.018361,0.021962,0,0.042659,0.011341,0,0,0,0.0022393,0.011303,0,0.032611,0,0.023006,0,0,0.018131,0,0,0,0,0,0.038108,0,0.014733,0,0.009119,0.017521,0.019959,0,0.014549,0,0.0064273,0.040424,0,0.015175,0.0086673,0.015362,0.010341,0.019947,0.025504,0,0,0.030021,0,0.02571,0.0014173,0,0,0,0.011837,0.01489,0,0.0068085,0.0071804,0.021491,0,0.051329,0,0
0,0.11714,0,0,0,0.0046691,0,0,0.0068665,0,0.002955,0.020653,0.0086541,0,0,0,0,0,0,0,0,0,0.031869,0.012273,0.013036,0,0.0092082,0,0.014472,0,0,0.016833,0.02183,0.024412,0,0.012088,0,0,0.0082935,0.0013192,0,0,0.018636,0.0076121,0,0,0.0017983,0.012041,0,0.003066,0.0047625,0,0,0,0.021838,0,0.0061583,0.022895,0,0,0.0055671,0,0.030683,0,0.0016862,0,0.018738,0.014291,0,0,0.0071825,0,0,0.027071,0.0027054,0.0031843
0.013146,0.15697,0.036555,0.011429,0,0.011068,0.0058987,0,0,0.0059525,0,0,0,0,0,0,0.0022005,0.0086395,0.027428,0.010844,0,0,0,0,0.011912,0,0.022009,0.034546,0,0,0.0029815,0.0021265,0,0.041128,0.012613,0,0,0,0,0.030326,0.0097309,0,0.026854,0.057306,0,0,0.012114,0.007303,0.031355,0,0.0073354,0.0044447,0,0,0.028284,0.0070085,0,0.010078,0.024273,0.011369,0,0.013271,0.0057241,0.012034,0.025068,0,0.025455,0.019709,0,0,0.0084538,0.0043556,0.017301,0.011794,0,0
0,0,0,0.00052345,0,0.0067532,0.00028229,0,0,0.0021009,0.0071316,0.0012707,0.00090976,0,0.0036101,0,0,0.0054466,0,0,0.0029348,0.0032119,0.00030807,0.0048921,0,0.0027158,0,0,0.0011834,0.0038782,0.0019565,0.00089237,0.004187,0.0073684,0,0.0021918,0,0.0014672,0,0,0,0,0,0.95951,0.00082696,0.0034672,0.0056814,0.0046887,0,0.002779,0.0016969,0.0027863,0.0072923,0.00060503,0.00098218,0,0,0.0077887,0.0055052,0,0,0.00029149,0,0.0096315,0,0,0,0,0.0034159,0.0077479,0,0.0030178,0,0,0.0056448,0
0,0,0,0.00055029,0.0032694,5.2717e-05,0.0026523,0,0,0,0,0,0.00070969,0,0,3.8613e-05,0.0021525,0.0021105,0,0,0,0.0022295,0,0.0012776,0,0.0010288,0,0,0.0023685,0,0.0021288,0.0016034,0.00024056,0.00091697,0,0,0,0.0014655,0,0,0,0.00048638,0.00049058,0,0,0,0.00079525,0.00037776,0,0.00013618,0.00023175,0.00011032,0.0021694,0.0003282,0.0021463,0.001066,0,0,0,0.0040207,0,0.0037677,0,0.0020119,0.0050487,0.00067413,0,0.00051348,0.0020383,0.0061421,0.00088432,8.8565e-05,0.0014648,0,0.0022245,0.0013492
0.0024638,0.020733,0,0,0,0.00040104,0,0.00091735,0.0043364,0,0,0,0,0,0,0,0,0.011219,0,0.006005,0.0041594,0,0.0017968,0.0020335,0,0,0.0064209,0,0.0054796,0.00060771,0,0,0.0053051,0,0.0050422,0.0037457,0.0027945,0,0.014908,0.0029804,0.0065165,0.0061261,0.0094266,0,0,0,0.012304,0.0068243,0.00757,0.0041621,0,0.0071652,0.0059764,0.012817,0,0,0.011069,0.0047515,0.004245,0.0035325,0.00077651,0,0,0,0,0.014968,0.0060914,0.0084713,0,0,0.0073274,0.0031845,0.028438,0.0085801,0.0072057,0
