0,0.0089686,0.011405,0,0.029994,0,0.010317,0.0098855,0.012395,0,0.0087895,0.053566,0,0.010912,0.026484,0.01158,0.01765,0,0.0016182,0.01706,0.030718,0,0,0,0,0.0075337,0.015941
0.010359,0,0.058983,0,0,0.006161,0,0,0,0.020252,0.010392,0.031336,0.084457,0,0.014187,0.00076204,0.0041517,0,0.054129,0.0023211,0.033075,0,0,0.0087918,0.057765,0.0075809,0.020677
0,0,0,0.015243,0.075455,0.0081255,0.01258,0.048857,0,0,0.016543,0.024017,0.03893,0,0,0.0055917,0.0063531,0,0.014849,0,0.021418,0.007131,0.011147,0,0.0058793,0.024538,0.014556
0.1504,0,0.23546,0,0.020495,0,0.03929,0,0.040628,0,0,0,0,0,0,0.021935,0.033387,0.050994,0.0018077,0,0,0.0015307,0.043658,0,0,0.018561,0
0.0038211,0,0.015294,0,0.0066477,0,0,0.0052187,0.0089658,0,0.012605,0.017483,0.022857,0.0064921,0.0086699,0,0.010751,0.003753,0,0.0050803,0.035288,0.0067647,0.018984,0,0.0084451,0.00041872,0
0.036193,0,0.019659,0,0.046433,0,0.0027439,0.015881,0.018493,0,0.0039739,0.080392,0.053613,0,0.0082004,0.037261,0,0.011149,0.0030316,0.01956,0.0044302,0,0.0087176,0,0.00052411,0,0.011133
0,0.032466,0,0,0.012172,0,0,0,0,0.026204,0,0.12185,0.010824,0,0.0070598,0,0.019828,0.0073963,0.016859,0.027209,0,0.032643,0.067183,0,0,0,0
0.010419,0.012044,0,0,0,0.0070629,0,0.027617,0.017466,0.011153,0.0093281,0.045257,0.015087,0.0076333,0.014766,0.0074353,0.013593,0.0074829,0,0.0069585,0.056283,0,0,0.02359,0.0098982,0,0.032608
0,0,0.097188,0,0,0,0,0.036809,0.039172,0,0.01338,0.022417,0.048122,0,0.020959,0.0093602,0.014855,0,0.0058223,0,0.040594,0.025497,0.020081,0.038847,0.022338,0.01527,0
0.041142,0,0.067936,0,0,0,0.01525,0.25356,0.014319,0.0032693,0,0.031965,0,0,0.02189,0,0,0,0,0.0095318,0.022832,0.0072742,0.012303,0,0.0036567,0.024507,0
0.033205,0,0,0,0.029236,0.030915,0,0.10702,0,0.021704,0,0.02427,0.082441,0,0,0.020337,0,0.043167,0.018154,0,0.088415,0,0.015653,0,0,0,0
0,0,0,0,0.09126,0.0083599,0,0.0022368,0.0013706,0.0014667,2.3635e-05,0.012886,0.01115,0,0.017635,0.00365,0,0.0060055,0.0091718,0.0027301,0.0090719,0,0.0036649,0,0,0,0
0,0.0084136,0.022071,0,0,0,0,0,0.0091042,0.022439,0.00044804,0,0.028867,0,0,0.014071,0.0024323,0,0.016413,0.0023732,0.024561,0.0099466,0.0055148,0.0022309,0.007841,0,0.015276
0,0,0.079799,0,0,0.057148,0.050202,0.0070877,0,0,0,0,0.0050326,0,0,0.0033295,0.033298,0,0.042573,0.024553,0.01043,0.055245,0.048407,0,0.005665,0.030495,0
0,0.025923,0,0,0,0.013171,0,0,0,0,0.0507,0,0.010482,0.014327,0.088143,0.014519,0,0,0.0040911,0,0,0,0,0,0.034634,0,0
0,0.04501,0,0,0.027355,0.020757,0,0.028468,0.0061041,0,0.008685,0.055276,0,0.014931,0.022889,0,0,0,0,0.0082946,0.038639,0.037508,0,0,0,0,0.005927
0,0,0.029064,0,0.039732,0.00115,0,0,0,0.0043038,0.0052452,0.016234,0,0,0,0.0088644,0.0193,0.002801,0.0049511,0,0,0.013113,0.0057903,0.0052997,0.0019684,0,0
0.011498,0.040869,0.011567,0,0,0,0,0.013123,0.011964,0,0,0.018591,0,0.018876,0.0026224,0.011719,0,0.0028552,0,0,0.092571,0.0053363,0.012502,0,0,0,0
0.020418,0,0.064858,0,0,0,0.0087309,0.0058869,0.0080448,0.014176,0,0,0,0,0.02625,0.014574,0,0.034523,0.025169,0,0.021182,0.0092665,0,0,0.014072,0.014198,0
0.013932,0.12169,0,0,0,0.0051527,0.001507,0,0.013301,0.0023633,0,0,0,0,0.010458,0.0041661,0,0,0,0.0067985,0,0.0054285,0.0041368,0,0,0.0096851,0
0.00034008,0,0,0,0.0018343,0.033786,0.030623,0.079437,0.017694,0,0.03224,0.029528,0.035717,0.10758,0.027644,0,0.032213,0.027221,0,0.037774,0,0.021029,0,0,0.017535,0,0.040416
0.012024,0.11034,0.0032238,0.0011765,0,0,0.0081165,0,0.002942,0.0043455,0,0,0,0,0.0085576,0.005269,0.0038017,0,0,0.0036035,0,0.0171,0.0022421,0,0,0.0032806,0
0.0088165,0.025259,0.031126,0.01805,0,0,0,0,0.0025134,0,0.011211,0,0,0.0066524,0.0066062,0.001901,0,0,0.0062291,0.0015377,0,0,0.95852,0,0,0,0
0,0,0.048919,0,0,0.039986,0,0,0,0.022616,0,0.043782,0.029814,0,0,0,0.0052821,0.015222,0,0.019624,0.013077,0.0058253,0.0070256,0,0,0.027045,0
4.6136e-05,0,0.036032,0,0,0,0,0.31994,0,0.014874,0,0,0,0,0.0028789,0.016356,0.0033325,0,0.030284,0.01691,0,0.00084689,0,0,0.0022268,0.033397,0.0073614
