0,0,0.0050079,0,0.006319,0,0.012259,0,0,0.015546,0,0.0090457,0,0,0.027365,0,0.018038,0,0,0.051104,0,0.0099783,0.0024672,0.0046231,0,0,0.0021008,0.0056252,0.0059518,0.0070859,0.014232,0.015898,0,0.013803,0,0.012928,0.016077,0,0.019747,0.0075887,0,0,0.0080812
0.053631,0,0.011336,0.030577,0,0,0,0,0.0099477,0,0,0,0.00077551,0,0.050591,0,0.0037187,0,0.0064797,0,0.00046256,0,0.061152,0,0,0,0,0.027348,0,0.02274,0.0057412,0,0,0,0,0,0.010553,0,0,0.0034899,0.0027249,0.069645,0.0064049
0,0,0,0.0090162,0.0076833,0,0.015085,0,0,0,0,0.014892,0,0.0099607,0.013821,0.0020296,0.0071935,0,0.0078779,0.02036,0.011937,0,0.010137,0,0.012562,0.0085495,0,0.00044781,0,0.016682,0,0,0,0,0,0.015364,0.0012256,0.0011106,0.010788,0.0023132,0.0094302,0.006199,0.01272
0.0082628,0.016445,0.9453,0,0,0.0026574,0.0088197,0,0,0,0.0021452,0.008959,0.0019934,0.011342,0,0,0.005325,0,0,0,0.0012211,0,0,0,0,0.0030837,0.0034246,0,0.0090857,0.0001224,0.0020928,0,0.02529,0,0,0.009286,0.0069142,0.014342,0.0028342,0.0025324,0.0030246,0.0097696,0.002608
0,0,0.024745,0.012714,0,0.00095722,0,0,0.0034146,0.0074906,0.017416,0,0.0093251,0,0.037818,0.002677,0.008792,0,0,0,0,0.0033325,0,0,0.017455,0.0020379,0,0.0023237,0,0,0.0030374,0,0,0,0.0025836,0,0.0068065,0,0.013912,0.0011141,0,0,0.022593
0,0.03917,0.037264,0.0015975,0.0016426,0,0,0,0,0.0066578,0,0.021785,0,0,0.0098723,0.0020731,0,0,0.00019555,0.010162,0,0.016369,0.00041046,0,0.0074389,0.0042007,0.0070819,0.017923,0,0,0.061294,0.021896,0,0,0.011467,0.01726,0.007846,0,0,0,0,0.003873,0
0,0.037842,0.044025,0,0.0046479,0,0,0.00013223,0.024918,0,0.013068,0,0.031667,0.0057514,0,0.0048399,0.017834,0.03076,0,0.0084267,0,0.042995,0.01317,0,0.055401,0,0.01662,0,0,0.022236,0,0,0,0.010581,0.014218,0.0066391,0.022481,0,0,0,0,0,0.0077137
0,0,0.0078935,0,0,0,0.0065174,0,0.023025,0.018009,0,0,0,0,0.043293,0,0.010417,0,0.0030348,0,0.016129,0.0076933,0.0036976,0.0058311,0,0.013863,0,0.0026498,0.011742,0,0.017388,0,0,0,0.025972,0.0043397,0.015759,0,0.0054887,0,0.0053951,0.0031083,0.025207
0,0,0.029672,0.018845,0,0,0,0,0,0.039498,0,0.010884,0,0,0.040436,0.0068531,0.0065082,0.0081387,0,0,0.0044405,0,0.012738,0,0.011903,0.0048334,0,0,0,0,0,0,0.012942,0,0,0,0.027457,0,0.016142,0,0.013488,0,0.0069344
0.0054086,0.0058973,0,0.0054929,0,0,0,0,0,0.0036913,0.0081505,0,0.0062003,0.0053647,0,0,0.0026749,0.0064956,0.011406,0,0.011879,0.0039297,0,0.00051887,0,0,0.0092545,0,0.0049295,0.0099587,0.014011,0,0.015927,0.0017393,0.0049817,0.007442,0,0,0,0.0063037,0,0,0
0.011796,0.0094794,0,0.0033626,0.0046938,0,0.0031753,0,0,0.0044483,0.0034347,0.003449,0.0018108,0,0,0.0025742,0,0.0026331,0.0032796,0,0,0.0035651,0,0.00069917,0,0,0,0.0047943,0,0,0.0040849,0,0.00080731,0,0.0014744,0,0,0.0068061,0.0055556,0,0,0,0
0.00031681,0,0.004397,0,0,0.0052303,0,0.0034544,0.001608,0.0020088,0,0.0030517,0,0,0.011824,0.0097846,0.0010516,0.015594,0.0090757,0.0086035,0.0043786,0.0022171,0.0057163,0,0.006822,0,0.0040701,0.018928,0.0017212,0,0,0,0,0.005961,0.0077046,0.0019541,0.011263,0.0040179,0.0010219,0,0,0.0016495,0
0,0,0.0070534,0.018542,0,0,0,0,0.027657,0.011147,0,0.0030876,0,0.0051337,0.018127,0,0,0,0,0,0,0.00085852,0.01498,0.0024523,0.004021,0,0.0052989,0.0084699,0,0.0076377,0,0,0,0.0016389,0.015996,0.0067805,0,0.0039332,0,0,0,0,0.011937
0,0,0.099354,0.010118,0.057669,0,0.018631,0.024354,0,0,0.017871,0,0,0,0,0,0.018997,0.023376,0.04635,0,0,0.033311,0.035886,0,0.045168,0.0041665,0.042952,0,0,0.03061,0,0,0,0,0,0.0007454,0,0,0.0032951,0.015204,0,0,0
5.845e-05,0.017053,0,0.0061274,0,0.0072524,0.0071503,0,0,0,0.013771,0.006942,0,0,0,0.0049436,0,0,0,0,0,0,0,0,0,0,0.004133,0,0.0013506,0,0,0.00043377,0.0026176,0,0.0012014,0.0071875,0.0026663,0.010744,0,0,0,0.0070436,0
0,0,0.0035128,0,0,0,0.014882,0,0.0031481,0.014788,0,0,0.026622,0,0.027314,0.017404,0.0023982,0,0.012349,0.0086949,0,0.0066271,0.0018734,0,0,0.014903,0.0093195,0,0,0,0.005023,0,0.0013592,0.015553,0.015937,0.011667,0.016614,0,0.018025,0,0,0,0.014629
0,0,0.084309,0.0080132,0,0,0.0081927,0,0.0024758,0.00079474,0.011869,0,0,0.015006,0,0.00022621,0.015764,0.036971,0,0,0.010279,0,0.0068879,0,0.0015435,0,0,0.017826,0,0.015965,0,0,0,0,0.0055776,0,0,0,0,0,0,0,0.00038767
0,0,0.029378,0,0,0.0012164,0.020553,0.0087981,0,0.0112,0.0066354,0.00086494,0,0.0034817,0.074678,0,0,0,0,0,0,0,0,0.021503,0.0048397,0.0018265,0.0082556,0,0,0,0,0,0.0039874,0,0.0060493,0.011749,0.011397,0,0.0036836,0,0.024944,0,0.012953
0.032471,0,0.046108,0,0.011095,0.034285,0,0.021343,0.013218,0.011085,0.0072408,0.0035706,0,0,0.035083,0.017503,0,0,0,0.022112,0.017627,0,0.026148,0.0018609,0,0,0.0084169,0.016476,0,0.0052122,0,0.010088,0,0,0,0,0.016319,0,0.01137,0.011339,0,0.0043369,0.0035137
0.0021315,0,0.011579,0.0020042,0,0,0,0.001076,0.0031976,0.012289,0.0056168,0,0,0,0.0003308,0,0,0,0.00078488,0.0049806,0.0021761,0.005374,0,0,0,0,0.0027265,0.004573,0,0.0027947,0.0070769,0.0019981,0,0,0,0.0098607,0.0098004,0.00013805,0.013352,0,0.00040376,0.0013961,0.0083358
0.0063085,0.022312,0,0.0068146,0,0,0.0032341,0.0038797,0.0017123,0,0.014843,0.012452,0,0.019454,0,0.0019303,0,0.0047755,0,0,0.00097674,0.0019108,0.0023882,0,0,0,0.0065964,0.0081654,0.0052693,0.0067057,0,0,0,0.0045549,0.011137,0,0,0.0061194,0.0026358,0.0041472,0,0.0085031,0.92475
0.0045015,0,0.016477,0.0056225,0.00639,0,0,0.0064223,0.0048743,0,0,0.0044094,0.00085121,0.0049945,0.0060543,0.0077759,0.0030472,0.0065184,0,0,0,0.004022,0.0057442,0.0019359,0,0,0,0,0,0.0016237,0.000318,0.0011597,0,0,0.00053626,0.0031045,0.006437,0.0045945,0.0021935,0,0.0039665,0,0
0.016719,0.01327,0,0,0,0.0005135,0,0,0,0.00096126,0.0065078,0.010006,0,0.0041638,0.0027248,0,0,0,0,0,0.0014587,0,0.0054793,0.010597,0.96154,0,0.0055532,0.0055374,0,0,0.0056802,0.0023006,0.011868,0.0045486,0.0091299,0.001201,0.00015096,0.012986,0.0014237,0.0059698,0,0.0012436,0
