0,0,0.00602,0,0,0,0,0,0,0,0.0015721,0,0,0,0,0,0,0
0.34054,0.35772,0.4375,0.38175,0.35902,0.35835,0.37173,0.35773,0.36149,0.35901,0.4285,0.35979,0.35778,0.36983,0.35811,0.35958,0.3942,0.34231
0.31897,0.35131,0.14664,0.0031802,0.35061,0.0014936,0.001957,0.0015091,0.0042881,0.012677,0.051149,0.0026776,0.001918,0.0061991,0.0024872,0.0026169,0.0080889,0.32653
0.33678,0.0037636,0.22622,0.0033679,0.005333,0.35331,0.3639,0.35438,0.35288,0.35564,0.17938,0.35292,0.35463,0.35624,0.35349,0.35454,0.38144,0.33579
0,0,0.012185,0,0,0,0,0,0,0,0.0077025,0,0,0,0,0,0.0020047,0
0,0,0,0,0,0,0,0,0,0,0.0011384,0,0,0,0,0,0,0
0.0011894,0.003069,0.015202,0.0026302,0.0022227,0.35013,0.004724,0.35334,0.0018093,0.0020884,0.39614,0.354,0.0027089,0.0022659,0.002418,0.0053602,0.011327,0.0052221
0.3397,0.35489,0.43402,0.37966,0.35729,0.0087748,0.36808,0.0048318,0.35999,0.35724,0.079984,0.0064697,0.35543,0.36919,0.35594,0.3551,0.38437,0.33811
0,0,0,0,0,0,0,0,0,0,0.0015769,0,0,0,0,0,0,0
0.0028654,0.35206,0.048444,0.0024077,0.0035721,0.35318,0.03485,0.35509,0.0068421,0.0038036,0.41049,0.3536,0.35298,0.023893,0.0037759,0.35419,0.075066,0.33079
0.33823,0.005888,0.40481,0.38007,0.35615,0.0057166,0.33805,0.0030354,0.35492,0.35565,0.059732,0.006848,0.0052356,0.34809,0.35498,0.0065861,0.32134,0.012885
0,0,0.0094449,0,0,0,0,0.34915,0,0,0,0,0,0,0,0,0.0011103,0.0012306
0.009621,0.35692,0.39231,0.37907,0.35803,0.35629,0.36989,0.0049689,0.35923,0.0086787,0.39347,0.35813,0.0061618,0.36594,0.35606,0.011835,0.38747,0.014024
0.33181,0,0.047208,0.0032241,0.0011993,0.0017754,0.0025185,0.004097,0.0021347,0.35064,0.055777,0.001851,0.35196,0.0048252,0.0025161,0.34832,0.0068076,0.32856
0.33961,0.35507,0.38681,0.38065,0.3575,0.35711,0.36059,0.35736,0.35765,0.35835,0.41366,0.35857,0.35671,0.36326,0.35586,0.35709,0.37987,0.34081
0,0.0027207,0.045136,0.0012575,0.001387,0,0.01107,0,0.0030865,0,0.0075143,0,0.0011954,0.0066747,0.0025027,0.0020231,0.013636,0
0,0,0,0,0,0,0,0,0,0,0.0019054,0,0,0,0,0,0,0
0,0,0.0070472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0072874,0,0,0,0.0010211,0,0,0,0.017314,0.0013329,0,0,0,0.0010165,0.0012145,0
0.33413,0.0020686,0.12781,0.0013813,0.0037278,0.35223,0.33542,0.0026244,0.0078239,0.3531,0.20522,0.0072702,0.00452,0.010099,0.34938,0.35201,0.29428,0.33128
0.002211,0.3502,0.094265,0.0028293,0.34937,0,0.0011473,0.0012654,0.0032718,0.0011598,0.037829,0.0015202,0,0.0041787,0.0015881,0.0015539,0.0035655,0.0038467
0.0015813,0.0037535,0.1345,0.37614,0.0037368,0.002391,0.0049408,0.0021003,0.0043739,0.0021445,0.18671,0.0040003,0.0022332,0.010528,0.0024832,0.0032961,0.0095262,0.0014609
0.002068,0,0.038672,0.0016419,0.0016692,0.0011722,0.0039329,0.0011018,0.0020821,0.0013363,0.033878,0.34532,0.0015465,0.0079631,0.0023778,0.0016132,0.0043412,0.0044585
0.0013628,0,0.048954,0,0,0.001733,0.023402,0.001149,0.34319,0.001613,0.015031,0.0014765,0,0.32994,0.0013423,0.0017601,0.077939,0.0018906
0,0,0.0033791,0,0,0,0,0,0,0,0.0015108,0,0,0.0010472,0,0,0,0
0,0,0.0088372,0,0,0,0.0035737,0.35006,0,0,0.0066045,0.0010784,0.34875,0.0091964,0,0,0.0063542,0.0015214
0,0,0.005011,0,0,0,0,0,0,0,0.0014296,0,0,0,0,0,0.0011368,0
0,0,0.013328,0,0.33983,0,0,0,0.338,0,0.029744,0.003841,0,0,0.0010898,0,0.0049945,0
0.011672,0,0.04336,0.0044141,0.0014694,0.0020891,0.002762,0.0011642,0.002828,0.33773,0.052333,0.0024293,0.0010585,0.0053813,0.0015378,0.001208,0.0022252,0.0032746
0,0,0.049382,0.0012677,0.0042363,0,0.0019971,0,0.0016951,0,0.091374,0,0,0.0030881,0.0031391,0,0.0079806,0.0015653
0.0013063,0,0.053353,0,0.001605,0.0030948,0.31207,0,0.0023911,0.0017374,0.1046,0.0026107,0.0013304,0.0049022,0.0021122,0.0030487,0.21064,0.0028639
0.0027583,0,0.049071,0.0012507,0.001532,0.34747,0.014859,0.0019509,0.0032208,0.0019428,0.056641,0.0013747,0.0016621,0.32009,0.00219,0.0034185,0.083527,0.32459
0.31896,0.35003,0.086217,0.0022959,0.0032558,0.0014531,0.0047707,0,0.0023258,0.012252,0.096225,0.0011541,0.0011884,0.0050098,0.34428,0.347,0.010549,0.0015939
0.0023884,0,0.065144,0.0030468,0.0024592,0.0011734,0.0097966,0,0.004233,0.0022007,0.028096,0.34548,0.0015828,0.0062155,0.0011626,0.0019594,0.011102,0.0023925
0.0017661,0.0027485,0.039297,0.36811,0.0021429,0,0.0036886,0,0.0021346,0,0.019846,0.0020947,0,0.005585,0,0.0015389,0.00891,0.0020899
0.0015233,0.0012575,0.048267,0.0014034,0.0029989,0,0,0.35107,0.0014035,0.0013375,0.016996,0,0.34991,0.0028096,0.0011663,0.0016374,0.0034364,0.0052998
0,0,0.017494,0,0,0.0010834,0.02355,0,0.0044168,0,0.0071638,0,0,0.020997,0.0025192,0.0015818,0.054832,0
