0,0,0,0
0.06821,0,0.25758,0
0.17804,0,0.0010497,0.25604
0.20422,0.25294,0.24967,0.0023865
0,0,0,0
0.0041264,0,0,0
0.029872,0,0,0.0015477
0.2898,0.24294,0.0060782,0.25284
0.0095471,0,0,0
0.0014757,0,0,0
0.0022369,0,0,0
0.16757,0,0.25513,0
0.050333,0,0,0
0.15173,0.25299,0,0.26267
0.0092203,0.0011603,0,0
0.24921,0,0,0.24874
0.0027705,0,0,0
0.0063301,0.25757,0,0
0.0069206,0,0,0
0,0,0,0
0.09084,0,0.25918,0.0020882
0.0041936,0,0,0
0.0025229,0,0,0
0.0083977,0,0,0.0024234
0.0021447,0,0,0
0.0070801,0,0,0
0,0,0,0
0.29279,0.24126,0.24002,0.25396
0.0063242,0,0,0.0020401
0.062156,0,0.0036693,0
0,0,0,0
0.0051556,0,0,0
0.25799,0.2439,0.24654,0.0013072
0.010798,0,0.0031281,0
0.34815,0.23811,0.23696,0.24899
0.0029946,0.0011182,0.0025524,0
0,0,0,0
0.27887,0.24314,0.24142,0.25307
0.059876,0,0.0013702,0
0.032094,0.0019468,0.002753,0
0.0022968,0,0,0
0.11593,0,0,0.004757
0.21807,0.24978,0.24851,0
0.043795,0,0,0.26758
0.010163,0,0.0029276,0
0.22855,0.24781,0.24503,0
0.040143,0,0,0.0031128
0.067518,0,0.0021772,0.26528
0.03326,0,0.0013683,0.0014151
0.0053884,0,0.001223,0
0.012411,0,0.0031203,0
0.061987,0,0,0
0.07194,0,0.25717,0
0.1688,0.25087,0,0.26002
0.056048,0.0018111,0.004452,0
0.039977,0,0.0018897,0
0.0214,0.0012549,0,0
0.035051,0,0,0
0.042021,0,0.0032312,0
0.13576,0,0,0.26207
0.084885,0,0.25437,0.0050924
0.016455,0,0.0025723,0
0.036711,0,0.0020934,0
0.0071696,0,0,0
0.019982,0.26015,0,0
0.004333,0,0,0
0.019556,0.0012586,0,0
0.029909,0,0,0
0.073313,0,0.25568,0.0010359
0.16191,0,0,0.26559
0.028438,0,0.0023605,0
0.035891,0,0,0
0.030106,0.25805,0.0042251,0
0.014091,0.0013406,0,0
0.0058461,0,0,0.0015712
0.0017925,0,0,0
0,0,0,0
0.017469,0.0012604,0.0030847,0
0.011849,0,0.0012583,0
0.0095233,0,0.002005,0
0.014723,0,0,0.0032975
0.25593,0.24814,0.23803,0.25801
0.036649,0,0,0
0.018696,0,0.0022943,0
0.012239,0,0.0032386,0
0.0055388,0,0,0
0.015082,0.0016727,0,0
0.027388,0,0,0.0020148
0.059933,0,0,0.0057101
0.073188,0.2583,0,0
0.040456,0,0.0047001,0.25927
0.035401,0,0.0056578,0
0.063394,0,0.2573,0
0.043877,0,0,0
0.035588,0,0,0
0.016244,0,0,0.0024254
0.012871,0,0.002543,0.0028809
0.038759,0.0015602,0,0
0.050335,0,0.0013158,0.0060358
0.14418,0.25222,0.0010932,0.25726
0.068504,0,0.0022207,0
0.03647,0,0.25497,0
0.018398,0,0,0
0.024045,0,0.002265,0
0.0097016,0,0,0.0014322
0.0012574,0,0,0
