0,0,0,0,0
0.0065542,0.14925,0.055699,0.030477,0.053312
0.31888,0.029099,0.065974,0.099704,0.16053
0.03455,0.31037,0.28251,0.23656,0.205
0,0.0014106,0.001106,0.001424,0
0.0032161,0.012658,0,0,0
0.084157,0.0022533,0,0,0.021362
0.24634,0.24069,0.30799,0.29284,0.32186
0.028139,0,0,0.019143,0
0.0019891,0.0017991,0.0012083,0,0.0010106
0.0033291,0,0,0.0022015,0
0.073566,0.21569,0.13677,0.20448,0.19988
0.056166,0.05316,0.035643,0.01382,0.11547
0.20152,0.049455,0.14769,0.10469,0.029444
0.017345,0.022069,0.0083145,0.005853,0.01272
0.30512,0.19218,0.2514,0.11187,0.29128
0.0041412,0.0011903,0.0023024,0.0024006,0
0.013552,0.028918,0.0035282,0,0
0.0032708,0.0039524,0.0035107,0.010054,0.0045126
0,0,0,0,0
0.024597,0.073665,0.067039,0.12051,0.068818
0.0066686,0.0052659,0.0048673,0.0071044,0
0,0.0016402,0.0013821,0.0030482,0
0,0.022797,0,0.083941,0
0,0.0032529,0.0024636,0.0033957,0.001606
0,0.006477,0.011612,0.005171,0.0056433
0.0017105,0,0,0,0
0.23619,0.25286,0.30121,0.30901,0.30837
0.0092053,0.007271,0.007928,0.0044446,0
0.08372,0.069909,0.026675,0.019128,0.045428
0,0,0.0010457,0,0.0013544
0.010142,0.0063049,0.0033048,0,0.0018003
0.19341,0.34954,0.23873,0.26176,0.24205
0.026993,0,0.0059032,0,0.0080794
0.34373,0.33385,0.34176,0.32104,0.3551
0.0031916,0.0035924,0.0011046,0.0097957,0.0043532
0,0,0,0.0012827,0
0.26478,0.28797,0.30684,0.28599,0.23642
0.054136,0.04413,0.016808,0.015991,0.10288
0.028558,0.0044185,0.02325,0.031967,0.022587
0.0015575,0,0,0,0.002681
0.14311,0.068359,0.092602,0.040725,0.071864
0.14336,0.26887,0.19258,0.17491,0.29349
0.054693,0,0.06397,0.11201,0
0.011812,0.0092151,0,0.006313,0.004611
0.18498,0.28249,0.24703,0.17632,0.21927
0.034577,0.011715,0.0027286,0.014386,0.090769
0.066893,0.036615,0.073767,0.11005,0.021279
0.031943,0,0.02186,0.037032,0.021807
0.0047898,0.0069571,0,0.0011063,0.005481
0.030152,0,0.0062735,0,0.0064637
0.051343,0.047591,0.052207,0.016462,0.098804
0.044958,0.10583,0.080772,0.0088964,0.055263
0.14778,0.065149,0.20161,0.26832,0.16193
0.055273,0.084504,0.013278,0.035238,0.026232
0.057018,0.040885,0.0032923,0.009284,0.026959
0.012789,0.018077,0.023844,0,0.054784
0.027603,0.048808,0.025999,0.0081867,0.045047
0.04182,0.032979,0.0064228,0.017722,0.044801
0.1958,0.05116,0.092636,0.20755,0.035226
0,0.13351,0.13822,0.085577,0.13827
0.015899,0.020995,0,0,0.014469
0.044448,0.0049516,0.018807,0.017522,0.030542
0.0042908,0.0019153,0.010864,0.0048918,0.0051454
0.018589,0.032315,0.030857,0,0.0033298
0.0059891,0,0.0050661,0.0031899,0
0.0097734,0.014148,0.021287,0,0.055174
0.035353,0.02326,0.020436,0.0016192,0.044388
0,0.12814,0.132,0.057978,0.093282
0.24047,0.031493,0.10695,0.27545,0.077192
0.022865,0.016817,0.010185,0.012528,0.030761
0.043054,0.025242,0.011921,0,0.031082
0.013971,0.08615,0.01087,0,0.012252
0.0032496,0.015855,0.030084,0.0028043,0.028027
0.009076,0.0024576,0.0055804,0.0024521,0
0.0011849,0.0022331,0.0027323,0.0018133,0
0.0024263,0,0.0010933,0,0
0,0.0086458,0.067012,0,0.07887
0.01341,0.010995,0.015563,0,0.024831
0,0,0.0030716,0.03941,0.023214
0.012576,0.022071,0,0.0032503,0.0067156
0.3223,0.18451,0.22785,0.22318,0.13857
0.0091649,0.062556,0.017037,0,0.090304
0,0.031965,0.010851,0.030759,0
0,0.020057,0,0.041029,0.0042882
0.0049294,0,0.0032524,0.0051749,0.0057703
0.017644,0.0096599,0.0088768,0.007174,0.013633
0.03361,0.0038912,0.001645,0.0058474,0.024057
0.044235,0.037568,0.012592,0.15353,0.025483
0.02174,0.06722,0.14413,0.026905,0.121
0.056783,0.003788,0.056751,0.040073,0.017927
0.022797,0.086704,0.002372,0.0034993,0.027496
0.017009,0.10632,0.088344,0.050307,0.027805
0.059915,0.030942,0.015966,0.021723,0.029045
0.086195,0.0033165,0,0,0.087885
0,0,0.031622,0.034349,0
0.015219,0.003169,0.0076147,0,0.011534
0.0096921,0.024103,0.08105,0,0.11959
0.035529,0,0.03167,0.09403,0.038525
0.1833,0.15014,0.135,0.11879,0.099518
0.087624,0.04669,0.012761,0.074832,0.011984
0,0.092426,0.047642,0,0.017862
0.012906,0,0.0087034,0.0026444,0.066439
0,0.037798,0.020313,0.041572,0.0031908
0.0099434,0,0.0093185,0.013829,0.0013624
0.0041384,0,0,0,0.001111
