0,0.0054584,0.0013737,0.0058452,0.003071,0.003423,0,0,0.0055989,0,0,0,0,0.0018385,0.0053628,0.0033157,0.0014548,0.0080253,0,0.0071305,0,0.0040811,0.0024673,0.011432,0.0037648,0,0.0089628,0.0043581,0.0049965,0.0035504,0,0.0044566
0,0.0054373,0.0085904,0.0018719,0.0015948,0.005399,0,0.0014809,0,0,0,0.0024672,0.0062369,0.007073,0.0017357,0,0,0.0035389,0.0048811,0,0.0043996,0,0,0.0025799,0.0021205,0,0,0,0,0.011686,0,0
0.011929,0.0017393,0,0.027938,0,0,0,0.0021416,0.010797,0,0.0068825,0.00058897,0.0036756,0.0015032,0,0.007769,0,0.042067,0,0.0061874,0.028034,0.0056877,0,0.0093512,0,0,0.0060485,0.015241,0,0,0.013264,0
0,0.0098216,0,0,0,0,0.012613,0,0.0047907,0,0.0025252,0,0,0.0042101,0.0080676,0.0041779,0.00057946,0,0.00066206,0,0,0,0.0058968,0,0,0,0,0,0.0038575,0,0.0093527,0.012173
0,0,0,0.0047616,0.0058622,0.0039391,0,0,0,0,0.011666,0,6.9049e-05,0.0055423,0,0,0,0.055396,0.00022354,0,0.01738,0.0060169,0,0,0,0,0,0.011545,0.00084831,0,0.0049562,0
0,0.0038464,0.0012404,0.0068499,0.00055262,0,0.0058702,0,0.00055938,0.00095298,0.00038942,0,0.00095902,0,0,0.0032228,0,0.0054536,0.0046414,0.013758,0.0016872,0.0012714,0,0.0080887,0,0.0024062,0,0,0.0023354,0,0.0047988,0
0,0,0,0,0,0,0,0.0039036,0,0.0050954,0.97269,0.0015795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033845,0.00039131,0,0.006451
0.00068918,0,0.0086595,0.0010576,0.0087164,0,0.0061461,0.0029944,0.0008845,0,0,0,0.0036609,0,0,0.0010583,0,0,0.0016298,0,0,0,0,0.0027106,0,0.080618,0.0052658,0,0.0030012,0.0029458,0,0.0062423
0.0057903,0.00060395,0,0,0.025142,0.0087226,0,0.00042651,0.027018,0,0.078069,0,0.0014963,0,0.020454,0.011872,0.0070575,0.050752,0.0015622,0,0.02331,0.072487,0,0.0094724,0.014134,0.069212,0,0.021907,0,0,0,0.0134
0.0016613,0.001797,0,0,0,0,0,0.00059523,0.0074852,0,0,0.0010353,0,0,0,0,0,0.0081416,0,0,0,0.010494,0.0045637,0.0097946,0,0,0,0,0.0012289,0,0,0.00075424
0.00029368,0.013776,0,0.0074443,0,0.056692,0,0.0047173,0.0068859,0,3.0117e-05,0.00098919,0.010768,0,0.01851,0,0,0.0093658,0.0015583,0,0.0029736,0,0.0094826,0.017656,0,0,0,5.3736e-05,0,0.024612,0.018057,0.0088214
0,0,0,0,0.0095011,0.004677,0,0,0,0,0.0016486,0.0033853,0.0017981,0,0.0046594,0.0031461,0.00026112,0.04281,0,0.0031419,0.0048261,0.018977,0,0.0018706,0.001386,0.0013751,0,0.002697,0,0,0.0017712,0
0,0,0,0.0014865,0,0,0,0.00011806,0,0,0,0,0.010257,0,0,0,0,0.0010327,0.010433,0,0.0020509,0,0,0,0.0011957,0.026755,0.00074082,0,0,0,0.0054889,0.010509
0.0138,0.00055975,0,0,0.013181,0,0.0062528,0,4.9324e-05,0,0.023164,0,0,0,0.0038253,0.014106,0.014959,0.030388,0.021736,0,0.01431,0.012489,0,0,0.019584,0.011334,0,0.00065548,0.014998,0,0,0
0,0.0059083,0,0.010824,0,0,0,0,0,0,0,0,0.0021042,0,0,0,0,0.002436,0.0038087,0.00376,0,0.0020411,0.0043317,0.014102,0,0,0,0,0.0034172,0,0.007185,0.0043929
