0,0.0057046,0.001875,0.007554,0,0.0039472,0.0052127,0,0,0.0058166,0.0021049,0,0,0,0.0055562,0.003315,0.0015774,0.0031625,0.00075088,0.00783,0,0,0.0035257,0.0050098,0.0030991,0,0.00019292,0,0,0.0034322,0,0,0,0.0070447,0.012624
0,0.0046642,0.0088727,0.001977,0,0.0057829,0.0091681,0,0.001342,0,0,0,0.0066489,0,0.0030139,0,0.0002866,0,0,0,0.0054932,0.0011944,0.0022742,0,0,0,0.0059223,0.0042423,0,0,0,0,0,0.0010874,0.00361
0,0,0,0.030645,0.0028119,0,0,0,0.0010909,0.010052,0,0.0021504,0.0048916,0,0.036369,0.008051,0,0.0071493,0,0.0072375,0.030566,0,0,0.022077,0.01126,0,0.013597,0.021446,0,0.0064644,0,0.0029925,0.018488,0.018022,0.0081674
0,0.017092,0.00095556,0,0.00072562,0,0.029024,0.013339,0,0.0084316,0.0029699,0.0043301,0,0,0.016614,0.004146,0.002081,0,0,0,0,0.002684,0,0,0,0,0,0,0.0088304,0.0084512,0,0,0,0.0063407,0.010103
0.0025496,0.0098405,0.0002058,0.0054315,0,0.0041683,0,0,0,0,0.0050274,0.0085542,0,0,0.020944,0,0,0.00097343,0,0,0.01802,0,0,0.020223,0.0037832,0,0.022002,0.0054306,0.0029129,0.0027615,0.011113,0.0078444,0,0,0
0,0.0021803,0.0012766,0.0077274,0,0,0,0.00566,0,0.00047898,0.013992,0.001346,0.00091527,0.0017359,0.0051227,0.0034294,0,0,0,0.012797,0.0022337,0,0,0,0.010202,0.0032313,0.00068033,0,0,0.0016743,0,0.0010744,0.0027275,0,0
0.00045655,0,0,0,0.002342,9.1002e-05,0,0,0.0029569,0,0,0.98015,0,0,0,0,0,0.0022879,0,0,0,0.0072641,0,0.10545,0,0,0,0,0.0019303,0,0.00064276,0,0.00465,0,0
0.0018584,0,0.008454,0.0021245,0,0,0.097766,0.0061111,0.0028477,0.0013595,0.0056527,0,0.0047474,0.0035613,0,0.0001835,0,0,0.0088544,0,0,0.00022212,0,0,0.0021386,0.011784,0,0,0.00029248,0.0098888,8.6255e-05,0.021722,0.023958,0.037084,0
0,0,0,0.0010032,0,0.010001,0.039144,0,0,0.028334,0.0045456,0.063035,0.0033588,0,0,0.012379,0.0080821,0,0.033655,0,0.023794,0,0.011715,0.065023,0.012523,0,0.0106,0.011832,0,0.0058611,0,0,0.019443,0.0081986,0.0017471
0,0,0,0,0.0014022,0,0.0043949,0,0.0002589,0.0077481,0,0,0,0.00093948,0,0,0,0.001344,0,0,0.00019984,0,0,0,0.011924,2.4361e-05,0.010847,0,0,0,0.0064845,0,0,0,0.0014523
0,0.016441,0,0.009201,0,0.061657,0.02467,0,0.0045746,0.010191,0.001437,0.0022261,0.011048,0.00051432,0.026883,0,0,0,0,0,0.0059207,0.0049627,0,0.0019708,0,0.006392,0.001586,0.012073,0,0,0.0014236,0,0,0,0
0.0016506,0.0035782,0,0.00012152,0,0.004858,0,0,0,0,0,0.00032955,0.001118,0.003159,0.016383,0.0031193,0,0.0011133,0.0057421,0.0031629,0.0044582,0,0.0014445,0.0059392,0.0067829,5.4913e-05,0.010448,0.011413,0.0017384,0.0022148,0.0039562,0.0044766,0,0.0055314,0.00034324
0.003675,0.007467,0,0.0040209,0.0010439,0,0.091397,0,0,0,0.002353,0,0.011124,0.0043606,0.0058556,0,0,0,0,0,0.0040547,0.0022755,0.0021311,0,0,0,0,0.0061772,0.0050544,0.0065567,0.0081445,0,0,0.0018452,0
0.00047341,0,0,0,0,0,0.01982,0.0062425,0,0,0.010195,0.020477,0,0.0040754,0.042372,0.015062,0.013293,0,0,0,0.015008,0,0.02051,0.021984,0,0,0.0011269,0,0.0064289,0,0,0,0,0,0.0083963
0,0.0065936,0.00048826,0.010909,0.001058,0,0.016659,0,0,0,0.0042558,0,0.003126,0,0.017448,0,0,0,0,0.0033883,0,0,0,0,0.021474,0.0058077,0,0,0,0.0048521,0,0,0,0,0.0031066
0,0.022358,0,0,0,0,0,0.0028658,0.0026605,0,0.0015637,0,0.014447,0,0.053296,0.0028281,0.0030292,0.0083839,0,0,0,0.00584,0,0,0.0032756,0,0.00031439,0.0036635,0,0.006636,0,0,0,0.027162,0.030741
0.0011709,0.015724,0.0012196,0,0.0034986,0,0,0.0098252,0,0,0,0,0.002901,0.0054023,0.052625,0,0.00026287,0,0.018464,0.00024481,0.00010657,0.00088566,0.0019412,0.0088149,0,0.013691,0,0,0.0067455,0.0034887,0,0.033403,0,0,0
0.0021127,0.0045635,0.0021051,0.015585,0.0022184,0,0,0.0046911,0,0,0,0.00082238,0,0.002916,0.017068,0,0,9.3626e-05,0.0051976,0,0.0032575,0,0.0030131,0.016274,0.00058416,0.00594,0.023269,0,0.0039124,0,0.0074321,0.012242,0.0047868,0,0
0.006262,0,0.011874,0,0,0.0078126,0.094149,0.00098228,0.0022524,0.0097014,0,0,0,0.0037504,0,0,0,0.0041104,0.0093173,0,0,0.0007148,0,0,0.00028616,0.011581,0,0.0045722,0.0005752,0,0.002917,0.016712,0.02268,0.04018,0
0.0043803,0.0092925,0.013888,0.011133,0.0029769,0,0.0095331,0.0024373,0.0018227,0,0.0019642,0.0066947,0,0.0036703,0.013326,0.0033011,0.010297,0,0,0.0032415,0.012884,0.0026216,0,0,0,0,0,0,0.0026104,0.004106,0,0,0,0.0045336,0.010495
0,9.2574e-05,0.0033024,0,0,0,0.1004,0.0036684,0,0,0,0.014864,0,0.0045373,0.0018454,0,0,0.0059115,0.0067073,0.0062974,0,0,0,0,0.0068837,0,0,0,0.00086193,0.00085872,0.0029103,0.01184,0.018092,0.013758,0.0018906
0.0009627,0.00040605,0.013787,0.0060997,0,0,0,0,0,0.0073501,0,0.0021831,0.0015408,0,0.0050617,0.023007,0.0087717,0,0.0065077,0.013947,0.0042187,0.00030073,0.0080786,0,0,0,0.012155,0.0065615,0,0.0047534,0.0050603,0,0.0035598,0.026745,0
0,0.0061803,0,0,0.00096718,0,0.0071261,0.0034875,0.0012743,0,0.0031435,0.0033138,0,0.0023224,0.016397,0.0048378,0,0.0022675,0.0028613,0,0,0.0023483,0,0,0,0,0.015216,0,0.0022727,0.0024806,0,0.016413,0,0.0025067,0
0.0038113,0.0066808,0.0012801,0,0.0026881,0,0.0048253,0,0.0017503,0.014081,0,0.0022652,0,0,0.0273,0,0,0.0049788,0,0,0,0.0031316,0,0.0062863,0.0083009,0,0,0,0.001857,0,0,0.0035579,0,0.016152,0.020909
0,0,0,0,8.3595e-05,0,0.04413,0.017964,0.0014041,0,0.012128,0,0,0,0.079646,0.0086683,0,0.010903,0.065065,0,0.00033445,0,0.0045627,0.011681,0.013863,0,0.0037544,0,0,0,0.017665,0.12851,0.095489,0.06629,0
0,0.0048942,0.0068069,0.00353,0.0041277,0.00076211,0,0.0005614,0.00056233,0,0.0013269,0.0081782,0.0040312,0.005904,0.075908,0,0.016441,0.0090877,0,0.049137,0,0.0046065,0,0,0.0021111,0,0.031651,0.015645,0.00097249,0.0073493,0,0.014891,0,0.0016639,0.00063625
0,0.0074563,0,0,0,0,0.0042489,0,0.0011092,0,0.002983,0,0,0,0.010355,0,0,0.0023626,0,0,0.0035325,0.00060806,0.0028139,0,0,0,0,0,0.0035123,0.0033496,0,0.0015024,0,0.027272,0
0,0,0,0,0,0.00019516,0,0.0027523,0,0.00035592,0.00059803,0.016062,0,0.0040127,0.018579,0,0,0,0.0093557,0.0032648,0.019313,0,0.0088842,0.004447,0,0,0.017342,0,0,0.0030908,0,0.003293,0.0029579,0.0073707,0
0,0,0,0.0091852,0,0.0011872,0.030472,0,0,0,0.012294,0.0049359,0.0015992,0.0039481,0.014175,0,0.0051847,0,0.0041172,0,0.001252,0,0.0046129,0.010415,0,0.0052612,0.012737,0,0.0050777,0.003061,0,0.0062046,0.0062625,0,0.0012485
0.0019395,0,0,0,0,0.0071847,0,0.0047305,0,0,0,0.0024081,0,0.00084964,0.028521,0.0097759,0,0.0053222,0,0,0.011601,0,0.0046026,0.027659,0.00068295,0,0.032099,0.013738,0.0066975,0.0030305,0.00013973,0,0,0,0.0065237
0,0.0045829,0.00012465,0,0.00069897,0,0.10852,0.0079706,0,0,0,0.0015598,0.0017359,0.0014443,0.0060371,0,0,0,0,0.0014146,0,0.0014666,0,0,0,0,0,0,0.0015594,0.011756,0,0.00084616,0,0.031074,0.014799
