0,0.0060336,0.0018751,0.007732,0.0068875,0.0039974,0.0060247,0,0,0,0,0.0021014,0.0028986,0,0.0043827,0.0035134,0,0.0029442,0,0.0010873,0.004711,0.0040129,0.0028467,0.0058831,0,0,0.0051186,0.0047988,0,0.0026684
0,0.0058107,0.0091274,0.0094417,0.0030187,0.0022067,0.0049086,0,0.0012613,0.0019349,0,0,0.0082127,0.0068256,0,0,0,0,0.0024275,0,0,0.0026359,0.005988,0,0.0023693,0.0040077,0.001218,0.0068808,0.00028722,0
0.011982,0.0029186,0,0.0074067,0.031171,0,0.00088645,0.00095163,0.00056546,0,0.0067897,0.00048805,0.0026477,0.0047844,0,0.008394,0.0079607,0.0065177,0,0,0.01063,0,0.022894,0.012389,0,0.019176,0.015526,0,0,0
0.0046731,0.013617,0.0038043,0,0.00070038,0.0026793,0,0.013994,0,0,0.0051125,0.0037417,0.010772,0,0.011578,0.0053585,0,0,0.0014648,0.0011536,0,0,0.0016104,0,0.00305,0.00013935,0.014253,0.019311,0.0059094,0
0,0,6.3962e-05,0,0.0059816,0.0067499,0.004709,0,0,0.00035623,0.011124,0.0052479,0.0056515,0,0,0,0.0018069,0,0,0,0.0093177,0.00033052,0.027457,0.00139,0,0.0040135,0.015035,0.0016992,0.0097761,0
0,0.0038248,0.0010903,0.0021596,0.0061714,0.00066545,0.00090544,0.0059362,0,0,0.0011252,0.013886,0,0.0011276,0,0.003249,0.0027712,0,0,0,0.0018273,0,0.0020142,0.010712,0.0022979,0,0,0,0.0035598,0.0025802
0,0,0,0,0,0,0,0,0.0036836,0.0028157,0.98368,0,0,0,0,0,0.0033657,0.0041825,0.0018397,0.0060872,0,0,0,0,0.0087787,0,0,0.0026982,0,0
0,0,0.0065799,0.10166,0,0.0075908,0,0.0058737,0.0037018,0.00071911,0,0.0046025,0,0.002131,0,0.00075069,0.0076386,0,0.0076539,0.0033885,0,0,0,0,0.0048295,0,0,0.0076327,0,0
0.013658,0.00037063,0,0.020932,0.0024359,0.0241,0.016307,0,0,0,0.071885,0.004599,0.00050961,0.0042193,0.031207,0.012476,0,0.00084109,0.012218,0,0.080367,0.014131,0.013776,0.014119,0,0.011884,0,0.040016,0,0
0.0025386,0.0021165,0,0.0016553,0,0,0.0010979,0,0.00032444,0,0,0,0,0,0,0,0.00084342,0.00156,0.0011878,0.00045017,0.01137,0,0.010045,0.012397,0.0014837,0,0.0077084,0.0042071,0,0
0.010502,0.01788,0.0019694,0.00010963,0.013849,0.0048102,0.067038,0,0.0032457,0,0.0022299,0.0021179,0.0033616,0.014679,0.017355,0,0.0020975,0,0,0,0,0,0.0069905,0,0.0015136,0.013039,0.037885,0.024107,0.034914,0
0.00036215,0,0,0,0.00055212,0.010175,0.0063014,0,0,0.0021583,0.0016947,0,0,0.0018378,0.0051053,0.0034316,0,0.00030606,0,0,0.02127,0.0021586,0.013689,0.0029548,0,0.011072,0.007409,0.0028616,0.0042797,0
0.0026732,0,0,0.061097,0.0042872,0,0,0,0,0.0038636,0,0.0020123,0,0.013092,0.0013266,0,0.0029852,0,0.005736,0,0,0.0021881,0,0,0.0036084,0.0065986,0.0055959,0.016522,0.012015,0
0.019819,0.0016935,0,0.017874,0,0.01431,0,0.0071527,0,0,0.023803,0.012629,0.00061639,0,0.0055488,0.014442,0,0,0.0024648,0,0.018067,0.025584,0.0071608,0,0,0,0.0073741,0.013199,0.00061027,0
0.0044439,0.008302,0.0020487,0.0036797,0.013185,0.00081435,0.0045018,0,0,0.00079035,0,0.0047163,0.0019131,0.0053289,0,0,0.0020767,0,0,0.00051981,0.0035995,0,0.0020366,0.021667,0.0021324,0,0.0053747,0.0055167,0.004601,0
0,0.0028106,0,0.0070152,0.0041232,0.0042075,0,0.0063811,0.0015439,0.0037309,0,0.0034861,0.0062747,0.016123,0.010318,0.00387,0,0.0045971,0.0026966,0.0033499,0,0,0.004523,0.0075776,0.0024013,0.0047193,0.020076,0.00925,0.004494,0
0,0.00045159,0.0020193,0.010886,0.0012403,0,0,0.01145,0,0.003583,0.0011676,0,0,0.0064817,0.007941,0,0,0,0,0,0.0040856,0.0029127,0.0014673,0,0,0,0,0,0.038873,0.0074309
0,0,0.0020672,0.0024271,0.015432,0,0,0.0051391,0,0.0022005,0.0031024,0,0,0,0.00031011,0,0,0,0,0,0.0041272,0.003376,0.024554,0,0,0,0.0069002,0,0.0037507,0.0052245
0,0,0.010159,0.10176,0,0.00049359,0.0037812,0.00060305,0.0030578,0,0,0,0,0,0,0,0.0044134,0.0062528,0.008851,0.0034622,0,0,0,0,0.0044108,0.0029595,0,0.0052675,0,0.00079677
0,0,0.013881,0.0094932,0.011017,0,0,0.0031656,0.0018384,0.0027104,0.0066767,0.0020739,0,0,0.0088253,0.0037548,0,0,0,0,0,0,0,0,0.0035893,0,0.0036216,0.0036466,0.0017076,0.0023601
0,0,0.0021183,0.093431,0,0.0027248,0,0.0036342,0,0.0061048,0.013922,0,0,0,0,0,0.0028946,0.0062698,0,0.0039875,0.0074191,0,0,0.006287,0.0033867,0,0,0.013768,0,0
0,0,0.013348,0.00010306,0.0051247,0.011237,0,0,0,0,0.002289,0,0.0025885,0.00038016,0.010479,0.023946,0,0,0,0,0,0.0085306,0.013614,0,0.0049953,0.0052347,0.013365,0,0,0
0,0.0023653,0,0.01366,0,0,0,0.0043391,0.0012032,0.0014094,0.0033006,0.003372,0,0,0,0.0048641,0.0024912,0.0012293,0.0028489,0.0020368,0,0,0.015195,0,0.0032207,0,0,0,0.01602,0.0099197
0.0041104,0,0.0022501,0.012625,0,0,0,0,0.0012395,0,0.0043715,0,0.0065157,0,0,0,0.0021804,0.0027337,0.0018931,0.00096974,0,0,0,0.0073832,0,0,0.0091979,0.0052073,0.0088713,0.0095652
0.0028272,0.017401,0,0.084777,0,0,0,0.021015,0.00064569,0.0011891,0.0050267,0.015837,0.011204,0,0.0012812,0.0087493,0.0031768,0.009328,0.0023453,0,0.010376,0.0069852,0.0037521,0.014615,0,0,0.015337,0.021689,0,0
