0.09357,0.24067,0,0.0019788,0.23196,0.0035753,0,0.0047342,0.17418,0.030604,0.04106,0.24463,0.024221,0.008377,0.0089136,0,0.061864,0.0016955,0.011305,0,0.083583,0.0059291,0.023449,0,0.016925,0,0,0.059889,0.24362,0.0047854,0,0.06886,0.0018107,0.20386,0.26639,0.0051494,0,0,0.24502,0.011581,0.012416,0.069878,0.0051005,0.095921,0.036365,0,0.11003,0.0206,0.01767,0.034283,0.065491,0.0087996,0.035927,0.024642,0.042934,0.064634,0.1392,0.072063,0.024378,0.087323,0.022643,0.0095099,0.04445,0.048328,0.040665,0.046296,0.058618,0.069289,0.050391
0.28761,0.013475,0.21969,0.028051,0.27566,0.25197,0.25237,0.014152,0.24236,0.063637,0.15926,0.25456,0.24876,0.013929,0.26437,0.25565,0.23298,0.0086367,0.26484,0.0077761,0,0.24073,0.022431,0.030042,0.015771,0.024052,0.24732,0.14063,0,0.25282,0,0.066365,0.27762,0.23965,0,0.24364,0.055135,0.26835,0.2455,0.017768,0.078706,0.1332,0.0095784,0.2634,0.12713,0.24844,0.17001,0.0039795,0.10297,0.25172,0.12621,0.26259,0.075425,0.022253,0.21305,0.14299,0.1511,0.14544,0.10626,0.2469,0.22047,0.27747,0.1814,0.12441,0.17799,0.14481,0.1253,0.23813,0.22958
0.075645,0.23548,0.13458,0.25818,0,0.052788,0.0052774,0.25479,0.080447,0.26391,0.14927,0,0.088444,0.25544,0,0.0048324,0.09799,0.24805,0,0.28808,0.40942,0.017415,0.21939,0.27558,0.27317,0.2637,0,0.21518,0.24798,0.013186,0.24726,0.28661,0.0093948,0.062148,0.24553,0,0.26545,0,0,0.26137,0.23374,0.22645,0.26567,0.049174,0.17803,0,0.16272,0.24996,0.22042,0.10144,0.24013,0,0.22966,0.24672,0.12416,0.2074,0.20044,0.2241,0.24542,0.039281,0.101,0,0.16538,0.23711,0.16831,0.21086,0.22632,0.12379,0.12604
0.0099363,0.0024089,0.0074625,0.0030884,0.0019398,0,0,0.001032,0,0.0031281,0.0095995,0.0021927,0,0,0,0,0.004949,0,0,0.0011774,0.014944,0,0,0,0.0021445,0,0,0.0013345,0,0.002451,0,0.01337,0.009597,0,0,0,0.0019741,0.0018028,0,0,0,0.0018946,0,0,0,0.0025761,0.029123,0.0015087,0,0.0057572,0.014292,0.0025929,0.0052551,0,0.0010016,0.0024951,0,0.0018009,0.0074338,0,0.0091662,0,0,0.015772,0.0065542,0,0.035648,0.019739,0.0012672
0.03068,0,0.041118,0.0097164,0,0.0068869,0,0.0030493,0.025781,0.0019361,0.070988,0.0026054,0.18238,0,0.0041927,0,0,0.0073158,0.0073832,0.025111,0.12995,0,0,0.0075408,0.0065856,0.2302,0,0.0225,0.0045392,0.0050858,0.0087848,0.010186,0.22103,0.013229,0.0064626,0.2702,0,0.0082054,0,0,0.0076536,0.015023,0,0.014386,0,0,0.0067284,0.0052573,0.0056914,0.0037655,0.014218,0,0,0.0016971,0.02447,0.04281,0.015623,0.042494,0.013015,0.014258,0.0017361,0.0011058,0.021551,0.019036,0.025741,0.010434,0.029438,0.013947,0.015749
0.27076,0,0.22784,0.26267,0.26147,0.16374,0.24319,0.2649,0.29015,0.29191,0.16171,0.0035773,0.15656,0.26957,0.25705,0.25807,0.3318,0.24168,0.25324,0.27384,0.069633,0.25816,0.25383,0.27367,0.055367,0.042251,0.24262,0.30416,0.23631,0.2565,0.21737,0.26172,0.037001,0.27737,0,0,0.30112,0,0.23103,0.28299,0.3007,0.32795,0.25597,0.28573,0.30868,0.25601,0.27465,0.22649,0.29493,0.30392,0.30319,0.22258,0.29294,0.24836,0.29123,0.27792,0.3185,0.31861,0.31658,0.26336,0.29848,0.24313,0.2916,0.29437,0.2962,0.31472,0.27409,0.30055,0.31444
0.25791,0.24329,0.15719,0.23962,0.26675,0.032156,0.25236,0.0065436,0.1759,0.1634,0.064206,0.24695,0.29749,0.01545,0.008335,0.25495,0,0,0,0.27415,0.0029236,0.23578,0,0.16894,0.23912,0.27443,0,0.14532,0.2422,0.026539,0,0.098922,0.25419,0.048159,0.24685,0.25058,0.2346,0,0,0,0.029445,0.10236,0.027497,0.018435,0.086971,0.25405,0.054248,0.0049535,0.13281,0.2151,0.087938,0.014927,0.24965,0.26245,0.078602,0.14024,0.17604,0.14696,0.18373,0.22122,0.10264,0.024902,0.11446,0.066795,0.06561,0.096515,0.07969,0.18229,0.14405
0.046414,0,0,0,0.008533,0.011323,0.014552,0.24255,0.030575,0.01675,0,0.004825,0.0030538,0.25901,0.24888,0.0052312,0.1281,0,0.0027129,0,0.19841,0.0058553,0,0.011675,0.013108,0.0084659,0.0015066,0.054143,0.012241,0,0,0.095023,0.0076037,0.011948,0.0038265,0,0,0,0,0.0038209,0.015875,0.042628,0.037487,0.24427,0.045091,0.0089043,0.14067,0.0070374,0.019778,0.053833,0.017692,0,0.036922,0,0.030469,0.12765,0.084264,0.049574,0.029475,0.031667,0.013204,0,0.031226,0.048587,0.049434,0.10686,0.045086,0.075871,0.051892
0.046784,0.01143,0.21075,0.046788,0,0.28589,0,0.0074328,0.093439,0.16016,0.22238,0,0.024854,0,0.0077457,0,0.19446,0.28149,0.26432,0.036319,0.14024,0.019363,0.27671,0.040885,0.04321,0.0094577,0.25453,0.1454,0,0.24053,0.25778,0.15787,0.029895,0.24781,0,0,0.059073,0.26685,0.25128,0.066397,0.062515,0.20308,0.032184,0.027204,0.18293,0,0.14967,0.25125,0.18684,0.054826,0.22741,0.24557,0.023236,0.0096124,0.21576,0.072991,0.088476,0.13324,0.068926,0.029051,0.1881,0.25374,0.19601,0.19139,0.19805,0.11648,0.21242,0.096185,0.15375
0.0013292,0,0.0086865,0,0,0,0,0.0118,0.03065,0,0.010948,0.0012976,0.0029959,0,0,0.0014682,0.014529,0.0017106,0,0.0081676,0.0081452,0,0,0.008347,0,0,0,0.010746,0,0,0.0086492,0.006368,0,0,0,0,0.046801,0,0,0.012133,0.058223,0.031052,0.0026237,0.023623,0,0,0.011701,0,0,0.031073,0.0061163,0,0.0012732,0.0017091,0.0084124,0.018404,0.0055798,0.040599,0.074108,0,0.0248,0.0054597,0.010096,0.053449,0.033637,0.027824,0.017047,0.0096983,0.0069681
0.25885,0,0.1614,0.26423,0.023418,0.27171,0,0.25735,0.2229,0.28349,0.29221,0,0.30547,0.25327,0.25019,0.24724,0.11731,0.27078,0.26422,0.25758,0.2014,0.25035,0.27485,0.12698,0.03906,0.012309,0,0.23733,0.24127,0.26105,0,0.22006,0.24052,0.29715,0,0.22407,0.10745,0,0.23308,0.25292,0.29702,0.27156,0,0.29493,0.27093,0,0.29492,0.24974,0.29958,0.26818,0.27449,0,0.18242,0.26871,0.3033,0.25457,0.26864,0.28935,0.22447,0.27456,0.29464,0.027077,0.29104,0.26932,0.29276,0.28161,0.29557,0.27325,0.28029
0.024766,0,0,0.0034256,0.001291,0.010847,0.0046861,0,0,0.0079233,0.0045718,0,0,0.00227,0,0.0026737,0.03225,0,0,0.03745,0,0,0,0.017114,0.0023177,0,0,0.020728,0,0,0.0075551,0.0099819,0.0062861,0.0050358,0.0068515,0.0034534,0,0,0,0.0050125,0,0.018004,0.01084,0,0.0018479,0.0046916,0.011068,0,0.005114,0,0.033202,0.0066032,0.0072464,0.0058765,0.00873,0,0.0087623,0.018258,0.0080362,0,0.0020265,0,0.0051434,0.019398,0.0059595,0.0034523,0.0013584,0.012914,0.0048779
0.058318,0.27062,0.16154,0.014318,0.2404,0.011316,0.2543,0,0.035425,0.0228,0.0084607,0.25909,0.012765,0.0010305,0.0084762,0.0092152,0.16021,0,0.0052795,0,0.12223,0.0062403,0,0.15288,0.24733,0.26913,0.26043,0.055415,0,0,0,0.059594,0.031457,0.0096534,0.25057,0.010566,0.18614,0.28662,0.0090903,0.0096765,0.029485,0.038797,0.2662,0.012399,0.036613,0,0,0,0.013905,0.034387,0.021468,0.26668,0.011071,0,0.017001,0.024116,0.028547,0.043828,0.0086666,0.010283,0.019617,0.25631,0.036413,0.03245,0.016991,0.032109,0.017908,0.043154,0.048125
0.0092179,0,0.0032176,0,0.0021505,0.0025766,0.0016626,0.0030832,0.007933,0,0,0,0.0020175,0.0019582,0.0038439,0.0012293,0.0091158,0,0,0.0038928,0,0,0,0.0023153,0,0,0.0035679,0.0082271,0.002498,0,0.0028505,0.016805,0.0081989,0,0,0.0011086,0.0062358,0.0016681,0.0010846,0.0054842,0,0.015914,0.0095859,0.0031315,0.0065646,0.0044186,0.0045658,0.0030837,0,0.011742,0.017661,0,0.0084271,0,0,0.0028319,0.0024476,0.0017589,0.0057249,0,0,0,0.0040071,0.0054834,0.010887,0.014978,0.015117,0.013862,0.0052088
0.0074315,0.0020148,0.032702,0.001903,0,0,0.002959,0,0.0099098,0.018814,0,0.001327,0,0,0,0,0.0027665,0,0,0.0018447,0.012285,0,0,0,0.0089081,0.014944,0,0.02457,0,0,0.0022654,0.024616,0,0,0,0,0,0,0.0023136,0.0028683,0,0,0.010168,0.0024647,0,0.0015714,0.0021092,0,0,0,0,0.0033124,0.10343,0,0,0.0092549,0.028889,0.0024267,0.061506,0.0010305,0,0.0017367,0.00372,0.0025407,0.007689,0,0.0035595,0,0.0046068
0.0014847,0,0.004633,0.0018325,0.0051445,0.0031637,0.0033545,0.0088635,0.0056787,0.0026705,0,0,0,0.0087035,0,0,0.0060807,0,0,0,0.030172,0.002198,0.0013985,0.0034409,0,0,0.0029126,0.019017,0.0036951,0.0011204,0.0025095,0.010615,0.001693,0,0,0,0.010341,0,0,0.0014897,0,0.0024794,0.0096459,0,0,0.25171,0.012651,0.0022161,0.0050432,0.010768,0.0047606,0,0.0017811,0,0.0026999,0.013727,0.006477,0.0091779,0,0.0028884,0.0067875,0.0031975,0.001238,0.014559,0.0069243,0.0093332,0.0098735,0.010231,0.0098877
0.18112,0.23802,0.31394,0.27028,0.25358,0.26451,0.24791,0.27821,0.29003,0.2876,0.28273,0.24292,0.28817,0.27078,0.24634,0.0036255,0.20052,0.038003,0.0031421,0.27108,0.050337,0.26381,0.24473,0.2889,0.27169,0.27975,0.23385,0.24127,0.23648,0.028103,0.23266,0.28752,0.2601,0.28381,0.21694,0.23008,0.27651,0.25642,0.22858,0.029126,0.28526,0.28233,0.015013,0.15596,0.26101,0.23787,0.27437,0.0078751,0.29217,0.28431,0.24407,0.24964,0.26739,0.24618,0.15644,0.28677,0.25997,0.2625,0.28258,0.25759,0.28624,0.24803,0.28941,0.28291,0.29667,0.2405,0.28543,0.27188,0.29101
0.0098536,0.0028387,0.014929,0,0,0.0058094,0,0,0,0.0074008,0,0.003145,0,0,0,0.002711,0.015453,0.006473,0.0015099,0.0086834,0.036937,0,0.0068921,0.013515,0.009258,0,0.0040895,0.0082091,0.0020874,0.0036829,0,0.019798,0.015223,0.0063422,0,0,0,0.00247,0.0010712,0.0086536,0,0.015402,0.010924,0.0051282,0,0.00493,0.0071116,0,0,0.013005,0.017862,0,0,0.0021137,0,0,0.0072355,0.0077406,0.012222,0.0081152,0,0.012642,0.004314,0.012956,0.0023779,0.020463,0.0032621,0.0091727,0.0044686
0.16433,0.0076264,0.015835,0.0075922,0.015749,0.027354,0,0,0.03022,0.022867,0.016996,0,0.033027,0,0.0090728,0.25286,0.11135,0.21901,0.26321,0.012061,0.17949,0,0,0,0,0,0.0019629,0.094222,0.0064407,0.23321,0.0017424,0.032405,0.002162,0.011638,0.0097404,0,0.039739,0,0,0.25413,0.029311,0.054741,0.24463,0.14916,0.035486,0.0012755,0.040684,0.25885,0.018896,0.040168,0.1029,0,0.020415,0.0086707,0.17084,0.053198,0.068573,0.096012,0.048555,0.018522,0.02014,0.0069545,0.036563,0.052493,0.036818,0.081208,0.05528,0.068161,0.050491
0.0083536,0,0,0.0038142,0.0010528,0,0.0068575,0,0,0.0074215,0,0.0020963,0.0062469,0.0010979,0.0075477,0.0017106,0.0058595,0,0,0,0.10139,0,0,0,0.012111,0.0092714,0.0012224,0.0065126,0,0,0,0,0.0083565,0,0.0047254,0.0032782,0,0.0019538,0,0,0.0016724,0,0.011809,0,0.0042394,0,0.010101,0,0.0060321,0.0086229,0,0.0052455,0.014507,0.0035065,0.0052761,0.0028888,0.010921,0.0020036,0.0053983,0,0.0042072,0,0.0072328,0.0070081,0.004434,0.0091956,0.0027568,0.0049571,0.0047734
