0.0056107,0,0,0.004813,0,0.016032,0.0077917,0.0071869,0,0,0,0.010275,0.0048464,0.0019061,0.016162,0.0028627,0.019396,0,0.014286,0,0.0033441,0.0040088,0,0.01148,0,0,0,0.0049909,0,0.0047354,0.011581,0,0.001903,0.015154,0,0
0,0,0,0.016249,0.028418,0,0,0,0.053773,0.012815,0,0.0031848,0,0.023359,0,0,0,0,0.01861,0,0,0,0,0,0,0.004788,0,0.013276,0.013213,0.0052573,0,0,0.0083759,0.016485,0.013437,0
0,0,0,0,0,0.0023752,0.018146,0.0082929,0.036865,0,0,0.0046792,0,0,0,0.0078787,0,0,0.017975,0.012001,0,0,0,0,0,0.012733,0.010859,0,0.0047362,0,0.014601,0.00015616,0.021282,0.0036234,0,0
0.0014916,0.0339,0.033354,0.93244,0,0.014962,0.028086,0,0,0,0,0,0.0011947,0.0053024,0,0.0089807,0,0,0.0078368,0.011786,0.0034837,0.0052886,0.01105,0.0015798,0.016289,0,0,0.0047024,0.0050611,0,0.0030198,0.010214,0.0036494,0,0.00017234,0.00071424
0,0,0,0.028339,0,0,0,0,0,0.0017044,0,0.00048929,0.0073545,0,0,0,0.0033351,0,0.010332,0,0,0,0,0.0025153,0.0020918,0.0081913,0.0065775,0,0.0022264,0.0046596,0,0.0054701,0,0.0071645,0,0.007186
0.0071957,0,0,0.032516,0.023373,0.038456,0.018677,0.0030815,0.0086763,0,0,0,0,0,0.029897,0,0,0.012803,0.01573,0,0.014776,0,0,0.010537,0.0030563,0.0053659,0.016031,0,0,0.0077667,0,0.0044232,0,0.013076,0.010505,0
0.022834,0,0.0027417,0.036803,0,0,0,0,0.019326,0.025126,0.012461,0.005256,0,0,0,0,0.0039276,0,0,0,0.029517,0,0.03344,0.036325,0,0.037081,0.0024474,0,0,0.026276,0,0.01882,0,0.021107,0.030988,0
0.0032925,0,0,0.0059551,0,0.0098309,0,0,0,0.02246,0,6.5019e-05,0.01209,0.025006,0,0,0,0,0.014694,0.018212,0.0017438,0.0050883,0,0.0062668,0,0,0.023092,0.0080749,0.017028,0,0.010413,0.0091448,0,0.018928,0.0047856,0.011377
0,0,0,0.028368,0,0,0.014715,0,0,0,0,0.021617,0,0,0,0,0,0,0,0,0.0013016,0,0,0,0,0.026765,0.019278,0,0.04317,0.034747,0,0,0.01251,0.022906,0,0.023007
0,0.01482,0,0.032969,0.058743,0,0.076847,0.0077118,0.062874,0,0.11667,0.009529,0.0047616,0,0,0,0,0.022606,0.040602,0,0,0,0,0,0.0046141,0.020718,0.0023637,0,0,0.040163,0.030386,0.053163,0.030766,0,0,0
