0.021255,0.12291,0.043146,0.25123,0.028205,0.040071,0.040316,0.010089,0.01961,0.0026452,0.0081904,0,0.017974,0.016654,0,0.020399,0.019191,0.0048613,0.23362,0,0.047684,0.019478,0.011009,0.2366,0.010736,0.20948,0.0085316,0.24394,0.0096456,0,0.010291,0,0.010544,0.034705,0,0
0.063986,0.16808,0.0033551,0.0055599,0.33132,0.061554,0.22497,0.010601,0.25049,0.015034,0.26847,0.25804,0.0096595,0.02272,0.028276,0.26483,0.24947,0.006952,0.25952,0.25126,0.26458,0.0015408,0.0086941,0.24694,0.014828,0.23874,0.25945,0.26283,0.018523,0.0080017,0.26392,0.24754,0.26313,0.25639,0.26372,0.01526
0.22253,0.21006,0.33913,0.26373,0.039254,0.25085,0.05893,0.25737,0.037246,0.26406,0.00888,0.010183,0.26754,0.25351,0.24847,0.008314,0.052568,0.25798,0.0075559,0.0088667,0.024406,0.27481,0.28529,0.013327,0.26064,0.027162,0.019775,0,0.26152,0.26508,0.011495,0.02528,0.010203,0.024642,0.014408,0.26861
0,0.019559,0.0059506,0.0015917,0.0021338,0.011763,0,0,0.0076993,0,0,0.0016267,0,0,0,0,0,0.003579,0,0.0025146,0.0043276,0.003872,0,0,0,0.00228,0.0013922,0.0023875,0,0,0,0.0028073,0.0021426,0,0.0024726,0.0024957
0.022183,0.046445,0.024425,0.0049416,0.098611,0.0093991,0.010017,0,0.024192,0.013091,0.0073199,0,0.0048036,0,0,0,0.0097149,0.0024512,0.0036571,0.23726,0,0,0.0029612,0.0016658,0.0025769,0.007465,0,0.0087036,0.0028717,0.0062354,0.011122,0,0,0,0,0.24704
0.25194,0.26979,0.20791,0.010302,0.24616,0.26899,0.22491,0.26483,0.053091,0.25643,0.2552,0.26313,0.26553,0.27635,0.27912,0.2724,0.28896,0.25221,0.25891,0.025223,0.26228,0.2768,0.25229,0.24608,0.25554,0.2539,0.24477,0.010864,0.27157,0.26336,0.25512,0.26161,0.25926,0.27888,0.26075,0.024872
0.070178,0.1602,0.22244,0.24489,0.31728,0.2133,0.2823,0.26721,0.016992,0.012718,0.012604,0.0050964,0.021936,0.010641,0.026927,0.010866,0.04331,0.0218,0.26821,0.25222,0.030985,0.010746,0.011695,0,0.0045374,0.2469,0.0097833,0.24757,0.017653,0.0040998,0.0073186,0.0061974,0.2465,0.25325,0.25869,0.24765
0,0.18553,0.024571,0.012938,0.011075,0.049226,0.012829,0,0.0093114,0.0068426,0.0051052,0.0047398,0.003763,0.25187,0.014403,0.013501,0.0096074,0,0,0,0.025452,0.0060309,0.045011,0.013895,0.01759,0.0093895,0.023688,0.0055758,0.24985,0.0065642,0.2558,0.0041492,0.014817,0,0.010256,0
0.21272,0.023791,0.092557,0.0155,0.025538,0.040307,0,0.0045791,0.26086,0.24205,0.25873,0.25675,0.25533,0.0073736,0.022467,0.24653,0.24704,0.25227,0,0.0025765,0.23173,0.26839,0.03674,0.2486,0.25202,0.0080586,0.24852,0.0073443,0.013775,0.24909,0.010209,0.25941,0.0083145,0.022811,0.011627,0.036386
0.0033811,0.018816,0.012634,0,0.0075238,0.01421,0,0,0.0023118,0.014046,0.0011721,0.0067471,0,0.011626,0.022265,0.0043456,0,0.0028051,0.0021697,0.003018,0.0036497,0,0.0095839,0,0.0071807,0.001278,0.0030378,0.0033888,0.0014177,0.014694,0.0021852,0.0051496,0.0036849,0.0016719,0,0.007445
0.26676,0.2214,0.078554,0.0090656,0.26304,0.28355,0.02254,0.26042,0.26011,0.032542,0.022858,0.017634,0.27021,0.25706,0.26621,0.26245,0.28561,0.25413,0.025492,0.25139,0.2669,0.26746,0.03485,0.25735,0.26251,0.24611,0.028081,0.0072566,0.26748,0.25914,0.24742,0.027007,0.26481,0.26086,0.029174,0.2755
0.0031133,0.021627,0.0024479,0.002446,0.011514,0.0071455,0.0081161,0.00454,0.0014795,0.0074404,0.0016901,0.0013831,0,0,0,0,0.0086395,0.0013151,0,0,0.003799,0,0.0072835,0,0,0.0054615,0.0031157,0,0.0039099,0.0070399,0,0.0025697,0.0013573,0.0033698,0.0099651,0
0.01586,0.068558,0.20475,0.26369,0.048467,0.013894,0.24785,0,0.017808,0.007266,0.25376,0.24498,0.0038105,0,0.0018347,0.0010373,0,0.0025993,0.23985,0.0040942,0,0,0.23829,0.007588,0.0099441,0,0.24324,0.25784,0,0,0.016414,0.23164,0.0064525,0.0062567,0.024562,0.0054438
0,0.018284,0.0060161,0,0.012219,0.002734,0.002508,0,0,0.0047154,0.0013292,0,0,0.0040211,0,0,0.0012504,0,0,0.0016122,0.0044177,0.0020002,0.0046323,0.0011774,0.0020697,0.0026726,0.0027497,0,0.0013597,0.0016503,0.0037179,0.0045073,0,0.0012447,0.0042186,0
0,0.0066133,0.047321,0,0.0019715,0,0.0045024,0,0.0019519,0.0014805,0,0.0082143,0.0032612,0.0042607,0,0.0062842,0,0.0025403,0,0.0055023,0.0014866,0.0063378,0.0065254,0,0,0.0061763,0,0,0,0.0011526,0,0,0,0.0029047,0.0042787,0.0027472
0,0.020213,0.013412,0,0,0.0022765,0.0013824,0.0018026,0,0.0070112,0,0,0,0.012167,0,0.0010098,0.0010953,0,0.0030369,0,0.0041014,0.0044399,0.0059043,0,0,0.003082,0.0025827,0,0.010169,0,0.0031473,0.003322,0.0010645,0,0.20574,0
0.26315,0.20729,0.24978,0.24603,0.2731,0.26229,0.26738,0.25262,0.27166,0.26162,0.25719,0.26415,0.26073,0.26941,0.27341,0.25798,0.033231,0.26257,0.26763,0.26026,0.042402,0.26723,0.018729,0.24802,0.027262,0.25664,0.26739,0.25657,0.25555,0.25557,0.25003,0.24945,0.018167,0.25371,0.26075,0.27102
0,0.022152,0.022022,0.0021851,0,0.0038107,0,0.0017058,0.0046564,0.0014898,0.01582,0.002368,0.0069214,0,0,0.0011197,0.0065645,0.0035487,0,0,0.0074388,0,0.0056756,0.0052587,0.0025084,0.0018415,0,0.0030541,0,0.0057003,0,0.0083471,0.0023611,0.0053414,0.0069959,0.002631
