0.017999,0.041778,0.0025647,0,0,0.042266,0,0
0.031612,0,0,0.014695,0.035164,0.024312,0,0.025135
0.024689,0.04709,0,0.069622,0,0.001138,0,0
0.39054,0,0,0,0,0,0.0052815,0
0.038157,0,0.022677,0.0028898,0.0039493,0.040236,0,0
0.00218,0,0.044833,0,0.057489,0.017013,0,0.020614
0.091769,0.03808,0,0,0,0,0,0
0.037831,0,0,0.029834,0.014396,0.1017,0.0078129,0.019066
0.042439,0.04445,0,0,0,0.060933,0,0.011927
0.08582,0.06077,0,0,0.0085743,0.096267,0,0.099342
0.017071,0.044684,0,0.062116,0,0.050278,0.032874,0.059559
0,0.057433,0,0.026135,0.035052,0,0.0020573,0
0.0085189,0.05149,0.061546,0,0,0.026704,0,0
0.090213,0.061324,0.056612,0,0,0,0,0.0081964
0.28305,0,0,0,0,0,0,0
0.028781,0.029027,0,0,0,0.0078125,0,0
0.069198,0.023818,0,0,0.0011468,0,0.0079937,0
0.028019,0,0,0.029045,0,0.042496,0.003347,0.007045
0.064671,0.014657,0,0,0.027114,0,0.0282,0.006022
0.013271,0.068059,0,0.029742,0.033854,0,0,0
0.14317,0,0,0.025148,0,0,0.061883,0
0,0.050677,0,0.019216,0.098644,0,0,0
0.16325,0.10292,0,0,0,0.03831,0,0.023365
0.051319,0,0.022802,0,0.022629,0,0.0089586,0.025426
0.10533,0.024392,0,0,0,0.07113,0.007738,0.0070545
0,0.075302,0.053424,0.035981,0,0,0,0.054855
0,0.058027,0.089366,0,0.075583,0.0016937,0,0
0,0.018044,0.073075,0.0043782,0,0.045478,0,0
3.1064e-05,0.023273,0,0.061801,0,0.07698,0,0
0.090628,0,0,0,0,0.11611,0,0
0.051094,0.018077,0,0,0,0.01058,0.013478,0
0,0.065595,0,0.037688,0.036219,0,0,0.035986
0.044814,0.010531,0.024702,0,0.015566,0.013894,0.012997,0
0.060747,0.019099,0,0,0.020477,0,0,0
0.044075,0.059546,0.0099704,0,0.053868,0,0,0
0.032316,0,0.021877,0,0,0.083963,0,0
0.030019,0.025769,0.024157,0,0.015135,0,0,0.078548
0.017354,0,0.023143,0.013137,0,0.056447,0.016128,0.033199
0,0.036365,0,0,0.020438,0.022371,0.0052669,0
0.0031502,0.041127,0,0,0.05041,0,0.017823,0
0.026097,0,0.065142,0,0.0097779,0.049734,0.013548,0
0.042609,0,0.14664,0,0.0095362,0,0,0
0.093973,0.027683,0,0.011531,0,0.045684,0,0.02603
0,0.00050332,0,0.013026,0.031468,0,0.00081229,0.0023268
0,0.026969,0.048572,0.074607,0,0,0,0.01197
0.025972,0.11279,0.038005,0,0,0,0,0
0.23087,0.0070914,0,0,0.0044184,0,0,0
0.092147,0,0,0,0,0,0,0.018586
