0.039052,0,0.017916,0.043659,0,0,0.0018352,0,0,0.011133,0.006591,0.0029765,0,0.00028096,0.0086373,0.00099946,0.035192,0.084798,0.00248,0,0.00081559,0.012013,0.010099,0.017746,0,0.009821,0.018183,0,0.0022038,0.004794,0,0.0075954,0,0.011644,0,0.036884,0,0.097893,0,0.095208,0.0059013,0.012019,0.010834,0.0045809,0.022282,0
0.0047851,0,0.070991,0.036439,0,0,0.067276,0,0,0.010142,0.0086979,0,0,0.075801,0.00092993,0.033654,0.0065858,0.024232,0.0012264,0,0.007329,0.01461,0.012911,0.0035734,0,0.053877,0.025126,0.018988,0,0.0013912,0,0.015739,0.0027658,0,0,0.048978,0.068722,0.095413,0,0,0.0080542,0.17535,0.013739,0,0,0
0.056078,0,0.059826,0.051592,0,0,0.076011,0,0,0.072656,0.0031656,0,0,0.082234,0.0026568,0.017616,0.013875,0.010968,0,0,0.0070195,0.0036467,0.069476,0.083932,0,0.069687,0.017089,0,0,0.009505,0,0.006522,0,0,0,0.055588,0,0,0,0,0.017212,0.073439,0.0097664,0.0026599,0,0
0.02381,0,0.00027302,0.008923,0,0,0.0088673,0,0,0.0037029,0,0,0,0.0031309,0.00020773,0.013522,0,0.019563,0,0,0.006976,0.059061,0.0084656,0.027449,0,0.032988,0.057723,0,0.00015025,0.0028995,0,0.0070754,0,0,0,0.054261,0,0.091448,0,0.0004853,0.0015141,0,0.0013864,0.012344,0,0.00026884
0.0405,0,0.069355,0.039606,0,0,0,0,0,0,0.00024711,0,0,0.077125,0,0.038456,0.0050841,0.0010279,0,0,0.077422,0.0092885,0.0097897,0.045209,0,0.028099,0.070706,0.024996,0,0.0028409,0,0.07172,0,0,0,0.048239,0.06844,0,0.00070129,0,0.0086754,0,0,0.0088613,0,0
0.0092016,0,0.0072466,0.0053228,0,0,0.066975,0,0,0.0061705,0.0020568,0,0,0.084272,0,0.0075077,0.0050729,0.007631,0,0,0.080589,0.01768,0.0054151,0.013719,0,0.036591,0.0085265,0.024243,0,0.0091585,0,0.062754,0,0,0,0.046604,0.074347,0.081242,0,0.0020003,0.0012781,0.11485,0,0.0020998,0,0
0.083363,0,0.064044,0.052901,0,0,0.015973,0,0,0,0.0094612,0,0,0.076613,0.076164,0.094174,0.064154,0.077083,0.0033384,0,0.0079364,0.04393,0.083651,0.030558,0,0.072142,0.037865,0,0.0061959,0.097549,0,0.083542,0,0.017992,0,0.029168,0.061945,0,0,0.094986,0.074981,0,0.012495,0,0,0
0.05568,0,0.017006,0.015342,0,0,0,0,0,0.066672,0.0020543,0,0,0.00093885,0.0062839,0.025974,0.045079,0.0064866,0,0,0.007522,0,0.014755,0.080999,0,0.024075,0.030411,0,0,0,0,0.018971,0,0,0,0,0.067249,0.0089309,0,0,0.071793,0.02467,0.082659,0.023553,0,0
0.018252,0,0.082386,0.029248,0,0,0.0033743,0.00015663,0,0.071554,0.074264,0,0,0.00098898,0.0857,0.038545,0.04822,0.0092732,0,0,0.0015615,0,0.0088426,0.069458,0,0.016987,0.064699,0,0,0.0067431,0,0.020776,0.065407,0,0,0,0.057741,0,0,0,0.0071111,0,0.085515,0.0013822,0,0
0.059379,0,0.070202,0.058074,0,0,0.06674,0,0,0.077849,0.075749,0,0,0.0039305,0.0052514,0.082629,0.072075,0.020294,0,0,0.082259,0.018205,0.072328,0.033886,0,0.080092,0.086529,0,0,0.12118,0,0.08296,0,0,0,0.052547,0,0.085519,0,0.090876,0.012085,0,0.0055257,0,0.037513,0
