0.10012,0.0046576,0.10162,0.0075598,0.0058921,0.21689,0.0095141,0.047057,0,0.23663,0,0.25388,0.011692,0.1478,0.23049,0.011772,0.006314,0.009314,0,0.0012289,0.0018665,0.23967,0.018169,0,0,0.069533,0,0,0,0.22733,0.0089591,0.026127,0.022964,0,0.022518,0.0069209,0.032948,0.014544,0.012507,0.064074,0,0.038086
0.19953,0.0047268,0.30829,0.27924,0.077456,0.27602,0.02902,0.11197,0.12262,0,0.0021574,0,0.0057951,0.069703,0.25692,0.16924,0.27449,0,0.23614,0.0097712,0.25772,0.25358,0.11925,0.2534,0.23635,0.21898,0.31592,0.21964,0.2579,0.24239,0.2625,0.039564,0.0089466,0.01926,0.2724,0.014989,0.030198,0.25694,0.0038751,0.16966,0.014053,0.23018
0.1709,0.25965,0,0,0.26013,0.018401,0.23997,0.22467,0.20209,0.26121,0.25959,0.24767,0.27745,0.2589,0.0033772,0.16748,0.051106,0.27693,0.0095807,0.25822,0.016126,0.0017612,0.17749,0.006436,0.08163,0.13634,0,0.093553,0.0024186,0.013018,0.024847,0.2825,0.28489,0.2613,0.046308,0.27765,0.24316,0.047254,0.24413,0.19494,0.26782,0.13762
0.0089264,0,0.00228,0,0.014246,0.0028576,0,0.0040339,0.014002,0,0,0,0,0.014774,0,0.0047245,0,0.0011508,0.0017341,0,0.0015616,0,0.003911,0,0.0050097,0,0.0014514,0.0041519,0,0,0.0085015,0,0.0029508,0,0.0037143,0,0,0,0.0057843,0,0,0.0077092
0.0011742,0,0,0.0064954,0.025374,0.030586,0,0.0025878,0.067923,0.0078524,0,0,0.0019539,0.028104,0.0039108,0,0.010722,0.016301,0.24967,0,0.0088286,0.0044059,0,0,0.019093,0.047641,0.019094,0.072103,0.0061897,0.0025873,0.039511,0.062339,0.16723,0.0089195,0.017796,0.0012743,0,0.0025995,0,0.034782,0,0.025943
0.30042,0.2544,0.28167,0.24923,0.14802,0.041819,0.2793,0.30494,0.22224,0.018425,0.2582,0,0.27441,0.26149,0.24472,0.31487,0.30953,0.25318,0.0088102,0.26893,0.24957,0.25413,0.30358,0.2482,0.2618,0.28696,0.26538,0.22148,0.24661,0.2514,0.092931,0.22304,0.10902,0.26523,0.27279,0.28044,0.26295,0.17391,0.24246,0.30431,0.24712,0.30529
0.15752,0.26595,0.20846,0.010027,0.080641,0.29074,0.015355,0,0.13983,0.26426,0,0.23576,0.032797,0.20109,0.001829,0.10574,0.050345,0.021136,0.26402,0.013353,0.27179,0.25433,0.051157,0,0.27819,0.086709,0.10057,0.29119,0,0.24906,0.022207,0.12487,0.10509,0.26156,0.25852,0.017598,0.013476,0.073949,0.004663,0.1481,0.034618,0.14649
0.18351,0,0,0.0037715,0.034892,0.009298,0.0043092,0.13106,0.012529,0.0012212,0.0068931,0.0097474,0.25072,0.034642,0.011976,0.060787,0,0.0045998,0,0.0062975,0,0,0,0.011983,0.0086698,0.045621,0,0.0045458,0.26168,0.0063021,0,0,0.0774,0.012194,0.023119,0.014434,0.032333,0.022223,0,0.02584,0.021017,0.06679
0.030594,0,0.10441,0.26102,0.20614,0,0.25787,0.16761,0.16464,0,0.24612,0,0.0034639,0.089142,0.24706,0.14953,0.31304,0.22839,0,0.0080069,0.0016183,0,0.25063,0.24998,0.028872,0.16288,0.18776,0.0043866,0.0080612,0.0016505,0.26624,0.29501,0.09806,0.0030471,0.029641,0.25712,0.22827,0.21263,0.2547,0.17973,0.031035,0.14386
0.0035625,0,0,0,0.017439,0.0045509,0,0.040259,0.014682,0,0.010853,0,0.0019333,0.0074129,0,0.030456,0,0.016248,0,0.015043,0,0.0031941,0.005053,0.0018295,0.0010803,0.034827,0.001455,0.011506,0,0,0.0023291,0,0.018596,0,0.0033181,0.010166,0.001672,0.0010619,0.0028432,0.018451,0.0049633,0.016451
0.18806,0.25475,0.28531,0.017267,0.05303,0.018708,0.27325,0.29713,0.22965,0,0.0057771,0,0.25794,0.32005,0.2576,0.28261,0.17668,0.26023,0.22772,0.25792,0.25873,0.0023217,0.058497,0.014319,0.080822,0.28604,0.066006,0.22622,0.23957,0.2416,0.2803,0.27734,0.30773,0.26127,0.27354,0.26554,0.25819,0.2715,0.23914,0.26698,0.02639,0.27147
0.021233,0.0041127,0.0027574,0.0024471,0,0,0,0,0.019883,0.0061707,0.0065406,0,0.0034311,0.003405,0,0.020013,0.0039885,0.0056526,0,0,0.0045971,0,0.0049434,0.001585,0.012211,0.0033726,0.0025578,0.013617,0,0.0039657,0,0.0043664,0,0,0.0015849,0.012503,0,0.0082972,0.0037347,0.0062738,0.0044365,0.010978
0.092319,0.0042136,0,0.25648,0.23502,0.27068,0,0.029201,0.045101,0.26073,0.002563,0.26444,0.007265,0,0.0079268,0.020253,0.16934,0,0.0047944,0.0055603,0.0073303,0.25326,0.20018,0.24271,0.21461,0.027946,0.20469,0.040669,0.014169,0,0.0028779,0.053861,0,0.0036516,0.010553,0.0032553,0.020664,0.018289,0.0027754,0.031516,0.24706,0.048625
0.01672,0,0.00206,0,0.0018141,0,0,0.0055412,0.0010224,0,0.0038244,0,0.0016033,0.0075133,0.0011865,0.0032149,0,0.0018311,0.0023103,0,0,0,0.011778,0.0022097,0.0039674,0.0054086,0.0093194,0.0061354,0.0029023,0.0013118,0,0,0,0.0036222,0.0048784,0,0,0,0.0046341,0.0024065,0.0074147,0.013768
0.012613,0.0010443,0.0015064,0,0.056548,0,0.0029952,0,0.0012208,0,0,0,0,0,0,0.0017008,0,0.0024146,0.013672,0.0010377,0,0,0.019688,0,0.011073,0,0,0.0022487,0,0.0057575,0,0,0.0018496,0.0046053,0.0028883,0.0037926,0,0,0.0028847,0.039124,0.007392,0.0078856
0.030104,0.0018192,0.0017645,0.00181,0.0072684,0.0013156,0,0,0.012696,0,0.010954,0,0.013197,0.001371,0.0010047,0.0076957,0,0,0,0,0.0029764,0.0033325,0.0022772,0.0024226,0.0046162,0.0067421,0.0070065,0.013177,0.0023811,0.0066771,0,0,0,0,0,0.0063341,0,0,0,0.003508,0.0029835,0.0089836
0.14917,0.24763,0.27743,0.25542,0.24408,0.27532,0.27724,0.1589,0.32864,0.26209,0.25036,0.21993,0.26065,0.25461,0.24451,0.27192,0.17397,0.23651,0.26793,0.26258,0.0064752,0.25884,0.25505,0.25868,0.27536,0.23634,0.26551,0.25057,0.25375,0.24684,0.21714,0.096608,0.295,0.24888,0.22272,0.27149,0.26294,0.20859,0.23476,0.26592,0.0087521,0.27809
0.013096,0.0025544,0,0.014486,0.04873,0.0026367,0.0015489,0,0.013986,0,0,0,0,0.0076127,0.0044576,0,0,0.010376,0,0,0.0042891,0,0.0018298,0,0,0.0060451,0,0.0020918,0,0,0.0038198,0.0057123,0,0,0.03222,0,0.0019113,0.0040237,0.0055696,0.01263,0.0060081,0.0099534
0.18228,0.010868,0.020173,0.0040682,0.014933,0.0056458,0,0.17717,0,0,0.013791,0.0082226,0.015645,0.058639,0.011384,0.045168,0.1617,0.025166,0,0.0038608,0.26004,0,0.033906,0,0.024729,0.11039,0.021687,0.047332,0,0.0088514,0.055259,0.2088,0,0.019935,0.062332,0.013804,0.0055006,0.085214,0.0051798,0.075396,0.26826,0.064941
0.025514,0.0025933,0,0,0.026169,0.0050256,0,0,0,0.0042561,0,0,0.0057012,0.0021284,0,0.010521,0,0.0019759,0.0045455,0,0.0042228,0,0,0.0031176,0.010392,0,0,0,0.0089242,0,0,0.013825,0.0048299,0.0067087,0.0010646,0.0063307,0,0.0022968,0,0.004718,0.0084339,0.0081061
0.2302,0.25318,0.20816,0.024418,0.30308,0.28259,0,0.32601,0.19669,0.25779,0.26093,0.23996,0.02392,0.27261,0.25814,0.24057,0,0.25839,0.2297,0.2647,0.2634,0,0.25314,0.25329,0.2623,0.19189,0.2455,0.25894,0.25292,0.23494,0.24406,0.1348,0,0.25987,0.27082,0.26551,0.22694,0.24931,0.2371,0.20496,0.27203,0.20776
0,0.0034318,0.004878,0.002671,0,0.0081017,0.0018062,0,0.031399,0.0016405,0,0,0.0055176,0,0.0066886,0.025378,0.047498,0.0068565,0,0,0.0094975,0.0026795,0.002701,0.0031989,0.0051638,0,0,0.01855,0,0.0045732,0.013002,0.037171,0.14828,0.0089475,0.012887,0.0085513,0,0.0027254,0,0.011527,0.0076215,0.015878
0.33275,0.25585,0.27134,0.26711,0.28555,0.27997,0.25672,0.31677,0.30389,0.25052,0.26063,0.22112,0.27918,0.30214,0.25742,0.31045,0.30139,0.26585,0.23001,0.26295,0.26754,0.25134,0.28024,0.25487,0.28282,0.32643,0.27833,0.28401,0.25633,0.25186,0.26182,0.30045,0.27339,0.27321,0.29823,0.27836,0.25677,0.28406,0.23343,0.32975,0.26891,0.33895
0.0082827,0.0035061,0.0023452,0,0.026107,0.0053743,0.0053008,0.0011135,0,0.0055222,0,0.001379,0,0.0010814,0,0.0027915,0,0,0,0.0016454,0.0010082,0.0012427,0,0,0.0085494,0,0,0.0030992,0,0,0,0,0,0.0012791,0.0064125,0.0035753,0,0,0,0.0050933,0,0.0079703
0.31552,0.26298,0.30011,0.2631,0.088827,0.045705,0.27654,0.26793,0.31119,0.26001,0.25486,0.22824,0.015993,0.26647,0.013421,0.27014,0.29401,0.24559,0.24436,0.24939,0.007875,0.26191,0.12584,0,0.28783,0.26945,0,0.24808,0.25693,0.2424,0.22551,0.25295,0.098037,0.024862,0.26884,0.26044,0.25832,0.27934,0.2434,0.27462,0.0050669,0.29112
0.013885,0.0058506,0,0.0068103,0.21374,0.23597,0,0.034599,0.0029158,0,0.0054429,0,0.26458,0.022937,0.23887,0.054147,0.0029823,0.027243,0,0.016631,0.25942,0,0.059489,0.2466,0,0.046009,0,0.0031186,0,0.0046609,0.034531,0.052763,0.18688,0.023873,0.029697,0,0.0027014,0.011438,0.0014236,0.064819,0.0083014,0.042875
0.031185,0,0.0012015,0,0.029592,0.013473,0.0068316,0.034711,0,0,0,0.0021492,0.0071551,0.04006,0.0044608,0.0047964,0.020037,0.0012262,0.0023772,0.003307,0.011517,0,0.12634,0.0090347,0.020966,0.033529,0.33983,0.055372,0.0017619,0.0063335,0.0057463,0.0091683,0.025421,0.23916,0.019522,0.030629,0.0087253,0.0066999,0,0.026294,0.27604,0.030411
0.15061,0.010518,0.16685,0.005131,0,0,0.015733,0.15159,0.23123,0.0091465,0.0094872,0,0.010863,0.05912,0.2455,0.11535,0.025316,0,0.27762,0.014303,0.24816,0.0052457,0,0.2588,0.043019,0.051943,0.032986,0.032354,0.24831,0.0053282,0,0.29156,0.012762,0.013941,0.041043,0.050892,0.24529,0.032051,0.27213,0.13423,0,0.091396
0.19045,0.25461,0.10793,0.27047,0.12631,0.27874,0,0.17377,0.074542,0.2462,0.26061,0.24695,0.27581,0.25348,0.012374,0.20857,0.14316,0.27509,0,0.26088,0.020794,0.23643,0.30576,0.0047277,0.2389,0.27334,0.20959,0.18164,0.008531,0.2437,0.31306,0.020224,0.30954,0.25776,0.26753,0.044396,0.037107,0.26461,0,0.172,0.26286,0.16678
0.011663,0.0023387,0.031173,0,0.19545,0.012812,0.268,0.013207,0.023434,0,0,0,0,0.019179,0,0.01403,0.16817,0,0.033177,0,0.0014935,0.0076718,0.010786,0,0.029683,0.019063,0.031726,0.064019,0.0045949,0.010318,0,0.0066074,0,0.0044146,0.012272,0.020925,0,0.0022098,0.0027182,0.063702,0.0065696,0.10582
0.023352,0,0,0,0.043628,0.0077505,0,0,0.0061288,0.0033906,0,0,0.0011909,0,0.0051076,0,0,0.0044524,0.0047904,0,0.0042714,0.0064611,0,0.010381,0.0055736,0.010685,0.026332,0.041834,0,0,0,0.016151,0,0.0049089,0,0.18229,0,0.0030466,0,0.0018953,0.022309,0.010191
0.27976,0.25478,0.26417,0.26187,0,0.028473,0.011742,0.23609,0.30125,0.25706,0.2651,0.24496,0.0094691,0.26708,0.012776,0.21142,0.11259,0.25337,0.22973,0.25905,0.011106,0.23956,0.10699,0.014037,0.25589,0.26791,0,0.20498,0.24893,0.23329,0.2347,0.27801,0.001927,0.022836,0.24005,0.065539,0.24335,0.27479,0.25367,0.2076,0.010317,0.17044
0.033085,0.0081694,0.010824,0,0.043254,0.01264,0.0017564,0.044704,0,0,0.0068168,0,0.24805,0.010605,0.23023,0.037781,0,0.012642,0.0071193,0.0050093,0,0.0049856,0,0.23403,0.0023739,0.029131,0.0011026,0,0.0099765,0,0.013483,0,0.17299,0.0050237,0.0173,0,0.029952,0.0041751,0,0.037392,0,0.031577
