0,0,0.0060216,0,0,0,0,0,0,0,0,0,0.0013922,0,0
0.35662,0.33916,0.44012,0.35745,0.37532,0.38238,0.35742,0.35848,0.35798,0.3603,0.3588,0.36032,0.41822,0.35948,0.36038
0.0011555,0.32397,0.15683,0.35119,0.012013,0.0035562,0.35169,0.0032485,0.0015657,0.0032202,0.0033872,0.003054,0.042305,0.0050189,0.0056215
0.35361,0.33569,0.21278,0.0042614,0.33695,0.0040554,0.0032645,0.35537,0.35414,0.35544,0.35516,0.35206,0.23595,0.35296,0.35538
0,0,0.011808,0,0.0012142,0,0,0,0,0,0,0,0.007204,0.0010807,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0018526,0.0011847,0.01855,0.0033063,0.35659,0.0037432,0.0025914,0.0015216,0.35377,0.0015984,0.0031266,0.35448,0.39242,0.0032459,0.0043459
0.35497,0.33829,0.43381,0.35441,0.026715,0.37934,0.35513,0.35737,0.0046812,0.35946,0.35614,0.0066789,0.067084,0.35678,0.3567
0,0,0,0,0,0,0,0,0,0,0,0,0.0015243,0,0
0.0034572,0.0080011,0.056308,0.35295,0.36737,0.0037503,0.003505,0.0051104,0.35511,0.0054522,0.3535,0.35408,0.40631,0.0039713,0.34933
0.35326,0.33174,0.40118,0.0047701,0.01537,0.37955,0.35434,0.35412,0.0032962,0.35594,0.005949,0.007014,0.047433,0.3566,0.011949
0,0,0.009412,0,0,0,0,0,0.34941,0,0,0,0,0,0
0.3549,0.0088318,0.39221,0.35664,0.36175,0.37963,0.35681,0.010106,0.0057095,0.35848,0.0074969,0.35844,0.38444,0.35542,0.01415
0.0016541,0.33121,0.050958,0,0.017329,0.0034394,0,0.34897,0.0033434,0.0022962,0.35151,0.0021322,0.053389,0.0046027,0.34674
0.35535,0.33825,0.38642,0.35557,0.37126,0.38118,0.35669,0.35766,0.35748,0.35821,0.35747,0.35891,0.40752,0.35765,0.35777
0,0,0.047289,0.0019946,0.0017087,0.0013175,0,0,0,0.001694,0.0015242,0,0.007124,0.0020865,0.0022058
0,0,0,0,0,0,0,0,0,0,0,0,0.0012694,0,0
0,0,0.0075202,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0079547,0,0.0035193,0,0,0,0,0,0,0.001532,0.012023,0,0
0.35104,0.33267,0.12152,0.0027035,0.34017,0.001521,0.0026188,0.351,0.0024985,0.006064,0.0058813,0.0071989,0.26657,0.34731,0.35215
0,0.0020471,0.1048,0.34999,0.0050932,0.0029525,0.35125,0,0.0013082,0.0017531,0,0.0017895,0.028279,0.0021269,0.0015949
0.0017529,0.0014033,0.14046,0.0032889,0.023231,0.37605,0.0021143,0.0023117,0.002601,0.0030092,0.0026478,0.0052236,0.12424,0.0043412,0.0034795
0.0017121,0.0017894,0.039918,0,0.0068174,0.0017602,0.0010665,0.0019366,0.0011424,0.0020278,0.0019297,0.34465,0.028908,0.0033327,0.0012382
0.001277,0.0021097,0.042271,0,0.0073118,0.0010039,0,0.0029082,0.0013944,0.34835,0.0013949,0.0014934,0.013673,0.0022184,0.0023326
0,0,0.0034967,0,0,0,0,0,0,0,0,0,0.001281,0,0
0,0,0.0092568,0,0.0023395,0,0,0,0.34964,0,0.34708,0.0010425,0.0059672,0.0010557,0
0,0,0.0050341,0,0,0,0,0,0,0,0,0,0.001338,0,0
0,0,0.014469,0,0.0051692,0,0.34483,0,0,0.33062,0,0.0038326,0.027234,0.0017373,0
0,0.0011991,0.043519,0,0.01065,0.0048371,0.0010349,0.34494,0.001283,0.0021848,0.0011687,0.0028383,0.038798,0.0021075,0.0011336
0,0,0.049745,0,0.014414,0.0014033,0.0026459,0,0.0010015,0,0,0.0012955,0.08259,0.0041961,0
0.34855,0.0012274,0.052961,0,0.020022,0.0013133,0.0011499,0.0019371,0,0.0020449,0.0016036,0.0030047,0.080594,0.0011514,0.0024163
0.0021241,0.0034812,0.047145,0.0011132,0.30987,0.0017186,0.0011102,0.0037672,0.0017225,0.018029,0.0030613,0.0012445,0.11733,0.0044359,0.0021892
0.0018615,0.32845,0.089081,0.35002,0.012329,0.0024826,0.001894,0.0018079,0,0.0016833,0.0013115,0.0013669,0.078455,0.34162,0.34913
0.0015888,0.001786,0.066604,0,0.0047019,0.0030907,0.0014269,0.002989,0.0010494,0.0023183,0.0018265,0.34479,0.024738,0.001971,0.0018323
0,0.00182,0.041195,0.002387,0.0034522,0.36724,0.0016075,0,0,0.0015123,0,0.0022362,0.013696,0,0.0011463
0,0.0014913,0.050024,0,0.0034053,0.0013916,0.0019382,0.0013766,0.35063,0,0.34833,0.0010546,0.012708,0.0023445,0.0012531
0,0,0.015723,0,0.0041725,0,0,0.0015527,0,0.0030229,0.0011635,0,0.0061168,0.001793,0.0020974
