0.0041214,0,0.0018421,0.008836,0.01503,0.040546,0,0,0,0.0057464,0.003331,0.02088,0,0.01216,0,0.0052215,0.0021725,0.0021822,0.0016642,0.016404,0,0.0098065,0.0017246,0.011454,0,0,0.0047265,0,0,0.016509,0.018667,0,0.0042253,0,0.0061829,0.022119,0.01309,0,0.012437,0,0,0.021361,0.020781,0.016292,0,0.007274,0.037208,0.0090419,0,0,0,0.094073,0.0023867,0.015167,0,0
0.014057,0,0.028001,0,0,0,0.0079919,0,0,0.011702,0.027883,0.0022624,0.014432,0,0.007856,0,0,0.015979,0.062432,0,0,0,0.012758,0,0,0,0,0,0.058846,0.0018956,0,0.029054,0.015148,0,0,0,0,0,0.028265,0,0.0049337,0.011362,0.031831,0.046743,0.046571,0,0.004722,0,0.004254,0,0.015423,0,0,0,0.0089418,0
0,0,0.0063307,0.0073033,0.028958,0.014334,0,0,0,0,0,0.013759,0,0,0,0,0.010584,0.015922,0.011377,0,0,0,0,0,0,0.0091566,0,0,0.0055391,0.011624,0,0,0.018397,0,0,0,0.01131,0,0.0019951,0,0,0.0013243,0.0065822,0.0020062,0.033348,0.0042886,0.014144,0,0.0085771,0.017297,0.0005373,0.031172,0,0,0.014133,0
0.95887,0.020338,0,0,0.013931,0,0,0,0,0,0.0016644,0.0023661,0,0.0033293,0,0.0036913,0.0067019,0.0063319,0,0,0.0012001,0,0.0040352,0.0031722,0.0017654,0.00036045,0.0034193,0,0,0,0,0,0.0016474,0,0,0,0.0012148,0,0.0020851,0,0,0.0043811,0.0067565,0,0,0.0027347,0,0,0,0.0020401,0.0051253,0,0,0,0,0
0.022217,0,0.013328,0.00095087,0,0,0,0,0.0051294,0.013749,0.0005303,0.0093385,0.0085696,0.0020006,0.0038868,0.0091736,0,0.010563,0,0.013239,0,0.0050345,0,0.016669,0,0.0034634,0,0.0052518,0.0028255,0,0,0,0,0.010655,0.0049816,0.0030996,0,0,0,0.017915,0,0.0060702,0,0.019696,0,0,0,0.017393,0.00017433,0,0,0.026275,0.0058821,0,0,0.0034495
0.034828,0,0.0042626,0.0040617,0,0.056943,0,0,0.011041,0.0008671,0.034409,0,0,0.0021133,0,0,0,0.011709,0.0029365,0.0056834,0,0.0090489,0,0,0.0053118,0.0082259,0,0.018208,0,0.004263,0.034698,0.0017183,0,0.010428,0.0036465,0,0,0.0035414,0,0.0011702,0,0.0047881,0,0.017079,0.01987,0,0,0,0,0,0.00055199,0.017515,0,0.026219,0,0.01364
0.028772,0.0099381,0,0,0.046595,0.18382,0.029858,0.008554,0,0,0.017111,0.017362,0.034539,0,0.024959,0,0,0.0094125,0.014573,0.012325,0.016799,0.024674,0,0,0.019791,0.009237,0,0.0075346,0.0051713,0,0,0.042807,0.022463,0,0.025101,0.00028249,0,0.0057759,0,0,0.0025861,0.01057,0,0.013208,0.017948,0,0,0,0,0,0.017177,0.034379,0.021852,0.023014,0,0.012377
0.0046014,0,0.0046431,0,0,0.01069,0.012892,0,0,0.0066168,0.010965,0.0095538,0,0.0087184,0,0.0085313,0,0.008514,0.0031599,0,0,0.012891,0.0020808,0.0063717,0,0.0022779,0.00064272,0,0,0.021299,0,0,0,0.0073829,0,0,0.0189,0.022535,0,0.0033339,0,0.021132,0.010345,0.0071597,0.01171,0,0,0.014086,0.0057921,0.010675,0.038281,0.053982,0,0,0,0
0.010753,0,0.012456,0,0,0.046875,0,0,0,0,0.018073,0.0077195,0.0021289,0.014951,0,0,0,0.013596,0.0044539,0,0,0,0,0.030608,0,0.017082,0,0,0,0,0,0.044666,0,0.009937,0.032378,0,0,0,0.0083439,0.031639,0.029658,0.020619,0.042003,0.068854,0,0,0,0.0025187,0.016285,0.0067157,0,0.0096256,0.0033446,0,0.004265,0
0,0,0,0,0.0076961,0,0,0,0,0,0.025301,0,0.0016651,0,0.0077231,0.0012171,0.0036875,0,0,0,0.0046674,0.00057591,0.0075628,0.0029511,0.007233,0,0.0054385,0.002456,0,0,0,0,0.0061259,0,0,0,0.0007016,0.005237,0.0032363,0,0,0,0.0059594,0.94886,0.00012376,0.0025202,0,0,0,0.007426,0.014163,0,0.0034014,0,0,0.01505
0,0.0070744,0,0.0046646,0.0098184,0,0,0,0,0.0027976,0.0036192,0,0.0018396,0.0016315,0,0.00050251,0,0,0,0.0045526,0.0037996,0.005101,0.0034547,0.0021376,0.0076669,0,6.2091e-05,0,0,0,0.00089085,0.0063056,0,0,0,0.0021958,0.0039515,0.0020394,0.0062517,0.001089,0.0043303,0.0027609,0.004919,0,0,0,0.0051185,0.0036592,0,0,0,0.0027019,0.0033856,0.00428,0,0.010678
0.0037486,0,0,0,0,0.0097009,0.0022621,0.0014542,0.0053253,0.0011971,0,0.00061476,0,0.00070166,0,0,0,0.0073371,0.0068483,0,0.01238,0.002552,0,0,0,0,0.0051376,0.0039381,0.0063541,0,0,0.0045503,0.0019004,0.011668,0,0.0093686,0.0046782,0.0084942,0,0.0045444,0,0.0081997,0.0019062,0,0.0021692,0,0.0062417,0,0,0.0065582,0,0,0.0010415,0,0.0087231,0.012868
0.0029112,0,0.015784,0,0.0011756,0.0079934,0.029056,0,0,0,0,0.0014061,0,0.0093454,0.0012076,0,0.0039984,0,0.013517,0.001203,0,0,0,0,0,0,0,0.0063844,0,0.0094573,0,0.0011207,0.0074275,0,0.0088208,9.7901e-05,0.0065456,0.016371,0,0.0079857,0,0,0,0,0.01046,0,0,0,0,0.016568,0.014334,0,0,0.024803,0,0
0.072633,0,0.0020407,0.056183,0.031604,0.062795,0.0019891,0.036491,0,0.0033307,0.02217,0.025894,4.5796e-05,0,0.012177,0,0,0.011674,0.029663,0.020217,0.013581,0.017983,0,0.076515,0,0.01043,0,0.026741,0.045255,0,0,0.045814,0.030639,0,0,0,0.01896,0,0.0047444,0.0064985,0.002698,0,0.015017,0.028357,0,0.014063,0,0,0,0.026854,0,0,0.028393,0.013578,0.065703,0.046167
0,0.0090386,0.0018709,0,0.0095683,0,0.0023942,0,0.0029802,0.95576,0.0018546,0,0,0,0,0,0,0.0038095,3.7128e-05,0,0,0,0.0073857,0,0.0015819,0,0.0016576,0,0,0,0,0,0.0066944,0.001276,3.4534e-05,0.0006174,0.0021551,0.0036388,0,0.0051521,0,0.0041691,0.0065377,0,0.0029174,0,0.0056813,0,0,0.0025398,0,0,0.0045514,0,0,0
0,0,0.0022105,0,0.010135,0.077997,0.0017423,0,0,0.015912,0,0.0014773,0.025791,0.0080081,0.023311,0.020294,0,0.01667,0,0.0041479,0,0.0073772,0.0022149,0.030891,0,0.021404,0,0.010113,0.01719,0.0069255,0,0.0031567,0,0.017282,0,0.019067,0.0090569,0.014865,0,0.0060764,0,0.0053365,0.0087939,0.0079639,0.020029,0,0,0.021033,0,0,0,0,0,0,0.014921,0
0.076395,0,0.0041726,0,0,0.055477,0.0042027,0,0,0,0.016184,0.013942,0,0,0.060787,0,0.0045575,0.026545,0.0069561,0,0.032929,0,0,0,0.0086703,0,0,0,0,0,0,0.027079,0.014074,0.004772,0.010341,0,0.0011601,0.00091894,0.0080119,0,0.0087361,0.0011626,0,0.0081713,0,0,0,0,0,0.019888,0.011952,0.041062,0.0041223,0.0026338,0,0
