0.24165,0.14532,0.008823,0.010552,0.051825,0.020325,0,0.012233,0,0.24458,0.0044949,0.0084411,0.0030509,0.0097849,0,0.012039,0.0055431,0.012993,0.0080148,0.0016257,0.23402,0.23541,0.24282,0.014307,0.0081628,0.0057257,0.21758,0.0041015,0.018403,0.0032816,0,0.016897,0.0025878,0.0075916,0.0010752,0.0062335,0.010892,0.004371,0,0.020437,0.23074,0.026234,0.0058634,0.0090815,0.23161,0.0028631,0,0.0059276,0.23532,0.0063489,0.22753,0.037527,0.0071639,0.014008,0.035719,0.0581
0.0028188,0.2791,0.01523,0.013204,0.022047,0.17189,0.017567,0.26775,0.25143,0.0049913,0.098478,0.008157,0.019766,0.25524,0.25301,0.018191,0.26069,0.0020997,0.0057335,0.25404,0.25975,0.251,0.25881,0.24558,0.0098681,0.24742,0.24443,0.018823,0.26109,0.0092549,0.012819,0.27003,0.25908,0.023065,0.011144,0.24768,0.25983,0.25992,0.25345,0.2636,0.014167,0.25268,0.081301,0.002491,0.26591,0.27368,0.016771,0.018933,0.015305,0.026456,0.01093,0.093547,0.015767,0.023241,0.26664,0.20825
0.25782,0.093468,0.24435,0.2532,0.32394,0.21541,0.25969,0.0030426,0.014865,0.25987,0.24305,0.25653,0.24653,0.017309,0.013558,0.25889,0.008408,0.26935,0.26578,0.0045383,0.0023482,0.0056406,0,0.073502,0.27356,0.026274,0.018814,0.26054,0.022706,0.25584,0.25774,0.034478,0.0078705,0.2493,0.25831,0.037082,0.010511,0.0082817,0.014024,0.02039,0.24751,0.028576,0.22827,0.27601,0.010773,0.0080224,0.25538,0.25731,0.24879,0.25925,0.26115,0.27753,0.26326,0.25368,0.050987,0.16338
0.0024928,0.014037,0.0018625,0,0.0019022,0.0036336,0,0,0,0,0.085804,0.0034314,0.0026609,0.002487,0,0,0,0.0044045,0,0.0033211,0.0011631,0,0,0.0096458,0,0,0.002854,0,0.0013041,0.0029596,0,0,0,0,0,0,0,0,0,0.006346,0,0.0011533,0.0036772,0,0.002331,0.0028259,0,0,0,0,0,0.01285,0,0,0,0.007235
0,0.0099612,0.0040291,0,0,0.17129,0.007611,0.0032682,0.0034926,0.0015192,0.022941,0.0035518,0.0079733,0.013137,0.0030168,0.0035118,0.0016457,0,0.0018088,0.23881,0,0,0.0038981,0.05881,0.0056342,0,0.012328,0.0012697,0,0,0,0.012837,0.0065188,0,0.0048252,0.0080424,0.0083506,0.0017821,0,0.0043197,0.002003,0.0023321,0,0.0018428,0.0046623,0.0049495,0.24022,0.0026105,0,0.2284,0.21397,0.020555,0.0084984,0,0.013832,0.01867
0.015418,0.29264,0.24968,0.25937,0.31352,0.15865,0.25718,0.26601,0.26128,0.024528,0.16223,0.25606,0.25022,0.0357,0.25098,0.26881,0.2674,0.26725,0.25736,0.017011,0.26008,0.25336,0.014429,0.24181,0.26006,0.24963,0.2471,0.27048,0.26358,0.25806,0.26961,0.2891,0.25647,0.26742,0.26755,0.27459,0.25676,0.25577,0.26585,0.26183,0.25554,0.26809,0.28818,0.020932,0.2683,0.020525,0.023718,0.26488,0.25686,0.042372,0.042925,0.29742,0.2628,0.27162,0.27268,0.31066
0.23884,0.11137,0.010259,0.25846,0.048764,0.35452,0.0061528,0.015589,0.0014838,0.25416,0.043959,0.018607,0.25649,0.012729,0.24663,0.023175,0.010584,0.01132,0.012772,0.25391,0.25972,0.013524,0.25296,0.07572,0.023478,0.024887,0.24437,0.030654,0.034607,0.25497,0.015246,0.08356,0.24343,0.012212,0.0067272,0.028861,0.0050738,0.26184,0.020501,0.25287,0.23635,0.2606,0.28422,0.0068798,0.02904,0.0099076,0.25284,0.25487,0.0083851,0.03394,0.017949,0.14153,0.010908,0.017079,0.077106,0.13372
0.011357,0.2459,0.0068667,0.0020351,0.21319,0.010347,0.010646,0.0063055,0.004714,0.011045,0.026867,0,0.0048573,0.0088154,0.013942,0.0083312,0.0059588,0.011153,0.012018,0.002733,0,0.0084935,0.0068514,0.048321,0.027377,0.011937,0.010759,0.24227,0.0072306,0.0047051,0.0084625,0.014677,0.0077531,0.24663,0.0072876,0,0.25518,0.0060046,0.0021046,0.011713,0.01178,0,0,0.011743,0.0013734,0.010705,0,0.012285,0.013043,0.0088881,0.013853,0.069666,0.017259,0.012901,0.010758,0.07956
0.013161,0.0092227,0.23725,0.0049849,0.048376,0.0076216,0.24467,0.24784,0.25717,0.0025443,0.23651,0.24528,0.0037373,0.25328,0.0064675,0.24857,0.25031,0.25794,0.24467,0,0.004298,0.23567,0,0.18779,0.016471,0.23843,0.0060649,0.009233,0.24139,0.0034754,0.012088,0.19829,0.0025125,0.010903,0.24291,0.25681,0.010923,0,0.24246,0.012333,0.0070322,0.014138,0.027313,0.26156,0.23779,0.25604,0.014585,0.010377,0.24082,0.024256,0.23381,0.14102,0.24748,0.25018,0.22559,0.14498
0.0013001,0.015707,0.0039129,0,0.048071,0.0043106,0.012576,0.0017421,0.0064103,0,0.044551,0.0031165,0.0014352,0,0,0,0.0044417,0,0.0054375,0.0027707,0.0029645,0,0.0025714,0.012041,0.0055148,0,0.0012725,0,0,0.0029814,0.015521,0.01061,0.0089348,0.0029989,0.013275,0.0010177,0.0022003,0,0.0021768,0.0082178,0.0055514,0.0023633,0.0083886,0,0.0058658,0.0016074,0.0029131,0,0.002346,0.017256,0.0056135,0.024178,0.0081368,0.0014822,0.0035773,0.014496
0.0068366,0.25441,0.25191,0.25884,0.12792,0.14654,0.02329,0.013475,0.015375,0.008937,0.28243,0.2565,0.2553,0.25802,0.013331,0.27363,0.26589,0.26442,0.25907,0.2509,0.020106,0.25434,0,0.28804,0.032322,0.019704,0.24826,0.26454,0.26023,0.020518,0.25859,0.25587,0.25456,0.26552,0.2577,0.27856,0.2493,0.25301,0.0077254,0.25302,0.24981,0.25841,0.06977,0.012949,0.26254,0.0071862,0.26934,0.26111,0.24789,0.27296,0.2577,0.24858,0.25884,0.26119,0.27665,0.2978
0,0.015231,0,0.0033309,0.0029767,0.0037747,0.0044925,0.0012246,0.002068,0.0061709,0,0.0015496,0.0011812,0,0.0026877,0,0,0,0,0.0018525,0,0,0,0.0023491,0.0070791,0.0052727,0.0013063,0.0026743,0.0047981,0,0,0,0.0012051,0,0.0056237,0.0047382,0,0.0030413,0.0053376,0.0021995,0.0010239,0.0022672,0.17844,0.0068068,0.0033229,0,0,0,0.0051374,0,0,0.017893,0.0065959,0,0.0097586,0
0.25171,0.053003,0.011399,0.0026795,0.079184,0.22127,0.011715,0.25133,0.25173,0.25358,0.043509,0,0.0085762,0.01029,0.24465,0,0.0013596,0,0.0062475,0.0028308,0.23665,0.001207,0.25787,0,0.23571,0.24602,0,0.0036188,0.0058878,0.01374,0.0069066,0.0014374,0,0.0065956,0,0,0.0093032,0.0088178,0.24236,0.0067402,0.0028504,0.012703,0.0085349,0.25755,0.0017327,0.26614,0,0.0060012,0.0063723,0.017609,0.016319,0.058371,0.010774,0.013864,0.022787,0.029651
0,0.013365,0,0,0.015274,0.0044542,0.0039672,0.0013552,0,0,0.0039376,0,0,0,0.0026462,0,0,0.0010305,0.0019117,0.0024094,0,0,0,0.0054859,0.0047629,0.0016571,0.0021578,0,0.0022475,0.0019855,0,0.0066229,0.0022613,0,0.0014295,0.0012687,0.0036161,0,0.0038948,0.0063621,0.0023385,0,0.003997,0,0.0026946,0.0040265,0,0.0039096,0,0,0,0.025905,0,0.0032417,0,0.0097435
0,0.0057312,0,0,0.0062413,0,0,0.0013313,0.0010203,0,0.0085881,0,0,0,0,0,0,0,0,0,0,0,0,0.0014441,0.0032673,0,0.0010121,0,0,0.22366,0.001466,0,0,0,0,0.0010528,0.0011362,0,0.0010481,0.002318,0,0,0,0.0027975,0,0,0.0040622,0,0,0.0010535,0.0048785,0.0040237,0,0.0021916,0,0.005189
0,0.012836,0,0.0022683,0.096143,0.0076183,0.0070344,0.0028559,0,0,0,0,0,0,0.0020439,0.0013012,0,0.0029518,0.001666,0,0.003128,0.0012008,0,0.010687,0.001841,0,0.0057634,0.0039901,0.0042851,0,0,0.0010297,0.0055487,0,0,0,0.0038136,0.0039361,0.005426,0.0060796,0.0010173,0.0070833,0.024525,0,0,0.0091205,0,0,0.0012959,0,0,0.013912,0.0050129,0,0.0069568,0.013229
