0.090155,0,0.0059031,0.0049105,0.00014514,0,0.0097159,0,0.0027459,0.01802,0.015569,0.0012078,0,0,0,0,0,0.00057314
0.0014807,0.00041588,0.015045,0.0020711,0.0040174,0.0032156,0.00018196,0,0.0029253,0.0012069,0.018299,0,0.0039854,0,0,0.0012219,0,0.00039471
0.00096914,0.00017517,0.0059724,0.00069675,0.00049131,0.00026806,0,0,0.00073145,0,0.0067757,0,0.0007711,0,0.00067047,0.0023833,0.0026397,0.00062702
0.00064295,0.00029024,0.0057531,0.0042436,0.0069174,0.0030253,0.003868,0,0.0015032,0,0.013218,0.0024812,0,0,0.0015524,0.00060639,0,0
0.001034,0.00017105,0.0014522,0.00054955,0.00048096,0.0015727,0.0038512,0,0.0020472,0.00026525,0.0063915,0.00078018,0,0,0.00012156,0.0022479,0,0
0.0019579,0,0.015179,0.00023776,0.0018195,0.00017446,0.0013077,0,0.1052,0.00189,0.0086597,0,0.00018866,0.0048709,0,0,0.0021816,0.0026023
0.00085272,0,0.0071225,0.00027687,0,0.0015586,0.0023477,0,0,0,0.0040879,0.10547,0,0,0.00054535,0.0017481,0,0
0,0,0.0058248,0.00035624,0.00061352,0.00044906,0.00087048,0,0.0012572,0.00018521,0.010155,0.0012736,0,0,0,0.0015712,0,0.00065998
0,0,0.0078246,0.0019405,0.00027944,0,0,0,0.0029203,0.00045847,0.00144,0,0,0,0,0,0.00064246,0.00063385
0.00084704,0,0.0019745,0.001789,0.0011614,0.00017489,0.0022147,0,0.0013541,0.00012176,0.0074156,0,0,0,0.00067066,0.0013765,0,0.00029138
0.00089159,0.00023304,0.0015846,0.00016583,0.00075269,0.095127,0,0.00023531,0.00040382,0,0,0,0.0006047,0.00058319,0.00023449,0.11152,0.0028478,0.003034
0,0,0.016036,0.0011744,0.0023498,0.0012488,0.022729,0,0.0069869,0,0,0,0,0,0.00099944,0.0012415,0,0.0014268
0,0.00038216,0,0.001411,0.00062777,0.0012933,0,0.00040892,0,0.00064107,0.032974,0,0,0,0.00044808,0,0,0.00088414
0.001398,0,0.0089104,0.00027462,0,0.004243,0.0041739,0.0011819,0.0018799,0.0002188,0.025794,0,0,0,0,0.0033477,0,0
0.091489,0,0.015122,0.090511,0,0.0031911,0,0,0.00021783,0.01847,0.072166,0,0,0.0013602,0,0,0.0043899,0.0030274
0,0,0.0077732,0.00092327,0.00058807,0.00035472,0.00096807,0,0.0010392,0.00051498,0.0011798,0,0.00034843,0,0,0,0.0022132,0.00029325
0.00052987,0,0.0066674,0,0.00016036,0,0.00037292,0,0.00081274,0,0.0005433,0.00038711,0.00017533,0,0,0,0,0.00052184
0.00094812,0,0.0064626,0.00020736,0,0,0,0,0.00067015,0,0.0014891,0,0.00030014,0,0,0,0.0002205,0
0.0022244,0,0.023701,0.00020338,0.0078772,0,0.0018928,0,0.0039726,0.00020479,0.0036627,0.00089488,0,0,0.0017954,0,0,0
0.00092874,0,0.0098378,0.0023196,0.0021847,0.0021755,0,0,0.0018005,0.00044859,0.018353,0,0,0,0.00065171,0,0.0023803,0
0.00021046,0,0.0011796,0.0016111,0.0043622,0.00037636,0.00052063,0,0.000491,0.0004385,0.0078072,0.001182,0.00025057,0,0,0.00021326,0,0
0.0015041,0,0.0040345,0.00018211,0,0.00040348,0,0,0.0022318,0,0.00023917,0,0.00011871,0.00066138,0.10926,0,0,0.00082265
0.0013127,0,0.010688,0,0.00042875,0,0.0024725,0,0.0017746,0.00029942,0.0052496,0,0.00096412,0,0,0,0,0.00040694
0.00038138,0.00051131,0,0.0016931,0.095312,0.00074591,0.003391,0,0,0,0.00069352,0.00042855,0,0,0.0012347,0.00013271,0,0.00046771
0.0001666,0,0.0019848,0.00037438,0.00031506,0.0030522,0.0031843,0,0.00036534,0.00079831,0.012527,0.0022185,0.0024275,0,0,0,0,0
0,0.00055161,0.0021902,0.00092986,0.0017781,0.0010547,0,0.00068413,0.0036912,0.00062266,0.030436,0.0034707,0.00021523,0,0.00092742,0,0,0.00082007
0.0027123,0,0.072948,0.0040772,0.0049589,0.00040412,0.022139,0.00021216,0.0093369,0.0016222,0.0079544,0,0,0,0.00058579,0.0030485,0,0
0.0008075,0,0,0,0.0005401,0.00092107,0,0.00066286,0,0,0.0093024,0.0012213,0,0,0,0.10991,0,0.0016358
0.093502,0,0.021203,0.0049868,0.0062568,0.10168,0.00092657,0,0.0016284,0.020654,0.038946,0,0.0013631,0,0,0,0,0.0010618
0.093269,0,0.0058895,0,0.0024691,0,0,0.0005348,0.0040669,0.017211,0.031125,0,0,0,0.00081183,0.0009583,0.029378,0.0027165
0,0.00017564,0.0047575,0.00036017,0.00065887,0.0038183,0,0,0.00045089,0,0.010286,0,0.00064854,0,0,0.00064753,0.00019545,0
0,0,0.017905,0,0.098525,0,0.00055084,0,0.0011267,0,0,0,0,0,0,0,0,0
0.0036108,0,0.014301,0.0015114,0.0022669,0,0.0092111,0,0.0040092,0,0.014552,0,0,0,0,0.0019418,0,0
0.0003155,0,0.0033819,0.00081904,0,0.00067784,0.0022624,0.00049541,0.0019051,0.0010189,0.0080201,0.0031154,0,0,0,0.0014125,0,0.0013585
0.0015568,0,0,0.00036038,0.00096766,0.00047622,0.0011388,0.00034925,0,0,0.025036,0,0,0,0.00087487,0.0016435,0,0
0,0,0.0071109,0,0.00017472,0,0,0,0,0,0.008897,0,0.00017245,0,0,0.000163,0,0
0.000238,0,0.00098679,0.089456,0.00056399,0,0,0,0,0,0.012242,0.00011731,0,0,0.00016655,0.0025074,0,0
0.0070705,0,0.020425,0.002296,0.0023331,0.003951,0,0,0.0032999,0,0.047495,0.00055419,0,0,0,0.0058324,0.0081791,0
0.00061068,0.00062275,0.011328,0.091518,0,0.096007,0,0.00028108,0.00012055,0.00058545,0.0052798,0.00094952,0.0005574,0,0,0.00036106,0.0054821,0
0,0,0.00047474,0.0014302,0.0007628,0.0016617,0,0.0017766,0.0015165,0,0.035649,0,0,0,0,0,0.0053322,0.0018461
