0.019062,0.030109,0.003701
0.012149,0.00020397,0.011555
0.010097,0,0.0047726
0.0069537,0,0
0,0.00087068,0
0.0016958,0.0070515,0.029091
0.0042817,0.01255,0.032555
0,0.0013071,0.043764
0.00024522,0,0
0,0.046315,0
0.0073227,0.0097916,0.0034238
0,0.0027288,0.01288
0,0.0052779,0.010436
0.01199,0,0.0025585
0.043399,0.04889,0.0037455
0.00011999,0,0
0,0,0.00042285
0,0.0030144,0
0.027606,0,0
0,0.0070366,0
0,0,0.0067289
0,0.017083,0
0,0.007366,0
0.027043,0,0
0,0.0028395,0.015128
0.0061039,0.0054553,0
0,0.072924,0
0.002003,0.01586,0.0085109
0.012583,0.0648,0
0,0.062195,0.0017144
0,0,0.0028564
0.04356,0,0
0.034021,0.00057123,0
0,0,0
0,0.0063638,0
0,0.0030271,0
0.011599,0.054374,0
0.0099271,0.019544,0.0098061
0.019461,0.017149,0.0023165
0,0,0.029904
0.022695,0.0020622,0.029917
0.029576,0,0.026352
0.0074222,0,0.012239
0,0,0.030703
0.00060225,0.01768,0.12392
0,0.0025995,0.0089307
0.021396,0,0.02246
0.00028777,0,0.02429
0.0081818,0.0011951,0.0046098
0.0080687,0.014285,0
0.050805,0.019095,0.016794
0.022553,0.0040732,0.03301
0.033523,0.020116,0.021732
0.017364,0.010761,0.01284
0.010628,0,0.032234
0,0.036655,0.016508
0.046064,0,0
0,0,0.023428
0.0011997,0.029501,0.010464
0.0026147,0.0082842,0.032583
0,0.024421,0.015766
0,0,0.02415
0,0,0.018755
0.023635,0.0039552,0
0,0.055876,0.057877
0,0.0090209,0.010065
0,0.013867,0.015025
0.04837,0.00033378,0.039779
0.006302,0,0.019252
0,0.0046901,0.02642
0.0042857,0,0.020091
0,0,0.02788
0,0,0.0019579
0,0.0016439,0.014991
0,0.0014725,0.0092453
0,0,0.013398
0.059506,0,0.022203
0.0045979,0,0.0062846
0,0.085761,0
0.0034737,0,0.0090016
0,0.0090421,0.02509
0.050266,0,0.056956
0.0089223,0.0041296,0.0056754
0.071097,0.023417,0.081112
0,0.010398,0.022951
0,0,0.053789
0.082753,0.024412,0.027589
0,0.10013,0.038654
0.0019106,0,0.017483
0,0.0037441,0.012323
0,0,0.016929
0,0,0
0.0052193,0.035875,0.023591
0.059309,0.087773,0.028916
0,0,0
0.0051703,0,0.015367
0.0074044,0,0.0021364
0,0,0.023471
0.0022641,0.006335,0
0.012915,0.0014865,0.006226
0.049721,0.0083389,0.00027357
0.031964,0.0084006,0
0,0.071649,0
0.0062296,0,0.010671
0.016159,0,0
0.017502,0.051789,0.0051397
0.0008907,0,0.0091891
0.0036464,0,0.0010681
0,0.0042668,0
0.014859,0.00054226,0.017197
0,0.0010817,0.012003
0.010571,0.010397,0
0.0013638,0.015761,0
0,0.0013648,0.0057873
0,0.010715,0.03511
0.011279,0.014381,0.050228
0.00045446,0.006404,0.014616
0,0.0031208,0.012763
0.03197,0.0039525,0.021774
0.03741,0,0
0.029339,0.00039831,0
0.0087827,0,0.018183
0.011861,0.0080396,0
0,0.011605,0.007871
0,0,0.0056676
0.011332,0.0095378,0.002452
0.042523,0.0043947,0.011854
0,0.0035191,0.008816
0.020922,0,0.0019661
0,0,0.0022519
0.014956,0,0.023381
0,0,0.0086345
0.002919,0,0.0078548
0.0097972,0.033846,0.013655
0.17604,0.11482,0.45778
0,0.0013979,0.019492
0,0.063122,0
0.0046218,0.012132,0.020749
0.0011788,0.0068063,0.012116
0.015348,0,0.00080975
0.012555,0.014907,0.034352
0.0021112,0.0050005,0.0070504
0.00024297,0,0
0.015125,0,0
0.028502,0.0026743,0
0,0.067104,0
0,0.00074858,0
0,0.0060576,0.020602
0.02559,0.034914,0
0.00054785,0,0.0026196
0.0024741,0.0012013,0
0.019164,0.015945,0
0,0.022209,0.026557
0.0036943,0.043009,0
0.026288,0,0.0017595
0.001256,0.023216,0.0062407
0.0033201,0,0
0.030972,0.0089513,0.00256
0.012428,0.0020938,0.0069892
0.046356,0,0
0,0.045099,0.021589
0.008574,0.0024351,0.0084079
0,0.00012247,0.015485
0,0.0030732,0
0.0070022,0.0038861,0
0.027003,0.0065994,0.022123
0,0.014862,0.025365
0,0.011775,0.021322
0.014545,0.016176,0.042446
0,0.023374,0.041859
0,0.010278,0.041875
0.0022562,0.026131,0.079849
0.01973,0.0061111,0.037059
0,0.0074123,0.028301
0.015486,0.010851,0.028017
0,0.0035546,0
0.035062,0.0050452,0.016072
0,0.018821,0.046219
0.018363,0.0017881,0.05238
0.033499,0.0066055,0.032103
0.042089,0.0038624,0
0,0.027801,0.042343
0,0.062452,0.023705
0.012225,0.005372,0.033249
0.015687,0.013093,0.044372
0,0,0
0.0016363,0.0022172,0.0023078
0,0.0097108,0.043862
0,0.033482,0.059483
0.026254,0.047503,0.037579
0,0.0065709,0.034874
0,0.053382,0.00057419
0,0.011312,0.036948
0.00024255,0.0073046,0.066355
0,0.063926,0.0072826
0,0.019357,0.024241
0,0.0036094,0.017283
0,0.060392,0.02759
0,0.0062867,0.02269
0,0.013005,0.043209
0,0.061776,0.027305
0,0.022393,0.069305
0,0.03187,0.0071428
0.035591,0.025905,0.007707
0,0.0053872,0.092237
0,0.0093466,0.041523
0.0018314,0.0074338,0.069041
0,0.0096079,0.06226
0,0.021789,0.05322
0.04017,0.0035866,0.022236
0.034344,0,0
0.0018852,0.00584,0.010275
0,0.014683,0.038516
0,0.0081276,0.033906
0,0.02671,0.031362
0,0.0077371,0.026539
0,0.0080612,0.030704
0,0.011954,0.042286
0,0.017202,0.026321
0,0.0098077,0.019588
0.0025122,0.022404,0.074395
0.0044375,0.0032613,0.032572
0.043103,0.046713,0.058533
0.029028,0.013014,0.0035287
0,0.03886,0.025812
0,0.011754,0.040121
0.020966,0.0089413,0.024291
0.018208,0.01499,0.032941
0,0.009774,0.037731
0.012327,0.0010537,0.013526
0.010462,0.0088813,0.034652
0,0.007231,0.018721
0.027959,0.0084629,0.015521
0,0.014083,0.031659
0,0.0083336,0.024466
0,0.006945,0.0456
0,0,0
0,0.015644,0.032293
0.0099732,0.0092251,0.026295
0,0.0098004,0.03363
0.017418,0.033575,0.038876
0,0.028978,0.031598
0.0033253,0.0083475,0.0041014
0.0012476,0.0058376,0.017045
0.0085133,0.018134,0.039905
0.0088037,0.015593,0.02193
0,0.014172,0.034963
0.0020764,0.0088935,0.029631
0.011296,0.0059283,0.035604
0.15041,0.24584,0.077042
0.00024193,0.0074058,0.047783
0.01059,0.0064221,0.034363
0,0.061097,0.017547
0,0.014876,0.02703
0,0.0073868,0.022983
0.016493,0.017333,0.038141
0.0025729,0.0020246,0.0032441
0.020842,0,0
0.00034149,0.0018063,0
0,0.010838,0
0.00088233,0,0
0.016766,0.013477,0
0.0044227,0.0069327,0.0099348
0,0.0013045,0.01698
0,0,0.0020614
0,0.090476,0
0.11575,0.13289,0.032213
0.013508,0,0.0099047
0.001639,0,0.014695
0.004981,0.0039551,0.011997
0,0.0067028,0.0025767
0.39156,0.013933,0.13749
0,0.0019924,0.011659
0.0046678,0,0.012222
0.0065008,0.023974,0
0,0.00096171,0
0.014655,0.0068634,0.023822
0.0036214,0.057681,0.033578
0.034837,0.0076019,0.0067247
0.011637,0.0030037,0.0030019
0.0029204,0.0015364,0.011224
0.028391,0,0.014948
0.022591,0.001637,0.0031839
