0.23364,0.0098616,0.0092902,0,0.24311,0.0071453,0.0063174,0,0.23792,0,0.001486,0.0087567,0.011931,0.23783,0,0.010629,0.040663,0.21385,0.0035342,0.024838,0.0064307,0.012669,0.012068,0.011081,0,0.06672,0,0.0079714,0,0.21929,0.22599,0.067947,0,0,0.24907,0.053071,0.0072596,0.029961,0.013916,0,0.080962,0.018337,0,0.012071,0.0092292,0.23224,0,0.010231,0.11987,0.0047727,0.23988,0.011963,0.11269,0.031875,0.0014608,0.097109,0.023795,0.08516,0,0.041519,0.097989,0,0.056833
0.0018163,0.26701,0.25577,0.25853,0.0068562,0.017294,0.010253,0.25574,0.25835,0.0069151,0.24802,0.25279,0.2488,0.24748,0,0.011567,0.27894,0.023003,0,0.24995,0.26014,0.011984,0.25943,0.26119,0.25847,0.25885,0.0072451,0.25897,0.0054245,0.24192,0.24445,0.16029,0.0082167,0.25247,0.2477,0.29937,0.0059171,0.12167,0.036863,0,0.072224,0.11656,0,0.026507,0.24987,0.015583,0.012731,0.035814,0.21968,0.20632,0.26045,0.017097,0.050171,0.25198,0.021146,0.14673,0.058814,0.2506,0.02546,0.18933,0.24774,0.26291,0.19917
0.26342,0.012524,0.07795,0.0099417,0.25762,0.27499,0.26246,0.0047468,0.0085486,0.25171,0.005785,0.022362,0.047859,0.0077326,0.25577,0.27135,0.079004,0.25355,0.26566,0.025131,0.0042118,0.26402,0.1344,0.016713,0,0.070561,0.26182,0.0089531,0.2706,0.043058,0.011842,0.20511,0.25479,0.010774,0,0.028498,0.27459,0.20739,0.27224,0.2404,0.26247,0.18699,0.27147,0.26809,0.019563,0.24872,0.26505,0.2518,0.13183,0.074494,0.013923,0.24877,0.31686,0.024969,0.26089,0.23486,0.26109,0.083238,0.24889,0.15708,0.10252,0.0038961,0.16386
0.0030167,0,0.015293,0,0,0.0052541,0,0,0,0.0027677,0,0.0010752,0,0,0.0031401,0,0,0.0027731,0,0.0035691,0,0,0,0,0,0,0,0.0017356,0,0.001694,0.0027918,0.0018633,0,0,0.0016292,0.0083029,0.0034833,0.0069856,0.0029915,0,0,0,0.0023493,0.001415,0,0.0014539,0,0,0.0078449,0.023655,0.0017458,0.0023535,0.003936,0.0032568,0,0.033174,0,0,0,0.026119,0.0019097,0.0074245,0.011045
0.012203,0.0026242,0.04969,0,0.0064445,0.008978,0,0,0,0.0017887,0.24405,0,0.0099808,0,0.010297,0.0051101,0.041732,0.011739,0.0043876,0,0,0.0021066,0.18456,0.013769,0,0,0.0036424,0,0,0,0.0057797,0.014382,0.0054924,0,0,0.16547,0.013152,0,0.052693,0,0.052346,0.014051,0.017851,0.017974,0,0.0016591,0.0095924,0,0,0.026945,0.0022155,0.020182,0.0294,0.011319,0.0080085,0.025058,0.0084249,0.001248,0.00691,0.0083507,0.019124,0.010305,0.020872
0.013102,0.27361,0.25093,0.26014,0.020625,0.26767,0.26532,0.24695,0.26875,0.25069,0.0088281,0.24469,0.28539,0.24752,0.24047,0.25685,0.27836,0.25598,0.2535,0.24892,0.26264,0.26852,0.16503,0.25387,0.25557,0.30377,0.26379,0.25779,0.24848,0.28821,0.24209,0.30575,0.25319,0.25117,0,0.13059,0.007819,0.28629,0.24389,0.24477,0.29108,0.18931,0.23464,0.25698,0.27661,0.25138,0.26345,0.28797,0.33478,0.10628,0.037471,0.22972,0.26761,0.25133,0.2658,0.30129,0.31254,0.27996,0.24985,0.27485,0.3081,0.0021056,0.28355
0.24756,0.02193,0.25811,0.0039227,0.25496,0.24374,0.011143,0.2445,0.25878,0.25175,0.25023,0.018157,0.035388,0.0084834,0.013322,0.008209,0.29045,0.23671,0.012463,0.0089215,0.0066167,0.015014,0.31315,0.017673,0.2508,0,0.013804,0.25777,0.24813,0.035174,0.23583,0.16326,0.0028812,0.0074723,0.23335,0.26423,0.0037853,0.12823,0.039219,0.24636,0.077629,0.025858,0.0034994,0.026831,0.25173,0.0091605,0.0039139,0.25486,0.10877,0.0049021,0.25965,0.002191,0.115,0.23834,0.034075,0.15483,0.2709,0.17697,0.0023276,0.14681,0.10397,0.0020795,0.10198
0.0078794,0.0051605,0.0063999,0.0019962,0.0086182,0.010792,0.0043124,0.0089019,0.0068851,0.0030837,0,0.014239,0.0089151,0.0074278,0,0.035107,0.041016,0.017797,0.004309,0,0.0015888,0.26005,0.0065362,0.2421,0.0016875,0.29744,0.0032282,0.006532,0.00828,0.017563,0.0081008,0.10291,0,0,0.0046235,0.029765,0.0096778,0.14424,0.023204,0,0.087591,0.028758,0.0096451,0.2236,0.0022089,0.0088015,0.012384,0.0057481,0.085931,0,0.019659,0,0.19693,0.010956,0.0049382,0.12176,0,0.072127,0.017741,0.048499,0.066248,0.0063988,0.084675
0.013114,0.24954,0.057503,0.26099,0.0024913,0.03223,0.26089,0.0027827,0,0.0042477,0.0019884,0.24788,0.24992,0.23924,0.25684,0.025898,0.037591,0.012774,0.25037,0.26209,0.25404,0.0046557,0.054086,0.018271,0,0.036465,0.016258,0.001126,0.026188,0.22855,0.010706,0.10823,0.25917,0.25361,0.0024317,0.024749,0.26774,0.03309,0.067256,0,0.15767,0.25382,0.27042,0.054755,0.014244,0.24428,0.029399,0.028569,0.15303,0.31642,0,0.26663,0.067265,0.012338,0.24125,0.082802,0.051945,0.079964,0.25812,0.12333,0.1698,0.25573,0.16577
0,0.0029675,0.010885,0.005921,0,0.0078577,0,0.0027845,0.003251,0,0.0022943,0,0.0015209,0,0,0.0039715,0,0.0072464,0.0010475,0.0038708,0.0046037,0,0.0030858,0,0.0025025,0.022301,0.0032561,0.0027348,0,0.0043979,0.0013867,0.0012704,0,0.0026011,0,0.0062714,0,0.015913,0.17192,0.002172,0.013892,0.0014941,0,0,0,0.0015612,0.23,0.0026221,0.012692,0.010056,0.0021219,0.0026175,0.0084394,0.0035183,0.0032113,0.033807,0.0058651,0,0.0027112,0.03117,0.011004,0.0059957,0.012862
