0.0059095,0.0062048,0.010681,0,0,0.029349,0.010405,0,0,0.010547,0.0083554,0.026711,0,0.0071181,0.013126,0,0,0.018793,0.0062321,0,0,0.0034563,0.096438,0.006028,0.0088406,0.01476,0.015834,0,0.0043215,0.010609,0.0045404,0.057262,0.0017114,0.010379,0,0,0.013373,0.00088724,0.0016596,0,0.0077096,0.011125,0.0080502,0.010349,0.010097,0.012367,0,0.014702,0,0.0070989,0,0,0,0,0.016787,0,0.017337,0,0.050312,0.041113,0.0027754,0.00354,0.007209
0.0066768,0.0098489,0.010511,0,0,0,0,0.0059713,0,0,0,0.021107,0.00017709,0,0.0070459,0,0.03265,0,0.051667,0.042591,0,0,0,0.0017423,0.020029,0.068176,0,0,0,0.037245,0,0,0.0067817,0.017869,0,0.017933,0.052599,0.0016787,0.0045516,0,0,0,0.013362,0.020202,0.013185,0,0.019272,0.019598,0.041336,0.0070763,0.0055572,0.011468,0,0,0,0,0,0.0022085,0,0.058239,0.04057,0,0.0075407
0,0.014314,0,0,0.0020452,0.010292,0,0,0,0.0079461,0,0,0.0071101,0,0.0063957,0,0,0.01459,0.015157,0.023841,0.0079494,0,0.022567,0.010639,0.015662,0.0060033,0,0,0,0.031103,0,0.0072062,0,0.0022603,0.0094322,0.022372,0.007903,0,0,0.018573,0,0.0057245,0,0,0,0,0,0.010008,0.033051,0.030245,0,0.0083428,0,0.0077418,0.0093869,0,0,0.019265,0.092898,0,0,0,0.0067059
0.95362,0.0033473,0.0096177,0,0.013055,0,0,0,0.0010983,0.0068538,0.00043195,0,0,0.0025859,0.0023087,0,0,0.0050355,0,0.0080217,0.010537,0.00048172,0,0.0024301,0.00080836,0,0,0,0,0,0.0069776,0,0,0.0014339,0,0,0,0,0.0032459,0,0,0.0021705,0,0,0.0056594,0.0020221,0,0.0089602,0,0,0.0055861,0.02564,0.018258,0.0078301,0.0020244,0.019597,0,0.0048045,0,0,0.0045146,0,0
0.022245,0.016083,0.025676,0.007199,0,0,0.0025273,0.0026829,0,0,0.016641,0,0,0.0064188,0.016689,0,0,0,0,0.0034704,0,0,0,0,0,0.014966,0,0.00069056,0.001394,0,0,0,0.00036386,6.3177e-05,0.019113,0,0.02362,0.020874,0.0033155,0.022199,0,0.017553,0,0.0020214,0.0087163,0.0052497,0,0,0,0,0,0.060891,0,0,0,0,0.014916,0,0,0,0,0,0
0.032701,0.0048416,0.0018013,0.0044342,0,0.01737,0,0,0,0.024883,0,0,0.0015414,0.009602,0,0.00086837,0.020041,0.015372,0,0,0,0.0098631,0,0,0,0.088331,0.017866,0.0079844,0,0.036738,0,0,0,0,0.0063786,0.0060265,0.019242,0,0,0.007388,0.017383,0,0,0,0.0034721,0.015811,0.020955,0,0,0,0,0,0,0,0.027972,0,0,0,0,0.088052,0.013374,0.018554,0
0.045099,0,0,0,0.012817,0.016264,0,0.032149,0.024754,0,0.00064003,0,0.0034577,0.02541,0.0077229,0.026593,0.020178,0,0.021621,0,0,0.01653,0.17167,0,0.032106,0,0,0.015886,0.008572,0.060143,0,0.048236,0.022452,0,0.03046,0.028534,0.016713,0,0.012657,0,0.027476,0,0,0,0.015167,0.013084,0.013185,0,0,0,0,0.018049,0.0063129,0.00172,0,0.014448,0,0,0.0059722,0,0.078473,0.020572,0
0,0.0092571,0.020443,0,0,0.045297,0.0094542,0,0.0040051,0.0043726,0,0,0.015187,0.003543,0.0079481,0,0,0.010733,0.0094327,0,0,0,0,0.012741,0,0,0,0.025145,0,0.0058984,0.012127,0.012601,0,0,0,0,0.013508,0,0,0,0,0.011769,0,0,0.016118,0.00099586,0.010259,0,0.0037924,0,0.0018637,0.029724,0,0,0,0,0,0,0.026813,0,0.011305,0.049697,0.039117
0.010786,0.012023,0.047336,0,0.0037182,0.010857,0,0,0.010156,0.0025894,0,0,0,0,0,0,0,0,0.014707,0,0,0,0.026351,0,0,0.01516,0.00060423,0,0.030259,0,0,0.0028297,0.02678,0.0095451,0.0048814,0.00042046,0.063733,0.013597,0.013317,0,0,0,0,0.0023161,0.030122,0,0,0.025537,0.014864,0,0,0,0,0.0033566,0,0,0,0,0,0,0.0018381,0.066743,0.0096603
0,0.006291,0,0,0.0048525,0.0018342,0,0.012188,0.010564,0.00034126,0,0.015274,0,0.0056824,0.00031196,0.0053247,0,0.0091457,0,0,0.0067444,0.0030858,0,0.0021768,0.0089287,0,0.00057743,0.0096819,0,0,0.0043938,0,0,0.0081642,0,0.0011708,0.93251,0,0.014097,0,0,0,0.018014,0,0,0.015752,0,0.0043795,0,0,0,0,0.038403,0.0084129,0,0.012719,0,0,0,0.0091978,0,0,0
