0.031622,0.0083089,0.002662,0.14525,0.25478,0.0069821,0.0014428,0.013576,0.017965,0.0043919,0,0.024175,0.1983,0.0064635,0.0029611,0,0.23725,0.22872,0.015636,0.070496,0,0.017998,0.001204,0.026288,0.2456,0.0063934,0.043995,0.0074574,0.022648,0.0070601,0.012207,0.0025593,0.0050169,0.19622,0.0017762,0.0014982,0.004332,0.0067708,0.0089114,0.0028936,0.045998,0.010294,0.24884,0,0.25987,0.081796,0.053472
0.026836,0.29369,0.010235,0.10868,0,0.26517,0.25284,0.012279,0.01813,0.010058,0.25373,0.2497,0.23536,0.26381,0.29084,0.0078478,0.25126,0.2539,0.021919,0.25513,0.25136,0.26072,0.0038547,0.0080141,0.24867,0.021519,0.25356,0,0.034345,0.26329,0.0022007,0,0.25005,0.28173,0.014832,0.25533,0.26542,0.014034,0,0.27996,0.20542,0.25373,0.26224,0.0023016,0,0.15616,0.23842
0.26126,0,0.27148,0.23222,0.27096,0.0015847,0.018091,0.26866,0.2619,0.25382,0.0093659,0.037914,0.034653,0.0035846,0.060999,0.25239,0.0043741,0.01234,0.264,0.12217,0.0032346,0.021437,0.26171,0.30442,0.0022736,0.26372,0.083969,0.26607,0.26587,0.0055369,0.27979,0.2499,0.012966,0.023591,0.24158,0.015721,0.021333,0.26834,0.26906,0.036486,0.12276,0.026796,0.057279,0.24013,0.24912,0.20246,0.12289
0.0019972,0,0,0.019232,0,0,0,0,0.0013834,0.0038756,0,0.0031439,0.0045275,0,0,0.0027655,0,0,0,0,0.0019613,0,0,0,0.0010255,0,0.0077278,0.0039906,0.022396,0.0015091,0,0,0.0017925,0.0023981,0,0.0026958,0.0023389,0,0,0.011533,0.0037678,0.0013171,0.0023911,0,0.004357,0.0040145,0.012718
0.0043494,0,0.0081583,0.0093846,0.011174,0.0082676,0.0097698,0.0092007,0.0049045,0.0040947,0,0,0.021407,0,0.1004,0,0,0.0109,0.0021564,0.0033181,0.25192,0.012178,0.002652,0.010865,0.0082844,0,0.063254,0.0077738,0.11541,0,0.017537,0,0,0.011028,0.010466,0,0.0095199,0.0096324,0,0.024445,0,0.0071386,0.015767,0.010558,0.0052226,0.012014,0.017976
0.28076,0.2415,0.26467,0.29692,0.013434,0.25822,0.23572,0.26671,0.26899,0.24702,0.25607,0.25434,0.23953,0.2704,0.2431,0.25554,0.25917,0.25018,0.28039,0.33444,0,0.25929,0.25261,0.070812,0.0011535,0.25881,0.24,0.24962,0.036643,0.25513,0.25759,0.23481,0.26227,0.14744,0.24019,0.26698,0.019853,0.2661,0.24801,0.25537,0.31067,0.046448,0.28809,0.22906,0.0018364,0.31105,0.30551
0.12568,0.072709,0.044271,0.084206,0.26036,0.018234,0.25559,0.0093429,0.019441,0.25771,0.0041942,0.023171,0.25499,0,0.27594,0.010204,0.0086476,0.26614,0.027042,0.11146,0.25437,0.0075004,0.00837,0.016994,0.25307,0.25351,0.26578,0.24448,0.055294,0.26017,0.02241,0.25516,0.0025843,0.28447,0,0.24735,0.0020402,0.26035,0,0.29132,0.19142,0.044456,0.039935,0,0.24758,0.128,0.19842
0.026497,0,0.0073613,0.15445,0.014905,0.00421,0.013721,0.24456,0.0020496,0,0.0040652,0.025524,0,0.007022,0.01967,0,0.009165,0,0.2541,0.15009,0,0.26178,0.011524,0.019625,0.0030944,0.012335,0.037819,0.010988,0,0.0077163,0,0,0,0.039843,0.0043823,0.018516,0.0096054,0.011082,0.023405,0.013547,0.017425,0.012099,0.027899,0.0024764,0.0081083,0.0963,0.072746
0.15248,0.23069,0.031171,0.076578,0,0.24579,0,0.019376,0.26194,0.010665,0.2542,0.23738,0.0097457,0.25793,0.03949,0.25144,0.23802,0.0026927,0.0072412,0.11904,0,0.012958,0.24557,0.26939,0,0.019233,0,0.0087695,0.25119,0,0.2638,0,0.25614,0,0.24834,0.0079839,0.26464,0.011502,0.0036742,0.0087743,0.12173,0.22536,0.24501,0.26503,0,0.12987,0.067235
0,0.0045923,0.026232,0.042396,0,0,0,0.0097527,0,0.001712,0.0053975,0,0.0033662,0.0043078,0.010458,0.0025837,0,0.0017341,0,0.0089336,0,0.0030115,0.0048354,0.008994,0.0018717,0.0062655,0.021201,0.0053678,0.016297,0.0010531,0.0066429,0,0.0023177,0,0.0057954,0,0.0040198,0,0.0046202,0,0.0025998,0,0.0076546,0.012284,0,0.011715,0.025275
