0.010756,0.006153,0.028558,0,0.013458,0,0.011882,0.0085261,0,0,0.012905,0.010259,0,0,0.038931,0.016294,0.013516,0,0,0,0.0092564,0.014893,0,0,0,0,0.024608,0.021975,0.006518,0,5.5149e-05,0.010862,0,0.007279,0,0.023792,0,0,0,0,0.012916,0.014706,0,0,0,0,0
0.0042002,0.00081745,0.00453,0,0.016224,0,0,0.029445,0.016652,0.0045712,0,0,0.0068108,0,0.0025532,0,0,0,0.015396,0,0.0025856,0,0,0,0,0.020535,0.028221,0.012047,0,0,0,0,0,0.0059823,0.019026,0,0,0.018708,0,0.033928,0.052445,0,0,0,0.019049,0.0080749,0.0024089
0.022961,0,0,0,0,0,0.0077227,0,0.006579,0,0.0080367,0,0,0.010017,0.049883,0.0078118,0,0,0.0041863,0,0,0.0089395,0,0,0.013284,0.011582,0.023414,0.017648,0.052405,0,0,0.015033,0,0,0,0.0085253,0,0.0064912,0,0,0,0,0,0,0,0,0
0,0.0047587,0.052368,0.0058008,0.090067,0.039521,0,0,0.0035209,0.032363,0,0.015377,0.021292,0,0.002859,0.014111,0,0.019291,0,0.026736,0,0,0,0,0.017304,0.0019522,0,0,0.037617,0,0.0054052,0,0.0087619,0,0,0,0.018553,0,0,0.0063147,0,0,0,0.021817,0.63249,0,0
0.0050681,0,0,0,0.020304,0,0,0.0018793,0,0.012421,0,0,0,0,0.017052,0.011097,0.0038368,0,0.0013192,0,0.012361,0,0.0014014,0,0.015557,0,0,0,0,0.0012264,0.00032978,0,0.0034584,0,0.0091451,0.012685,0.0045625,0,0,0,0.023718,0,0.011555,0.0084564,0.0087279,0,0
0,0,0.046286,0,0.010262,0,0.018115,0.0018347,0.018423,0,0,0.0091972,0,0,0.017547,0,0.010862,0,0,0,0.0019114,0,0,0,0.0091243,0.00051262,0.024129,0.0077498,0,0.0097281,0,0.012159,0.00089378,0.0039928,0.012874,0,0.019408,0.020593,0,0.0041598,0.048844,0.0017138,0,0,0.046237,0.020672,0
0.017395,0.032208,0,0,0,0.01227,0,0,0.017709,0.032069,0.0091628,0.033653,0,0,0.015023,0.0071263,0.036606,0.038546,0,0.013031,0,0,0,0,0.05396,0,0.069635,0,0.010515,0.0092887,0,0,0.025882,0,0,0,0.034034,0.017294,0.013489,0,0,0,0,0.033339,0.043494,0.026532,0
0,0,0,0,0.014155,0,0,0.037199,0,0,0.00086373,0,0.0075128,0,0.04354,0.011585,0.0090655,0,0.016598,0,0,0.0112,0,0,0,0,0.011467,0.031389,0,0.022589,0,0,0.005039,0.01347,0.010672,0.0036294,0.069163,0,0,0.010243,0.0047059,0.01225,0,0.051523,0,0,0
0.017113,0,0,0,0.0093418,0,0.0047486,0.0014259,0.0069966,0,0.022194,0.00092515,0,0,0,0.009578,0,0.0070003,0.04667,0,0,0,0,0,0.0073261,0,0.001868,0.0067659,0,0,0.0084567,0,0,0,0.01034,0.016876,0.08385,0,0,0.014569,0,0,0.014317,0,0,0,0
0.00054085,0,0,0.038028,0,0,0,0,0.010793,0,0.0089663,0.019017,0,0.0050905,0,0,0.0023332,0.010095,0,0.025975,0,0.0073902,0.014531,0,0,0.025036,0.0021769,0,0,0,0,0,0,0,0.0084782,0.0067666,0,0.021798,0.033066,0,0,0.0091448,0,0,0,0.015504,0.010282
0.0070388,0,0.0024296,0,0,0,0.0055484,0,0,0.0057165,0.0028392,0.0081638,0.0022476,0,0,0,0.0038718,0.0062715,0,0.0073129,0.0022273,0.0076561,0.0021186,0.0075303,0,0.0095327,0,0,0,0.0019512,0.0030028,0.015419,0,0.0033899,0.0047819,0.0013414,0.94939,0,0.021626,0,0.0038951,0.0096847,0.0042508,0,0,0.0024565,0.01038
0.012343,0,0.0053216,0,0.0038595,0,0.0023547,0,0.0020989,0,0,0,0.0045261,0,0.0045348,0.001528,0.0026632,0.015387,0,0,0,0.0019176,0,0.0020683,0.0052882,0,0,0.0036998,0.0013376,0.0085821,0.0072518,0,0.012311,0,0,0,0.0040768,0.0088565,0,0.001088,0.021097,0,0.018544,0,0.011406,0.021149,0
0.0061331,0,0.0018174,0,0,0,0.0016271,0.034948,0.0036446,0,0.014034,0.026787,0,0,0.0068326,0,0.0011914,0,0,0,0.0047954,0.0026702,0,0,0.0031492,0.0034594,0.017332,0.010973,0,0.014728,0,0,0.004627,0.0017805,0.021404,0,0.020356,0.00040522,0,0,0,0.0065349,0,0.044116,0.023275,0.0022826,0.017097
0.064538,0,0,0.012905,0.0036268,0.014656,0,0.019626,0.013619,0,0.001402,0,0,0,0,0.0091172,0.01672,0,0,0,0.016859,0.015711,0,0,0,0.000454,0,0.0041219,0,0.014968,0.0098423,0,0.0047479,0,0,0.017083,0,0.018261,0,0.032679,0,0,0.045502,0.031781,0,0.097193,0
0.020547,0.0038216,0,0.018597,0.94243,0,0.0089294,0,0.0025957,0,0,0.004347,0.0028461,0,0,0,0,0,0.00106,0.001254,0.00054636,0.0021893,0,0.018349,0,0.012367,0,0,0.0025379,0.00028706,0.0029326,0,0.0065306,0.0053683,0,0.0020707,0,0.0032122,0.010263,0,0,0.0071148,0,0,0,0,0.013548
0.0023192,0,0,0.01801,0.018734,0,0,0,0,0.018678,0.019448,0,0,0,0.035982,0,0.0058532,0,0,0,0,0.0035136,0,0,0,0,0.047196,0.0087813,0.0082739,0.01345,0.0053212,0.0054866,0.0070999,0,0.0026064,0.018621,0.019546,0,0,0,0.0066575,0,0,0.015314,0.026086,0.025351,0
0.035176,0.016646,0.0029643,0,0,0,0,0,0.0073202,0,0.0035952,0.020275,0,0,0.019075,0.0069047,0,0.037853,0.0036268,0.0031435,0,0,0,0,0,0,0.033108,0,0,0.0053505,0,0,0,0,0,0,0.023895,0.0045386,0.012715,0,0,0.007913,0,0.044044,0.061522,0,0
0,0,0,0.0063623,0.0068926,0.0060444,0.0031696,0.0060391,0,0,0.0056604,0,0,0,0.065195,0,0,0,0,0,0.0076397,0.013957,0,0,0.0057908,0.0033775,0,0,0,0.0046137,0.016548,0,0.032868,0,0,0.0047109,0.023131,0,0,0.0082802,0,0.012861,0,0,0.019837,0,0.00048489
0.037529,0,0.02298,0,0.040164,0.017454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099905,0,0.0042899,0.020687,0,0.031577,0.0078759,0.0097723,0,0,0.012797,0,0,0,0,0,0,0.0062042,0.011299,0.045676,0,0
