0,0.0063888,0.0017883,0.0092597,0.0039394,0.0049004,0.0075995,0.0035076,0,0.0070433,0,0.0023319,0,0,0,0,0.0015856,0.0094991,0.0030672,0.0080887,0.0022043,0.0040073,0.0033803,0.0067677,0,0
0,0.0050895,0.008915,0.0039747,0.0020758,0.0062057,0.0065014,0,0,0,0,0,0,0.0071513,0.0014927,0.0021598,0.0002981,0.0050733,0,0,0,0,0.0025785,0.0018347,0.010606,0.0002971
0.012809,0.0027347,0,0.031355,0,0,0.003678,0,0.0010312,0.010843,0.0040814,3.2814e-05,0,0.0043388,0.0096763,0,0,0.057404,0.0073358,0.0069305,0,0.0047069,0,0,0,0.018199
0,0.013792,0.0014054,0.00074471,0.0028206,0,0.017067,0.0024226,0.01511,0.0059292,0.0037447,0.00301,0,0,0,0,0.0011916,0.0011792,0,0,0.0032814,0,0,0,0,0.012218
0,0,0,0.0036601,0.0057097,0.0034455,0,0.0020912,0,0,0.0087327,0.0045333,0,0,0.0041924,0.003965,0,0.063377,0.00051021,0,0,0.0058228,0,0,0,0
0,0.0039111,0.0013174,0.0069165,0.00027118,0,0.00081127,0.0063928,0.0056053,0.00034217,0.00086047,0.013872,0.0021084,0.00012362,0.0022097,0,0,0.0036803,0,0.013859,0,0.0013317,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.98388,0,0.0013777,0.00015713,0.0016591,0.0018855,0,0,0.0040583,0,0.005426,0,0,0.006434,0,0.0047457
0,0,0.0084462,0.019907,0.0080175,0,0.10052,0,0.0067499,0.0029539,0,0.0053005,0.0054504,0.0050135,0.0040642,0,0,0,0,0,0.0023731,0,0,0.01623,0,0.0053822
0.0046641,0,0,0.0030777,0.020324,0.0080548,0.038588,0,0,0.028397,0.070407,0.0016786,0.0042096,0.0024212,0,0,0.0074358,0.063566,0.0014182,0,0,0.072655,0.01635,0.014213,0,0.0028076
0.0016463,0.002067,0,0,0,0,0.0050833,0,0,0.0081015,0,0,0.00090236,0,0.0013021,0.0010378,0,0.0085986,0.0012765,0,0.001894,0.010329,0,0.0012191,0.0015693,0.00053299
0.0048656,0.014917,0,0.011263,0.0051515,0.067643,0.0017836,0,0,0.0054676,0.0010019,0.0011701,0,0.013774,0,0,0,0.016447,0,0.0019309,0,0,0,0,0.029277,0
0,0,0,0,0.0089722,0.0043505,0,0.0060583,0,0,3.411e-05,0,0.003573,0.0006181,0,0,0,0.050417,0.00096016,0.0021931,0,0.018111,0.0015578,0,0,0
0,0,0,0.021349,0,0,0.079563,3.5503e-05,0,0,0,0.001585,0.0047566,0.0098606,0.0025206,0.0039136,0,0.00038249,0,0,0,0,0.002042,0,0,0.0066685
0.01509,0,0,0,0.01181,0,0.017228,0.0062579,0.006561,0,0.021065,0.0096148,0.002558,0,0,0,0.015994,0.038998,0,0,0,0.012783,0.023055,0,0.047524,0.0096564
0.00022062,0.0082711,0.00097716,0.015256,0.00043403,0,0.015337,0.0012482,0,0,0,0.0042609,0,0.0026485,0.0032027,0.0029852,0,0.0034237,0,0.005231,0.0021458,0.0016191,0,0,0,0.0061626
0,0.0032409,0,0.0060738,0.0047808,0,0.0089545,0,0.0059928,0,0,0.0042656,0,0.01739,0,0,0.0065885,0.0060944,0.0039724,0,0.0040592,0,0,0,0,0
0,0.00025771,0.0018245,0.0027814,0,0,0.0056744,0.0049384,0.010484,0,0.00090491,0,0.0036357,0.00089413,0,0.0045228,0.0035555,0.011729,0,0.0016899,0,0.0047652,0.0028535,0,0,0
0,0,0.00061989,0.013923,0,0,0,0.0063299,0.0046813,0,0.001453,0,0.0033826,0,0.00091335,0.0034186,0.00038951,0.051692,0,0.0023596,0,0.0031677,0.0021737,0,0.00057988,0
0,0,0.012228,0.011954,0.0012605,0.0076272,0.098545,0,0.0010306,0.011199,0,0,0.0052661,0,0,0.0051873,0,0,0.0050269,0,0.0018829,0,0,0.011888,0.0080417,0.0050305
0,0,0.014153,0.013338,0,0,0.0047255,0,0.0032277,0,0.0066224,0.0024204,0.0019329,0,0,0,0.010963,0.00027045,0,0.0052235,0,0,0,0.0010979,0,0
0,0.00061514,0.0032338,0.01555,0.0031852,0,0.097713,0.0014488,0.0042706,0,0.014517,0,0.0052727,0,0,0.0030194,0,0,0.0052881,0.0039601,0.002279,0.0086484,0,0.01304,0.0028889,0.0083227
0,0,0.013366,0.0057028,0.011313,0,0,0.00030525,0,0.0072038,0.00085032,0,0,0.0015889,0,0,0.0082896,0.019461,0,0.013535,0,0,0.0075278,0,0,0.0054243
0,0.0028108,0,0.0010353,0,0,0.010413,0,0.003738,0,0.0027061,0.0034933,0.0013436,0,0.004401,0,0,0.0095397,0.0014374,0,0.0033027,0,0,0,0,0
0.0052271,0,0.0022243,8.6041e-05,0,0,0.0091131,0,0,0.015815,0.0047875,0,0,0,0.0037653,0.0022785,0,0.003591,0.0023912,0,0.0010236,0,0,0,0.022863,0
