0.093,0.045761,0.19309,0,0
0.4157,0.1887,0.013444,0.12498,0
0,0.19356,0.27576,0.10459,0.42651
0.0068616,0.005184,0,0,0.0032055
0.046097,0.035317,0.009396,0.023591,0
0.27906,0.2222,0.088169,0.21089,0.24465
0.26936,0.11289,0.33216,0,0
0.072991,0.060153,0,0.012072,0.062765
0,0.16868,0,0.26525,0.24126
0,0.019928,0,0,0.035765
0.28761,0.10648,0.027619,0.25516,0.27835
0.014244,0.0029423,0.0092396,0,0.0107
0,0.24255,0.2628,0,0
0.0097658,0.0094872,0,0,0.0032644
0,0.014683,0.0049651,0.019294,0
0.013589,0.011063,0.0011359,0.0010327,0.0027729
0.19608,0.22069,0.2757,0.22861,0.098768
0.0045026,0.023895,0,0,0.0099566
0.10862,0.099964,0,0,0.12515
0,0.018846,0.0077387,0.003773,0
0.18793,0.28786,0.25058,0.046823,0.14518
0.015202,0.017996,0,0.0066288,0.0088292
0.27453,0.32289,0.22436,0.17611,0.21039
0.001035,0.0078656,0.013117,0.0037967,0
0.31764,0,0.30442,0.21584,0.24431
0,0.26768,0,0,0
0.016254,0.1523,0,0,0
0.22898,0,0,0.17185,0.10481
0.099394,0.2802,0.29154,0,0.16464
0,0.074649,0.0070226,0.12698,0
0.0028194,0.043407,0,0,0
0.31732,0,0.3054,0.096113,0.28744
0,0.094779,0,0.066726,0.0093621
0,0.21404,0.026927,0.09129,0
0.024004,0.14691,0,0,0
0,0.03242,0,0,0
0.013683,0.021978,0.0045083,0.0068746,0.0063141
0.10917,0.046456,0,0,0.15017
0.060822,0.1267,0.12332,0,0.062318
0.049488,0.11558,0.1575,0.36731,0
0.058422,0.11833,0.012492,0,0.058926
0.063364,0,0.031977,0.026268,0.0014514
0.027812,0.0073679,0,0,0.10124
0.08545,0.016398,0,0,0.093906
0.079546,0.092333,0.030479,0,0
0.066192,0.056299,0.082252,0.36339,0
0.037041,0.074274,0.21715,0,0
0,0.05597,0.0082678,0,0.019939
0.058653,0.087034,0,0,0.013708
0.015453,0.0036211,0.0028073,0,0.007587
0,0.017622,0.014618,0,0.1085
0,0.0051221,0.0048723,0.0027506,0.02212
0.023616,0,0,0,0.099001
0.093109,0.034262,0,0,0.030132
0.045436,0.078464,0.17662,0,0.02971
0.030155,0.098897,0.1555,0.41457,0
0.046268,0.071716,0,0,0
0.08289,0.046533,0,0,0.037975
0.0053853,0.065419,0.016527,0,0.07497
0.022367,0.0051987,0.0038225,0,0.043321
0,0.011134,0,0.005916,0.018916
0.023228,0.036914,0.033149,0,0
0.031436,0.0053959,0.0075362,0,0.0022632
0.0038858,0.0073153,0.032841,0.012712,0
0.048889,0.014723,0.014117,0,0
0.11724,0.24479,0.059586,0.25389,0.31257
0.068901,0.082303,0.015314,0,0
0.02139,0,0.056884,0,0
0,0,0.093489,0.0038419,0
0,0.021733,0.0018373,0.0038023,0.044611
0.054829,0.061247,0,0,0
0,0.061111,0.042944,0.10447,0.023021
0.043444,0.031098,0.032816,0.066632,0.15219
0.013551,0.037495,0.083258,0.059613,0
0.032362,0.092272,0.024682,0,0.0028638
0.041151,0.041296,0.16059,0,0.043315
0.11296,0.030639,0.016475,0.025205,0
0.042633,0.031974,0,0.034108,0.019135
0.0071612,0.010178,0.0014451,0.044394,0
0.021348,0.052877,0.013443,0,0
0.086555,0.0087328,0.020543,0,0.050665
0.064174,0.059078,0.04253,0.057194,0
0.068949,0.19925,0.01649,0.10919,0.16261
0.039921,0.058395,0.055481,0.10285,0
0.042832,0.011119,0.094821,0,0.061562
0.018886,0.044938,0,0,0.011073
0.001893,0,0.095472,0.025517,0.041756
0,0,0,0.046709,0.022256
