0,0,0.0075138,0,0,0.0048797,0,0.0077894,0.0059256,0.018284,0.011853,0.014658,0.0072598,0,0.002712,0.0035877,0,0.010971,0,0.012491,0,0,0.0060362,0,0.0091622,0,0.016461,0.0016967,0.0040046,0.02048,0,0.0086889,0.011655,0.0056115,0.0070397,0.005728,0,0.026807,0,0,0,0,0,0.011557,0,0.0090784,0.007976,0,0,0,0,0,0.017193,0.030717,0
0,0,0,0.015187,0,0.011731,0.012463,0,0.022507,0,0.0034142,0,0,0,0,0,0,0.0051578,0,0,0.027791,0,0,0,0.059166,0.020191,0.0089755,0,0,0.022879,0.013862,0.020314,0,0,0,0.0278,0,0.021613,0.0064581,0,0,0,0.012839,0.057216,0,0.025989,0.0061673,0,0.0068486,0.015595,0.0095947,0.0074219,0.018132,0,0.0091444
0.0046056,0,0.0092027,0,0,0,0.0055759,0.0052723,0,0.011635,0.006444,0.01083,0,0,0,0.015562,0,0,0,0,0.00011747,0.019459,0,0,0.011927,0.013744,0.018268,0,0,0,0.0031724,0.023253,0,0.0081984,0,0,0,0.04123,0.0023809,0.00072041,0.00060588,0.0059573,0,0,0,0,0,0,0.0093884,0,0.0084421,0.0065216,0.006719,0.0035198,0.0028347
0,0,0,0,0,0,0.011311,0.0074662,0,0,0.0023965,0.0011646,0.0035056,0.00056071,0.00071918,0.0055558,0.0042446,0,0.0026999,0.0023497,0,0,0,0.0054928,0,0.0034886,0,0,0,0,0.0046796,0.0032362,0.00048006,0.004205,0.0039135,0,0,0,0.0015924,0.0024405,0,0,0,0,0,0,0,0.0028443,0.0018783,0,0,0.0063363,0.0014783,0.0036824,0
0,0,0,0.0022358,0,0.014064,0,0,0.0063394,0,0,0,0.0071133,0,0,0,0,0.011125,0,0.00061859,0,0.018876,0.0036658,0,0,0.0086947,0,3.3627e-05,0.0021335,0,0.011896,0,0.0070857,0,0,0,0.00090042,0.052341,0,0,0.010148,0,0,0.020241,0.0018005,0,0,0.0025111,0,0,0.00026339,0.010978,0,0,0.0086295
0,0,0.0037123,0,0,0.0052204,0,0.021307,0,0,0,0.035962,0,0,0.0096908,0,0.011183,0.0064707,0,0.0077809,6.833e-05,0.0064964,0.011388,0,0.0057225,0.010656,0.0071857,0.0051723,0.0097419,0,0,0,0,0,0.0026393,0,0.012676,0.0010143,0,0,0.0039774,0,0.0064769,0.026,0.016115,0,0.032629,0.00050516,0.037005,0.022404,0,0,0.0013797,0,0.019268
0,0.0068584,0,0.015134,0.0026123,0,0,0,0,0.0466,0.0053665,0,0,0.02193,0.007481,0,0,0.0024812,0.028057,0,0,0.056155,0.033774,0,0.025456,0.001756,0,0.015913,0.03397,0.00036941,0.025285,0.029915,0,0,0,0,0.0078525,0.0055244,0.011249,0.016069,0,0.0052442,0.020143,0.0087389,0.026382,0,0.019019,0.0041571,0.068043,0.015094,0,0,0.0059565,0.051972,0
0,0.0077646,0,0.022081,0,0.0076093,0,0,0,0,0.0012783,0.0073267,0.0096888,0,0.0056096,0,0,0,0,0.012166,0.020974,0,0.0082551,0,0.0073269,0,0.033324,0,0,0,0.022439,0,0,0.0031176,0.021757,0,0.026555,0.06306,0,0.011877,0.012467,0,0.0024487,0.0095504,0.06204,0.0024989,0,0.0048521,0,0,0.0075228,0,0.007491,0.01402,0
0,0,0,0,0,0.0010087,0,0.0042503,0.014565,0,0.017963,0.0014166,0,0,0.0035916,0,0,0,0.014776,0.012191,0,0.012819,0,0.010659,0.007897,0.011693,0,0,0.028404,0,0.0073178,0,0.032233,0,0,0.019528,0,0.068864,0.0052245,0.0079052,0.046695,0,0,0.054908,0.074724,0,0,0.0082524,0,0,0.012701,0,0.0022047,0.0048351,0.015967
0.010504,0.00068226,0,0,0,0,0.0083578,0,0,0,0.0076194,0,0,0.0063443,0.005557,0.0043986,0.0026228,0,0.0076962,0.00097567,0.0021866,0,0.00131,0.0087995,0,0,0,0.0032162,0,0.0094966,0.003386,0.008335,0,0.0007443,0,0.0017819,0.0046801,0,0,0.0066423,0,0.011408,0,0.94593,0,0.0086336,0,0.0059689,0.0017768,0.0061804,0,0,0,0,0.0045286
