0.24332,0.015235,0.010231,0.0033927,0.010121,0.24648,0.0082742,0,0.023123,0.016129,0,0.0046141,0.0064604,0.014767,0.029004,0.0090791,0.0033093,0.0045571,0.24043,0.0071106,0.012997,0.24149,0.23549,0.042601,0.0059066,0.010099,0.0079115,0.013074,0,0.0094368,0.0027487,0,0.22345,0.010471,0.22635,0,0.010187,0.15024,0.020889,0.029195,0,0.017061,0.0063291,0.0048702,0.0012179,0.0084797,0.014672,0.0031277,0.0089991,0.0045739,0.23294,0.0018785,0.020342,0.02967,0.21154
0.0029921,0.017424,0.013313,0.0085178,0.26437,0.0074726,0.042775,0.25585,0.080017,0.27368,0.25792,0.017096,0.018733,0.033899,0.27049,0.26335,0.0095848,0.2537,0.25771,0.25898,0.011623,0.26056,0.24715,0.15394,0.00786,0.0027756,0.0095548,0.013292,0.0073049,0.25684,0.0053643,0.25738,0.27673,0.26435,0.2372,0.25619,0.26185,0.11611,0.044463,0.23717,0.26606,0.26695,0.2608,0.0010585,0.26698,0.0148,0.025584,0.012407,0.26847,0.020581,0.016126,0.020023,0.25472,0.027732,0.254
0.25662,0.24631,0.25118,0.26252,0.00607,0.2619,0.27372,0.013218,0.23728,0.068279,0.0098817,0.24933,0.25786,0.26646,0.016831,0.0072114,0.24993,0.0058087,0.0054407,0.0080066,0.2604,0.0027013,0.0098826,0.17413,0.26164,0.26875,0.25825,0.26418,0.26016,0.015718,0.2645,0.0090726,0.025468,0.013536,0.02278,0.014113,0.0098332,0.26283,0.24579,0.071963,0.026729,0.012593,0.015163,0.27634,0.017051,0.26419,0.25663,0.25987,0.016655,0.25778,0.24823,0.26203,0.037065,0.26756,0.034694
0.0020973,0,0,0,0,0,0.002369,0,0.0016609,0.0048896,0,0.0041922,0,0,0.002995,0,0.0032187,0.0017348,0,0.0050409,0,0.0022509,0,0.0012586,0,0.0042759,0.0044266,0,0,0,0,0,0.0024282,0,0.0033778,0.0014503,0.0011363,0.031506,0,0.0061108,0,0,0.0022543,0,0.0026006,0.011828,0,0.0015957,0.0066353,0,0.0013363,0,0,0,0
0.0016887,0.0079845,0,0.0047146,0,0.0054138,0.0046442,0,0.032733,0.019121,0.0039325,0.0054052,0.0058051,0.0072026,0,0.0020545,0.0018182,0.24393,0,0.0095481,0.0011636,0.0080599,0,0.14,0.0031344,0,0.0059591,0.002479,0.0063018,0.0012685,0.0022314,0.0043145,0.0098823,0.0090287,0.010656,0,0,0.019006,0,0.0053513,0,0,0,0.0066402,0.0099386,0.020384,0.0060927,0.24906,0.22551,0.0045873,0,0.2466,0,0.0066565,0.0075063
0.01171,0.25288,0.25628,0.26,0.26894,0.028227,0.26705,0.25398,0.25875,0.29324,0.25945,0.25383,0.26534,0.26677,0.25995,0.26619,0.25713,0.014992,0.25951,0.023221,0.26669,0.012954,0.25552,0.16092,0.25564,0.2699,0.25365,0.26993,0.26219,0.25361,0.26447,0.25704,0.2797,0.26072,0.24519,0.26335,0.2566,0.28948,0.28447,0.28299,0.28319,0.26952,0.26739,0.022853,0.017116,0.030177,0.27186,0.019998,0.045977,0.26289,0.25643,0.020457,0.28182,0.27707,0.26862
0.24063,0.0086493,0.25402,0,0.011297,0.25709,0.25201,0.25696,0.016751,0.29587,0.0075972,0.25913,0.021951,0.034839,0.046744,0.010938,0.010054,0.25563,0.25696,0.0080887,0.0096075,0.25381,0.013799,0.13075,0.0099021,0.0033409,0.24496,0.015768,0.0064219,0.013843,0.011005,0.25259,0.059938,0.014575,0.23629,0.023918,0.2628,0.16027,0.26866,0.024161,0.040718,0.2565,0.25502,0.0042311,0.0079945,0.017706,0.016849,0.24881,0.25612,0.25572,0.011168,0.27154,0.020479,0.24883,0.030844
0.013088,0.0098094,0.0052673,0.01206,0.0086627,0.012234,0.028579,0.010739,0.019483,0.0052382,0,0,0.0034023,0.049461,0.019474,0.008052,0,0,0,0.007136,0.25277,0.0042399,0.0067306,0.034748,0.011602,0.013164,0.01019,0.25993,0.0027953,0.019349,0.0028863,0,0.018283,0.25681,0.014504,0,0.0020189,0.13155,0.018203,0.22838,0.0047452,0.0023217,0.018181,0.012646,0.0046505,0,0.0062612,0,0.01001,0.009348,0.0095249,0.0075412,0.22887,0.027648,0.25013
0.0072779,0.23912,0.0021672,0.24422,0.24935,0,0.032326,0.0030967,0.27089,0.038796,0.25694,0.0090275,0.25465,0.025336,0.22917,0.25133,0.24928,0.0041307,0.0034915,0.2552,0.0073388,0.0038326,0.23888,0.041151,0.24392,0.26066,0.011029,0.0060634,0.24233,0.24117,0.016384,0.0013186,0.22262,0.0097329,0.0094487,0.24825,0.0050341,0.055898,0.002137,0.039157,0.24118,0.017176,0.0058392,0.25808,0.26586,0.26716,0.26329,0.01931,0.018556,0.016952,0.24077,0.0012572,0.030694,0.019391,0.011618
0,0.0043208,0,0.013952,0.0014078,0,0.0076459,0,0.010166,0.0036929,0.0055117,0,0,0.0083424,0,0.0033227,0.0037374,0.0016032,0.0023532,0,0.006425,0.0033077,0,0.036519,0.0058673,0,0.0062079,0,0.013235,0.0023731,0.018153,0.0082514,0.0018832,0.0010176,0.0021393,0.0034506,0.0018681,0.051793,0.0015622,0.018086,0.012831,0,0,0.0033297,0.0022645,0.0071642,0.0018198,0.0037768,0,0,0.0041153,0,0.016941,0.0041069,0
0.0036746,0.2503,0.25599,0.01859,0.011628,0.0109,0.065263,0.010417,0.29012,0.26763,0.016157,0.25353,0.27408,0.04975,0.26481,0.26547,0.25463,0.25368,0.017015,0.2575,0.25464,0.0083493,0.25639,0.28487,0.2552,0.26375,0.023724,0.26142,0.25676,0.01896,0.26032,0.2528,0.26996,0.24658,0.24832,0.022602,0.26182,0.26981,0.24823,0.25696,0.27455,0.25778,0.026717,0.013219,0.016439,0.27264,0.26651,0.26674,0.25934,0.26251,0.2518,0.013318,0.27249,0.27046,0.25209
0,0.0045468,0.0034847,0.0055689,0.0016345,0.0088819,0.0010856,0.0072426,0.011445,0.021942,0,0.00466,0,0.0084224,0.0041483,0,0,0.0018781,0,0,0.0010174,0,0,0,0,0,0.0011176,0.0026082,0.0054031,0.0026665,0,0.0028236,0.0019266,0.0027193,0.0045084,0.0027338,0.0026288,0.023676,0.0062505,0.0024922,0.0075905,0.0047496,0.010116,0.0078896,0,0.0025628,0.0046435,0,0.0031361,0,0.0029582,0,0,0,0
0.25418,0.009995,0.0047954,0.0054566,0.25554,0.24983,0.2226,0.244,0.0028383,0.011986,0.25298,0.0081191,0.0025651,0.21966,0.0021687,0.0021619,0,0.0048638,0.24177,0.0076417,0,0.25474,0.0034212,0.031852,0.010896,0,0.0081923,0,0,0.24245,0.00462,0,0.009613,0.012737,0,0.23219,0.0067603,0.02897,0.025684,0.028728,0,0.015119,0.012582,0.25114,0.2673,0.0034413,0.010026,0.0015504,0.0081869,0.005072,0.003225,0.26877,0.017982,0.014408,0.018527
0,0,0,0.0039554,0,0,0.0063063,0.0030136,0,0.0053654,0,0,0,0.0073088,0.0029637,0,0,0.0016145,0,0,0.0034146,0,0,0.0026058,0.00241,0.0019922,0.0028912,0.0011578,0.0012972,0.0022726,0,0.0024959,0.0059048,0.0052835,0.0026908,0.0041812,0,0.022862,0.0031353,0.0039267,0.004496,0,0.0047429,0,0.0029617,0,0.0013951,0,0.0067149,0.0042438,0,0,0,0,0.0061257
0,0,0,0,0.0015582,0,0.0050668,0,0.0020755,0.0029821,0,0,0,0.0033266,0,0,0,0,0,0,0,0,0,0.0017554,0,0,0.22419,0,0,0,0.0022226,0,0,0.0013373,0,0,0,0.0054295,0,0,0.0014921,0,0,0.0031552,0,0,0.001117,0.0035559,0,0,0,0,0.0013198,0,0.0010888
0,0,0.0019107,0.0072367,0,0,0.015254,0.0021831,0.0028932,0,0,0,0,0.0086394,0.0032223,0,0,0,0.0035117,0,0.010889,0,0,0.001981,0,0.0040949,0.001437,0.010458,0,0.0023026,0,0.0021378,0.0054902,0.004178,0.00483,0.0028032,0,0.014339,0.0010658,0.0094669,0,0,0.22049,0,0,0,0.0022896,0.0016156,0.0046192,0,0.0023682,0,0.0018202,0,0.0015108
