0.015919,0.14645,0.022773,0,0.011202,0.0061687,0,0.0077404,0.051503,0,0.031683,0.01456,0.21675,0.060174,0.0018864,0.22812,0.038849,0.0082643,0.017871,0.0020994,0.014768,0.012561,0.0031733,0.25464,0.0037468,0.014095,0.27001,0.0016333,0.26652,0.22122,0.25374,0.012831,0.024636,0.0087137,0.0096205
0.0033169,0.32776,0.075284,0.074813,0.26074,0.0050726,0.25654,0.10552,0.22366,0.25344,0.040752,0.0051943,0.029204,0,0.25359,0.25508,0.16893,0.25395,0.25228,0.0013754,0,0.26053,0.2579,0.25758,0.26633,0,0,0.008184,0.0019257,0.23599,0.23172,0.26077,0.27205,0.24856,0.014561
0.30523,0.0088761,0.23062,0.20514,0.060819,0.25464,0.025232,0.26187,0.15093,0.019073,0.27866,0.2697,0.26566,0.35004,0.0046733,0.0065581,0.17159,0.013675,0.038226,0.26205,0.29766,0.012027,0.0032375,0,0.005738,0.26694,0.22422,0.25637,0.24361,0.021804,0.0045324,0.0193,0.059611,0,0.25677
0.0070826,0.0050816,0.014892,0,0,0,0,0.0020018,0.0096517,0,0.001166,0,0.0045275,0.0048948,0.00299,0,0.015158,0,0,0.0029312,0,0,0,0.0017678,0.0016827,0,0.0013253,0,0,0.0012171,0,0.0017537,0.01042,0,0
0.010097,0.016372,0.027319,0.022157,0,0,0.0010937,0.1849,0.062669,0.013401,0,0.0031482,0.0027955,0.021479,0.23836,0.0047395,0,0,0.0075877,0.0010469,0.016945,0.010596,0,0,0,0,0,0,0.0037349,0.0055351,0,0,0.014198,0.0077345,0
0.26807,0.26197,0.14802,0.19362,0.28733,0.25583,0.27027,0.15709,0.23931,0.23225,0.27172,0.27174,0.27709,0.12254,0.013521,0.25546,0.31084,0.24185,0.27545,0.26687,0.22726,0.25731,0.24568,0,0.2573,0.25032,0,0.27614,0.0017606,0.2501,0.2287,0.26194,0.27635,0.22276,0.26298
0.056783,0.22704,0,0,0.048061,0.26167,0,0.3024,0.16708,0.2636,0.019556,0,0.207,0.23855,0.24762,0.25494,0.080339,0,0.016257,0.25038,0.012007,0.013949,0.24973,0.23843,0.25747,0.0014712,0.21823,0,0.24392,0.2485,0,0.033811,0.26482,0.0025852,0.017097
0.015612,0.045017,0,0,0.010689,0,0.0026249,0,0.11211,0.0027264,0.075544,0.24876,0.054864,0.064964,0,0.0039067,0.16083,0.014387,0.0076051,0.0015153,0,0.25402,0,0.0044216,0.01004,0.0069855,0.011305,0.0092852,0,0.004751,0.0042259,0.01142,0.043625,0.0054981,0.25435
0.23054,0.076466,0.38167,0.30392,0.2533,0.0066351,0.28578,0.039098,0.089978,0.0057398,0.065097,0.022522,0.024566,0.054187,0.0098869,0,0.074582,0.25804,0.26488,0.012675,0.31095,0.0050171,0.0042274,0,0.004268,0.2524,0,0.017386,0.0036376,0.0068717,0.23811,0.2356,0.024198,0.24273,0.01719
0.013179,0,0.0072375,0.016661,0.0075533,0,0.0044949,0.027056,0.015039,0,0.0085926,0.01036,0.010868,0.0033233,0.0019148,0.0036021,0.038669,0.0023433,0,0.0056301,0,0.0010891,0.0057602,0,0,0.0024908,0,0.01376,0,0,0,0.0026475,0.0027483,0,0.0035297
0.23413,0.28136,0.28103,0.14894,0.061056,0.2567,0.069653,0.27448,0.22703,0.027731,0.094428,0.26024,0.24734,0.020801,0.25435,0.005796,0.32713,0.029133,0.28478,0.033878,0.29967,0.24781,0.24381,0,0.25874,0.24593,0,0.25111,0.0058264,0.24378,0.24596,0.25917,0.26375,0,0.25686
0.013632,0.013643,0,0.0078835,0.0056567,0.0037334,0,0.0029144,0.01358,0.0050122,0.010038,0,0.0016287,0.010914,0,0,0.0038295,0,0.0050189,0,0,0,0.0033512,0,0.0021043,0,0,0,0.0035893,0.0045405,0,0,0.015484,0,0.0056692
0.02276,0.016721,0,0,0.22805,0.0014796,0.21282,0.065181,0.080782,0.23352,0.19386,0,0.014409,0.30388,0.006872,0.2494,0.0033945,0.23422,0,0.0012366,0,0.010179,0.0037654,0.25712,0.0062588,0.0090083,0.27229,0.0013587,0.24477,0,0,0.0012075,0.0098461,0.26559,0
0.0037696,0.0075357,0,0,0.0082083,0,0,0.0036702,0.0094693,0.0023204,0.0077602,0.0035777,0.0079277,0.0040879,0.0017728,0,0.0014919,0.0015896,0,0.0026024,0,0.0043373,0.0016511,0,0,0.0023499,0,0,0,0.0023311,0,0.0031017,0.0054528,0,0.0024982
0,0,0.0049961,0,0.0019532,0,0,0.0040452,0.001864,0,0.0045769,0,0.0016564,0.0038885,0,0,0.0018656,0,0,0.21562,0,0.0021817,0,0.0011293,0,0,0.002792,0,0,0,0.002392,0,0.0048764,0.0059031,0
0.0044273,0.0049776,0,0.0079714,0.0079101,0,0,0,0.034633,0.0016028,0.0099628,0.011727,0.0066991,0.014888,0,0.0037103,0,0.0026161,0,0.0026358,0,0.0032428,0.0049578,0,0.0030186,0,0,0,0,0.007229,0,0.006252,0,0,0.013917
0.24056,0.20617,0.26543,0.26501,0.27685,0.2505,0.27769,0.29714,0.30342,0.26814,0.038774,0.26434,0.24392,0.2201,0.25526,0.25869,0.2692,0.26734,0.027567,0.2612,0.29375,0.24634,0.26299,0.24419,0.014219,0,0.20006,0.26116,0.24767,0.25342,0.23092,0.042832,0.19228,0.21613,0.25676
0.010146,0.0016776,0.021641,0.0027966,0.011965,0.001208,0.0034246,0.0034201,0.014163,0,0.0066738,0,0.0056652,0.032862,0,0,0,0,0.0027467,0,0,0,0,0,0.0035585,0.001108,0,0,0,0,0.0044369,0.0021374,0.052476,0.011437,0
