0.0083023,0.09149,0,0.0010486,0.0051419,0.00096037,0,0.013143,0.00044075,0.0032917,0.00094798,0,0.0073191
0.013773,0.0012992,0,0,0.0022232,0,0.0030968,0.013291,0.10254,0.0012169,0.00080893,0.0006896,0.010159
0.0062884,0.00035803,0,0,0.00068803,0,0.00031203,0.0048547,0,0,0,0,0.0028695
0.0067342,0.00037153,0.0011154,0,0.0044225,0,0.0066232,0.011863,0,0.000824,0.0015667,0,0.0013181
0.0015274,0.001161,0,0,0.00067102,0,0.00049178,0.0068139,0.001375,0,0.00010738,0.00016263,0.003317
0.024144,0.0016576,0,0.0017245,0.00045115,0.00022826,0.00056468,0.0062655,0.00011652,0,0.031482,0.0019805,0.0029357
0.0063243,0.00064512,0,0,0.00011317,0,0,0.054208,0.0011847,0,0,0.00037281,0
0.0057333,0,0,0.0015503,0.00045444,0,0.00047588,0.0083659,0.00038662,0.00020259,0.00061705,0.00069358,0.0021118
0.0078268,0,0,0.00055217,0.0019268,0,0,0.00064597,0,0.00067553,0.0015224,0.00093586,0.0011555
0.0026262,0.0007212,0.00019447,0.089371,0.0018756,0,0.00090045,0.004454,0.0010344,0,0.00020765,0,0.0032035
0.006507,0.0033804,0,0.00057077,0.00014075,0,0.00041875,0.0036521,0,0,0,0,0.0014346
0.012998,0,0,0.0017649,0.001752,0,0.0022218,0.0013543,0.0017521,0,0.0055426,0.002368,0.0027446
0,0.00010049,0,0,0.0019152,0,0.00082258,0.018113,0,0.00046388,0.00032569,0,0.01744
0.0074134,0.0011714,0,0.00034086,0,0,0,0.027738,0,0.00034156,0,0.0011874,0.03616
0.01763,0.094348,0,0.0014429,0.090776,0,0,0.055457,0.0041869,0.00082128,0,0,0.045398
0.0073926,0,0.00048604,0,0.00091103,0,0.00040082,0.00068549,0.00061846,0.0010585,0,0.0020692,0.00095427
0.0058503,0.00033864,0,0.00048818,0,0,0,0.00023547,0.00019807,0,0,0.0010967,0
0.0057923,0.00074839,0,0.00029131,0.000165,0,0,0.00083892,0,0,0,0.00099661,0.00032321
0.021662,0.0014396,0,0.00031003,0.00018671,0.000325,0.0067233,0.0042249,0.00043992,0.0004587,0.00033772,0,0.0022403
0.010627,0.00067979,0,0.00041113,0.0025571,0,0.0018456,0.010488,0.00033619,0.00064501,0.0022369,0,0.0087105
0.0022032,0.00021896,0,0.001198,0.0017345,0,0.0041541,0.0067967,0.00030706,0.00040253,0.0017815,0,0.0020766
0.0099758,0,0,0.00032303,0,0,0,0,0.00025051,0.0018236,0,0,0
0.010268,0.0011074,0,0.0007474,0,0,0,0.0025249,0,0.00055464,0.0004627,0.0020301,0.0032554
0.00080507,0.00029231,0.00096605,0,0.0018297,0,0.096076,0.00084044,0,0,0,0,0.00013167
0.0018669,0.00027563,0.0014602,0,0.00050856,0,0.0002952,0.010998,0.099569,0.00071547,0,0.00096825,0.0013545
0.0026916,0,0,0,0.0011973,0,0.0017497,0.0248,0,0.00078093,0.0018917,0,0.010744
0.067499,0.0013579,0,0.097878,0.0041525,0,0.0028246,0.0058868,0,0.0038017,0.0022519,0.010071,0.0067592
0.0036875,0.0037478,0,0.0027656,0.0001048,0,0.00030456,0.012237,0,0,0,0,0.0056255
0.023803,0.094772,0,0.00094687,0.0053458,0,0.0053978,0.024805,0.0017872,0.0065525,0.0037709,0,0.022631
0.024586,0.093835,0,0,0,0.0011673,0.0013865,0.0194,0,0.0043711,0.10214,0,0.013023
0.0045301,0,0,0,0.00038229,0,0.000529,0.0084777,0,0,0.0020027,0.00079693,0.0075145
0.019122,0,0,0.00061176,0,0.00048697,0.098532,0,0.00015245,0.0013967,0,0.0031597,0
