0,0,0,0.0031531,0.00051912,0,0.071976,0,0.0074113,0,0,0.0038366,0.004567,0,0,0.0033549,0,0.0011545,0.00059467,0,0.0030635,0.0040752,0.0030754,0.07229,0.0025524,0.0030842,0.002254,0,0,0.082177,0,0.084383,0.0075775,0,0.0045497,0,0,0,0.086012,0,0,0.0022193,0.003366,0.0025222,0,0,0.0035132,0.095042,0.010497,0.0052649,0,0.0075586,0.0066479,0,0,0,0.092359,0
0,0,0,0.060498,0.0036558,0,0.008355,0,0.0077925,0,0,0.0012384,0.0088143,0,0,0.0028669,0,0.0027242,0.077559,0,0.0052058,0.023321,0.0038391,0,0.0021581,0.0050151,0.0023175,0,0,0.012346,0,0.08914,0.0060654,0,0.0046587,0,0,0,0.089617,0,0,0.0029111,0.0045226,0.087483,0,0.0014601,0.0018748,0.0018519,0.0036941,0.00050992,0,0.0099808,0.0055341,0,0,0,0,0
0,0,0,0.00011042,0.071113,0,0.0045417,0,0.0089824,0,0,0.0051993,0.073614,0,0,0.0001946,0.0012051,0.0055364,0.083605,0,0.00014795,0.044929,0.0046036,0.0035676,0.0037337,0.081753,0.0043453,0,0,0.0036104,0,0,0.002035,0,0.084394,0,0.00057868,0,0.0032806,0,0,0,0.018384,0.097141,0,0,0.00389,0.0039416,0.007114,0,0,0.020292,0.014465,0,0,0,0.0021529,0
0,0,0,0,0.0057343,0,0.0011006,0,0.0059153,0,0.0028276,0.0037166,0.0048107,0,0,0.0040168,0.0016593,0.081836,0.0068731,0,0.0045483,0.062623,0.0059822,0.0092116,0.0015853,0.002879,0.0024369,0.00045008,0,0.0030251,0,0.0915,0.0019696,0,0.0077968,0,0,0,0.013357,0,0,0.0023982,0.01311,0.0094942,0,0,0.0050676,0.099132,0.01164,0,0,0,0.015236,0,0,0,0,0
0,0.00036864,0,0.068981,0.0040926,0,0,0,0.009066,0,0,0.0027816,0.074434,0,0,0.077127,0,0.078182,0.076336,0,0.080699,0.0045679,0.079716,0.00030675,0.0031228,0.00070577,0.0017372,0,0,0.00049542,0,0.00034237,0.00014154,0,0.0096335,0,0,0,0.001676,0,0,0.00096729,0.0055435,0.009493,0,0,0.0027052,0.00015649,0.019185,0,0.0066127,0.10375,0.014625,0,0,0,0.099538,0
0,0,0,0.066791,0,0,0.0026539,0,0.0086226,0,0,0,0.0011234,0,0,0.075524,0,0.079866,0.08598,0,0.083584,0.0024043,0.07749,0.0097233,0.0019988,0.0048576,0.0025334,0,0,0.0069522,0,0.080374,0,0,0.0037529,0,0,0,0.0043608,0,0,0,0.0090293,0.0045767,0,0.00055386,0.0026301,0,0.013068,0,0,0.012098,0.0053921,0,0,0,0.0099496,0
0,0,0,0.072457,0.074233,0,0.07685,0,0.087359,0,0,0.082786,0.0076454,0,0,0.086895,0,0,0.077144,0,0.081822,0.076942,0.012888,0.085749,0.006096,0.0078357,0.086844,0,0,0.011697,0,0.011403,0.0058917,0,0.096707,0,0,0,0.011875,0,0,0,0.10147,0.10712,0,0,0.0075452,0.10912,0.017875,0,0,0.0060471,0.093744,0,0,0,0.080693,0
0,0,0,0.066704,0.0053411,0,0.005272,0,0.0035087,0,0,0.075928,0.0078372,0,0,0.010657,0,0.08065,0.0058151,0,0.0057754,0.01025,0.0084291,0.080924,0.0020169,0.0074277,0.0086918,0,0,0.084882,0.00032513,0.0025089,0.085388,0,0.093834,0,0.00019808,0.0013274,0.02453,0,0,0,0.0052869,0.0058501,0,0,0,0,0.010723,0,0,0.097506,0.012111,0,0,0,0.0051958,0
0,0,0,0.064384,0.0019937,0,0.00095175,0,0.072736,0,0,0,0.07449,0,0,0.0043422,0,0.0016865,0.0034826,0,0,0.01521,0.0038038,0.0010287,0.081491,0.086545,0.082857,0,0,0.083422,0,0,0.085119,0,0.0003509,0,0,0,0.0082946,0,0,0,0.012771,0.0064254,0,0,0.0054233,0.095085,0.008291,0,0,0.10743,0,0,0.0001525,0.0054236,0,0
0,0,0,0.010283,0.070977,0,0.0059475,0,0.020969,0,0,0.0025214,0.077766,0,0,0.079513,0,0.082443,0.0008961,0,0.0076159,0.041492,0.081742,0.082542,0.079236,0.00082433,0.0065735,0,0,0.011463,0,0.093525,0.0054755,0,0.0082818,0,0,0,0.010476,0,0,0,0.11208,0.098443,0,0,0.087367,0,0.011371,0,0,0.12759,0.014555,0,0,0,0.093092,0.12287
0,0,0,0.079141,0.073953,0,0.077929,0,0.021082,0,0,0.081605,0.078431,0,0,0.080131,0,0.077651,0.00086144,0,0.0050442,0.045621,0.085125,0.013208,0.079152,0.0065961,0.013615,0,0,0.083591,0,0,0.0057794,0,0.012553,0,0,0,0.0133,0,0,0,0.093397,0.0031415,0,0.0028971,0.090187,0.013167,0.10593,0.0077614,0,0.019985,0.016561,0,0,0,0.10431,0.033509
0,0,0,0.0076192,0.06799,0,0.067781,0,0.0049231,0,0,0.077448,0.071414,0,0,0.0037292,0,0.074608,0.0031481,0,0.0023908,0.010748,0.07895,0.0058466,0.0022666,0.078965,0.076533,0,0,0.0039302,0,0.010779,0.00043484,0,0.0073367,0,0,0,0.082863,0,0,0,0,0.0047257,0,0,0.091409,0,0.0034485,0,0,0.0042783,0.1042,0,0,0,0.0096985,0.0096434
