0.0081202,0.0034499,0,0.0041984,0,0.011615,0,0.0044121,0.0053818,0.0096723,0,0.0014522,0,0,0.015387,0,0,0,0,0.0090972,0.001371,0.0033498,0,0,0,0.0040517,0.022938,0,0.022243,0.002645,0,0.016934,0,0,0,0,0,0,0,0.0011505,0.017885,0,0.012413,0.0094854,0.010955,0.0092367,0,0,0,0.0089026,0.013191,0.0042725,0.017339,0,0.027814,0,0.02798,0,0,0,0.008167,0,0.016825,0,0.0051358,0.0045355,0.016198,0,0.042908,0,0,0.0091298,0.0038924,0,0.01505,0,0.010206,0,0.029935,0.0075844,0.013913,0.01833,0,0,0,0,0.026187,0.0023761,0,0
0.011331,0,0.027679,0.015886,0.016893,0.0090536,0.007109,0.014939,0,0,0.017143,0.023521,0.041657,0,0.0028174,0,0.0084723,0,0,0.062887,0,0,0,0.0044204,0,0,0.020973,0.014077,0,0.018998,0,0,0,0,0.014603,0.064786,0.0062086,0,0,0.003238,0,0,0.057079,0,0.027218,0,0,0,0,0.027821,0.00085256,0.0064196,0,0.012059,0,0,0,0,0,0,0.029513,0.00057411,0,0.0023758,0,0,0,0,0.031138,0,0,0.015139,0,0.0023974,0,0.025391,0,0,0,0.0515,0,0.032427,0.019908,0.023525,0.0036399,0.0040608,0.016856,0,0.041849,0
0,0,0,0.014438,0,0.0087955,0,0,0,0.0070372,0,0,0.034192,0,0,0,0.0095027,0.017171,0,0.014421,0,0,0,0.0094264,0,0,0,0,0,0.012386,0.002438,0,0,0,0,0.0014927,0.015344,0.0050749,0.00010352,0.0009165,0.012729,0,0,0,0,0,0,0.0064842,0.0014592,0,0,0,0.0044058,0.00086382,0,0.0047287,0,0.022208,0.0063336,0.017475,0.0064682,0.0024907,0,0,0.00015894,0,0.0019597,0.0077296,0.021664,0,0,0.008637,0,0.0015577,0.017491,0,0,0,0.0086476,0,0.0011764,0.019672,0.0021842,0,0,0,0.036524,0,0,0.0064997
0.97132,0,0.0026505,0.0033827,0,0.002897,0,0,0,0.0053729,0,3.6552e-05,0,0.0019722,0,0.0079893,0,0,0.0007173,0,0,0.0028353,0.00066893,0.0019587,0.0035316,0,0,0,0,0,0.0076072,0.0006241,0.0002932,0,0,0,0.0074179,0.0001541,0,0.0035089,0.00090452,0,0,0.0050985,0,0.0032435,0,0,0,0,0,0,0.0029101,0.00080127,0.0026608,0.0017348,0,0.0039999,0,0.0036174,0.0072498,0.0052054,0,0.0025135,0,0.0031393,0,0,0,0.00437,0.0010224,0.005188,0.00044805,0.0014624,0,0,0,0.0088499,0.0044015,0,0.0019061,0.00017929,0.005333,0.0042779,0.0010229,0,0,0,0.00087553,0
0.021573,0,0.003434,0.013309,0.0078801,0,0.010675,0.0052484,0.0028602,0,0.0078369,0,0,0,0.012356,0,0,0.014495,0,0,0.0013788,0,0.012042,0,0,0,0,0.009991,0,0,0,0.0011855,0,0.0035177,0,0.0064362,0,0,0.0022139,0,0.011761,0.018616,0.015468,0,0.0084428,0,0.0042105,0,0,0.00078556,0,0.0072792,0.0069441,0,0,0,0,0,0,0,0,0,0.0035503,0.005619,0.004595,0,0.0026631,0.011485,0.035473,0,0.0061901,0,0.004584,0,0.0029103,0,0,0,0,0.022096,0,0,0,0,0.007769,0.012792,0,0.017619,0,0
0.033225,0,0,0.0092106,0,0,0,0,0,0.023355,0.0099368,0,0,0.0072035,0.0079871,0.022401,0,0.0076472,0,0,0.001948,0,0,0.0025321,0.00032469,0,0,0.020137,0.022375,0,0,0.0036108,0.0045269,0.0072583,0,0.003723,0.0036384,0,0,0,0,0.0064765,0.017796,0,0.0014386,0,0.0046103,0,0,0.00162,0.018872,0,0,0.017955,0,0.026788,0.027382,0,0.028805,0,0,0,0.0043616,0,0.011432,0,0.0041006,0,0.088106,0.0022112,0,0,0,0,0,0,0.0088076,0,0.0091494,0,0.0070675,0,0.027158,0,0.0050533,0.019703,0.023324,0,0.0093635,0.071294
0.041845,0.010097,0.0062375,0,0.025025,0,0.034601,0,0,0,0.013161,0,0.019541,0,0.0057011,0,0,0.05836,0.0264,0.019163,0.011456,0,0.01488,0,0.02115,0.0024037,0,0.046828,0,0.024424,0.041664,0.0084652,0.010261,0.033826,0.0030876,0,0.0072424,0.017632,0,0,0,0,0.012022,0,0.0028225,0,0,0,0.0071537,0,0.016515,0.001582,0,0.012601,0,0.061778,0.061311,0,0.0075702,0,0.0055668,0,0,0,0,0.011185,0,0,0.017831,0,0.02175,0.0074572,0.010314,0.0025641,0.0020003,0,0.0020584,0,0.048399,0.031809,0.06101,0.014483,0,0,0.0238,0.0063086,0.057757,0.011625,0.013633,0
0.0024967,0,0.0066051,0.0044679,0.020997,0.0088594,0,0.014339,0.013457,0,0.0093246,0.019473,0,0,0,0.0066585,0,0,0.0038915,0.0020927,0,0.0095024,0,0.010416,0,0,0,0,0,0,0.0036664,0,0.021251,0.012616,0,0.0023507,0,0,0.001915,0,0.0027787,0,0.01033,0,0.024942,0,0.010027,0.0077103,0,0.0011466,0,0.014681,0,0,0.063379,0,0.0034556,0,0.0095786,0.0074244,0,0,0.0057931,0.015128,0,0.0082292,0,0.0089328,0.10403,0,0,0.001528,0.0077847,0,0.021988,0.022012,0.0096262,0.0084297,0.014849,0,0,0.0086555,0,0,0.03166,0,0.018438,0,0.023727,0
0.011096,0,0.011497,0.015285,0,0.019812,0,0,0,0.0061336,0.016432,0.0015901,0,0.0019598,0,0,0.027138,0.0070048,0.0092103,0.012325,0,0,0,0,0,0,0,0.024161,0.0040508,0,0,0,0,0,0.036157,0,0,0.0025776,0.0014725,0,0.011236,0.019617,0.046943,0.01922,0.027813,0.0090688,0.012667,0.01257,0,0,0,0.0018224,0.019129,0.0013163,0,0.00041037,0.00924,0,0,0.0038422,0.019133,0,0.031947,0,0,0.025176,0.023885,0,0.037432,0,0,0,0.002857,0,0.031986,0.048429,0,0,0.0060486,0.0068075,0,0.016192,0.0067114,0.021075,0.0090572,0.0030134,0,0,0,0.0017487
0,0,0.0029707,0.0039682,0,0.0050867,0.0012547,0,0.00013276,0,0.00017441,0.0013595,0.0008637,0.00062993,0,0.011258,0,0,0.0030252,0,0.0023334,0.0029364,0.0012847,0.0043823,0.0044645,0.0015822,0.0060008,0.00078335,0.00012893,0.004016,0.0064462,0,0.0028723,0,0,0,0.0068416,0,0,0.0066477,0,0,0.96816,0,0,0,0,0,0,0.0022214,0,0,0.0041521,0.0032413,0.0017891,0.0027062,0.00065832,0,0,0.0077933,0.007558,0,0,0.0030853,0.0012344,0,0,0,0,0,0.0016756,0.0016272,0.0042709,0.0054201,0,0.0035302,0,0.0015135,0.00066594,0.0045683,0,0,0,0,0,0,0.0028694,0.0024183,0.0006204,0
