0.24279,0.0050698,0.003537,0,0,0,0.001305,0.24718,0.0029903,0,0.0074147,0.010045,0,0.0049365,0.0035344,0.13775,0.23838,0.23967,0.24056,0.0043692,0.005807,0.2346,0.0057936,0.0012752,0.012745,0.0075683,0.0065241,0.011927,0.0050704,0.0023547,0.046774,0.0052483,0.0034291,0.0023905,0.22988,0.0077856,0,0.01655,0.0087924,0,0.004891,0.01141,0.0040845,0.014702,0.013312,0.23044,0,0.23633,0.0023713,0.0043426,0.0056301,0.0050746,0,0.0022396,0.0055709,0.00468,0,0.018171,0.0077127,0.0046705,0,0.2443,0.0040258,0.23627,0.011752,0.22699,0.22609,0.0015359,0.052251,0.0079842,0.0072959,0.0085906,0.0032508,0.0038397,0.0072381,0.0038041,0.009984,0.23078,0.013386,0.23592,0.0025029,0.22437,0.011167,0.022416,0,0.0072221,0.037115,0.0054439,0.0085086,0.0071156
0.0053057,0.011755,0.0062822,0.25956,0.011898,0.25759,0.016265,0.0051888,0.011066,0.25416,0.26025,0.017023,0.26007,0.0064673,0.25192,0.30312,0.24558,0.25913,0.25626,0.0058646,0.0096549,0.24179,0.0063216,0.010099,0.0065551,0.0080601,0.25313,0.25709,0.0080461,0.25277,0.22907,0.25066,0.25565,0.25408,0.0087165,0.24921,0.010464,0.032228,0.005909,0.26868,0.25915,0.26101,0,0.051905,0.25883,0.25096,0.017628,0.010359,0.23427,0.016106,0.01636,0.0090149,0.01427,0.011477,0.2469,0.26221,0.012526,0.25435,0.025075,0.015416,0.023536,0.26117,0.25563,0.25777,0.27566,0.26263,0.01379,0.02272,0.045449,0.2534,0.013018,0.25493,0.25283,0.016279,0.016323,0.04052,0.26056,0.022061,0.011408,0.029335,0.26619,0.033918,0.25893,0.24404,0.25533,0.25838,0.25946,0.025745,0.032262,0.24829
0.25384,0.2497,0.25245,0.0063618,0.26042,0.0092491,0.24669,0.25549,0.2586,0.0078099,0.0078581,0.25623,0.0061774,0.25233,0.0059504,0.069116,0.0086136,0,0.0037667,0.25975,0.26139,0.016797,0.25569,0.25412,0.2712,0.26048,0.0089866,0.011588,0.25992,0.0061054,0.090352,0.025066,0.005705,0.010362,0.24926,0.019763,0.25896,0.2477,0.26727,0.013617,0.0071259,0.012148,0.27272,0.23794,0.010172,0.017729,0.25032,0.24886,0.046141,0.25773,0.25917,0.26243,0.2623,0.2556,0.022686,0.010907,0.2627,0.032519,0.25293,0.2637,0.25477,0.009144,0.009872,0.011461,0.010728,0.012914,0.25201,0.2535,0.28648,0.019771,0.26099,0.020747,0.016037,0.26517,0.27334,0.26975,0.0092268,0.2473,0.27094,0.24921,0.0088283,0.25485,0.022313,0.042248,0.018926,0.01358,0.061886,0.25336,0.24924,0.033144
0.0022485,0.001018,0,0,0,0,0.0010772,0,0,0,0,0,0,0.0010104,0.003015,0.005295,0,0,0.0010109,0,0,0.0030553,0,0,0,0.0013362,0,0,0,0.0014389,0.0089521,0.0017753,0,0,0.0012443,0.0020143,0,0.0030105,0,0.0016201,0.0022,0.004547,0,0.0081587,0,0.0033917,0,0,0.0039475,0,0,0,0.0012356,0,0,0.004917,0.001194,0,0,0,0,0.0029434,0,0.0016686,0,0,0,0.21752,0.0066124,0,0,0,0,0,0.0025363,0,0.0010811,0,0,0.003426,0.0011457,0.0025835,0.0088913,0,0,0.0032566,0,0,0.0013379,0
0,0.0072764,0.0017632,0,0.0045747,0.0023675,0.008579,0.0012938,0.0048049,0.0021755,0,0.0020641,0.0081861,0.0025953,0.24393,0.031865,0,0.0066684,0.0028687,0.0036643,0.0027305,0.012508,0.0013994,0.0061984,0,0,0.0011622,0.0078346,0,0,0.0068315,0.0082416,0,0,0.0032163,0,0.0040571,0,0.0042961,0.0058942,0,0.0046917,0.0019356,0.0069788,0.0056336,0.0060145,0.24323,0,0.014222,0.0073908,0.0039603,0.0045179,0.0064588,0.0019063,0.0060962,0.24703,0.24884,0.0065088,0.0042793,0.24959,0.0018423,0.0084371,0,0,0.0048094,0,0.22967,0.013222,0.007119,0.23964,0.0056104,0,0,0.0048863,0.0038368,0.0065842,0.0025049,0.0013754,0.0035215,0,0.0039476,0,0.0026444,0,0.0045749,0.00733,0.0098003,0.010323,0.0069249,0.0019412
0.011466,0.25118,0.2541,0.26827,0.25969,0.26219,0.25018,0.013999,0.26241,0.24886,0.26467,0.26708,0.025495,0.2548,0.010961,0.28172,0.2549,0.0093555,0.25456,0.2533,0.26018,0.24285,0.25634,0.25925,0.26101,0.26775,0.25237,0.25353,0.26626,0.25889,0.28367,0.26424,0.25603,0.2614,0.24822,0.25625,0.2519,0.27284,0.26372,0.012555,0.26315,0.25621,0.016155,0.26605,0.26382,0.26268,0.021881,0.25508,0.25673,0.020611,0.26601,0.023976,0.26616,0.26057,0.26076,0.014271,0.012622,0.25956,0.27008,0.019054,0.26679,0.023828,0.26489,0.26547,0.27867,0.26988,0.033429,0.034715,0.27881,0.028987,0.25884,0.27036,0.26221,0.27067,0.27539,0.2914,0.26215,0.25223,0.27058,0.25968,0.26886,0.28572,0.25924,0.27321,0.26883,0.25637,0.29446,0.26891,0.26769,0.27155
0.24737,0.0042854,0.24902,0.010912,0.003199,0.01193,0.25602,0.25152,0.010777,0.24937,0.0065268,0.0072531,0.0097575,0.0082952,0.25208,0.2545,0.0060872,0.25301,0.25495,0.011934,0.0051575,0.23776,0.24574,0.0095351,0.0068932,0.0039206,0.0080552,0.0047343,0.012834,0.24616,0.019009,0.017733,0.25223,0.014984,0.23977,0.0106,0.25553,0.2567,0.011498,0.011286,0.2517,0.24606,0.0071962,0.26114,0.24824,0.017118,0.25545,0.0092733,0.24682,0.014289,0.0069907,0.0094851,0.0083569,0.25256,0.019316,0.25366,0.26588,0.036403,0.016782,0.01537,0.24642,0.25224,0.016585,0.01086,0.26016,0.014314,0.012489,0.012821,0.036962,0.25406,0.0074196,0.013936,0.01134,0.26544,0.26702,0.24384,0.25488,0.24241,0.2491,0.25104,0.25849,0.011114,0.25221,0.23487,0.25046,0.24695,0.030476,0.019545,0.24022,0.23672
0.0087871,0.009878,0.002452,0.0024107,0.013887,0,0.0024555,0.011008,0.0030811,0.010816,0.0072738,0.25328,0.0021797,0,0,0.077887,0.0085431,0.0062343,0.0018929,0.0054631,0.26714,0.012374,0.013381,0,0.036305,0.010801,0.014739,0.26205,0.0046817,0.0052949,0.23738,0.0028356,0.0065397,0.0042623,0.0072098,0.015129,0.0095444,0.012157,0.0054319,0.0058471,0.012416,0.01379,0.0081498,0.008095,0,0.0027927,0,0.0080687,0.0049325,0.0016924,0.0090277,0.010354,0.011522,0.0095873,0.0023785,0.011138,0.005203,0.013943,0.021498,0.018303,0.0077423,0.019678,0.0039165,0.019584,0.022907,0.022868,0.0071103,0,0.24899,0.0035862,0.018281,0.23917,0.010253,0.0094803,0.014715,0,0.0057716,0.016619,0.022809,0.0197,0,0.23145,0.01499,0.035049,0.006679,0.01197,0.19731,0.0087306,0.010647,0.018268
0.0049653,0.24206,0.0049301,0.25098,0.24931,0.25498,0.003817,0.0012126,0.25769,0.0026479,0.25158,0.0096468,0.25311,0.25135,0.0031246,0.027224,0.23993,0,0.0022705,0.24639,0.0016707,0.0071379,0.0026453,0.25035,0.0073379,0.25819,0.24096,0.0064481,0.0071325,0.001585,0.052346,0.25521,0,0.24176,0.0073119,0.24237,0.0071522,0.0092026,0.25587,0.25909,0.0036942,0.0069605,0.25955,0.013259,0.015659,0.24273,0.0088405,0.23927,0.020713,0.25702,0.26092,0.25672,0.013639,0.0043215,0.24209,0.0057095,0.0021846,0.23502,0.013596,0.018243,0.023718,0,0.24314,0.23826,0.0081053,0.23719,0.23983,0.24865,0.035882,0.0095669,0.24952,0.015863,0.24297,0.0077091,0.0042549,0.046362,0.0042089,0.009497,0.010325,0.0071633,0.020711,0.028214,0.010427,0.012509,0.013329,0.011274,0.061333,0.23947,0.028471,0.023226
0.0012425,0.0040386,0.0014434,0.0024611,0.0022167,0.0051855,0.001512,0,0,0,0.0046414,0.0044066,0.0010615,0,0.0044098,0.0056861,0,0,0.0018274,0.0029343,0,0.0012557,0.0024535,0.0017109,0.002335,0,0,0,0.0046893,0.0020822,0.01484,0,0.0027908,0.0030018,0.0020047,0,0,0.0030287,0.0033026,0.0018388,0,0.0072174,0,0.0061989,0,0.0030097,0,0.0024805,0.0063661,0,0.0025441,0,0.24374,0.0010542,0.0050031,0.0014121,0.0012512,0.0012226,0.2213,0.0030122,0.0040512,0,0,0.0034797,0,0.0050921,0.0045236,0.019327,0.020471,0.0050289,0.0036002,0.0085894,0.0046755,0,0.0037517,0.012387,0.0034698,0.0044863,0.0026889,0.0031875,0.0059464,0.02497,0.0056414,0,0.0042353,0.0015794,0.038939,0.0064492,0.0040829,0.0053003
