0,0.0012666,0.0032383,0,0,0.0046401,0,0,0.0032305,0,0.071835,0,0.00035597,0.0013919,0.0024832,0,0,0,0.0024224,0,0,0.005891,0.0019341,0,0,0.0034623,0.0038716,0,0.0015416,0,0,0,0,0.088865,0.0011081,0,0,0.09096,0.092874,0,0,0,0,0.093449,0.084682,0,0.0035305,0.0014751,0,0.09453,0,0,0,0.0013968,0.0017104,0,0,0,0,0,0,0,0,0.0016417,0.0018614,0.0015439,0,0,0,0.0018902,0,0.10498,0.0037374,0,0,0.00085076,0.0024217,0.0013665,0.0072091,0.10442,0.0063738,0,0,0
0,0,0.07207,0,0,0.0055863,0,0,0.0019784,0,0.079844,0,0.0059501,0.0006846,0.077217,0,0,0,0.0063251,0,0,0.0047897,0.00098737,0.0059972,0,0.0010703,0.082231,0,0,0,0.095232,0,0,0.0076604,0.0018131,0,0,0.0013054,0.0020247,0,0,0,0.00028372,0.0058903,0,0,0.0069833,0,0,0.0035675,0,0.095446,0.0018725,0,0,0,0,0.00020322,0,0,0,0,0,0,0.0022394,0.11185,0.0012155,0,0,0,0,0.10334,0.0014015,0,0,0.0075278,0.0077127,0,0.0012031,0.11906,0.0055191,0.0066047,0,0.0019184
0,0,0.069603,0,0,0.074814,0,0,0.0016402,0,0,0.00082088,0.0020834,0.0026002,0.084811,0,0,0,0.081127,0.0020829,0,0.0010659,0,0,0.00042858,0.0025272,0.0018199,0,0,0.092736,0.0082682,0,0,0.095149,0.089584,0,0.0069385,0.012401,0.09077,0,0.0021906,0,0,0.00043301,0.00108,0,0.0039768,0,0,0,0.0010566,0.016769,0.00097611,0,0,0,0,0.0049841,0,0,0,0,0,0.0035046,0.10104,0.11039,0.00098031,0,0,0.11043,0,0,0.012345,0,0.00084305,0.0049006,0.010448,0.0044119,0.0066347,0.12322,0.0036043,0,0,0.01292
0.00053158,0,0,0,0.003789,0.00027282,0.0024809,0,0.0020324,0,0.0014375,0.0040441,0.0012405,0.081768,0.004158,0,0.0015935,0,0,0,0,0,0,0.002481,0,0.00032554,0.0053391,0,0.0015445,0.01118,0.0056731,0,0,0.0011766,0.0030363,0,0.0016584,0.001824,0.012664,0,0.0045797,0,0,0,0.018027,0,0.028514,0,0,0.10113,0,0.0041485,0.0072297,0,0.00065216,0,0,0.099164,0,0,0,0,0.00047402,0,0.0049753,0.094838,0.0081973,0,0,0.11444,0,0.011763,0,0,0,0.003038,0.016449,0.0096975,0.0071898,0.0032577,0.0053952,0,0,0.0063575
0.0014048,0.0027189,0.072256,0.0018224,0,0.0011005,0,0,0.00098532,0,0.0018449,0.00014753,0.072205,0.081528,0.076729,0,0.00279,0,0.0008705,0,0,0,0,0.0065941,0,0,0.082198,0,0,0.0094272,0.090138,0,0,0.08863,0,0,0.002405,0.096883,0,0,0.00020063,0,0,0.0011466,0.012196,0,0.017496,0,0,0.00054207,0,0,0.0058961,0.0039436,0,0.00053244,0,0,0,0,0,0,0,0.0045487,0,0.00023686,0.010828,0,0,0.0020196,0,0.0057339,0.10868,0,0.0031133,0.0034949,0.0063388,0.010672,0.10083,0,0.0024867,0,0,0.0042507
0,0.0032398,0.0032781,0,0,0.0030266,0,0,0,0,0.0048339,0,0.080883,0.080999,0.085935,0,0,0,0.0076187,0,0,0.0047491,0.0010325,0.0058445,0,0.0023625,0.00096227,0,0.0016668,0,0.0047817,0,0,0.094273,0.0021555,0,0.0054962,0.013345,0.0018472,0.001514,0.0059656,0,0,0,0.022221,0,0,0,0,0,0,0.0078504,0.0024386,0,0,0,0,0.000466,0,0,0,0,0,0,0.0048666,0.11672,0.0077342,0,0,0,0,0.0065248,0.0045864,0,0,0,0.0078736,0.016947,0,0.010106,0,0,0,0.0080791
0,0,0.06818,0,0,0.0027964,0,0,0.08037,0,0.080239,0,0.086067,0.00071427,0.080833,0,0,0,0.0089748,0,0,0.0089974,0,0.0066951,0,0.088382,0.08722,0,0,0,0.0037454,0,0,0.092385,0.099064,0,0.11209,0.098313,0.099795,0,0.1036,0,0,0.093104,0.021205,0,0.034788,0,0,0.10637,0,0.019041,0.0024852,0,0,0,0,0.013447,0,0,0,0,0,0,0.10687,0.0034737,0.0069351,0,0,0.10273,0,0.0071921,0.0046339,0,0.0020272,0.10959,0.0094887,0.0028608,0.0041472,0.0058457,0.011612,0,0,0
0,0,0.0021161,0,0,0.071848,0,0,0.079614,0,0.07467,0,0.010066,0.081244,0.0071724,0,0,0,0.0061646,0,0,0.087638,0,0,0,0.0026978,0.0073256,0,0,0.093722,0.01359,0,0,0.098089,0.089874,0,0.0073319,0.010276,0.010586,0,0.0030847,0,0,0.0022713,0.011658,0,0,0,0,0,0,0.01013,0.0036845,0,0,0.00083287,0.002366,0.0045578,0,0,0.0038557,0,0,0,0.0038101,0.021312,0,0,0,0.0020817,0,0.11274,0.10612,0,0,0.0049793,0,0.011072,0.0022735,0.032029,0,0,0,0.0069875
0,0,0.075187,0.00087855,0,0.072485,0,0,0,0,0.069706,0,0.0063306,0,0.0016224,0,0,0,0.084312,0.0019459,0,0.077674,0,0.0020865,0.0031128,0.083865,0.0039675,0,0,0.084455,0.001774,0,0,0.0018593,0.0016752,0,0.0022906,0.0017351,0.0021369,0,0.0078324,0,0,0.0019763,0.0062189,0.00022287,0.00079471,0,0,0.096686,0,0.0035162,0.0067934,0,0,0,0,0.003513,0,0,0,0,0,0,0.0026743,0.0031515,0.0039483,0.00026486,0,0.0046423,0,0.0070692,0.11229,0,0,0.0048148,0.0063626,0.0029993,0.0061314,0.0018428,0,0.0017473,0,0
0,0,0.078444,0,0.008739,0.076681,0,0,0,0,0.08059,0,0.076022,0.081794,0,0,0,0,0,0,0,0.080952,0,0.089709,0,0.0058933,0.0043155,0,0,0,0.015533,0,0,0.0019742,0.0080321,0,0.08088,0.098941,0.088003,0,0.11312,0,0,0.0093963,0.082372,0,0.091078,0.004183,0,0,0,0.10582,0.004002,0,0,0,0,0.0016417,0,0,0,0,0,0,0.0041546,0.10872,0,0,0,0.0040577,0,0.10999,0.11337,0.0047678,0,0.11078,0.0027955,0.009899,0.093307,0.016041,0.12237,0,0,0.0041624
0,0,0.068787,0,0,0.073919,0,0,0.080785,0,0.0031125,0,0.080533,0.078052,0,0,0,0,0.0047835,0,0,0.080301,0,0.0014745,0,0.00092243,0.018172,0,0,0.094657,0.10371,0,0,0.0073385,0.0018638,0,0.0092233,0.10162,0.012165,0,0.096908,0,0,0.0032893,0.025148,0.0021079,0.020602,0,0,0.0089296,0,0.09893,0.096239,0.0067819,0,0,0,0.01121,0,0,0,0,0,0,0.00027702,0.0086397,0.10969,0,0,0.0011952,0,0.0093467,0.0052138,0,0,0.0051559,0.0080779,0.0116,0.0038253,0,0.10866,0,0.0073655,0
0,0,0.0073293,0,0,0.0016068,0,0,0.082226,0,0.0014064,0.00020517,0.0020313,0.076466,0.0019722,0,0,0,0.081934,0,0,0,0,0,0,0.081919,0.0063965,0.0020627,0,0.0052279,0.0036585,0,0,0.0073292,0.0064715,0,0.10095,0.005919,0.0013595,0,0,0,0,0.091181,0.099404,0.0024424,0.041719,0,0,0,0,0.00047721,0,0,0,0,0,0.003518,0,0,0,0,0,0,0.0023433,0.000338,0,0,0,0.005682,0.0018819,0.0048281,0.0095702,0,0,0.10528,0,0.0011916,0.00575,0,0.0026124,0,0,0.0084048
0,0.0003445,0.076683,0,0,0.076931,0,0,0,0,0.081002,0,0.0039631,0.0041469,0.0012433,0,0,0,0.079124,0,0,0.085498,0,0.006018,0,0.0027788,0.0053055,0,0.00066876,0.089558,0.0083186,0,0,0.0026154,0.0078012,0,0.0034326,0.0029941,0.00047355,0,0,0,0,0.0032655,0.0017075,0,0.027094,0,0,0,0,0.0029165,0.00081663,0,0,0.00022339,0,0.099202,0,0,0,0,0,0,0.005655,0.0064401,0,0,0,0.0026435,0,0.00094761,0.0037976,0.0079817,0.0018352,0.10999,0.11485,0.0014067,0.0025495,0.014484,0.011287,0,0,0.0050804
0,0,0,0,0,0.0038778,0,0,0.084057,0,0.088242,0,0.085971,0.08931,0.08497,0,0,0,0.010718,0,0,0.085022,0,0.0023216,0,0.087868,0.0952,0,0,0.089705,0.098491,0,0,0.097869,0.093012,0,0.094179,0.11689,0.10067,0.00047058,0.0039381,0,0,0.0061926,0.030681,0,0.11955,0,0,0.018115,0,0.018396,0.012321,0,0,0,0,0.0084798,0,0,0,0,0,0,0.014605,0.099521,0.017625,0,0,0.010722,0,0.10601,0,0,0,0.0052898,0.018753,0.015269,0.0068697,0.017807,0,0,0,0.01138
0,0,0.007128,0.0005017,0.0032421,0.074729,0,0,0,0,0.010936,0,0.0027492,0.079789,0.082505,0,0,0,0.0021764,0,0,0.00077287,0,0.081606,0,0.084413,0.0053062,0,0.0029653,0.087158,0.090507,0,0,0.0027807,0.088597,0,0.0041313,0.085282,0,0,0.0038603,0,0,0.0025617,0,0.0011234,0.010633,0,0,0.10176,0,0.0053655,0.0073024,0,0,0,0,0.098871,0,0.00055215,0,0,0,0,0.00043373,0.0037897,0.0013273,0,0,0.0018847,0,0.013368,0.010633,0,0,0.0055584,0.0052849,0.12208,0.0020841,0,0.0022464,0,0,0.011126
0,0.0016441,0.072159,0.0021866,0,0.0033575,0,0,0.00079892,0,0.0017835,0.002065,0.074116,0.080802,0.00087307,0,0,0,0.0050826,0,0,0,0.0016915,0.0029052,0,0.0021088,0,0.0022585,0,0.003333,0.0042651,0,0.0015176,0,0,0,0.0076656,0.0061408,0,0,0.005745,0,0,0.0037432,0.025108,0,0.0095018,0,0,0,0,0.0015552,0.092918,0,0,0,0,0.0040451,0,0,0.0022664,0,0.00043281,0.0019957,0.0018943,0.11884,0.0087133,0,0,0.0048494,0,0.0040444,0.014699,0,0,0,0.00767,0.0076272,0.10197,0.010101,0,0,0,0.0080361
0,0,0.069939,0,0,0.072577,0,0,0.0012069,0,0.073509,0,0.000879,0.07762,0.075716,0,0,0,0.00076737,0,0,0.0045789,0.00019919,0.090119,0,0.0059034,0.0057009,0,0,0.001594,0.0062713,0,0,0.0071203,0.0012735,0,0,0.0016517,0.010362,0.00058399,0,0,0,0.0065489,0.083998,0,0.09969,0,0,0.0056097,0,0,0.0053995,0,0,0,0.00035107,0.0029778,0,0,0,0,0,0,0.0024074,0.0047394,0,0,0,0.0019324,0,0.0059813,0.0018074,0,0,0.0042712,0.010621,0.0080373,0.0053748,0.0013822,0.10493,0,0,0.0047912
0,0,0.072327,0.0014508,0,0.071085,0,0,0.078226,0,0.081451,0,0.076429,0.081499,0.010723,0,0,0,0.0047729,0,0,0.077322,0,0.08887,0,0.089876,0.085896,0,0,0.0036068,0.084731,0,0.0014158,0.0062265,0,0,0.099442,0.10052,0.00070833,0.0011264,0.12653,0,0,0,0.011537,0,0.089629,0,0,0.0073494,0,0.0010234,0.0077016,0,0.0046221,0,0,0.096744,0,0,0,0,0,0,0.011421,0.0039605,0.0058303,0,0,0.014192,0.0042343,0,0.015549,0,0,0.003348,0.019106,0.0054512,0.1073,0.0057244,0,0,0,0.0066883
