0.24172,0.0030589,0.0049171,0.007074,0,0,0.24677,0.0037766,0,0.10599,0.0029386,0.006778,0.0054061,0.005638,0.0015838,0.0069757,0.23611,0.23986,0.24818,0.0050042,0.0061245,0.23381,0.0037957,0.0064533,0.0028713,0.0047678,0.0042441,0.003856,0.010464,0,0.033414,0.002391,0.004887,0.0041667,0.23589,0,0.0064718,0.015446,0.016496,0,0.0027865,0.0030651,0.0059264,0.017702,0.23545,0.23155,0.23481,0,0.002093,0.0018445,0.0065171,0,0.0088053,0.027474,0.0028795,0.01576,0.0044099,0.0065987,0.0061155,0.057309,0.0050414,0.0071176,0.0042451,0.018978,0.0046852,0.0053724,0,0.23739,0.0063251,0.23396,0.021698,0.0033729,0.2309,0.0078101,0.0061782,0.2147,0.0021306,0.023805,0.0066508,0.0076597,0.0090313,0.0046302,0.23816,0.023478,0.074167,0.019164,0.11271
0.0029532,0.0099482,0.009215,0.26308,0.01256,0.25786,0.0056365,0.011729,0.25139,0.074732,0.010039,0.25699,0.25916,0.005615,0.25186,0.015122,0.24794,0.25437,0.2545,0.0059897,0.014341,0.24218,0.0033371,0.2517,0.0087014,0.0080954,0.0054283,0.0093655,0.25876,0.25206,0.27676,0.25586,0.25835,0.25211,0.011079,0.010038,0.25011,0.036267,0.25624,0.014827,0.25585,0.26907,0.0027309,0.25784,0.25534,0.043461,0.014546,0.014715,0.24412,0.01466,0.014234,0.013747,0.25952,0.048188,0.014841,0.28053,0.0051147,0.24697,0.26228,0.24752,0.25404,0.013688,0.25704,0.25218,0.02225,0.24995,0.02557,0.26111,0.020423,0.25444,0.25072,0.25244,0.010413,0.013258,0.26231,0.27441,0.018544,0.035283,0.015005,0.26579,0.26219,0.025397,0.028418,0.10024,0.19656,0.024248,0.27971
0.25249,0.24922,0.25245,0.0043244,0.25892,0.0096624,0.25625,0.24997,0.012863,0.31592,0.25894,0.010412,0.0063115,0.2552,0.0062171,0.25616,0.0047851,0.0093546,0.0036126,0.25856,0.25722,0.013807,0.25792,0.012583,0.25568,0.25955,0.26334,0.25889,0.0065959,0.0081931,0.040261,0.0073344,0.016311,0.013686,0.24751,0.26065,0.018088,0.24843,0.01807,0.25903,0.010689,0.0097409,0.26863,0.015731,0.014443,0.24599,0.24687,0.2533,0.035897,0.25624,0.2595,0.26285,0.015257,0.2706,0.26128,0.013041,0.26341,0.022117,0.020313,0.05591,0.01374,0.26382,0.014366,0.026959,0.2531,0.03261,0.25734,0.007406,0.24941,0.014842,0.029335,0.018703,0.25289,0.2602,0.012557,0.014767,0.26033,0.27429,0.26555,0.021712,0.018145,0.27156,0.24772,0.24072,0.18126,0.26289,0.060747
0.0016756,0,0,0,0,0,0,0.0013084,0,0.014225,0,0,0,0.0014971,0.0028404,0,0,0.0012788,0,0,0,0.0028262,0,0.001194,0,0.0010546,0,0,0,0.0010935,0,0,0.0012892,0,0,0.0011966,0.0014556,0.002549,0.0047115,0,0.0021609,0,0,0,0.0042416,0.0069739,0,0,0.0031459,0,0,0.0013834,0.0050978,0,0,0,0,0,0.0051244,0,0,0,0,0.0024795,0.21632,0,0.0020869,0.0022998,0,0.0015971,0,0,0.0011787,0,0,0.0019415,0,0.001294,0,0.0055166,0.0088436,0,0.0022292,0.0050095,0.0054358,0,0.0025679
0.0031393,0.0051376,0.0011676,0,0.0055881,0.0057829,0.0015572,0.0010792,0,0.02339,0,0.0092339,0,0.0045796,0.2398,0.0055034,0,0.0070538,0.0017976,0.0030827,0,0.0075961,0.0012812,0,0.0067719,0.00327,0,0.0016676,0.0047589,0,0.0047029,0,0.0091685,0,0.0011107,0,0,0,0,0.0069501,0,0.0052145,0.0033549,0.0015727,0.0010433,0.0053729,0,0.24627,0.015147,0.0038339,0.0087801,0.0075076,0.23906,0.0099717,0.0071373,0,0.0025423,0,0.012156,0.007484,0.0015035,0.24651,0.23676,0,0.0093053,0.22898,0.01166,0.0064003,0.0043959,0,0,0.0016192,0.23432,0.0018209,0.23589,0,0.002019,0.0043674,0.0014272,0.014786,0,0.014591,0,0.0039087,0.01447,0.012076,0
0.0083398,0.25312,0.25782,0.26942,0.25978,0.2586,0.017779,0.25577,0.25529,0.24642,0.26361,0.026926,0.26493,0.25355,0.014811,0.26267,0.25355,0.25538,0.012046,0.25585,0.26375,0.24564,0.25688,0.25524,0.25914,0.26477,0.26642,0.2649,0.25836,0.26002,0.27603,0.25898,0.26462,0.26466,0.25339,0.2545,0.25662,0.27545,0.26337,0.26453,0.26423,0.013243,0.014545,0.26883,0.26321,0.2686,0.25572,0.019655,0.25711,0.26101,0.02381,0.26569,0.028845,0.29702,0.2616,0.29103,0.019628,0.26233,0.25923,0.28506,0.26777,0.023795,0.020275,0.2703,0.037487,0.047936,0.26039,0.026745,0.26422,0.26612,0.26889,0.26299,0.026511,0.26426,0.028576,0.27742,0.27114,0.28915,0.27141,0.026877,0.26264,0.26926,0.26472,0.31624,0.33093,0.26827,0.31161
0.24687,0.0071657,0.25155,0.0078471,0.0047913,0.0046823,0.25536,0.25505,0.25523,0.088524,0.0065868,0.0044469,0.0068344,0.0076085,0.25232,0.0090892,0.0070501,0.25833,0.2499,0.010164,0.014117,0.23492,0.25038,0.013814,0.0074972,0.0061373,0.013583,0.013195,0.00541,0.2478,0.076015,0.25679,0.01428,0.017607,0.23627,0.26335,0.012725,0.27079,0.24577,0.018306,0.25492,0.0087825,0.0088675,0.24561,0.017196,0.036164,0.012098,0.25563,0.24339,0.2542,0.014011,0.011471,0.25561,0.037634,0.012738,0.25927,0.0073479,0.019051,0.25489,0.017289,0.015577,0.015669,0.2564,0.016731,0.012173,0.26176,0.25784,0.26122,0.014112,0.015173,0.011916,0.015002,0.01205,0.010202,0.25628,0.25771,0.01715,0.044772,0.2573,0.2683,0.25381,0.252,0.25138,0.21065,0.11104,0.019436,0.089594
0.0040667,0.0039621,0.0017497,0.0061177,0.011351,0.0047344,0.0088544,0.0044406,0.0080955,0.24946,0.0051932,0.011722,0.0033734,0.0031537,0,0.24827,0.00676,0.0018669,0.0090526,0.0058574,0.25713,0.0097858,0.0047325,0.010524,0.0048026,0.0080985,0.010365,0.0035436,0.25564,0.0049629,0.019335,0.0043952,0.0041642,0.0038273,0.010428,0.0026192,0.010375,0.0082579,0.015134,0,0.01008,0.0040074,0.0059748,0.0091459,0.0067438,0.22767,0.0071412,0.0011815,0.0068553,0.0079666,0.0027101,0.0092814,0.01145,0.24656,0.0060613,0.02579,0.008575,0.0036411,0.01104,0.22775,0.0077889,0.017276,0.0086718,0.23782,0,0,0,0.0069482,0.015713,0.012631,0.25189,0.013076,0.0077958,0.012842,0.0077754,0.018894,0.0072231,0.20711,0.0077098,0.0091147,0.0095585,0.006617,0.01723,0.035436,0.050444,0.008607,0.045095
0.0064292,0.24304,0.0061291,0.25169,0.24951,0.2546,0,0.0029262,0.0021689,0.02455,0.25861,0.25144,0.25293,0.24995,0.0023101,0.0096823,0.23844,0.0026916,0,0.2472,0.0016294,0.0099056,0.0055079,0.23953,0.24884,0.25796,0.012834,0.0080034,0.0081825,0,0.21311,0,0.25645,0.24113,0.0081541,0.005038,0.24357,0.0047673,0.0075356,0.25652,0.002639,0.26028,0.25839,0.016192,0.2383,0.029164,0.23884,0.0084896,0.021073,0.0070837,0.25846,0.016639,0.0051574,0.030604,0.25634,0.013784,0.25694,0.24141,0.0087165,0.034022,0.2428,0.019862,0.0027773,0.020062,0.2486,0.011463,0.028135,0,0.0060568,0.23973,0.010058,0.24189,0.2388,0.2515,0.0047359,0.010854,0.25226,0.044401,0.01199,0.0050455,0.010979,0.021536,0.0059517,0.057468,0.16843,0.24728,0.19885
0.001406,0.0041083,0.0016292,0.0032725,0.0022857,0.0051865,0,0,0,0.012572,0,0,0.0040977,0,0.0040197,0.0044647,0,0.0016679,0,0.0027171,0,0.0011546,0.0016596,0,0.0014119,0,0,0.0045547,0,0.0026143,0.0050396,0.0023763,0,0.0029616,0.0028624,0.0010506,0.0011533,0.001519,0.0066346,0.0043058,0,0.0010988,0.0012758,0,0.0038342,0,0.0031097,0,0.0056625,0,0,0.24006,0,0.010945,0.0045069,0,0,0.0039993,0.005505,0.030425,0,0.0031191,0.0029816,0.0053233,0.019591,0.0058442,0.0055087,0,0.23156,0.0039198,0.0095922,0.0028427,0.0038527,0.0039886,0.0021814,0,0.0032347,0.019734,0.0035702,0.0048615,0.0067854,0.0080946,0.0019732,0.041312,0.044773,0.0082231,0.0091019
