0,0.023282,0,0,0,0.029825,0.041779,0.0039459,0.050208,0.04817,0.01436,0.024992,0.010105,0.008143,0,0.0090048,0.0081344
0,0.023125,0,0,0,0.023235,0.0093575,0,0.025115,0.044295,0.011267,0.019541,0.016236,0.013173,0.084469,0.052863,0.0016407
0,0.035055,0,0,0,0,0.021103,0.068775,0.014413,0.010212,0.056153,0.061116,0.019009,0,0.07963,0.064115,0.020361
0,0.016798,0,0,0,0.013312,0.014868,0.009435,0.015144,0.012948,0.0062076,0.0076995,0.01242,0.0063987,0.0035233,0.012983,0.074074
0,0.028121,0,0,0,0.04779,0.015517,0.002453,0.011342,0.039288,0.050072,0.0034627,0.062726,0.066892,0.080275,0,0.072699
0,0.038912,0,0,0,0.031333,0.0095626,0,0.0099287,0.018283,0,0.0067033,0.070171,0.07666,0.092647,0.055809,0.068796
0,0.067313,0,0,0,0.090566,0.094746,0.086013,0.055954,0.066328,0.053204,0.013466,0.026281,0.081651,0.06681,0.023193,0.023381
0,0.041626,0,0,0,0.057621,0.031162,0.0079737,0.013158,0.042204,0.039428,0.057138,0.009539,0.0073451,0.0059113,0.0076577,0.080917
0,0.02873,0,0,0,0.052588,0.048059,0.0033437,0.035401,0.038898,0.04813,0.071008,0.010535,0.010255,0.0092136,0.0094257,0.016176
0,0.070135,0,0,0,0.074454,0.054877,0.07227,0.049324,0.041238,0.059144,0.084753,0.082197,0.02619,0,0.059286,0.087548
0,0.050222,0,0,0,0.045784,0.045297,0.074632,0.090881,0.068651,0.075503,0.06163,0.091109,0.018679,0.0027422,0.073693,0.083423
0,0.032958,0,0,0,0.037325,0.022896,0.069239,0.039346,0.046304,0.08572,0.011566,0.076241,0.011804,0.00046093,0.073971,0.072389
0,0.032357,0,0,0,0.049558,0.036666,0.0032174,0.091013,0.027784,0.010297,0.082074,0.017229,0.077812,0,0.061106,0.01082
0,0.07093,0,0,0,0.086122,0.075595,0.013841,0.062041,0.07013,0.084968,0.031529,0.083132,0.012363,0.081735,0.063043,0.10165
