0,0,0,0,0,0,0,0
0.0025076,0,0,0,0,0,0,0
0.0016448,0,0,0,0,0,0.00010112,0
0.0012461,0,0,0,0.00014364,0,0,0
0,0,0,0,0,0,0,0
0.0022809,0,0,0,0,0,0,0
0.00041612,0,0,0,0.00011943,0.00028558,0,0
0,0,0,0,0,0,0,0
0.00034749,0,0.00032752,0,0,0,0,0
0.0019413,0,0.00016382,0.00024335,0,0,0,0.028182
0.00059761,0,0,0,0,0,0,0
0.012952,0,0,0,0,0.00078129,0,0.00083509
0.00126,0,0,0,0,0,0,0
0.00056764,0,0,0,0,0,0,0
0.0026195,0.00018756,0,0,0,0,0,0
0.00054829,0,0,0,0,0.00015489,0,0
0.00047679,0,0,0,0,0,0,0
0.0012867,0,0,0,0,0,0,0
0.0036991,0,0,0,0,0,0,0.0005276
0.0050126,0,0,0,0,0,0,0
0.00032261,0,0,0,0,0,0,0
0.0022163,0,0,0,0,0.00032959,0,0.00070847
0,0,0,0,0,0,0,0
0.0061924,0,0.00012321,0.00014138,0,0,0,0.00048775
0.002417,0,0,0,0.00019199,0.00032591,0,0
0.0033282,0,0,0,0,0,0,0
0.00021801,0,0,0,0,0,0,0
0.0001597,0,0,0,0,0,0,0
0.0020011,0,0,0,0,0.00013964,0,0
0.0051368,0,0.00014436,0,0,0.028383,0,0.027594
0.0012635,0,0,0,0,0.00041511,0,0.00077893
0.0029495,0,0,0,0,0,0,0
0.0084902,0,0,0,0.00046705,0.00011122,0.028012,0.00060576
0.002508,0,0,0,0,0,0.00052341,0.00011979
0.0029614,0,0.00019682,0,0,0,0,0
0.0026901,0,0,0,0.027753,0.00037734,0,0.00059633
0.0013491,0,0,0,0,0,0,0
0.00018681,0,0,0,0,0,0,0
0.00065617,0,0,0,0,0,0,0.00022136
0.0018985,0,0,0,0,0.00019141,0,0
0.0019819,0,0,0,0,0,0,0
0.0059559,0,0,0,0.00020242,0.00086635,0,0
0.0013087,0,0,0,0.00012312,0,0,0
0.0031089,0,0,0,0,0,0,0
0.0044627,0.00031697,0,0,0.00011722,0.0004256,0,0.00035901
0,0,0,0,0,0,0.02837,0
0,0,0,0,0,0,0,0
0.011664,0,0,0,0,0,0,0.00063005
0.0043691,0,0,0,0,0,0.00061264,0.00015065
0.00096759,0,0,0,0,0.00017451,0,0
0.0050147,0,0,0,0.00017659,0.00070851,0.02835,0.00048368
0.0092384,0,0,0,0,0,0.00024241,0.00039684
0.0080114,0,0,0,0.02827,0.028511,0.028158,0.028588
0.0016631,0,0,0,0,0.00016282,0,0.00017461
0.0070691,0,0.00026242,0,0,0,0,0
0.0019744,0,0,0,0,0,0,0
0.00039999,0,0,0,0,0,0,0
0.00062093,0,0,0,0.027691,0,0,0
0.0025734,0,0,0.00010837,0,0,0,0
0.0070687,0.00041882,0,0,0.00024206,0.00024858,0,0
0.0036889,0,0.0001595,0,0.00032732,0.00014276,0,0
0.004248,0,0,0,0,0,0,0
0.00098111,0,0,0.0001369,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.0070373,0,0.00027175,0,0,0.00029346,0,0.028161
0,0,0,0,0,0,0,0
0.010945,0,0,0,0.00023886,0.00033654,0,0.0005267
0.0017128,0,0,0,0,0.0001652,0,0.00074882
0.020584,0,0,0,0.00015016,0.00024346,0.027572,0
0.00044166,0,0.0001728,0,0,0.028107,0,0
0.0024656,0,0,0,0.00015494,0.00034868,0.00011139,0.00060172
0.0019335,0,0,0,0.00020224,0,0,0
0.00069108,0,0,0,0,0,0,0
0.00098889,0,0,0,0.027479,0,0,0
0.0026374,0,0.00024869,0.00011053,0,0,0,0
0.0028682,0,0,0,0,0.00071713,0,0
0.001304,0,0,0,0,0,0,0.00010425
0.0053088,0,0,0,0,0,0.028278,0.00027776
0.0018689,0,0,0,0,0.00027527,0,0
0.0087412,0,0.00039415,0,0,0.00040364,0,0.00028426
0.00028094,0,0,0,0,0,0,0
0.0012234,0,0,0,0,0.00019614,0,0
0.00056373,0,0,0,0.00036341,0,0,0
0.0048067,0,0,0,0.00015412,0,0.00050238,0.00059092
0.019845,0,0,0,0.028116,0,0.00082072,0.00026152
0.00053278,0,0,0,0,0,0,0.00026936
0.0026295,0,0,0,0,0,0,0.027739
0.00029986,0,0,0,0,0,0,0
0.0012407,0,0,0,0,0.00033895,0,0
0.002478,0,0,0,0.027531,0,0,0
0,0,0,0,0,0,0,0
0.0041066,0,0,0,0,0.028583,0,0.028256
0.0047264,0,0.00023139,0,0,0,0.00026791,0.00025554
0.0044622,0.0001527,0,0,0,0.028475,0,0
0.0033379,0,0,0,0,0,0,0
0.0020453,0,0,0,0,0.00043025,0.00021391,0
0.0031393,0,0,0,0,0.00029178,0.00068298,0.00087665
0.0014553,0.00010072,0,0,0,0,0,0
0.0033935,0,0,0,0,0.00054033,0,0.00010894
0.0021479,0,0,0,0,0,0,0
0.0016703,0,0,0,0,0,0,0
0.00056846,0,0,0,0,0,0,0
0.00093656,0,0,0,0.00017217,0,0,0
0.0011064,0,0,0,0.00017333,0,0.00020535,0.00015674
0.00078121,0,0,0,0,0,0,0
0.0027342,0,0.00010099,0,0,0.00017386,0.00048204,0
0.00056373,0,0,0,0.00036341,0,0,0
0.0063504,0,0.00012546,0,0.00046982,0.00013423,0.026982,0.027645
0.013214,0,0,0,0.00042482,0.00041141,0,0.028009
0.00054424,0,0,0,0,0,0,0
0.00051795,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.0013205,0,0,0,0.00017648,0,0,0
0.0056705,0,0,0,0.028205,0,0,0.00038892
0.0040207,0,0,0,0,0,0,0.028183
0.00084851,0,0,0,0.00011552,0.00032277,0,0
0.0044686,0,0,0,0.027516,0.00099055,0,0
0.00062183,0,0,0,0.00010581,0,0,0
0.0034487,0,0,0,0,0.00036774,0,0.00020512
0.013771,0,0,0,0,0.00038668,0,0.028173
0.00075781,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.024127,0,0,0,0,0.00062726,0.00033602,0.028083
0.00054515,0,0,0,0,0,0,0
0.00075781,0,0,0,0,0,0,0
0.0016184,0,0,0,0,0.00015143,0,0
0.0039143,0.00021344,0,0,0.00010242,0.00044069,0.00029812,0.00035011
0.0044224,0,0,0,0,0.00079019,0.02819,0.00093931
0.00086935,0,0.00037635,0,0,0,0,0
0.0016382,0,0,0,0.00011718,0,0,0
0,0,0,0,0,0,0,0
0.0025415,0,0,0,0.0002669,0,0,0
0.0023583,0.00013013,0,0,0,0,0,0
0.0010055,0,0.00013944,0,0,0,0,0
0.0030215,0,0,0,0,0.00042406,0,0
0.011752,0,0.00023331,0,0,0,0.00077849,0.00019821
0.0024927,0,0,0,0,0,0.00068435,0.00016351
0.018478,0,0.00056069,0,0.029728,0,0.026537,0.02736
0.0011946,0,0,0,0.00012452,0,0,0
0,0,0.00010444,0,0,0,0,0
0.0030568,0,0,0,0.00013783,0,0,0
0.0024287,0,0,0,0.00011085,0.00049728,0,0.00041235
