0.017808,0,0.0046549,0
0.013032,0,0.0054492,0.012808
0.048668,0.010763,0,0
0.018785,0,0.012382,0.0050547
0.041066,0,0,0.017755
0.011256,0,0.0038594,0.021862
0.15311,0,0,0.012475
0.032014,0.004103,0,0
0.096804,0,0,0
0.0064077,0.0015346,0.0015032,0.0051699
0.046251,0.005622,0.015375,0
0.034246,0,0,0.01975
0.025959,0,0,0.00091788
0.06494,0.010117,0,0.012453
0.016656,0.00017219,0.0074899,0.012498
0.019911,0,0.0025626,0.025224
0.034638,0,0,0
0.031843,0,0,0.0039957
0.026728,0,0,0.011759
0.021966,0,0,0
0.028395,0.00048202,0.00073488,0.012706
0.030254,0,0,0
0.010993,0,0.0022564,0
0.013998,0.0042431,0,0.0055892
0.065046,0,0.016017,0
0.063573,0.0073069,0.00247,0
0.002225,0,0.002967,0.14432
0.040744,0.00026809,0.00016216,0.014179
0.042926,0,0.00017946,0
0.052374,0.0015668,0,0
0.028637,0.0038724,0.0050057,0
0.0092592,0.012547,0,0
0.027126,0.0047396,0.00039236,0
0.021291,0.0041666,0.0063983,0.1457
0.020596,0.013629,0.00016526,0.00015056
0.052427,0,0.0010515,0.0078323
0.012833,0.0047608,0,0.020251
0.009753,0.0047438,0.003942,0
0.019663,0,0.0063365,0.011347
0.033305,0.0083101,0,0
0.027546,0.015498,0.011749,0
0.01214,0.0047098,0,0.054934
0.10617,0,0.04603,0
0.0075983,0,0,0
0.015077,0.0032508,0,0
0.05593,0,0.01693,0.02015
0.062632,0,0.0018555,0.023032
0.029076,0.005513,0,0.0048662
0.050654,0.0041456,0.0055259,0
0.1755,0.01175,0,0.0079399
0.025401,0,0.0042153,0.056169
0.039553,0,0,0
0.056076,0,0.006017,0
0.016968,0.001938,0.011407,0.11309
0.0077848,0.0081507,0,0.069324
0.019892,0.0077711,0.004207,0
0.019933,0.0030349,0,0.016619
0.027797,0,0.01029,0.080111
0.022473,0,0,0.0097591
0.042021,0,0.026795,0.015386
0.063206,0,0.0092961,0
0.016566,0.0022772,0.0036287,0
0.068374,0,0.011546,0.0028537
0.077906,0.0048303,0,0
0.012903,0.0073791,0,0.13468
0.053671,0,0,0.0058137
0.011083,0.0025732,0,0.025833
0.067662,0,0,0.012187
0.015246,0,0,0.0464
0.054718,0.010086,0,0.043267
0.084052,0,0,0
0.023761,0.0055577,0,0
0.053075,0.0016045,0,0.0073328
0.016414,0,0.0028989,0.015423
0.014191,0.0006629,0.00048181,0.019427
0.038505,0,0.010253,0.0091531
0.028339,0.0057124,0.0019316,0
