0.00011232,0.092452,0.00074392,0.0055267,0.0052861,0.00028916,0,0,0.00057686,0,0,0,0,0,0.00017928,0,0,0,0.0036419,0.0027861,0.0015502,0,0.0011488,0.00096126,0.0020444,0,0.0027369,0,0,0,0,0.0014646,0,0.00047161
0,0.00013695,0,0,0.00058759,0,0,0,0.10077,0,0,0,0.00032445,0,0,0,0.00066691,0,0.001444,0.002396,0.00036461,0.0081302,0.12123,0.00039843,0.0028563,0.0038342,0,0,0,0,0.0037747,0,0,0.00060557
0.00026364,0.00053336,0,0.006573,0.00051508,0,0.00027067,0,0,0,0,0,0,0,0,0,0,0,0.00041814,0,0.0020093,0,0.0011699,0.0021855,0.00042176,0.00041954,0.00057465,0,0,0,0.00096174,0,0,0
0.0021021,0.00070334,0,0.0051833,0.003264,0,0.0063533,0,0.00030048,0,0,0.00097779,0,0.0012099,0,0.00059554,0,0.0010618,0.0017067,0.0065837,0.0019701,0,0,0.00068163,0.0019861,0.00059179,0.0011492,0,0,0,0.0047603,0.00064336,0.0019924,0
0,0.00081039,0,0.0010405,0.00060527,0,0.00041618,0,0.0013129,0,0,0.0032664,0,0,0,0.00059702,0,0.0054489,0.0023596,0,0.0030623,0,0.00066187,0.0013125,0.00109,0,0.00039353,0,0,0,0.0012864,0.00053292,0,0
0.00071483,0.0018413,0,0.019559,0,0,0,0.00073075,0.00022175,0,0.00025723,0,0,0,0,0.00035615,0.001679,0,0.11178,0.0010203,0,0,0,0.0013419,0,0,0.0018311,0,0.00038382,0,0,0,0.0013135,0
0.00085874,0.00050689,0,0.006875,0,0,0,0,0.0011781,0.00090905,0,0.0022846,0,0,0,0.0011979,0,0.006976,0,0,0.0021864,0,0,0.00026859,0.00024373,0,0,0.00031708,0,0,0.0016835,0,0.0029194,0
0,0,0.0014336,0.0061063,0.00022006,0,0.00033016,0,0.0006119,0,0,0.00067712,0,0,0,0.0018863,0,0,0.0029539,0.0042894,0.0005232,0,0,0.0015302,0.0041523,0.0004246,0.0012764,0,0,0,0,0.0022544,0.0087369,0
0.00052407,0,0.0005573,0.0084831,0.0014518,0,0,0.000317,0,0,0.0002884,0.00018493,0.00031417,0.00084951,0,0.00021153,0,0,0.00078821,0.00021408,0,0,0,0.00012699,0.00082032,0,0,0,0,0,0.0021146,0,0.001423,0
0.00036397,0.00082219,0.089794,0.0029183,0.0020681,0,0.00090947,0,0.0011882,0,0.00030307,0.00019255,0,0,0,0.0002768,0,0,0.0020021,0.0021342,0.00019749,0.00036938,0.0021218,0.00023529,0.0015602,0.00086657,0.0016059,0,0.00024616,0,0,0.0036884,0.0022212,0
0,0,0,0.0020295,0,0,0.00066962,0,0,0,0.00039142,0,0,0,0,0,0,0,0.00025174,0,0.0022815,0,0.00092117,0.00097345,0,0.00073943,0,0,0,0,0,0,0,0
0.00024826,0,0.00079502,0.0075958,0.0013017,0.00019406,0.0021974,0,0.00034703,0,0,0,0,0,0.0009,0.11068,0,0,0,0.00089168,0,0.00073595,0.00033367,0,0.00059965,0.00023442,0,0,0.00084849,0,0.0030584,0.0012482,0.00050763,0
0,0.00027048,0.00018696,0,0.0019502,0,0.00075696,0.00021974,0.00027955,0,0.00083968,0.00076137,0,0.00048253,0,0.001444,0.00082485,0.00025027,0.0030894,0.0019219,0.0070578,0,0.0011914,0.0021015,0.031186,0.00052017,0.0057956,0,0,0,0,0,0.00057677,0
0.00016484,0.0013549,0.00091311,0.0069203,0.00081681,0,0,0,0,0,0.00096036,0.0012147,0,0,0,0,0,0.0045177,0.00074722,0.0018386,0,0,0,0.12798,0.0014485,0,0.00047397,0,0,0.00044942,0.0077154,0.0013938,0.00086029,0
0.00075421,0.094348,0.001057,0.021495,0.090011,0,0,0,0.0024406,0,0,0.10927,0,0,0.00080479,0,0,0,0.0063498,0.0070034,0.12913,0,0.0004789,0.0095476,0.0064693,0,0.0053399,0,0.00014243,0,0.0049315,0.0017335,0.0013653,0
0.0016751,0,0,0.0076167,0.00059614,0,0.00027386,0.00044847,0.00071379,0,0,0,0,0,0,0,0,0,0.0010755,0.00012131,0.00081743,0,0.0012743,0.0025195,0,0,0,0,0,0,0,0,0.00055525,0
0,0.00037089,0.00045449,0.0069084,0,0,0,0,0.00021026,0,0,0,0,0,0.00032875,0,0.00028001,0,0.0010321,0,0,0,0.00036351,0,0,0,0.00045241,0,0.00049321,0.00035005,0,0,0.0032775,0
0,0.00077258,0.00033736,0.0069921,0,0,0,0,0,0,0,0,0,0,0.00026762,0,0,0,0,0.0001734,0.00015392,0,0,0,0.0018932,0,0.00056632,0,0,0,0.00074011,0,0.0030455,0.001378
0.00049061,0.002016,0,0.01307,0.00012307,0,0.00065806,0,0.00048987,0,0,0.0030033,0,0.0002594,0.00013172,0.0015385,0,0.0023977,0.0020762,0.00010469,0.0017325,0,0.00064055,0.0021281,0.00093573,0.001228,0,0,0.00021622,0,0,0.00042516,0,0
0.0002389,0.00089433,0.00058855,0.0092121,0.002231,0,0.0015499,0,0.00058263,0,0,0.00082289,0,0.0011001,0,0.00072601,0.0010571,0.0014696,0.0033718,0.0025603,0.0054758,0.00045643,0.0012532,0.001434,0.006294,0,0.0039101,0,0,0,0.0014886,0.008171,0.0029512,0.0088933
0.00023301,0,0.0011745,0.0025387,0.0016549,0,0.003967,0.00028919,0.00039837,0,0,0,0,0.0014445,0,0,0,0.00094958,0.0037705,0.0008828,0.0010997,0,0.0011553,0,0.0017836,0,0.0010296,0.00056425,0,0,0.0018435,0.0015304,0,0
0.00036387,0.0017037,0.00025819,0,0,0,0.00015368,0,0.00026738,0,0,0,0,0,0,0.00044252,0.00065647,0,0.0014991,0,0.00011156,0,0.00039014,0,0,0.00046571,0,0,0,0,0,0,0,0
0.0011406,0.0011188,0.00073967,0.012147,0,0,0,0,0.00026992,0,0.00080088,0,0,0,0.00094848,0,0,0,0.0048084,0.0038142,0.00088086,0.00015447,0,0,0.0023251,0.00064466,0.00028162,0,0,0.00054604,0.00058777,0.0017306,0.0043172,0
0.00066639,0.00019972,0,0.002372,0.0020471,0,0.097381,0,0,0,0,0.00015533,0,0,0,0.0013277,0,0,0.0004583,0,0,0.0005296,0.00044002,0,0.000159,0,0.00018659,0,0,0.00023707,0.0015606,0,0,0.002714
0.0018162,0.00040556,0.00019901,0.0013445,0.00068786,0,0.00026104,0.00039863,0.10038,0,0,0.00039915,0,0,0.00081454,0.00047381,0,0.00032153,0.0024095,0.0060638,0.0025243,0,0.00018999,0.00060012,0.0010915,0.00094172,0.00063159,0,0.00022745,0.00010058,0.0024337,0,0.00045973,0
