0.0030299,0.010353,0,0.0085965,0.04178,0,0.0078117,0,0.0026382,0.0094565,0.0064293,0.034322,0,0.01716,0,0.010271,0.0029179,0,0,0,0,0.010165,0.0022207,0,0,0,0,0.0071078,0.014242,0,0.0063901,0,0,0.019899,0,0.015317,0.0015225,0.012611,0.013955
0,0,0.039245,0.0079381,0.11371,0.017455,0,0.0089673,0.012793,0.0027467,0.024802,0.0024505,0.0048862,0.00017924,0,0,0,0,0,0.02257,0.0051271,0.0012026,0,0,0,0.017306,0.05818,0.0029498,0,0.013795,0.037543,0,0,0,0.017349,0.049702,0,0,0
0,0,0,0,0.052795,0,0.017114,0.01591,0.017469,0.0055956,0,0.011657,0,0.0076261,0.0082661,0,0.0060565,0,0,0.0045777,0,0,0,0,0.0074271,0,0.0083316,0,0,0,0,0,0,0.016065,0,0.0025557,0,0,0
0,0.0043896,0.015606,0.94384,0,0.005899,0.0055727,0.0032818,0.0092363,0.0044728,0,0,0,0,0.014025,0.0028827,0.0057164,0.0037094,0.0033878,0.011894,0.00088968,0.0015004,0.0037521,0.0042725,0,0.009415,0,0,0.0027403,0,0,0,0,0.0019082,0,0,0,0.00046039,0
0,0.0082869,0,0.021083,0.063919,0.00096762,0,0,0.013696,0,0,0.0027739,0.0022106,0,0,0.0078343,0,0,0,0.0085579,0,0.013584,0,0.016003,0.0080384,0,0,0.0030052,0.003146,0.0071777,0,0,0.0007955,0.00024173,0,0.019685,0.0048181,0.002458,0
0.011684,0.010363,0,0.041522,0.061984,0,0.0094887,0,0.0040428,0,0.001049,0.058338,0,0.038409,0,0,0,0,0,0,0.025156,0,0,0.0032248,0.0063284,0,3.1674e-05,0.008704,0,0.022143,0.0030598,0,0.013762,0.023131,0.010939,0.022447,0.0066448,0.016989,0.02364
0.014189,0,0,0.038547,0.049795,0.0059223,0,0,0,0.00054298,0,0,0.03384,0,0.014477,0,0,0.027355,0.035798,0,0,0,0,0,0,0,0.024466,0.030803,0.009679,0.037057,0,0,0.012723,0,0.021544,0.016294,0.02261,0.01433,0
0.0066567,0.017969,0,0.0010212,0.093949,0.014332,0,0,0.012755,0,0.033965,0,0.0063974,0.0069871,0,0.015638,0,0,0,0,0,0,0.010966,0.014789,0.026358,0.0058057,0.0026764,0,0,0,0,0,0.026496,0.010166,0.0038272,0.009069,0,0,0.0044815
0,0.035481,0.0086934,0.01579,0.13039,0.018207,0.013069,0.043174,0.011851,0.018353,0,0,0,0.0081534,0.00079375,0,0,0,0.011801,0,0.0032603,0,0,0.0094493,0.025104,0,0.013436,0.031322,0,0.020302,0.013391,0.0057055,0,0,0,0.060227,0.01842,0,0.0027451
0.00054007,0.011353,0,0,0,0.0035144,0.0076778,0,0.0078571,0.0068788,0,0,0.015904,0.00097616,0.005313,0,0.0072012,0.011392,0.014563,0.026349,0.0012984,0,0.0065979,0,0,0.016408,0,0,0.0022657,0.0036699,0.0062982,0,0.0061319,0.0037255,0.004684,0.92573,0.0093671,0.013492,0.0023951
0,0,0.052755,0.022984,0.0047585,0.042376,0.0077309,0.081498,0,0,0,0,0.0077466,0.0054384,0,0,0.018338,0,0,0.011076,0.02613,0,0,0,0.10839,0,0.023949,0.014428,0,0.016983,0,0,0.007868,0.028645,0.12814,0.025639,0,0.022974,0
0.0031232,0.00047869,0.0059627,0.0034167,0.024994,0.0078668,0,0.00020684,0,0,0,0.017682,0,0.0071274,0,0,0,0,0.013765,0,0,0,0.0023046,0.00043149,0,0,0.0058947,0,0.0077154,0,0,0.0048108,0.0064182,0.0032665,0,0,0,0.0047021,0
0,0.011572,0.011672,0.0066034,0.066664,0.00079499,0,0,0.0034543,0.010186,0.029302,0.0038258,0.0013039,0.013305,0.0056848,0,0.0032393,0,0,0.0059676,0.0068062,0.00017053,0,0,0,0,0.018065,0.0088859,0.0027733,0,0,0,0.014998,0.00631,0.0068351,0,0.018176,0.0023887,0
0,0,0,0.087343,0.068584,0,0.011277,0,0,0,0,0,0.0039242,0.0056139,0,0,0.0032426,0.0055774,0.030786,0.028629,0,0.015747,0,0,0.0091691,0,0.04512,0,0.01469,0,0.022794,0.0051705,0,0,0,0.014016,0,0.0065461,0
0,0,0.010806,0,0,0.0062344,0,0.008864,0.0011169,0,0,0,0,0.0026732,0,0,0,0.002765,0,0.011264,0.00053743,0.00081302,0.0039596,0,0,0.005344,0,0,0,0,0,0.0035759,0,0.004155,0,0,0,0.0038289,0.00083978
0.0039387,0.0087571,0,0.0015717,0.074368,0,0,0,0.011312,0.018833,0,0,0.023398,0,0,0.022297,0,0,0,0,0.0020896,0,0,0.0049425,0.018767,0.0017816,0.0031132,0,0.014737,0,0,0,0.017174,0.013294,0,0.0083718,0,0.0052509,0
0,0,0,0.078195,0.049909,0.015876,0,0.028981,0.0099253,0,0,0,0.061202,0.0081879,0.024316,0,0,0.013701,0.041774,0,0,0,0,0,0,0.0012993,0.012741,0.009494,0.0025264,0.0012371,0.0096192,0,0.0070234,0,0.010811,0.0019037,0.006517,0.0065581,0.010224
0.0035433,0.013349,0,0.023803,0.071126,0.0046846,0.0098059,0.0027503,0,0.0032946,0,0,0,0.0078466,0.0034598,0.023122,0,0,0,0.016006,0.0047046,0.0053699,0,0.011283,0.00952,0,0,0,0.0067273,0,0,0,0.0024522,0.013665,0,0.0039795,0.00037332,0,0.044108
0.018186,0.016162,0.04928,0.041529,0.055236,0,0,0.01166,0,0,0,0.0012899,0,0.017882,0,0.0012486,0,0,0,0.0090724,0.0041082,0,0,0,0,0.0045359,0.023148,0.014231,0,0,0,0.01968,0,0,0,0.022427,0,0.012483,0
0,0.0091115,0.0010142,0.011133,0.035356,0.0029261,0,0,0,0,0.00048673,0,0,0,0,0.0013314,0,0.0037141,0,0.0035737,0.0065697,0,0,0,0.0032901,0.00056252,0,0,0,0.0030675,0,0.00064777,0,0.011652,0,0,0,0,0.0028117
0,0.014592,0,0.045907,0.023509,0,0.0074364,0,0.032619,0,0,0.0012503,0.058041,0,0,0.086843,0.022451,0.022032,0,0,0,0.0050128,0,0.028639,0.036601,0,0,0,0,0,0.015408,0,0.012617,0,0.035576,0.047659,0,0,0
0,0,0.008129,0.014975,0.013033,0,0,0,0,0.0042202,0,0.0092943,0,0,0.0047194,0,0,0,0.005472,0,0,0.0038101,0,0,0.0010927,0.0034908,0.0046245,0.011986,0,0.0040195,0.00080015,0.00093109,0,0.0051072,0,0,0.0040897,0,0.0083293
0.0096938,0.0095847,0.017834,0,0,0,0.00075135,0,0.0073533,0.0026293,0,0,0,0.0036106,0.001856,0.0040107,2.9219e-05,0,0,0.015628,0.0076232,0,0.0042122,0.0052442,0,0,0.00077744,0,0.0062625,0.0026868,0.003605,0.0055297,0.0095762,5.528e-05,0.0031675,0,0.0015982,0.0020382,0.01396
0,0,0,0.01929,0.085801,0.012544,0,0,0,0,0,0,0.010476,0,0,0,0,0,0,0.026749,0,0,0.0034517,0.0094917,0,0,0,0,0,0.016743,0.007355,0.01341,0,0.010555,0.032309,0.029429,0,0.013369,0
0,0,0.017845,0.065017,0,0.042988,0,0.020737,0,0.0079155,0.0083039,0.036391,0,0.01407,0,0,0,0.016637,0,0,0,0.015762,0,0.028628,0.068705,0,0.047343,0.0048114,0,0,0,0.028602,0,0.014423,0,0.046197,0,0,0.010246
0.0026611,0.0029165,0.00092723,0,0.050393,0.0044282,0.0081562,0,0.0025703,0.004207,0,0.012362,0.00069056,0.0011773,0.0035212,0.0017782,0,0,0.00020493,0,0,0.0060202,0,0,0.00089829,0,0,6.0486e-05,0,0,0.0043903,0.0061459,0.010748,0,0,0.0037447,0.0023949,0.0022719,0.0030984
0.00052176,0.00099233,0,0.0028699,3.9206e-05,0.002879,0.00075578,0.0037937,0,0.00048933,0,0.0026959,0.00082088,0,0,0,0.0022006,0,0,0.0033986,0,0.0013778,0,0,0.0058444,0,0.00047673,0,0,0,0.0042263,0.0024696,0,0,0,0.0039764,0.00073737,0.002354,0
0,0,0,0.0018416,0,0,0.012328,0.0012697,0.008458,0.0076113,0.00032752,0.01805,0,0,0,0,0.0028309,0,0.0069377,0,0,0.0018456,0.0054797,0.013747,0.00038605,0,0,8.6118e-05,0,0,0,0.0067545,0,0,0.0013069,0.0012339,0,0.00082673,0
0,0.0088821,0.01466,0.020191,0.022927,0.0007831,0,0,0.01272,0,0.0033604,0.0025388,0.0070939,0,0,0.0098695,0,0,0,0,0,0.010514,0,0,0.012616,0,0.015753,0.00076918,0,0.0051231,0.0021223,0,0,0,0.01146,0.038305,0.00634,0.0052202,0
0,0.026617,0.095898,0.015128,0.18585,0,0,0,0.0018634,0.0096338,0.0068603,0.020302,0.0059957,0.0037296,0,0.0014097,0.0084728,0,0,0,0,0.018201,0,0.039566,0.048094,0,0,0,0,0.034197,0.0026345,0,0,0.026276,0.0039607,0.038924,0.035419,0.0025173,0.0016803
0.021568,0.023911,0,0.0074299,0.050765,0.019844,0,0.045213,0.0063624,0,0.016018,0,0.047687,0.0011211,0,0.0049133,0,0,0,0,0,0.0080783,0,0.030315,0.023313,0,0.028103,0,0,0.038071,0.02534,0,0,0.013053,0,0.024221,0.018629,0.0088698,0
0,0,0,0.01149,0.017467,0,0,0.005587,0,0,0.0039338,0,0.0026564,0,0.00465,0,0,0.0082528,0.011699,0.0030794,0,0,0,0,0,0.003993,0,0.0072895,0.017434,0,0,0,0.0036723,0,0,0,0,0.00079162,0.0051694
0.0063703,0.0023003,0.030051,0,0.12156,0.0084815,0,0,0.0099099,0,0,0.13467,0,0,0.00089784,3.0113e-05,0,0.021678,0,0,0.0081518,0,0,0.00065818,0,0.01088,0.022278,0.034936,0,0,0,0.00944,0.0092113,0,0,0,0.016189,0.01298,0.0041658
0.027201,0.02207,0,0.0071861,0,0,0.003196,0.00010687,0,0.025583,0,0.010294,0.010652,0.010342,0,0.012173,0,0.021924,0,0.003333,0.025317,0,0,0,0.042227,0.014762,0,0.011159,0,0,0.004603,0.0028286,0.0011077,0,0,0.0062702,0,0.020297,0.033824
0.021171,0.020555,0,0.016319,0,0,0,0,0.00044931,0,0,0.03584,0.01581,0,0,0,0,0.015192,0,0.0058718,0.0054166,0.0073877,0,0,0.0030861,0,0.029192,0.031231,0.023465,0.027414,0.012388,0,0.0066248,0,0,0,0.033404,0.0088912,0
0.0056205,0.013555,0,0,0,0,0.024269,0,0.0090639,0.016026,0.017454,0.040639,0,0.0052151,0,0.0083711,0,0,0,0,0,0.010498,0.0077929,0,0,0,0,0.0080165,0,0.00078573,0,0,0,0,0,0,0,0.0030263,0.050961
0,0,0,0,0,0,0,0,0,0.014654,0,0.076991,0,0.031856,0.01938,0,0,0.0024161,0.034951,0.054108,0,0.0053279,0.052552,5.2819e-05,0.019022,0,0,0.025933,0.0056338,0.049994,0,0.016099,0.011786,0,0.019196,0.068293,0,0,0.043299
0,0,0,0,0.010352,0.013734,0,0.028535,0,0,0.065437,0,0,0.024895,0.012226,0,0.0047493,0.0054453,6.4876e-05,0,0,0.021956,0.013444,0,0,0.00036061,0.0027686,0.024605,0.010188,0.038461,0,0.021203,0.016401,0,0.005064,0.0066765,0,0.0068223,0.0088729
0.0016058,0,0,8.1546e-05,0,0,0.0071011,0.0039954,0,0,0.012922,0.030853,0,0,0,0,0.0036715,0,0.005055,0.0028162,0,0,0.0058627,0,0.012057,0,0,0,0,0,0.0048978,0.019172,0,0.0086363,0,0.025761,0.0066713,0,0
0,0.005151,0,0.025038,0,0,0.010899,0.00048723,0.0089862,0,0,0.013841,0,0.014289,0,0.038884,0.040267,0,0.012778,0,0.063102,0.004872,0,0,0,0,0,0.016214,0.010709,0.015993,0.0085834,0,0,0.0036974,0.0024964,0,0.046407,0,0
0,0,0,0.0032358,0.00019583,0.0048581,0,0.0013319,0,0,0,0.03885,0,0,0.0026822,0.0016747,0,0,0.0058402,0.00027492,0,0.0036262,0.0032705,0,0.0042631,0,0.0012519,0.00096536,0,0.0096094,0,0,0,0,0.0041318,0,0.0015447,0,0
0,0.0029127,0.036127,0.00034015,0,0.006114,0.013426,0.0017525,0,0.0027008,0,0,0,0,0,0.0018956,0,0.0011569,0,0,0.0038821,0.0049143,0.91713,0.011032,0,0.0041693,0,0.0027627,0,0,0.0014907,0,0,0.0075091,0,0.0036977,0.0027612,0.010897,0
0,0,0,0.071931,0,0,0.0091526,0.033318,0.0037425,0.0077138,0.058302,0.063684,0,0.0054243,0.0078672,0,0,0,0,0,0,0,0,0,0.0060837,0,0,0.053496,0,0,0.04273,0.029843,0.0054592,0.032629,0,0.026865,0,0.039887,0
