0.23969,0.0048942,0.0027449,0.0036534,0.0018486,0,0.24759,0,0.0023624,0.0052648,0.0037924,0.0036409,0.014983,0.0034884,0.014424,0.23319,0.2356,0.0072769,0.0068481,0.012297,0.24467,0.062366,0.011468,0.01107,0.0091068,0.0067414,0.0022185,0,0.011407,0.0056457,0.22992,0,0.0019748,0.0020917,0.0044621,0.23036,0.010376,0.0040418,0.19263,0.0062506,0.011633,0.17497,0.0029415,0.012168,0.0055202,0.0034902,0.22588,0,0.2258,0.0035647,0.23531,0.0036937,0.011206,0,0.010459,0,0,0.04206,0.013948,0.22576,0.0052769,0.23579,0.018007,0.075245,0.076875,0.055575,0.05649
0.002482,0.0063413,0.26643,0.0031804,0.0097068,0.25942,0.0035694,0.25359,0.013783,0.013928,0.25309,0.26011,0.0093854,0.0081861,0.25712,0.24827,0.25712,0.0039495,0.24624,0.016782,0.25274,0.2059,0.25634,0.014457,0.0013054,0,0.24939,0.010046,0.26338,0.0095829,0.2419,0.25378,0.25959,0.015753,0.25744,0.014806,0.23922,0.25425,0.27706,0.019528,0,0.24036,0.2693,0.038715,0.25346,0.0099946,0.25331,0.012797,0.27466,0.24515,0.01349,0.012646,0.28744,0.034124,0.26255,0.029596,0.25293,0.15157,0.045861,0.25788,0.25982,0.012322,0.25525,0.19087,0.14119,0.28782,0.15723
0.25509,0.25607,0.0032941,0.25197,0.26021,0.0083816,0.2612,0.014367,0.25027,0.26078,0.0072657,0.0079445,0.26246,0.25155,0.027356,0.0081738,0.0065953,0.26463,0.028367,0.27114,0.0064855,0.12735,0.024745,0.26375,0.26658,0.27148,0.017712,0.25916,0.01353,0.25812,0.015596,0.0094647,0.0085556,0.26438,0.023225,0.24798,0.048957,0.013902,0.04687,0.25637,0.28236,0.077558,0.0050476,0.24241,0.016819,0.26582,0.015837,0.26954,0.01354,0.042532,0.24977,0.26173,0.012678,0.26035,0.032543,0.25602,0.031029,0.20064,0.26487,0.019,0.018853,0.26295,0.03005,0.18409,0.22217,0.074652,0.22188
0.0023498,0,0,0,0,0,0,0,0.0036015,0,0.0013059,0,0,0.0028805,0.0034011,0,0,0,0.0010662,0,0.0024248,0.010523,0.0018268,0,0.0037639,0.0028236,0.0023815,0,0,0,0.0015602,0,0.0015044,0,0,0,0,0,0.0033356,0,0.0026132,0.0049102,0.0038945,0,0,0.0010415,0,0,0.0020317,0.0032685,0.0012573,0,0,0.0011374,0.0022309,0,0.0030486,0.051848,0.0069048,0.0021761,0,0.003259,0,0.015131,0.025523,0.0076234,0.011548
0.0028157,0,0.0057128,0.01079,0.0081186,0,0.0075841,0.0043218,0.0068564,0,0.23942,0,0.0080097,0.0059059,0.0099121,0,0.0045823,0.0034785,0,0.0019831,0,0.0086503,0,0.0045498,0.0037209,0.0061584,0.013186,0.0082796,0.011039,0,0.0080027,0,0.0016524,0,0.0084209,0.0043859,0.015942,0,0.012599,0.0039568,0.0099045,0.026216,0,0.002476,0,0.24805,0,0.0097467,0.011808,0.019225,0,0,0.0029812,0.015711,0.23363,0.0018464,0.028719,0.012707,0.036515,0,0.23894,0,0,0.015072,0.026901,0.02543,0.05173
0.0051458,0.26165,0.26455,0.24346,0.25392,0.26195,0.016791,0.2517,0.24947,0.26808,0.018952,0.26764,0.26395,0.24882,0.24633,0.2493,0.258,0.2534,0.23725,0.25859,0.012506,0.29068,0.25741,0.26484,0.257,0.26064,0.015286,0.26194,0.25536,0.26598,0.24898,0.2658,0.25356,0.25459,0.27257,0.2561,0.27212,0.26127,0.28196,0.26859,0.012627,0.2732,0.2569,0.27389,0.2744,0.018308,0.27179,0.26655,0.050316,0.25924,0.25426,0.26922,0.29336,0.27228,0.045182,0.27289,0.24702,0.25694,0.24762,0.26865,0.018414,0.26718,0.28205,0.29873,0.28557,0.29463,0.28598
0.23723,0.25101,0.016516,0,0,0.0069186,0.24976,0.25469,0.25654,0.017816,0.25437,0.0079263,0.0064613,0.0077679,0.22642,0.0099457,0.2601,0.0079493,0.0055295,0.017385,0.24921,0.017219,0.026469,0.017906,0.24285,0.0052258,0.0021364,0.0077468,0.015641,0.0059179,0.24079,0.24563,0.258,0.25214,0.029211,0.24023,0.035013,0.017295,0.047659,0.024229,0.0039941,0.28184,0.25094,0.26186,0.2491,0.24561,0.0141,0.011288,0.27355,0.26266,0.012577,0.25562,0.26754,0.25695,0.26326,0.25873,0.031606,0.083008,0.23325,0.026963,0.26073,0.01231,0.02208,0.1199,0.12671,0.26932,0.14028
0.0083804,0.0011223,0.0039119,0.0043334,0.014915,0.0013096,0.014151,0.01427,0.0037914,0.0027215,0.0020629,0.0019616,0.25087,0,0.011024,0.006852,0.0014459,0.0080038,0.016843,0.038426,0.0075209,0.25299,0.010219,0.25932,0.013293,0.0091816,0.0050775,0.0060355,0.25658,0.005099,0.0068671,0.0069687,0.0069085,0.010779,0,0.017815,0,0.0043546,0.058132,0,0.013249,0.022835,0.014023,0.01491,0.0029454,0,0.006416,0.013097,0.019671,0,0.0094867,0.015005,0.023815,0.013912,0.0061732,0,0.014101,0.038155,0.021119,0.016016,0.011325,0.253,0.2442,0.12987,0.079329,0.061481,0.076826
0.01501,0.0076231,0.24853,0.24395,0.25152,0.2578,0.0038064,0,0.0052975,0.25525,0,0.25503,0.012245,0.25183,0.036462,0.2393,0,0.25256,0.25561,0.015667,0,0.041477,0.24642,0.0021869,0.015325,0.26161,0.26087,0.24283,0.0055005,0.017193,0.006484,0.0021414,0,0.019634,0.24901,0,0.24269,0.24493,0.21167,0.2545,0.26446,0.016011,0.011775,0,0.014724,0.026918,0.24224,0.022354,0,0.01365,0.24074,0.0051611,0.016207,0.015818,0.010834,0.029431,0.23571,0.18416,0.050891,0.23333,0.0037177,0.017508,0.014615,0.1165,0.12327,0.021681,0.13776
0,0.0022255,0.0010439,0.0010029,0.0032289,0.0053691,0,0,0,0,0.0024079,0.0051028,0.0042379,0,0.0036711,0,0.0017798,0.0028095,0.002448,0.0067117,0.0042357,0.029417,0,0.0024485,0.0023966,0,0,0.010891,0,0.011208,0.0015283,0.0047618,0.0037971,0.0054209,0,0.0048753,0.0066731,0.0020414,0.011628,0.0040652,0,0,0,0.0014121,0,0.0042942,0.0039896,0.23077,0,0.0036234,0,0,0,0.0058378,0.012182,0.0017145,0.005532,0.056905,0.0083764,0.0052114,0.0010592,0,0.0099755,0.01788,0.038848,0.01264,0.036844
