0,0,0,0.0010314,0.00232,0.0048882,0.0020541,0.0020802,0.076056,0,0,0,0,0.0029394,0.073803,0.0028185,0.0039065,0.0031479,0.0034741,0,0,0.025386,0.00037061,0,0.003374,0.073343,0.012394,0,0,0.0041686,0,0,0,0.083619,0.0053181,0.093641,0,0.00072304,0,0.091145,0.087172,0,0.0015289,0.0019567,0,0.0012207,0,0,0.0072039,0.004467,0,0.0011236,0,0.0049507,0.004803,0.0038506,0.0026827,0.0068446,0,0,0.00059438,0,0.013024,0,0,0.0027399,0.044214
0,0.0027095,0,0,0.074158,0.0066388,0.00064084,0.009362,0.076566,0,0,0,0,0.0039083,0.0055622,0.0051925,0.0046043,0.0064029,0.00050732,0,0,0.10541,0,0,0.0012372,0.00055717,0,0,0,0.0061691,0,0,0,0.08727,0,0.011211,0,0.094954,0,0.0011132,0.0085024,0,0.086734,0.0016877,0,0.0055114,0,0,0.0032469,0,0,0.0050041,0,0.0053015,0.0067429,0,0.024334,0,0,0,0,0.0026895,0.10892,0.026038,0,0,0.063275
0,0.070529,0,0,0.07052,0.075239,0.0059656,0.079562,0.084692,0,0,0.00031848,0.00077827,0.0042832,0.0080095,0.00038904,0.0028387,0.079573,0.0018667,0,0,0.055476,0,0,0,0.0023619,0,0,0,0.0030112,0,0,0,0.0027735,0.0013704,0.097765,0,0.0088122,0,0.08623,0.0058017,0,0.099736,0,0,0.0044291,0,0,0.10887,0.015821,0,0.00042126,0,0.015588,0.020946,0.0043976,0.007706,0,0,0.0044006,0,0,0.0075607,0.014437,0,0,0
0,0.0027563,0,0.0047133,0.0012196,0.0026825,0.0037236,0.0053992,0,0,0,0.0030548,0.0015553,0.080715,0.0083074,0.0050302,0.0025259,0.00039118,0.0055278,0,0,0.027441,0,0,0,0.0094229,0,0,0,0,0,0,0,0.015883,0.0070529,0.00076135,0,0.0066057,0,0.013532,0.0068074,0,0.01009,0,0,0.021013,0,0,0.10996,0.020112,0,0.011392,0,0.012194,0.11718,0,0.0014882,0,0,0.0083276,0,0,0.0044884,0,0.0014892,0.054791,0
0.0018801,0.00047339,0.0023385,0,0.075084,0.00044297,0.0019575,0.073662,0.0024554,0,0,0,0.077304,0.080163,0.083384,0.0811,0.0010352,0.0020186,0.0021601,0,0,0.021356,0,0,0,0.0039918,0.012571,0.00017248,0,0.0027598,0,0,0,0.0039148,0.0049561,0.089829,0,0.090628,0,0.0010876,0.0012619,0,0.0063907,0.0057292,0,0.0090835,0,0,0.0060782,0.010856,0,0.092616,0,0.020295,0.0081234,0,0,0.0071676,0,0.01114,0.00012715,0,0,0.034337,0,0,0
0,0,0,0,0.0036238,0.0066,0,0,0.07828,0,0,0,0.072797,0.080252,0.014169,0.083056,0.0030855,0.0049821,0.0024014,0,0,0.067421,0,0,0,0.011053,0,0,0,0,0,0,0,0,0.0073712,0.089764,0,0.0043198,0,0.0024833,0.00047521,0,0.0051356,0,0,0,0,0,0.0011726,0.010657,0.00075236,0.0075436,0,0.0057863,0.01136,0.0015977,0.0064206,0,0,0.0070715,0,0,0.10702,0.00087695,0,0.02118,0
0,0.074452,0,0,0.068189,0.0039587,0.082847,0.0069517,0.080804,0,0,0,0.083942,0.0020478,0.099202,0.080483,0.0070698,0.0073749,0.084062,0,0,0.0094185,0,0,0,0.086389,0,0,0,0.0069806,0,0.00071936,0,0.010888,0.090809,0.094592,0,0.0035004,0,0.095024,0.085291,0,0.10247,0,0,0.092243,0,0,0.10027,0.013932,0,0.0080562,0,0.094936,0.013496,0,0.10677,0,0,0.0090163,0,0,0.0125,0,0,0,0.0046124
0.00087699,0.0033274,0,0,0.0006586,0.068425,0.07651,0.009358,0.00328,0,0,0,0.010822,0.079318,0.01486,0.0042153,0.0025528,0.0050045,0.0066019,0,0,0.019295,0,0,0,0.080533,0.008091,0,0,0.084926,0.0027184,0,0,0.024272,0.0015579,0.09622,0,0.012324,0,0.011816,0.0042998,0,0.0098856,0,0.0019781,0.0023303,0,0,0.011686,0.0065738,0.0043977,0.017569,0,0.01841,0.006876,0,0,0,0,0.0073959,0.0011183,0,0.015277,0,0,0.063828,0.0059464
0,0.0038572,0,0,0.073453,0.071255,0,0.078567,0.0018208,0,0,0,0.0066646,0.0026783,0.018088,0,0.079546,0.088625,0.08094,0,0,0.031361,0,0,0,0.0036164,0,0,0,0.087557,0.0032981,0,0,0.014637,0.0058776,0.0047319,0,0.00092837,0,0.00067963,0.0039295,0,0.0054343,0,0,0.0024259,0.00019417,0,0.010546,0.002331,0,0.0078638,0.00029749,0.006342,0.0027476,0,0.0081874,0,0.0088467,0.011754,0,0,0,0.037141,0.0017866,0,0.010942
0,0.073269,0,0.0074133,0.076017,0.07824,0.00076807,0.078079,0.082139,0,0,0,0.08288,0.085583,0.093907,0.010402,0.079673,0.0046443,0.017019,0,0,0,0,0,0,0.081706,0,0,0,0.0097237,0,0.00015238,0,0.021714,0.0042619,0.010035,0,0.015761,0,0.086356,0.013647,0,0.095417,0,0,0.018796,0,0,0.011019,0.0094844,0.0059203,0.0056935,0,0.020353,0.023852,0,0.12057,0,0,0.013503,0,0,0.0061783,0,0,0,0.032465
