0,0,0,0.0065861,0,0,0,0,0,0,0,0,0,0,0,0.0014858,0,0,0,0,0,0,0,0,0,0,0.0017102,0.0011717,0,0,0
0.35592,0.3367,0.35719,0.43792,0.38125,0.35717,0.35682,0.35772,0.35666,0.35789,0.3592,0.3576,0.35858,0.35906,0.35878,0.41843,0.35826,0.34188,0.36919,0.38403,0.3842,0.35933,0.35866,0.35821,0.35999,0.35938,0.37035,0.38424,0.36451,0.37592,0.37774
0,0.32921,0.35163,0.15664,0.0020418,0.0012976,0.35157,0.002232,0,0.0021164,0.0022839,0.0020293,0.0019121,0.0017393,0.0015082,0.055048,0.0025888,0.32685,0.00317,0.0029319,0.0018092,0.0030277,0,0.34913,0.34794,0.002322,0.01304,0.0079217,0.0054631,0.0067054,0.007912
0.3529,0.33403,0.0035402,0.212,0.0034523,0.35308,0.0033739,0.35403,0.35409,0.35291,0.35289,0.3542,0.35382,0.35554,0.35401,0.079875,0.35459,0.33569,0.35874,0.0076573,0.0084612,0.35151,0.35072,0.0037861,0.006813,0.35675,0.35373,0.35966,0.35526,0.36029,0.35649
0,0,0,0.013087,0,0,0,0,0,0,0,0,0,0,0,0.0049955,0,0,0.0019768,0,0.0015704,0,0,0,0,0.0012114,0.0033055,0.002876,0,0.0019258,0.0035429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002054,0,0.0030072,0.018068,0.0023484,0.35152,0.0019076,0.0024381,0.35381,0.0021881,0.35472,0.0030859,0.0018334,0.0019022,0.0035929,0.40953,0.0051909,0.0064271,0.0034877,0.002879,0.37776,0.35318,0.35432,0.0021703,0.0039339,0.3532,0.010561,0.0098537,0.0032078,0.006222,0.011903
0.35398,0.33594,0.35437,0.43228,0.37937,0.0060416,0.35517,0.35575,0.0032888,0.35581,0.005392,0.35489,0.35718,0.35755,0.35563,0.050407,0.35404,0.33684,0.36642,0.38173,0.0078948,0.0072729,0.00499,0.35632,0.3572,0.0074554,0.36577,0.3757,0.36202,0.37102,0.36656
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0026399,0.00161,0.35237,0.042192,0.0020997,0.35385,0.0029336,0.0035253,0.35439,0.0031208,0.35428,0.35313,0.0023757,0.34942,0.35146,0.41917,0.35427,0.33219,0.0050708,0.37275,0.37988,0.35331,0.35464,0.0029115,0.0060608,0.35398,0.020258,0.017303,0.010338,0.0097805,0.32426
0.3532,0.33523,0.0049635,0.41081,0.3797,0.0037161,0.35422,0.35477,0.0026466,0.3547,0.0058226,0.0049093,0.35666,0.010072,0.0077879,0.037273,0.0051533,0.011349,0.36547,0.012042,0.0054433,0.0070128,0.0045685,0.35561,0.35535,0.0063506,0.3573,0.36852,0.35475,0.36772,0.054546
0,0,0,0.0098991,0,0,0,0,0.35069,0,0,0,0,0,0,0,0,0.0011905,0,0,0,0,0,0,0,0,0.0018714,0,0,0,0
0.35448,0.0064637,0.35644,0.39074,0.37878,0.35578,0.35621,0.0083517,0.0040254,0.35641,0.35757,0.0052423,0.357,0.35801,0.35662,0.39692,0.0086641,0.013017,0.3627,0.38067,0.38261,0.35728,0.009821,0.35634,0.35822,0.35615,0.3612,0.37293,0.36037,0.37264,0.36594
0.001335,0.33074,0,0.049959,0.0029846,0.0010425,0,0.34981,0.0023651,0.0013921,0.0020375,0.35244,0.0018848,0.0012187,0.0024859,0.041757,0.35025,0.32941,0.0073704,0.0038391,0.0022891,0.0026984,0.34939,0.0021923,0.0021661,0.0038754,0.01288,0.011779,0.0044862,0.0036468,0.012328
0.35519,0.33587,0.35502,0.38342,0.38041,0.35613,0.35612,0.35746,0.35638,0.35614,0.35805,0.3569,0.3566,0.0093513,0.3572,0.39952,0.35714,0.34063,0.28743,0.38284,0.38216,0.35874,0.35845,0.35711,0.35863,0.35795,0.36515,0.23233,0.35809,0.36919,0.36691
0,0,0.0021971,0.046978,0.0010167,0,0,0,0,0.0010386,0,0,0.001924,0.34841,0.0010262,0.0028386,0,0,0.082341,0,0.0015957,0,0,0.0012931,0.0011087,0.0014928,0.0051722,0.15071,0.0040935,0.0055125,0.0085234
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0080755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019303,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0078704,0,0,0,0,0,0,0.0012796,0,0,0.0015294,0,0.022894,0.00102,0,0,0,0,0,0,0,0,0,0.0011479,0.0016159,0,0.0010211,0.001733
0.35169,0.33222,0.0017833,0.12574,0.0016174,0.35274,0.0024842,0.35118,0.0019593,0.0052278,0.0079728,0.0044088,0.0040665,0.35209,0.0033009,0.086566,0.35212,0.33158,0.35203,0.004792,0.37305,0.35087,0.35071,0.0027311,0.0040493,0.010058,0.3359,0.3519,0.3452,0.016833,0.34694
0,0.0011436,0.35061,0.09913,0.0017225,0,0.35107,0.0010449,0,0.0014807,0.0011564,0,0.0010639,0,0,0.039292,0.001477,0.0037675,0.0012624,0.0018822,0.0012261,0.0020244,0,0.34805,0.34609,0.0015548,0.0073066,0.0051929,0.0034701,0.0032838,0.0054528
0.0015523,0.0010915,0.0029826,0.14406,0.37623,0.0018675,0.0016076,0.0025074,0.0017095,0.0024518,0.0037708,0.0021902,0.0033188,0.0023255,0.0036997,0.31332,0.0023888,0.0015626,0.0090712,0.37483,0.010189,0.0034107,0.0059519,0.0044785,0.0071747,0.0014143,0.012805,0.018396,0.0044615,0.01062,0.011611
0.0011744,0.001617,0,0.037888,0.0015824,0.0011525,0.0011798,0.0015824,0.0011093,0.0013213,0.34552,0.0016911,0.003985,0.0017902,0.0024376,0.014242,0.0014946,0.0045468,0.0041016,0.0016957,0,0.0014215,0,0.0019766,0.0029777,0.34457,0.0065958,0.004804,0.0070272,0.0030046,0.0072511
0,0.0010774,0,0.038524,0,0.0010986,0,0.0020231,0,0.34704,0.0016648,0,0.34254,0,0.34762,0.012031,0.0014802,0.0022022,0,0.0013723,0,0.0014311,0,0,0,0.0016187,0.0074823,0.0040899,0.0022796,0.0011144,0.0048417
0,0,0,0.0034238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015873,0,0,0,0,0,0,0,0.0075769,0,0,0.0013805,0
0,0,0,0.007426,0,0,0,0,0.35092,0,0,0.34858,0.0039438,0,0,0.0037568,0,0,0.0023105,0,0,0,0,0,0,0.0016019,0.0053133,0.0017698,0.0031785,0.34314,0.0015896
0,0,0,0.0056633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012869
0,0,0,0.015791,0,0,0.34707,0,0,0.34722,0.0042064,0,0,0,0,0.023184,0,0,0,0,0.0012609,0.0050801,0.0010254,0,0.001299,0.0027154,0.0051703,0.0031835,0.0010434,0,0.0050722
0,0.0011122,0,0.04418,0.0039934,0.0018342,0,0.34739,0.0011297,0.0019766,0.0024182,0.0010786,0.0022564,0.0013442,0.0020142,0.058116,0.0013324,0.0036818,0.0060149,0.0032955,0.0026075,0.0020723,0,0.0010185,0.0022396,0.001556,0.0081627,0.01594,0.014963,0.0016934,0.0045967
0,0,0,0.044677,0.0012797,0,0.0010925,0,0,0,0,0,0,0.0010858,0.0013324,0.059891,0,0.001861,0.0029908,0.0011879,0.0038632,0.34368,0,0.34733,0.002593,0.0022034,0.010593,0.0079193,0.0029315,0.0032421,0.0038887
0.351,0.0011266,0,0.054467,0,0.0029597,0.0010609,0.0018848,0,0.0017592,0.0029203,0.0015337,0.0025245,0.0034343,0.002872,0.095595,0.0031221,0.0031793,0.0022685,0.0047038,0.0071516,0.0019807,0.0024347,0.001433,0.0019483,0.34577,0.010626,0.0069325,0.0044893,0.0063951,0.010957
0,0,0,0.040697,0.0011108,0.34796,0,0.0014501,0,0,0.0010961,0.0014879,0.34552,0,0.0015282,0.040307,0.0026669,0.32381,0.0018923,0.0011835,0.0032576,0.0010299,0.35113,0.0010719,0.0021036,0.0029043,0.31251,0.01273,0.32576,0.19579,0.011946
0,0.32986,0.35063,0.094213,0.0017423,0.0011538,0.0014785,0.0017407,0,0.0017252,0.0011129,0.0011368,0.002246,0.0020536,0.0013025,0.14786,0.34738,0.001464,0.34929,0.0017661,0.36525,0.0032433,0,0.0018521,0.0011214,0.001038,0.0094932,0.32372,0.0088521,0.0058676,0.020342
0.0011168,0.0015881,0,0.067569,0.0027561,0.0011773,0.0015099,0.0023652,0,0.0018931,0.34565,0.0013301,0.0017384,0.34781,0.0014391,0.023305,0.0017652,0.002103,0.0025976,0.002056,0,0.0011346,0,0.0025587,0.0048597,0.0018155,0.012206,0.0033257,0.0019358,0.0040983,0.0062298
0,0.0013001,0.0022745,0.041475,0.36979,0,0.0015633,0,0,0.0010238,0.0016153,0,0.001842,0.0018692,0.0011205,0.017157,0,0.0021664,0.0010333,0.3682,0,0,0.001165,0,0.0018768,0,0.0041448,0.003344,0.0014412,0.15484,0.0024314
