0,0.0056874,0.0021921,0,0.0073593,0.0038186,0.0051234,0,0,0.0056006,0,0,0,0.0031144,0.0049099,0.0030228,0,0,0.0059767
0,0.0054619,0.0093638,0,0.0034073,0.0025455,0.0064347,0,0.0011206,0,0,0.0020809,0.007861,0.0084784,0,0.0013016,0.0021036,0.0056261,0
0.013268,0.0041991,0,0,0.033589,0.0012035,0,0.0018911,0,0.011461,0.013641,0,0.007306,0.0043046,0,0,0,0,0.021381
0,0.012811,0.00057167,0,0,0.0030259,0,0.014379,0,0.0027333,0.0035202,0,0,0.0091891,0.0064257,0.0020816,0,0.0036473,0
0,0,0.00093273,0,0.0080862,0.0084229,0.0055313,0.00072756,0,0.0005445,0.016203,0,0.001827,0.0081163,0,0.00066949,0.0022271,0.0032322,0.016657
0,0.0042664,0.0016772,0,0.0064389,0.00042192,0,0.0059954,0,0.00086134,0.0015179,0,0.0014106,0,0,0,0,0.0050778,0.0029592
0,0,0,0.013905,0,0,0,0,0.008374,0,0.97369,0.0051326,0,0,0,0,0.0064825,0,0
0,0,0.0073893,0,0,0.0060295,0,0.0045459,0.0040605,0,0,0,0.0068072,0,0,0,0.00033677,0,0
0.0081242,0,0,0,0,0.019081,0.010375,0,0.00034675,0.019882,0.079184,0,0.00069186,0,0.030554,0.0078677,0,0,0.081454
0.0013771,0.0022918,0,0,0,0,0,0,0.0004053,0.0074561,0,0.00061422,0,0,0,0,0.00119,0,0.011775
0.0055067,0.018907,0.00055964,0,0.013203,0.0066156,0.068044,0,0.0036331,0.010464,0.0037263,0,0.019086,0.0043814,0.010702,0,0.00098066,0.0090556,0
0.00067902,0,0,0,0.0015432,0.01057,0.0062038,0,0,0,0.0044545,0.0022769,0.0032921,0,0.0049611,0.0017312,0,0.0010378,0.025443
0,0,0,0,0.0017567,0,0,0,0.00025349,0,0,0,0.017668,0,0,0,0.0044113,0.011212,0
0.016448,0,0,0,0,0.0144,0,0.0077633,0,0,0.025656,0,0,0,0.0029092,0.021563,0,0.023571,0.021958
0,0.0085921,0.00073598,0,0.011101,0.00043411,0,0,0,0,0,0,0.0056974,0.00077765,0,0,0.0036493,0.0057436,0.0027233
0,0.0017581,0,0,0.0047528,0.004829,0,0.0063716,0.0014869,0,0,0,0.019553,0.00721,0.0097782,0.0073392,0,0,0
0,0.0013252,0.0024351,0,0.0025609,0,0,0.013291,0,0,0.0026504,0.002673,0.0095768,0,0.0070777,0.0050372,0.0034683,0.0060475,0.0089375
0,0,0.0026738,0,0.017148,0,0,0.0060112,0,0,0.0059913,0.0015464,0,0,0.00073603,0.0024129,0.0020206,0.0027279,0.0096218
0,0,0.01124,0,0,0,0.0084072,0,0.0030486,0,0,0.0038303,0,0,0,0,0.0057352,0,0
0,0,0.014612,0,0.011561,0,0,0.0032766,0.0018392,0,0.0072746,0,0,0,0.0084305,0.011772,0,0.0051734,0
0,0,0.002417,0,0,0.00050888,0,0.002043,0,0,0.012,0.0043473,0.0019173,0,0.0031965,0,0.0039396,0,0.0022201
0.0012036,0,0.014082,0,0.0069402,0.012839,0,0,0,0.0083881,0.0037683,0.0041998,0.0020541,0.0038892,0.010198,0.010775,0,0.0037289,0.0022498
0,0.003409,0,0,0,0,0,0.0049711,0.00077369,0,0.0040541,0,0.0003588,0,0,0,0,0,0
0.0045391,0,0.0026146,0,0,0,0,0,0.00097821,0.014596,0.0055066,0.00039287,0,0.0073819,0,0,0.0021726,0,0.0005281
0.0011603,0.016605,0,0,0,0,0,0.02073,0.00055665,0,0.0076498,0,0.006246,0.010702,0.0035847,0.00042167,0,0,0.012057
0.01614,0.0047643,0.0099265,0,0.006163,0,0.00296,0.0057855,0,0.0038444,0.014258,0,0.011734,0.00080703,0,0.03241,0.0061783,0.0019135,0.0091388
0,0.0034179,0,0,0,0.0034746,0,0,0.00057169,0,0,0,0.0002764,0.0045945,0,0,0.00050779,0,0
0.0059302,0.0047914,0,0,0.0011804,0.010034,0.00087486,0.0041051,0,0.0011501,0.019647,0,0,0,0.0067835,0.0036734,0.0034574,0.011224,0.0074858
0.0016239,0.0011712,0,0,0.0094889,0.0063073,0.001398,0,0,0,0.0076712,0,0.0031543,0,0.00045577,0.0078301,0.0018805,0.0088537,0.0056908
0.0076193,0,0,0,0.00080357,0.011087,0.0086064,0.0064426,0,0,0.013302,0.0034366,0,0.0019752,0,0.00010802,0,0,0.03362
0,0.0032876,9.2671e-05,0,0,0,0,0.0074746,0,0,0,0.0047995,0.0080492,0,0,0,0,0,0
0.013497,0,0.0028512,0,0,0,0.0069993,0.0072406,0,0.0081447,0,0.0016517,0.0068221,0,0.0085934,0,0,0,0
0.00021941,0,0.0010107,0,0,0,0.0010033,0.004958,0.0032078,0,0,0.0041362,0.017374,0,0,0,0,0,0.0059037
0.0023898,0.0047205,0.0044493,0,0.0017823,0,0.0073976,0,0.0018803,0,0,0.000963,0.012264,0.00080907,0,0,0.0051609,0,0
0.0088419,0,0,0,0.00017976,0.0022248,0,0.00024446,0.00096539,0,0,0.0039273,0,0,0,0,0,0,0
0.0027989,0.0009375,0.012376,0,0.0091315,0.005696,0,0.0017904,0,0,0.0060285,0,0,0,0.004477,0.023383,0,0.0079708,0.0032886
0.0039355,0,0.011446,0,0,0,0,0,0.00075864,0.023791,0,0.0013333,0.014692,0,0,0,0.0037503,0,0
0.0066943,0.0057133,0,0,0,0,0,0,0.0006814,0,0,0.0011008,0,0,0.011406,0,0,0,0.0018464
0,0.0072667,0.019128,0,0.010415,0.0021021,0.0077551,0.0095061,0.0013509,0,0.0025199,0.0025817,0.006827,0,0,0,0.0036366,0,0
0.0040588,0,0,0,0,0,0,0,0.0038453,0,0,0,0.00084392,0.0065303,0,0.0022589,0.0065091,0,0
0.011352,0.007896,0.0019524,0,0,0,0.0033293,0,0.0042274,0,0,0.00080258,0.0065708,0.013637,0,0.0027188,0.0046663,0.0099645,0
0.001857,0,0,0,0,0,0,0,0.00068262,0,0,0.0022242,0.0010347,0.0029465,0.00013849,0,0.0020379,0,0
0,0,0,0.020965,0,0,0,0,0.0067594,0.00018526,0,0.012265,0,0,0,0.96881,0.0033618,0,0
0,0,0,0,0,0,0,0,0.00027542,0,0.00028135,0.00071391,0.005911,0.0070717,0,0,0.0007996,0.011476,0.00033507
0.0024652,0,0,0,0.00041147,0.0029626,0,0,0,0,0,0.00087979,0.0094879,0.0060237,0,0,0,0,0
0,0.022287,0.00075816,0,0,0,0.0014443,0.0088318,0,0.0021602,0.012598,0,0.0097594,0.012538,0.0069513,0.0050297,0,0.00057387,0.0066029
0.0021067,0.004816,0.0057905,0,0.0018902,0.010804,0.0011346,0.012378,0.00071624,0.00016527,0.0071087,0,0.003858,0.00587,0.022568,0.015376,0.007995,0.026354,0.019583
0.0096806,0.0027849,0,0,0.00074436,0,0,1.2302e-05,0,0,0.0054438,0,0.0030729,0.0025755,0,0.0022319,0.0023438,0.0038612,0.013377
0.0022922,0,0.013681,0,0.0097714,0.0081175,0,0,0,0.0077048,0,0,0.00040999,0.019221,0.011588,0.014784,0.0069848,0.0093922,0
0,0,0,0.010336,0,0.98487,0,0,0.0055917,0,0,0.0038013,0,0,0,0,0.005864,0,0.0070366
0,0.0062678,0.0012795,0,0,0,0.0013388,0.0045456,0,0,0.0053479,0.0023455,0,0,0.0042798,0.0094512,0.0014122,0.01198,0.012861
0.0036362,0,0,0,0,0,0,0.0021006,0,0.0027688,0.0096832,0.00224,0,0,0.01103,0.0050491,0.0024595,0.0055059,0.015774
0.0058104,0.011361,0.0059898,0,0.01844,0.00030915,0,0.0065606,0,0,0.012486,0,0,0.0082163,0,0,0,0.02112,0.00072102
0,0.010312,0.0031344,0,0.00069183,0,0.00117,0,0.003102,0,0,0,0,0.013555,0,0,0.004301,0,0
0.0077828,0,0.0086419,0,0,0.0012877,0.002815,0,0,0.002817,0,0.0012067,0.0052164,0.006555,0,0,0.0027587,0,0
0.0040316,0.0025047,0,0,0,0,0,0.00044365,0.00018665,0,0.00066261,0.0033707,0.00085206,0,0,0,0,0,0
0,0,0,0,0.00028968,0.0035186,0,0,0,0,0.0010276,0,0.0032134,0,0.003837,0,0.0017212,0,0
0,0.009461,0.011761,0,0,0,0,0,0.0021701,0,0,0.0050852,0,0.00036557,0.0082715,0,0.0021533,0,0
0,3.4733e-05,0.0059896,0,0.00209,0.0036788,0,0.0019244,0.0015997,0,0,0.002577,0.0057241,0.0056427,0,0.0017459,0.0054976,0.0058719,0
0.0034694,0.02884,0,0,0,0.001062,0.00060517,0.039112,0,0,0.0088305,0,0.003292,0,0.019836,0.014078,0,0.017966,0.013289
