0,0,0,0.0059352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35763,0.33762,0.35851,0.4402,0.38332,0.35871,0.3588,0.35852,0.35823,0.35958,0.36339,0.35903,0.36275,0.36154,0.36015,0.36378,0.36078,0.34496,0.36648
0.0012725,0.32858,0.35054,0.1507,0.0038442,0.001577,0.35089,0.0024133,0.0017608,0.0033021,0.0044354,0.002339,0.0041867,0.0019259,0.0051816,0.017655,0.0013702,0.32349,0.0070137
0.35296,0.33396,0.0040161,0.21469,0.004631,0.35186,0.0043385,0.35424,0.35342,0.35277,0.34902,0.35399,0.3521,0.35536,0.35246,0.35528,0.35459,0.33492,0.34559
0,0,0,0.01207,0,0,0,0,0,0,0,0,0,0,0.0011508,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0036119,0.0021304,0.0045846,0.02539,0.0067134,0.351,0.0034451,0.0039452,0.35529,0.0028851,0.35853,0.0047246,0.0045399,0.0044044,0.0047136,0.013184,0.0064882,0.01307,0.35925
0.35439,0.3361,0.35428,0.4315,0.37832,0.0083842,0.35589,0.35593,0.0042218,0.35701,0.0086736,0.35481,0.35948,0.35783,0.35737,0.35457,0.35482,0.33618,0.015818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0044465,0.0034598,0.35258,0.050978,0.0060549,0.35333,0.0046498,0.0048989,0.35573,0.0039356,0.35758,0.35342,0.0059561,0.34933,0.005373,0.34298,0.35189,0.33401,0.35892
0.35336,0.33464,0.0061613,0.40695,0.37897,0.0060035,0.35474,0.355,0.0035816,0.3558,0.0091605,0.0061201,0.35807,0.012839,0.35703,0.024362,0.0093968,0.014706,0.01478
0,0,0,0.009433,0,0,0,0,0.34862,0,0,0,0,0,0,0,0,0.0012133,0
0.35569,0.0080751,0.35761,0.39113,0.38046,0.35674,0.35789,0.010649,0.0065844,0.35794,0.36137,0.0078272,0.3599,0.36048,0.35683,0.018221,0.35725,0.019957,0.36237
0.0019066,0.33032,0.0010339,0.050739,0.0038848,0.001772,0.0010906,0.34872,0.0040314,0.0017193,0.0036822,0.35133,0.0033275,0.0012983,0.0044028,0.34824,0.0039747,0.32713,0.0082173
0.3565,0.33682,0.35576,0.38697,0.38194,0.3572,0.35759,0.35816,0.35775,0.35815,0.36129,0.35804,0.35937,0.013558,0.35757,0.36074,0.35864,0.34345,0.36553
0,0,0.0026861,0.044259,0.0013875,0,0.0010381,0,0,0,0,0,0.0029453,0.34628,0.0027226,0.0023436,0.0015369,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0074247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0084001,0,0,0,0,0,0,0.0026981,0,0,0.0018997,0,0.0015892,0,0.0014968,0.001414
0.3512,0.33244,0.0025363,0.12568,0.0028164,0.35196,0.0034676,0.35112,0.0035703,0.0061378,0.013832,0.0047945,0.0069715,0.35156,0.34761,0.35402,0.0055185,0.33149,0.34076
0,0.0018059,0.3494,0.099229,0.0034128,0,0.35015,0.0011488,0.0015092,0.0021089,0.0027629,0.0010048,0.0027517,0.0010066,0.0028175,0.0021624,0,0.0051651,0.0050096
0.002861,0.001758,0.0048723,0.1411,0.37632,0.0035606,0.003255,0.0035454,0.0038951,0.0037657,0.010887,0.0035871,0.0078892,0.0041384,0.0056655,0.007092,0.0048267,0.0048,0.021098
0.0020092,0.0015302,0,0.039663,0.0020428,0.001192,0.0013618,0.0020257,0.0012821,0.0019042,0.33799,0.001871,0.0058887,0.0020782,0.0034626,0.0029084,0.0025042,0.0057146,0.0066441
0,0,0,0.041064,0,0.0011358,0,0.0020627,0,0.34508,0.0022114,0,0.33423,0,0.0015383,0.0017414,0.34523,0.0022523,0.0029977
0,0,0,0.0034416,0,0,0,0,0,0,0,0,0,0,0,0.0010633,0,0,0.0015465
0,0,0,0.0081232,0,0,0,0,0.34896,0,0.0014045,0.34811,0.0061143,0.0018783,0.0011613,0.0010402,0.0020008,0.0017804,0.0010922
0,0,0,0.0050219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.019587,0,0,0.34199,0,0,0.34143,0.0057923,0,0,0,0.0020009,0,0,0.0012338,0.0092421
0.0012393,0.0011878,0.0012721,0.044177,0.0056572,0.0024503,0.0013802,0.34624,0.0017508,0.0026109,0.0052814,0.0014946,0.0037871,0.0019082,0.0024805,0.002734,0.0021239,0.0049495,0.007168
0,0,0,0.050818,0.0018761,0,0.0035259,0,0.0013612,0,0.0030963,0,0.0017969,0.0012994,0.0047114,0,0.0014126,0.0025272,0.32513
0.34647,0.0010069,0.001065,0.054982,0.002195,0.0037876,0.001638,0.0026395,0.001155,0.0023874,0.0071075,0.002169,0.004402,0.0043822,0.0049391,0.0059179,0.0034161,0.0052418,0.0145
0.0018029,0.0017824,0.0011917,0.047129,0.0018708,0.34725,0.0015052,0.0024218,0.0026492,0.0050735,0.0034476,0.0021052,0.34095,0.0019607,0.0040903,0.0056716,0.0036031,0.32209,0.0089234
0.0047855,0.32923,0.34944,0.084593,0.0033386,0.0019065,0.002676,0.0024652,0,0.002905,0.0038748,0.0016016,0.0039875,0.003825,0.33855,0.34605,0.0018818,0.0042155,0.0079377
0.0013826,0.0015437,0,0.064882,0.0032632,0.0011746,0.0018467,0.0024625,0.0010772,0.0014756,0.33718,0.0013319,0.0030647,0.345,0.0022704,0.0025687,0.0014808,0.0025678,0.0028273
0,0.0012478,0.003097,0.040564,0.36585,0.0010445,0.0018955,0,0,0.0014289,0.0030272,0,0.0033334,0.0026874,0,0.002857,0.0019605,0.002574,0.0013264
0,0.001034,0.0013057,0.050245,0.0015689,0,0.0024807,0.0014476,0.35008,0,0.0016478,0.34929,0.0020123,0,0.0027494,0.0028272,0,0.0064654,0.0029601
0,0,0,0.010197,0,0,0,0.0010576,0,0.001178,0,0,0.001822,0,0.0017197,0.0014681,0.34452,0.0010411,0.0026456
